,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_OX_04,SHAP_OX_03,SHAP_OX_05,SHAP_OX_18,SHAP_TEMP_03,SHAP_TEMP_21,SHAP_TEMP_22
2019-07-30 00:00:00,-19.71686325073242,7.152700972557068,-0.9454564670100808,-0.04132082848809658,2.8109667301177974,-0.8859199941158294,-1.9039792180061341,-13.311716175079345,8.39759702682495,-5.762886881828309
2019-07-03 07:00:00,-17.155240058898926,3.624730199575424,-1.098432047665119,-0.03387813447043298,4.408376574516296,-0.8558707594871521,1.4968674778938293,-5.735269832611084,7.896528530120849,-4.823092389106751
2019-06-23 00:00:00,-0.9316625513136385,-0.08416293561458588,-1.1324265033006669,-0.18273349283263088,-0.916321513056755,-0.3149862471967936,-0.061853858083486535,-2.680250990390778,5.319613027572632,-4.185376977920532
2019-04-16 00:00:00,16.99966506958008,-8.044713687896728,-0.14658379405736924,-0.27948961677029727,-3.401179623603821,0.13575083063915377,0.15069911628961563,6.484806632995605,-1.6237476646900177,-0.929664495587349
2019-05-18 05:00:00,-11.178130817413331,-3.1598301768302917,-0.8604696981608868,-0.19761907347710803,-0.7388313338160515,-0.2548878397792579,1.6385697185993195,-0.11403552591800692,4.1743162155151365,-3.346274530887604
2019-04-27 02:00:00,1.6299564242362972,-10.577619361877442,-1.1324265033006669,-0.12319133020937442,0.3261080965399742,-0.6154775857925416,0.5758047170937062,11.00623254776001,-1.4090045511722566,-1.1981768861413002
2019-06-15 11:00:00,9.31481146812439,-3.7025951147079468,-1.217412781715393,-0.1678480637492612,-0.916321513056755,-0.2548878397792579,0.15069911628961563,2.6965817153453826,7.39546308517456,-5.49437382221222
2019-12-03 23:00:00,-6.054899072647094,-9.673010349273682,-0.3335538566112518,-0.004106958582997336,1.5685368895530702,-1.3667061150074005,0.15069911628961563,9.662024879455567,-1.8384910464286803,-0.7282800540328026
2019-06-07 21:00:00,2.483828568458557,-1.4410753063857555,-1.251407578587532,-0.24971841890364885,-1.0938113451004028,0.07565289121121174,0.4341031207353808,-1.2138420198112723,5.820678329467773,-4.521018362045288
2020-01-31 01:00:00,-0.9316625513136385,-10.577619361877442,-0.486529341340065,-0.12319133020937442,0.5035978179425001,-0.5553791821002961,-1.9748303651809695,10.517431545257569,-3.9859222412109374,0.04369334392249584
