,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_OX_04,SHAP_OX_03,SHAP_OX_05,SHAP_OX_18,SHAP_TEMP_03,SHAP_TEMP_21,SHAP_TEMP_22
2019-05-10 16:00:00,8.029048776626587,-8.501370239257813,7.239940881729126,-1.9059163473546505,-7.766014575958252,-8.349445390701295,-9.322278833389282,2.7777314186096187,-3.667415016889572,-1.144557076692581
2019-05-10 17:00:00,9.988008213043212,-15.164448928833007,1.826382303237915,-1.5749344542622568,-10.26451153755188,-8.913515496253968,-13.963610363006591,1.798007097095251,-3.8595258176326745,-1.0867020234465599
2019-05-10 18:00:00,16.5178731918335,-19.495450782775883,0.5770999006927013,-1.839720019698143,-9.952200174331665,-7.503341436386108,-18.247912311553954,2.9736763656139376,-4.03029055595398,-0.999919718503952
2019-05-11 10:00:00,-5.683667945861815,-20.16175937652588,-2.7543205380439755,0.11307291239500053,3.789533483982086,-0.4524701699614525,9.600069665908814,17.08170690536499,-2.173220360279083,-1.8388155579566952
2019-05-11 11:00:00,-4.377694606781006,-14.831294345855714,0.16067212671041492,-0.3503016896545887,0.041787822544574735,-0.31145268119871616,13.170324993133544,11.595250177383424,-2.066492187976837,-1.7616755709052085
2019-05-11 12:00:00,-3.0717216372489924,-10.167140007019045,3.90852033495903,-0.7474798858165743,-3.3936453580856325,-2.285696679353714,13.88437623977661,9.83174662590027,-2.194565987586975,-1.8098881363868713
2019-05-11 13:00:00,5.417102599143982,-8.16821608543396,5.157802879810332,-1.1115598738193513,-4.01826958656311,-3.9779056549072265,9.957095718383789,6.696628284454346,-2.6214789390563964,-1.7520331114530563
2019-05-23 10:00:00,-11.560545253753663,-17.163374042510988,1.826382303237915,0.24546568244695663,6.912654232978821,0.5346520371735096,-2.538794910907746,14.730367469787598,-2.7282068371772765,-1.4916862517595293
2019-05-23 13:00:00,4.111129784584046,-6.835600328445435,3.90852033495903,-0.8136761724948883,-3.081333220005036,-2.567731714248657,-9.322278833389282,6.696628284454346,-2.834935200214386,-1.568826100230217
2019-05-23 14:00:00,0.846197435123031,-11.166602134704588,3.492092862725258,-1.078461652994156,-5.267517828941345,-4.259940636157991,-11.107405853271484,5.325014686584472,-3.1551198244094847,-1.462758755683899
2019-05-23 15:00:00,2.152170336246491,-10.167140007019045,3.90852033495903,-1.310148826241493,-8.078327083587647,-5.388079667091369,-12.178482437133788,1.9939518868923187,-3.3258847296237946,-1.3181214831769466
2019-05-24 09:00:00,-18.743395805358887,-20.82806491851807,-1.505038022994995,0.44405490458011626,7.849590277671814,1.2397387117147445,9.600069665908814,17.08170690536499,-2.0878377676010134,-1.6363234490156173
2019-05-24 12:00:00,2.805156934261322,-4.170368731021881,10.154933500289916,-0.4495962254703045,-1.5197729416191579,-1.2985746877595372,4.601713848114014,4.933125305175782,-2.1518747329711916,-1.7038206688128412
2019-05-24 13:00:00,-1.1127623923122882,0.49378615617752075,8.072796034812928,-0.9129707247018815,-6.204454469680787,-2.708748662471771,3.887662887573242,2.7777314186096187,-2.2586029767990112,-1.7713181167840957
2019-05-24 14:00:00,1.4991837918758393,3.4921714782714846,8.489224553108215,-1.4094435766339304,-7.453702592849732,-4.6829927325248715,-0.7536681775003672,0.426392937451601,-2.6428243875503545,-1.7231056522578
2019-05-24 15:00:00,9.988008213043212,3.4921714782714846,5.990658295154573,-1.541836227476597,-5.579830336570739,-6.798254156112671,-3.6098712682724,-2.316834819316864,-3.0057004094123836,-1.5495411247014999
2019-05-24 16:00:00,17.823846054077148,2.4927095651626585,3.0756651997566222,-1.3432471454143522,-6.829078722000122,-7.362324452400207,-4.680947780609131,-4.0803390741348275,-3.091082680225372,-1.3856189757585524
2019-05-24 20:00:00,0.846197435123031,-14.831294345855714,-2.3378934502601623,-2.0052107639610766,-9.327575874328613,-10.605724143981934,-10.036329078674317,1.798007097095251,-3.4966500103473663,-1.20241181619931
2019-05-25 08:00:00,-18.09041051864624,-15.164448928833007,1.826382303237915,-0.052417943626642226,8.474214792251587,-1.2985746877595372,9.600069665908814,15.318203449249268,-1.917072856426239,-1.7616755709052085
2019-05-25 09:00:00,-10.25457353591919,-5.502984714508057,3.492092862725258,0.14617112949490546,4.101845002174377,-1.0165398865938187,13.88437623977661,11.79119610786438,-1.6182337760925294,-1.87738538980484
2019-05-25 10:00:00,-1.7657486855983735,-3.8372151732444757,4.741375541687012,-0.3172033827751874,2.5402845949400215,-0.17043526023626324,10.67114639282227,6.892573380470276,-1.4261234097182751,-2.012380135059357
2019-05-25 11:00:00,6.07008912563324,4.491633629798889,5.574230265617371,-0.48269435316324233,-1.2074605286121367,-2.144679182767868,7.814942359924316,1.2101724743843079,-1.4261234097182751,-2.099162387847901
2019-05-25 12:00:00,5.417102599143982,9.822096252441407,5.990658295154573,-0.8798725783824921,-5.267517828941345,-2.849766433238983,7.100891542434693,0.23044799864292145,-1.4901598080992697,-2.099162387847901
2019-05-25 13:00:00,11.293981313705444,8.489479589462283,6.823513412475586,-1.310148826241493,-9.015263509750366,-4.541975402832032,4.601713848114014,-4.668172717094421,-1.874381536245346,-2.0702349185943603
2019-05-25 14:00:00,23.047739601135255,9.822096252441407,6.823513412475586,-1.70732726380229,-8.702951002120972,-6.375201964378356,1.0314595401287079,-7.803290843963623,-2.066492187976837,-1.8966703534126281
2019-05-25 15:00:00,19.12981719970703,9.822096252441407,4.324947798252106,-1.6742289707064633,-11.513759994506838,-8.067409682273864,3.1736119389533997,-7.019511938095093,-2.3866768717765807,-1.8098881363868713
2019-05-25 16:00:00,10.640994930267333,3.8253253936767586,2.6592375421896577,-1.9721125740557905,-17.135379028320312,-7.926393651962281,5.672790145874023,-7.803290843963623,-2.6001332163810726,-1.6652507349848746
2019-05-25 17:00:00,6.07008912563324,1.4932479351758958,0.16067212671041492,-2.5678800806403164,-15.261506080627441,-9.195550060272216,5.315764784812927,-7.803290843963623,-2.834935200214386,-1.568826100230217
2019-05-25 18:00:00,8.029048776626587,-3.504061126708984,-1.0886106695979834,-2.36929075717926,-11.201448726654053,-11.733863830566406,2.102535617351532,-4.276283717155456,-3.133774077892303,-1.462758755683899
2019-05-25 19:00:00,9.988008213043212,-9.50083236694336,-4.836459016799926,-1.939014407247305,-9.015263509750366,-10.8877592086792,-1.110693097114563,-2.90466958284378,-3.2191566944122316,-1.3277641497552395
2019-05-25 20:00:00,6.723075532913208,-14.498141193389893,-8.584306621551514,-1.70732726380229,-9.952200174331665,-9.054532170295715,-5.394998264312745,0.03450326621532439,-3.347230446338653,-1.2891944020986557
2019-05-26 06:00:00,-27.23222255706787,-26.15852870941162,-9.417161893844604,-0.8136761724948883,1.6033482789993285,-5.106045174598694,10.314120960235595,13.35875425338745,-1.8957270622253417,-1.8388155579566952
2019-05-26 07:00:00,-15.478463649749752,-19.495450782775883,-5.252886533737184,-0.5819889277219773,5.351093924045563,-4.259940636157991,16.740579032897948,14.730367469787598,-1.3620859622955321,-1.8870278418064117
2019-05-26 08:00:00,-6.989640140533448,-12.166063404083253,-2.3378934502601623,-0.18481066897511483,6.912654232978821,-3.2728186726570128,14.59842472076416,13.35875425338745,-1.0205558732151985,-2.128090077638626
2019-05-26 09:00:00,2.805156934261322,-2.171445340663195,-0.25575526952743527,-0.01931979302316904,1.2910362772643564,-1.5806095004081724,9.957095718383789,9.43985652923584,-1.1059384517371655,-2.2823695987462997
2019-05-26 10:00:00,13.905927181243896,2.1595558404922484,2.2428101658821107,-0.6150870501995087,-2.7690211772918705,-0.8755224421620369,7.457917308807373,5.129069781303405,-1.0205558732151985,-2.2437994718551635
2019-05-26 11:00:00,21.7417649269104,6.823710298538208,2.6592375421896577,-1.045363435149193,-7.453702592849732,-3.4138357639312744,8.528993558883666,-0.7492760211229325,-1.0205558732151985,-2.2823695987462997
2019-05-26 12:00:00,34.80149402618408,11.154711532592772,2.2428101658821107,-1.541836227476597,-12.763009071350098,-5.247062623500825,9.600069665908814,-3.296559202671051,-1.404777274560183,-2.2823695987462997
2019-05-26 13:00:00,48.51420822143554,15.485713386535645,2.6592375421896577,-2.1045053832232963,-16.510755252838134,-7.362324452400207,7.814942359924316,-6.039786863327026,-1.5541968673467637,-2.1088050603866577
2019-05-26 14:00:00,53.08511161804199,13.819944286346436,2.2428101658821107,-2.501683469116688,-22.75699634552002,-9.759620213508606,7.100891542434693,-8.587070083618164,-1.874381536245346,-2.0413074851036073
2019-05-26 15:00:00,25.65968418121338,10.488404655456542,3.492092862725258,-3.16364723443985,-29.31555004119873,-11.451828575134275,7.457917308807373,-11.134353446960448,-2.2586029767990112,-1.8966703534126281
2019-05-27 07:00:00,-29.844166374206544,-16.83021831512451,-9.417161893844604,0.17926927506923676,11.597336196899414,-0.8755224421620369,33.163750076293944,12.183085060119629,-1.212666506692767,-2.060592496395111
2019-05-27 08:00:00,-11.560545253753663,-10.500293827056884,-3.5871761083602904,0.4771529585123062,12.534272050857544,-0.029417788982391363,18.168680572509764,10.81147108078003,-0.935173062980175,-2.1955869853496557
2019-05-27 09:00:00,-1.1127623923122882,-2.171445340663195,0.16067212671041492,0.5764475047588349,8.161901664733886,1.2397387117147445,11.385198497772217,7.872297239303589,-0.6576799690723419,-2.3209393024444585
2019-05-27 10:00:00,7.376062107086182,5.491095447540284,2.2428101658821107,0.11307291239500053,-0.582836426794529,1.6627910882234573,7.814942359924316,4.149345242977143,-0.7644081741571427,-2.4462914824485784
2019-05-27 11:00:00,8.029048776626587,6.823710298538208,-2.7543205380439755,-0.8136761724948883,-5.579830336570739,-0.31145268119871616,6.7438665390014645,-0.7492760211229325,-0.9778648346662523,-2.3980794310569755
2019-05-27 12:00:00,46.55525283813478,11.154711532592772,-0.6721826925873756,-1.3432471454143522,-9.639888286590576,-4.259940636157991,5.315764784812927,-5.2560077667236325,-1.234012281894684,-2.301654690504074
2019-05-27 13:00:00,44.59629325866699,11.821020317077636,0.5770999006927013,-1.7735233303159474,-9.952200174331665,-6.516218829154968,0.3174085125327111,-6.039786863327026,-1.5541968673467637,-2.1859448075294496
2019-05-27 14:00:00,21.088779258728028,11.487865829467772,-1.505038022994995,-1.8066219475120306,-28.378613662719726,-8.349445390701295,-1.467719016317278,-8.587070083618164,-1.959763902425766,-2.0413074851036073
2019-05-27 15:00:00,11.293981313705444,10.488404655456542,1.4099551133811472,-3.7594146013259886,-27.44167766571045,-8.490463757514954,-1.8247439712285995,-8.978960514068604,-2.2586029767990112,-1.858100551366806
2019-05-27 16:00:00,6.723075532913208,9.822096252441407,2.2428101658821107,-3.6601201772689818,-16.19844150543213,-16.81049175262451,-3.9668969392776487,-8.783016300201416,-2.3866768717765807,-1.7231056522578
2019-06-02 12:00:00,-6.336653804779052,-14.831294345855714,-9.833590507507324,-0.28410524912178514,1.2910362772643564,-1.439592070877552,-4.680947780609131,10.027692079544067,-2.6001332163810726,-1.655608355998993
2019-06-02 13:00:00,-2.4187349677085876,-12.832371234893799,-9.417161893844604,-0.6150870501995087,-1.2074605286121367,-2.0036619126796724,-2.538794910907746,8.852021884918212,-2.664170038700104,-1.568826100230217
2019-06-06 10:00:00,-8.948599910736084,-5.836138153076172,-5.252886533737184,0.4109566695988178,6.600342011451721,2.0858434334397318,-7.894175720214844,7.676352310180664,-2.429367935657501,-1.6170385241508485
2019-06-06 11:00:00,-1.1127623923122882,1.4932479351758958,-0.25575526952743527,-0.052417943626642226,1.9156605422496795,0.9577041015028953,-5.394998264312745,2.9736763656139376,-2.343985402584076,-1.6459659218788147
2019-06-06 12:00:00,1.4991837918758393,5.491095447540284,1.4099551133811472,-0.5488907605409623,-1.832084935903549,-1.0165398865938187,-6.823100662231445,1.4061174482107162,-2.3012941718101505,-1.6845358341932297
2019-06-06 13:00:00,9.988008213043212,5.157941770553589,2.2428101658821107,-0.9460688650608062,-5.579830336570739,-3.1318008899688716,-8.251202058792114,-2.90466958284378,-2.3653311371803287,-1.7038206688128412
2019-06-06 14:00:00,19.12981719970703,7.490019178390503,0.5770999006927013,-1.3432471454143522,-6.829078722000122,-4.824010455608368,-8.608226776123047,-5.2560077667236325,-2.5787875890731806,-1.6748932883143426
2019-06-06 15:00:00,17.823846054077148,6.823710298538208,-0.6721826925873756,-1.47563988417387,-10.88913550376892,-6.516218829154968,-8.608226776123047,-5.060063314437866,-2.8135895848274233,-1.5784685492515564
2019-06-19 10:00:00,-12.213533115386962,-13.498679828643798,-9.417161893844604,0.27856386154890056,7.224966216087341,1.2397387117147445,-4.680947780609131,10.615525579452514,-2.0878377676010134,-1.9159552037715912
2019-06-20 13:00:00,-3.0717216372489924,-4.836676788330079,-7.751452016830444,-0.18481066897511483,3.164908713102341,-0.31145268119871616,-6.466073799133301,6.3047388076782225,-1.9811096429824828,-1.8870278418064117
2019-06-20 14:00:00,-1.1127623923122882,-5.169831061363221,-6.502167773246765,-0.41649797298014163,-0.582836426794529,-1.5806095004081724,-7.537151193618774,3.561510670185089,-2.3226398229599,-1.8484579861164092
2019-07-03 10:00:00,-20.049370193481444,-6.502446103096008,-11.9157283782959,0.741938391327858,5.66340606212616,3.3549998104572296,-2.18176919221878,4.149345242977143,-2.002455246448517,-1.800245630741119
2019-07-03 11:00:00,-12.866518592834476,-3.8372151732444757,-11.082874774932863,-0.15171256065368652,5.038781666755677,2.3678783148527147,-4.323922395706177,3.75745552778244,-2.066492187976837,-1.8388155579566952
2019-07-03 12:00:00,-8.948599910736084,-1.8382912844419483,-9.000735092163087,-0.21790889110416173,3.47722105383873,-1.439592070877552,-5.037973046302796,1.798007097095251,-2.023800849914551,-1.8098881363868713
2019-07-03 13:00:00,3.4581430315971375,-2.504599368572235,-9.417161893844604,-0.383399804495275,0.041787822544574735,-1.721626991033554,-6.823100662231445,0.23044799864292145,-2.109183609485626,-1.8291730999946594
2019-07-20 14:00:00,-2.4187349677085876,2.1595558404922484,-13.997865200042725,0.27856386154890056,8.161901664733886,1.0987215146422387,-7.180125808715822,-1.9249453246593475,-1.3834315825253725,-2.1473748385906215
2019-08-01 08:00:00,-26.579235649108888,5.824249649047852,-14.830719089508056,1.0067238807678225,15.65739278793335,2.6499126024544237,-1.8247439712285995,-1.1411659762263298,-0.38018656373023985,-2.552358795702457
2019-08-01 09:00:00,-18.743395805358887,11.154711532592772,-12.748582363128662,0.9074293732643127,11.90964722633362,3.496017888188362,-2.538794910907746,-3.296559202671051,-0.48691500201821325,-2.5716438800096513
2019-08-01 10:00:00,-8.948599910736084,14.153098106384274,-9.417161893844604,0.5102511364035308,6.600342011451721,3.072965767979622,-7.537151193618774,-5.451952719688416,-0.4228777489159256,-2.523431184887886
2019-08-01 11:00:00,2.805156934261322,16.81832962036133,-7.751452016830444,-0.052417943626642226,2.8525968760251996,1.3807563543319703,-10.750379467010497,-8.587070083618164,-0.25211291462183,-2.552358795702457
2019-08-01 12:00:00,9.988008213043212,17.817790508270264,-10.250017309188843,-0.4495962254703045,-1.832084935903549,-1.0165398865938187,-14.677660751342774,-10.350574111938476,-0.38018656373023985,-2.6294986069202424
2019-08-01 13:00:00,22.39475231170654,18.48409776687622,-9.000735092163087,-0.9460688650608062,-7.453702592849732,-2.708748662471771,-19.318990898132324,-11.918133258819577,-0.5936432152986526,-2.5716438800096513
2019-08-01 14:00:00,38.71941375732422,20.483024215698244,-7.751452016830444,-1.541836227476597,-10.88913550376892,-4.824010455608368,-18.961964130401615,-12.50596809387207,-0.9778648346662523,-2.4752188980579373
2019-08-02 08:00:00,-29.844166374206544,3.8253253936767586,-15.247148036956787,0.6426438987255096,13.158896350860593,1.5217737227678299,25.309191322326658,-0.5533313302788884,-0.508260676264763,-2.4848616808652877
2019-08-02 09:00:00,-19.39638442993164,9.488941669464111,-13.997865200042725,0.6426438987255096,12.221959400176999,1.9448260441422458,17.097604274749756,-2.708724570274353,-0.46556924767792224,-2.5137890636920925
2019-08-02 10:00:00,-5.683667945861815,13.153637027740478,-11.9157283782959,0.5433492347598076,8.161901664733886,1.9448260441422458,9.600069665908814,-4.276283717155456,-0.3374953031539917,-2.5330742388963703
2019-08-02 11:00:00,8.029048776626587,18.150943088531495,-9.000735092163087,0.11307291239500053,3.164908713102341,1.5217737227678299,5.315764784812927,-7.607345914840698,-0.08134776130318647,-2.5909288723487416
2019-08-02 12:00:00,21.7417649269104,19.816712951660158,-9.000735092163087,-0.41649797298014163,-3.3936453580856325,-0.31145268119871616,-1.467719016317278,-9.762738990783692,-0.25211291462183,-2.7066388130187984
2019-08-25 11:00:00,-8.295613098144532,-2.171445340663195,-6.918596529960634,-0.383399804495275,1.2910362772643564,-2.144679182767868,-0.3966425329446793,4.541235375404358,-0.9992102146148684,-2.2437994718551635
2019-08-25 12:00:00,-5.683667945861815,7.8231730461120605,-5.252886533737184,-0.6150870501995087,-0.8951484970748425,-2.4267141878604894,-3.252846336364746,2.1898969024419785,-1.1059384517371655,-2.2920121282339094
2019-08-25 13:00:00,0.846197435123031,4.1584789037704475,-4.836459016799926,-0.8467743694782257,-2.1443971037864684,-3.4138357639312744,-4.680947780609131,-0.7492760211229325,-1.2980494529008866,-2.2437994718551635
2019-09-01 12:00:00,-7.642626762390137,3.1590178012847905,-8.584306621551514,-0.01931979302316904,4.414157199859619,-0.17043526023626324,-4.323922395706177,-1.337110831588507,-1.1272840578109027,-2.359509527683259
2019-09-01 13:00:00,-3.0717216372489924,8.156326055526733,-6.918596529960634,-0.28410524912178514,0.6664120078086853,-0.8755224421620369,-4.680947780609131,-2.90466958284378,-1.212666506692767,-2.2341573022771626
2019-09-01 14:00:00,1.4991837918758393,7.8231730461120605,-6.502167773246765,-0.6812834680080414,-2.4567089438438416,-2.0036619126796724,-4.680947780609131,-3.8843938589096054,-1.2980494529008866,-2.1955869853496557
2019-09-10 10:00:00,-25.27326278686523,11.154711532592772,-8.1678786277771,0.9074293732643127,14.095832967758179,3.6370349198579794,-5.752023410797119,-3.100614237785339,-0.10269345045089721,-2.63914157897234
2019-09-10 11:00:00,-12.213533115386962,14.153098106384274,-6.918596529960634,0.741938391327858,10.972711038589477,3.072965767979622,-8.965253210067749,-4.276283717155456,-0.08134776130318647,-2.6969959437847146
2019-09-10 12:00:00,-2.4187349677085876,18.817251777648927,-5.252886533737184,0.4109566695988178,5.975717496871948,2.3678783148527147,-14.320634746551514,-8.587070083618164,-0.2094211235642433,-2.7066388130187984
2019-09-10 13:00:00,7.376062107086182,20.816176223754884,-5.252886533737184,-0.11861427575349812,-0.2705244001932442,0.9577041015028953,-16.105760860443112,-10.350574111938476,-0.6790257811546325,-2.6487837761640547
2019-09-10 14:00:00,34.14851036071777,19.816712951660158,-5.669314432144165,-0.7805780410766602,-4.955205702781678,-1.2985746877595372,-16.105760860443112,-13.093802070617675,-0.8284449443221092,-2.4366493701934817
2019-09-11 11:00:00,-12.213533115386962,6.823710298538208,-11.082874774932863,0.27856386154890056,8.161901664733886,1.2397387117147445,-5.394998264312745,-1.1411659762263298,-0.48691500201821325,-2.5716438800096513
2019-10-01 11:00:00,-18.743395805358887,-3.8372151732444757,-4.003603458404541,0.4109566695988178,8.786527538299561,1.8038085244596005,-8.965253210067749,4.149345242977143,-1.7249620318412782,-1.9834528446197506
2019-10-01 12:00:00,-9.601586961746216,-0.17252167304977778,-1.9214653611183166,0.17926927506923676,5.66340606212616,0.9577041015028953,-12.892533302307129,1.9939518868923187,-1.8316901087760926,-1.964167720079422
2019-10-02 12:00:00,1.4991837918758393,-3.8372151732444757,-6.918596529960634,0.24546568244695663,4.414157199859619,1.9448260441422458,-2.18176919221878,5.912848854064943,-1.6395795822143555,-2.060592496395111
2019-10-02 13:00:00,-14.172491550445557,1.1600938819348812,-2.7543205380439755,-0.28410524912178514,-2.7690211772918705,0.252616997808218,3.1736119389533997,1.2101724743843079,-1.7249620318412782,-2.002737474441528
2019-10-02 15:00:00,17.17085990905762,0.49378615617752075,0.99352742806077,-1.47563988417387,0.6664120078086853,-5.247062623500825,-16.81981344223022,-2.708724570274353,-2.2159116864204407,-1.8195304214954375
2019-10-02 16:00:00,6.723075532913208,1.1600938819348812,3.492092862725258,-0.6812834680080414,-2.1443971037864684,-7.080289006233215,-15.391711139678955,-3.100614237785339,-2.45071359872818,-1.7423906587064266
2019-11-16 12:00:00,-25.27326278686523,-37.48576316833496,0.5770999006927013,0.741938391327858,10.035775423049927,2.9319478586316112,-21.818168067932127,25.89922389984131,-4.3291301533579825,-0.8552826046943665
