,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_OX_04,SHAP_OX_05,SHAP_TEMP_04,SHAP_OX_03,SHAP_TEMP_03,SHAP_OX_19,SHAP_OX_20,SHAP_OX_23,SHAP_SPM_21,SHAP_TEMP_22,SHAP_OX_22,SHAP_WS_02,SHAP_OX_06,SHAP_SPM_22,SHAP_TEMP_21,SHAP_SPM_01,SHAP_OX_21
2019-04-21 13:00:00,-10.333634662628175,-16.19101524353027,-1.425412267446518,-0.17285481244325634,0.8802501022815704,2.9789763450622564,1.3399651885032655,7.998554658889771,-1.206759124994278,-1.3856142520904542,-0.6308503299951553,1.126033878326416,-1.7905822724103928,-0.6507250189781189,-1.21668042242527,-1.4494440734386447,0.1859751559793949,0.2039637565612793,0.5041796818375588,-0.36938417553901676
2019-04-22 13:00:00,-11.849881172180176,-8.525158834457397,-1.425412267446518,-0.07194139361381527,0.9535953558981418,2.5805304288864135,0.8974193096160888,5.766248464584351,0.23391215093433854,-0.5690717894583941,0.17758368812501432,0.3143829300999642,-1.8574148893356326,0.004625112563371648,-1.127828550338745,-1.4621392786502838,0.04536120779812336,-0.44982063621282575,0.23174165592063217,0.16016143355518578
2019-04-22 14:00:00,-4.268644666671753,-8.323426151275635,-0.759011396765709,-0.626965282857418,0.36683327220380313,2.0824736773967745,-0.4302187815308572,3.7280553340911866,-0.8465913772583008,-0.36493628174066545,-0.15926385521888733,0.07088768333196635,-1.8425632059574126,-0.11452946672216058,-0.5502896405756473,-1.4304012298583983,0.021925554051995248,-0.3755269400775433,0.2736551892012357,-0.0805411338806152
2019-05-10 09:00:00,-22.46361427307129,-13.770218181610108,1.2401907682418822,1.441760191321373,1.9804294764995576,4.174312978982925,7.0930630445480345,10.036748218536378,-0.6064794450998306,-1.0794107437133789,-0.7655892461538315,1.6130243599414826,-1.8485040068626404,-1.1273431211709977,-0.9945502281188965,-1.4621392786502838,0.46720300912857055,-0.5389729484915733,0.6718339029699565,-0.41752478778362273
2019-05-10 10:00:00,-11.849881172180176,-10.945956087112426,2.239791834354401,0.7858226746320724,2.5671917617321016,3.543440508842468,5.322879791259766,7.804441738128662,-0.7265354514122009,-1.0794107437133789,-0.7992740571498871,1.6941896677017212,-1.851474267244339,-0.8294568300247193,-0.6835678219795227,-1.4748345255851745,0.3968960769474506,-0.5984079460613431,0.5880067355930805,-0.3212436746805906
2019-05-10 11:00:00,-2.752397263050079,-9.735556697845459,2.5729920744895933,0.38216902911663053,1.6137030214071273,2.779753416776657,1.782511360943317,5.08685073852539,-0.8465913772583008,-1.181478625535965,-0.6308503299951553,1.8565197467803956,-1.8574148893356326,-0.7103022351861,-0.6391417637467385,-1.5002249956130982,0.42033175565302383,-0.4795381143689156,0.4622661009430885,-0.3212436746805906
2019-05-10 12:00:00,1.796345168352127,-5.700896573066712,3.0727929472923288,-0.42513834610581397,1.0269407473504544,1.8500470668077469,-1.3153108626604078,3.7280553340911866,-0.8465913772583008,-1.2835463732481003,-0.5634807556867599,1.7753545820713044,-1.8455336093902588,-0.7103022351861,-0.5947157278656959,-1.4589656591415405,0.46720300912857055,-0.4795381143689156,0.44130932092666625,-0.36938417553901676
2019-05-10 13:00:00,4.828840136528016,-3.885298657417297,3.239392948150635,-1.131532406806946,-0.146583846770227,1.3851940304040908,-3.9705869913101197,3.1457144260406498,-0.9666474044322968,-1.2835463732481003,-0.5634807556867599,1.6941896677017212,-1.8455336093902588,-0.7698796302080154,-0.9056980729103088,-1.4335749268531797,0.44376736395061017,-0.42010322511196135,0.3993958130478859,-0.41752478778362273
2019-05-10 14:00:00,-2.752397263050079,-5.499163079261779,2.906192672252655,-1.7370130181312562,-1.1734178703278304,1.1859712809324263,-5.298225116729737,1.2045778393745423,-1.206759124994278,-1.3856142520904542,-0.5971655428409577,1.6941896677017212,-1.8395929038524628,-0.8294568300247193,-1.2611066132783888,-1.3827937602996827,0.42033175565302383,-0.3755269400775433,0.3993958130478859,-0.41752478778362273
2019-05-10 15:00:00,3.31259229183197,-4.490498018264771,2.7395925521850586,-2.0397533655166624,-2.053561191260814,0.5218953564763067,-6.183317136764527,0.33106662482023236,-1.6869831919670104,-1.5897497475147246,-0.6308503299951553,1.5318592369556427,-1.8351374745368958,-0.8294568300247193,-0.15045513063669208,-1.3383604772388933,0.42033175565302383,-0.3160920664668084,0.33652549833059314,-0.46566529422998426
