,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_OX_04,SHAP_OX_05,SHAP_TEMP_04,SHAP_OX_03,SHAP_TEMP_03,SHAP_OX_19,SHAP_OX_20,SHAP_OX_23,SHAP_SPM_21,SHAP_TEMP_22,SHAP_OX_22,SHAP_WS_02,SHAP_OX_06,SHAP_SPM_22,SHAP_TEMP_21,SHAP_SPM_01,SHAP_OX_21
2019-07-30 00:00:00,-18.94715156555176,9.369467067718507,-0.7260583966970444,-0.003681249637156708,0.2794795610010624,4.217926633358002,1.7554609179496765,-18.462317180633544,-0.3849963828921319,-0.5186445027589798,0.12603901028633116,-0.7826848462224006,0.8873925834894181,-0.7404826998710632,-0.9186695754528046,-0.9362923800945282,0.8543041378259659,1.7708611130714416,0.6177544713020325,-0.3035470329225064
2019-07-03 07:00:00,-16.512991905212402,6.098124456405641,-1.0941342711448667,-0.015008654817938777,0.23801614269614219,3.049838817119599,2.5559286952018736,-10.518578052520754,-0.1582656460814178,0.5160721465945244,0.11439091488718986,-0.9027838036417961,0.47832113429903983,-0.8146186828613281,-0.9974913895130157,-0.7907677233219147,1.7398039907217027,1.6309454023838044,0.8731221377849578,0.005954185128211974
2019-06-23 00:00:00,-1.0966142475605012,2.6590221166610717,-1.175929367542267,0.2115388177335263,-0.5083260595798493,2.6488521099090576,-0.11229757759720087,-7.31545581817627,-0.1170418465633702,0.0763175862841308,0.14804118089377885,-0.0380688897334039,0.20073704104870557,-0.07325792070478197,1.3671584188938142,-0.23777334168553352,-0.002631833990744786,0.9113784030079841,0.021896736510097953,0.09698391882702709
2019-04-16 00:00:00,15.942541217803955,-4.722465586662293,1.196117374300957,0.35879470109939576,-1.130277943611145,1.3412912726402282,-1.357469856739044,2.2939036548137666,0.03754735738039015,0.6195439517498016,0.1765145115554333,0.15408992394804955,-1.2164022564888004,0.779306772351265,3.022413420677185,0.1405913107097149,-0.17401897683739664,-1.0274533718824388,0.021896736510097953,0.49751471243798734
2019-05-18 05:00:00,-10.833269882202147,-0.1929160624742508,-0.5215713888406753,0.23419355899095534,-0.5912529468536377,2.300169563293457,-0.023356685740873195,-4.6248341560363775,0.11999490335583687,0.6195439517498016,0.13639298565685748,0.08203039867803454,-0.1645052652806044,0.03794615175575017,-1.391599452495575,-0.49971793293952943,-0.002631833990744786,0.5915711345151067,0.163767621666193,0.3154554218868725
2019-04-27 02:00:00,1.3375504732131958,-7.071121048927307,-1.175929367542267,0.12091982420533895,-0.09369142707437277,0.696227514743805,0.5102885067462922,7.034521627426147,0.016935434564948084,0.4643361121416092,0.16616060212254524,-0.08610862614586946,-1.0995250642299652,0.4456945337355137,0.578941948711872,-0.8198724329471588,0.08306175591424106,-0.9674898356199264,-0.09159996807575224,0.33366126092150805
2019-06-15 11:00:00,8.640042972564697,-0.6961992979049683,-1.380415803194046,0.18888405393809077,-0.5912529468536377,1.8817500948905945,-0.11229757759720087,-1.677963650226593,-0.013982402905821784,0.4643361121416092,0.17263184115290642,0.2021297574043274,0.7705143719911576,0.4827626898884773,0.42129858359694483,-0.528822872042656,-0.2311480263248086,1.4910291373729705,-0.20509657636284828,0.3154554218868725
2019-12-03 23:00:00,-5.964943885803222,-6.232314991950989,0.74624655097723,-0.06031810082495213,0.9428947865962982,1.1669494785368444,1.1328748703002929,5.625148010253907,-0.013982402905821784,0.4126004934310913,0.14545271806418897,-0.14711915105581283,-1.3040603101253514,0.07501418301835655,0.42129858359694483,-1.2564472496509551,0.16647015400230886,-1.0874173820018769,0.07694260000716893,0.22442561201751232
2019-06-07 21:00:00,2.1489385843276976,1.400813710689545,-1.4622112989425657,0.31348514109849923,-1.0473510622978213,2.387339639663696,-0.20123835625126957,-5.777957248687744,-0.034594297036528554,0.3608647592365742,0.17522025667130947,-0.5042319878935814,0.34683400839567186,0.4827626898884773,-0.6033830791711807,-0.15045827105641366,0.560724049806595,1.0512947887182236,0.30563841611146925,0.4428970471024513
2020-01-31 01:00:00,-1.0966142475605012,-7.071121048927307,0.3781701985746623,0.12091982420533895,-0.17661839220672845,0.8357006549835205,0.5992295145988465,6.522024631500244,-0.37469055242836474,-0.5186445027589798,0.14156997003592553,0.27418931722640993,-1.6400824666023255,-0.4068703860044479,1.9977312684059143,-0.7616628348827363,-0.3739705823361874,-1.6870557904243468,-0.2618450552225113,-0.35816493034362795
