,SHAP_OX_01,SHAP_HUM_01,SHAP_TEMP_01,SHAP_SPM_01,SHAP_OX_03,SHAP_TEMP_02,SHAP_HUM_22,SHAP_PM25_05,SHAP_TEMP_04,SHAP_PM25_22,SHAP_TEMP_12,SHAP_OX_08,SHAP_OX_05,SHAP_PM25_15,SHAP_TEMP_11,SHAP_OX_06,SHAP_WD_01,SHAP_TEMP_19,SHAP_PM25_02,SHAP_SPM_24,SHAP_TEMP_03,SHAP_PM25_04,SHAP_PM25_09,SHAP_PM25_20,SHAP_PM25_14,SHAP_SPM_14,SHAP_TEMP_16,SHAP_OX_10,SHAP_TEMP_24,SHAP_OX_22
2019-04-18 17:00:00,-9.50557918548584,0.2192428939044476,-6.844239854812622,-0.38413137644529344,-0.22073300033807755,2.682425117492676,0.11704558525234461,-0.3398815661668777,-1.242512035369873,-0.20973847433924675,3.26602680683136,-0.3050166050903499,-0.1430542948655784,-0.18584823459386826,2.6981045007705693,-0.051971208117902255,0.00801036488264796,0.051939668133854866,-0.22188829109072686,0.6206334948539733,-0.8871419727802277,0.34228832423686983,0.017833361029624958,-0.003386555891483986,0.1225418789312243,-0.7528344035148621,-0.09047053381800652,0.10415696045383811,-0.2228446312248707,-0.23808419601991768
2019-04-19 14:00:00,-8.583096694946288,0.3596155524253845,-4.483072185516358,-0.22551141530275345,0.950445157289505,2.031468039751053,-0.047767800651490666,-0.5784785747528076,-1.1407571583986282,0.1589000998530537,2.9092225074768066,0.18633223399519916,-0.7656539231538773,-0.12406495958566666,2.7456055402755744,-0.5363359987735749,0.00801036488264796,-0.02823199555277821,-0.2716469988226891,0.5113076239824296,-0.7924706026911736,0.002170891687273996,0.017391146346926702,-0.08591499179601667,0.2882511168718338,-0.285288842022419,-0.051849091798067105,0.049227371066808676,-0.28178151585161687,0.22112187296152114
2019-04-19 15:00:00,-5.815648221969605,0.2192428939044476,-4.66470057964325,-0.17263806536793708,0.24773826971650129,1.944674026966095,0.03463890179991722,-0.5784785747528076,-1.039002111554146,-0.18516257777810097,3.0281569838523867,-0.18217940069735047,-0.47266584634780884,0.1230681313201785,2.650603234767914,-0.5363359987735749,0.00801036488264796,-0.02622773870825764,-0.3711644232273102,0.45664463341236117,-0.8268965497612953,0.10568489201832561,0.01765646040439605,0.04613050366751848,0.0673054626677185,0.04867221666499969,-0.06696177199482918,-0.03865997549146412,-0.2745277389883995,0.26945936419069766
2019-04-19 16:00:00,-4.893165016174317,0.07887028772383926,-5.20958559513092,-0.25194807127118113,-0.33785084933042525,2.031468039751053,0.10674476483836767,-0.36970617920160287,-1.1204060822725297,-0.16058666706085206,2.9092225074768066,-0.26407088555861263,-0.21630131006240844,-0.12406495958566666,2.2468434214591984,-0.184070664527826,0.00801036488264796,-0.002176214009523386,-0.5204405080527068,0.34731871932744973,-0.8096836149692536,0.22398659363389015,0.017568051442503962,-0.01989224967546758,0.23301472514867783,-0.15170440450310704,-0.07871618270874017,-0.08260365370661017,-0.2663673035800457,0.19695314802229397
2019-04-19 17:00:00,-3.9706829309463503,-0.15508412197232246,-5.845283699035644,-0.19907475709915165,-0.6892042934894562,2.29185094833374,0.07584224306046962,-0.13110920861363412,-1.0797041475772855,-0.35719391107559206,2.4037489891052237,-0.26407088555861263,0.0034397032577544798,0.06128486283123491,2.199342179298401,0.12416145568713544,-1.4092361450195314,0.017866605520248414,-0.07261220202781257,0.2926557779312134,-0.8268965497612953,0.25356203466653826,0.017391146346926702,-0.11892635296098888,-0.09840378612279892,-0.15170440450310704,-0.08207453861832618,0.016269616200588637,-0.25367315765470266,0.22112187296152114
2019-04-22 14:00:00,-11.350544548034668,0.2192428939044476,-1.667834722995758,-0.040454745478928064,2.004506003856659,0.9899368524551392,0.07584224306046962,-0.39953079521656043,-0.815141236782074,0.3800832383334637,2.1658791661262513,0.30916942805051806,-0.875524389743805,-0.4947646617889404,2.1043397963047026,-0.184070664527826,0.00801036488264796,-0.00017190277576446534,-0.7194752626121044,0.12866688445210456,-0.7408318161964417,0.1648357564583421,0.017214259505271924,-0.26747755203396084,-0.26411306485533714,0.24904884845018388,-0.03169868811964983,-0.08260365370661017,-0.2745277389883995,0.02777195947710422
2019-04-22 15:00:00,-6.738130760192872,0.12566116228699684,-2.3943477630615235,-0.06689142175018785,1.0675630033016206,0.5993625875562429,0.22005398198962212,-0.2504076987504959,-0.9168961733579636,0.3800832383334637,2.2253467082977294,0.0634950267150998,-0.7656539231538773,-0.4947646617889404,2.0093373119831086,-0.6684355020523072,0.00801036488264796,-0.012197688221931435,-0.7692339897155762,0.07400392880663273,-0.6203409031033515,0.1352603180333972,0.017214259505271924,-0.08591499179601667,-0.26411306485533714,0.3158410906791687,-0.03337788581848145,-0.12654732274822889,-0.26818069964647284,-0.020565523370169096
2019-04-22 16:00:00,-5.815648221969605,0.07887028772383926,-2.9392323732376107,0.012418580055236793,0.01350264593493192,0.9465396478772163,0.292159828543663,-0.31005695313215254,-0.6319822147488594,0.10974830463528633,2.1064117014408112,0.0634950267150998,-0.5459128379821779,-0.4947646617889404,1.8430833995342255,-0.5363359987735749,0.00801036488264796,-0.010193374007940298,-0.8189927563071251,-0.03532199761830267,-0.5428825885057449,0.35707604289054873,0.016772062168456597,-0.08591499179601667,-0.26411306485533714,0.24904884845018388,-0.03169868811964983,-0.11556140370666981,-0.2645537953823805,-0.0930717546492815
2019-04-22 17:00:00,-3.9706829309463503,-0.29545679688453674,-3.8473733186721804,0.012418580055236793,-0.5720864593982697,1.206922572851181,0.34366398006677623,0.13731236830353735,-0.4488232612609863,-0.16058666706085206,1.8982757151126861,-0.38690808303654195,-0.2529247999191284,-0.4947646617889404,1.6768292009830474,-0.27213708311319357,0.00801036488264796,-0.006184754520654668,-0.42092311903834345,-0.19931088462471963,-0.6117344394326211,0.37186376154422757,0.017037387285381532,-0.10242066308856008,-0.26411306485533714,-0.08491220809519288,-0.03673631176352501,-0.04964589234441515,-0.25730005484074353,-0.14140921309590343
2019-05-10 14:00:00,-10.42806167602539,1.5761781930923466,-0.4872510939836502,-0.27838475406169894,0.5990917533636094,-0.4855659484863281,-0.21258119046688084,-0.6679523855447769,-0.2860152944922447,0.5521146014332772,2.0172104716300963,-0.14123366102576257,-0.289548359811306,0.2466346800327302,1.9380858778953551,-0.09600434619933368,0.00801036488264796,-0.044266355037689185,-1.6151319801807404,0.5933020383119583,-0.33632694035768507,-0.012616821564733954,0.018010237812995926,-0.449040075391531,0.5091968357563019,-0.5524576634168625,-0.03169868811964983,-0.01668814625591042,-0.2763411588966847,-0.4072653315961361
2019-05-10 15:00:00,0.6417306900024414,1.2954331159591677,-1.577020287513733,-0.19907475709915165,0.4819740056991577,0.03519973075017331,-0.03746695015579462,-0.6083031445741653,0.039600630942732085,-0.06228303958196193,2.0172104716300963,-0.14123366102576257,-0.06980730276554822,0.3702012762427331,1.8905846238136292,0.03609511600807309,0.00801036488264796,-0.02622773870825764,-2.1624776303768156,0.6752964615821839,-0.32772044837474823,0.25356203466653826,0.018098709359765076,-0.10242066308856008,0.17777828723192216,-0.5524576634168625,-0.03337788581848145,0.005283690406940861,-0.27815464958548547,-0.4072653315961361
2019-05-10 16:00:00,2.4866960048675537,1.2018513679504397,-1.849462866783142,-0.17263806536793708,-0.10361518058925864,0.5559654591139405,0.03463890179991722,-0.07145995954051612,0.0599516315385699,0.3800832383334637,1.9577431738376614,0.14538651928305626,-0.10643083333270624,-0.0004984134342521284,1.8905846238136292,0.30029409825801856,0.00801036488264796,-0.024223409593105327,-1.9634430646896361,0.5113076239824296,-0.43099825382232665,0.6232549607753753,0.017744926735758802,-0.003386555891483986,0.39872393906116477,-0.7528344035148621,-0.026661100238561664,0.005283690406940861,-0.29628907814621924,-0.4072653315961361
2019-05-10 17:00:00,5.25414423942566,0.7807334780693054,-2.9392323732376107,-0.14620140343904495,-1.5090291500091555,0.6861568585038185,0.014037245139479668,0.6741555988788605,-0.18426033258438107,-0.13601075038313867,1.9577431738376614,0.2682237148284912,-0.06980730276554822,0.2466346800327302,1.7243305325508118,0.25626092329621314,0.1261142418719828,-0.006184754520654668,-0.22188829109072686,0.7299594283103943,-0.5342760890722275,0.7859196811914444,0.017921802401542695,-0.08591499179601667,0.3434875294566154,-0.6860421597957611,-0.021623485535383263,0.005283690406940861,-0.27815464958548547,-0.3830966204404831
2019-05-10 18:00:00,8.021592569351196,0.8743151783943176,-3.3933028221130384,-0.17263806536793708,-1.743264651298523,1.206922572851181,0.06554143801331519,1.00222647190094,-0.4284722790122032,-0.28346616551280024,1.7496070683002471,0.5138981461524963,0.11331022018566728,0.1848514162003994,1.4630738794803617,0.30029409825801856,0.1261142418719828,-0.004180470854043961,0.32545741870999334,0.6206334948539733,-0.5600955337285997,0.7267688870429992,0.017037387285381532,-0.003386555891483986,0.3434875294566154,-0.8196266293525696,-0.026661100238561664,-0.07161773126572368,-0.26364707648754127,-0.3830966204404831
2019-05-10 19:00:00,9.866557788848876,0.8275242924690247,-3.8473733186721804,-0.14620140343904495,-2.094618177413941,1.4239080995321276,0.07584224306046962,0.8829278945922852,-0.4895252875983715,-0.16058666706085206,1.4225362181663512,0.4729524254798889,0.5527923256158829,0.1848514162003994,1.011812973022461,0.5204599052667618,0.1261142418719828,-0.012197688221931435,0.9225619316101076,0.6206334948539733,-0.6633733794093133,0.20919886976480478,0.01686049634590744,-0.05290361307561394,0.2882511168718338,-0.6860421597957611,-0.026661100238561664,-0.1045754832215607,-0.26274038255214693,-0.5039403811097146
2019-05-10 20:00:00,6.176626729965209,0.6871517181396485,-3.0300464630126953,-0.14620140343904495,-2.4459717512130736,1.6408939898014068,0.08614309597760439,-0.16093382984399796,-0.7337371438741684,-0.28346616551280024,0.85759536921978,0.5138981461524963,0.6260392397642136,0.1230681313201785,0.3705470129847526,1.0488578021526336,-1.2911322832107541,-0.01821054518222809,1.7187010526657105,0.6206334948539733,-0.7064058452844619,0.04653404178097842,0.015268583595752717,-0.01989224967546758,0.3434875294566154,-0.8864186406135559,-0.0233026690781117,-0.17049099486321212,-0.25457983557134867,-0.5039403811097146
