測定局コード,日付,時,SO2(ppm),NO(ppm),NO2(ppm),NOx(ppm),CO(ppm),Ox(ppm),NMHC(ppmC),CH4(ppmC),THC(ppmC),SPM(mg/m3),PM2.5(μg/m3),SP(mg/m3),WD(16Dir),WS(m/s),TEMP(℃),HUM(％)
08214010,2024/05/01,01,,,,,,0.010,,,,,,,NE,1.4,,
08214010,2024/05/01,02,,,,,,0.013,,,,,,,CALM,0.4,,
08214010,2024/05/01,03,,,,,,0.011,,,,,,,WSW,0.7,,
08214010,2024/05/01,04,,,,,,0.008,,,,,,,N,0.6,,
08214010,2024/05/01,05,,,,,,0.012,,,,,,,N,1.1,,
08214010,2024/05/01,06,,,,,,0.023,,,,,,,N,0.8,,
08214010,2024/05/01,07,,,,,,0.028,,,,,,,NE,3.5,,
08214010,2024/05/01,08,,,,,,0.044,,,,,,,NE,5.0,,
08214010,2024/05/01,09,,,,,,0.051,,,,,,,NE,5.4,,
08214010,2024/05/01,10,,,,,,0.052,,,,,,,NE,6.4,,
08214010,2024/05/01,11,,,,,,0.055,,,,,,,NE,5.0,,
08214010,2024/05/01,12,,,,,,0.056,,,,,,,NE,5.3,,
08214010,2024/05/01,13,,,,,,0.055,,,,,,,NE,4.9,,
08214010,2024/05/01,14,,,,,,0.056,,,,,,,ENE,3.7,,
08214010,2024/05/01,15,,,,,,0.056,,,,,,,NE,5.3,,
08214010,2024/05/01,16,,,,,,0.052,,,,,,,NE,5.4,,
08214010,2024/05/01,17,,,,,,0.046,,,,,,,N,4.4,,
08214010,2024/05/01,18,,,,,,0.041,,,,,,,N,2.7,,
08214010,2024/05/01,19,,,,,,0.040,,,,,,,N,4.1,,
08214010,2024/05/01,20,,,,,,0.042,,,,,,,N,4.7,,
08214010,2024/05/01,21,,,,,,0.044,,,,,,,N,4.9,,
08214010,2024/05/01,22,,,,,,0.044,,,,,,,N,3.9,,
08214010,2024/05/01,23,,,,,,0.044,,,,,,,N,3.9,,
08214010,2024/05/01,24,,,,,,0.045,,,,,,,N,2.7,,
08214010,2024/05/02,01,,,,,,0.045,,,,,,,N,1.7,,
08214010,2024/05/02,02,,,,,,0.044,,,,,,,NNW,1.1,,
08214010,2024/05/02,03,,,,,,0.045,,,,,,,N,3.3,,
08214010,2024/05/02,04,,,,,,0.046,,,,,,,N,3.5,,
08214010,2024/05/02,05,,,,,,0.044,,,,,,,NNE,3.6,,
08214010,2024/05/02,06,,,,,,0.043,,,,,,,N,2.4,,
08214010,2024/05/02,07,,,,,,0.042,,,,,,,NNE,4.1,,
08214010,2024/05/02,08,,,,,,0.043,,,,,,,NNE,5.4,,
08214010,2024/05/02,09,,,,,,0.046,,,,,,,NE,7.0,,
08214010,2024/05/02,10,,,,,,0.048,,,,,,,NE,6.1,,
08214010,2024/05/02,11,,,,,,0.050,,,,,,,ENE,6.0,,
08214010,2024/05/02,12,,,,,,0.051,,,,,,,ENE,6.6,,
08214010,2024/05/02,13,,,,,,0.051,,,,,,,ENE,5.9,,
08214010,2024/05/02,14,,,,,,0.051,,,,,,,NE,6.5,,
08214010,2024/05/02,15,,,,,,0.051,,,,,,,NE,5.8,,
08214010,2024/05/02,16,,,,,,0.051,,,,,,,NE,5.7,,
08214010,2024/05/02,17,,,,,,0.051,,,,,,,NE,5.3,,
08214010,2024/05/02,18,,,,,,0.051,,,,,,,NE,4.0,,
08214010,2024/05/02,19,,,,,,0.050,,,,,,,NE,3.0,,
08214010,2024/05/02,20,,,,,,0.046,,,,,,,NNW,2.3,,
08214010,2024/05/02,21,,,,,,0.040,,,,,,,NW,1.6,,
08214010,2024/05/02,22,,,,,,0.037,,,,,,,NW,1.6,,
08214010,2024/05/02,23,,,,,,0.033,,,,,,,WNW,2.4,,
08214010,2024/05/02,24,,,,,,0.030,,,,,,,WNW,1.2,,
08214010,2024/05/03,01,,,,,,0.029,,,,,,,WNW,0.9,,
08214010,2024/05/03,02,,,,,,0.031,,,,,,,WNW,3.0,,
08214010,2024/05/03,03,,,,,,0.032,,,,,,,W,2.4,,
08214010,2024/05/03,04,,,,,,0.031,,,,,,,CALM,0.4,,
08214010,2024/05/03,05,,,,,,0.025,,,,,,,CALM,0.4,,
08214010,2024/05/03,06,,,,,,0.024,,,,,,,SSW,0.6,,
08214010,2024/05/03,07,,,,,,0.033,,,,,,,S,1.3,,
08214010,2024/05/03,08,,,,,,0.043,,,,,,,SSW,2.8,,
08214010,2024/05/03,09,,,,,,0.047,,,,,,,SSW,3.1,,
08214010,2024/05/03,10,,,,,,0.050,,,,,,,WSW,3.8,,
08214010,2024/05/03,11,,,,,,0.050,,,,,,,SSW,3.3,,
08214010,2024/05/03,12,,,,,,0.052,,,,,,,SSE,4.7,,
08214010,2024/05/03,13,,,,,,0.055,,,,,,,S,5.8,,
08214010,2024/05/03,14,,,,,,0.059,,,,,,,S,6.6,,
08214010,2024/05/03,15,,,,,,0.065,,,,,,,SSW,6.7,,
08214010,2024/05/03,16,,,,,,0.062,,,,,,,S,5.4,,
08214010,2024/05/03,17,,,,,,0.058,,,,,,,S,5.1,,
08214010,2024/05/03,18,,,,,,0.056,,,,,,,SSW,3.4,,
08214010,2024/05/03,19,,,,,,0.054,,,,,,,SSW,2.4,,
08214010,2024/05/03,20,,,,,,0.050,,,,,,,SW,2.4,,
08214010,2024/05/03,21,,,,,,0.037,,,,,,,NNW,0.6,,
08214010,2024/05/03,22,,,,,,0.038,,,,,,,WNW,2.4,,
08214010,2024/05/03,23,,,,,,0.033,,,,,,,NW,0.6,,
08214010,2024/05/03,24,,,,,,0.031,,,,,,,NE,0.9,,
08214010,2024/05/04,01,,,,,,0.029,,,,,,,NE,0.8,,
08214010,2024/05/04,02,,,,,,0.028,,,,,,,ENE,0.7,,
08214010,2024/05/04,03,,,,,,0.024,,,,,,,CALM,0.3,,
08214010,2024/05/04,04,,,,,,0.026,,,,,,,CALM,0.4,,
08214010,2024/05/04,05,,,,,,0.024,,,,,,,CALM,0.2,,
08214010,2024/05/04,06,,,,,,0.025,,,,,,,CALM,0.3,,
08214010,2024/05/04,07,,,,,,0.026,,,,,,,CALM,0.4,,
08214010,2024/05/04,08,,,,,,0.045,,,,,,,SE,2.0,,
08214010,2024/05/04,09,,,,,,0.055,,,,,,,SE,2.9,,
08214010,2024/05/04,10,,,,,,0.056,,,,,,,SSE,4.5,,
08214010,2024/05/04,11,,,,,,0.060,,,,,,,SSE,4.7,,
08214010,2024/05/04,12,,,,,,0.060,,,,,,,S,5.0,,
08214010,2024/05/04,13,,,,,,0.060,,,,,,,S,5.2,,
08214010,2024/05/04,14,,,,,,0.061,,,,,,,S,4.7,,
08214010,2024/05/04,15,,,,,,0.062,,,,,,,S,5.4,,
08214010,2024/05/04,16,,,,,,0.067,,,,,,,SSW,5.0,,
08214010,2024/05/04,17,,,,,,0.064,,,,,,,SSW,3.9,,
08214010,2024/05/04,18,,,,,,0.065,,,,,,,WSW,2.0,,
08214010,2024/05/04,19,,,,,,0.062,,,,,,,SSW,1.6,,
08214010,2024/05/04,20,,,,,,0.051,,,,,,,SSW,1.2,,
08214010,2024/05/04,21,,,,,,0.064,,,,,,,SW,3.6,,
08214010,2024/05/04,22,,,,,,0.073,,,,,,,WSW,1.6,,
08214010,2024/05/04,23,,,,,,0.069,,,,,,,SW,2.5,,
08214010,2024/05/04,24,,,,,,0.063,,,,,,,S,1.2,,
08214010,2024/05/05,01,,,,,,-,,,,,,,WSW,2.5,,
08214010,2024/05/05,02,,,,,,0.074,,,,,,,ESE,0.7,,
08214010,2024/05/05,03,,,,,,0.058,,,,,,,W,0.8,,
08214010,2024/05/05,04,,,,,,0.052,,,,,,,E,0.9,,
08214010,2024/05/05,05,,,,,,0.045,,,,,,,NNE,1.0,,
08214010,2024/05/05,06,,,,,,0.035,,,,,,,CALM,0,,
08214010,2024/05/05,07,,,,,,0.039,,,,,,,NE,1.3,,
08214010,2024/05/05,08,,,,,,0.044,,,,,,,SE,1.9,,
08214010,2024/05/05,09,,,,,,0.048,,,,,,,SSE,1.5,,
08214010,2024/05/05,10,,,,,,0.060,,,,,,,S,4.0,,
08214010,2024/05/05,11,,,,,,0.064,,,,,,,S,3.4,,
08214010,2024/05/05,12,,,,,,0.073,,,,,,,SSE,5.0,,
08214010,2024/05/05,13,,,,,,0.076,,,,,,,S,5.2,,
08214010,2024/05/05,14,,,,,,0.074,,,,,,,S,5.7,,
08214010,2024/05/05,15,,,,,,0.064,,,,,,,S,5.7,,
08214010,2024/05/05,16,,,,,,0.056,,,,,,,S,5.1,,
08214010,2024/05/05,17,,,,,,0.049,,,,,,,SSW,4.8,,
08214010,2024/05/05,18,,,,,,0.046,,,,,,,SSW,4.4,,
08214010,2024/05/05,19,,,,,,0.042,,,,,,,SSW,2.4,,
08214010,2024/05/05,20,,,,,,0.043,,,,,,,SW,2.5,,
08214010,2024/05/05,21,,,,,,0.040,,,,,,,SW,1.5,,
08214010,2024/05/05,22,,,,,,0.038,,,,,,,SW,3.0,,
08214010,2024/05/05,23,,,,,,0.043,,,,,,,SW,3.8,,
08214010,2024/05/05,24,,,,,,0.045,,,,,,,SW,3.1,,
08214010,2024/05/06,01,,,,,,0.044,,,,,,,SSW,2.6,,
08214010,2024/05/06,02,,,,,,0.042,,,,,,,SSW,3.8,,
08214010,2024/05/06,03,,,,,,0.043,,,,,,,SSW,3.5,,
08214010,2024/05/06,04,,,,,,0.043,,,,,,,SSW,3.4,,
08214010,2024/05/06,05,,,,,,0.045,,,,,,,SSW,3.3,,
08214010,2024/05/06,06,,,,,,0.047,,,,,,,SSW,5.0,,
08214010,2024/05/06,07,,,,,,0.046,,,,,,,SW,6.1,,
08214010,2024/05/06,08,,,,,,0.046,,,,,,,SSW,5.4,,
08214010,2024/05/06,09,,,,,,0.050,,,,,,,SSW,6.9,,
08214010,2024/05/06,10,,,,,,0.058,,,,,,,SSW,7.2,,
08214010,2024/05/06,11,,,,,,0.059,,,,,,,SSW,5.8,,
08214010,2024/05/06,12,,,,,,0.060,,,,,,,SW,5.4,,
08214010,2024/05/06,13,,,,,,0.059,,,,,,,SW,7.5,,
08214010,2024/05/06,14,,,,,,0.057,,,,,,,SW,8.8,,
08214010,2024/05/06,15,,,,,,0.060,,,,,,,SW,8.0,,
08214010,2024/05/06,16,,,,,,0.056,,,,,,,SW,5.9,,
08214010,2024/05/06,17,,,,,,0.052,,,,,,,SW,6.4,,
08214010,2024/05/06,18,,,,,,0.051,,,,,,,SW,4.7,,
08214010,2024/05/06,19,,,,,,0.049,,,,,,,SW,5.8,,
08214010,2024/05/06,20,,,,,,0.047,,,,,,,SSW,4.3,,
08214010,2024/05/06,21,,,,,,0.045,,,,,,,SSW,4.4,,
08214010,2024/05/06,22,,,,,,0.045,,,,,,,SSW,4.9,,
08214010,2024/05/06,23,,,,,,0.044,,,,,,,SSW,5.1,,
08214010,2024/05/06,24,,,,,,0.045,,,,,,,SW,5.0,,
08214010,2024/05/07,01,,,,,,0.045,,,,,,,SW,3.8,,
08214010,2024/05/07,02,,,,,,0.043,,,,,,,SSW,3.9,,
08214010,2024/05/07,03,,,,,,0.044,,,,,,,SW,5.0,,
08214010,2024/05/07,04,,,,,,0.040,,,,,,,SW,1.9,,
08214010,2024/05/07,05,,,,,,0.035,,,,,,,SW,2.1,,
08214010,2024/05/07,06,,,,,,0.032,,,,,,,WSW,2.3,,
08214010,2024/05/07,07,,,,,,0.031,,,,,,,SSW,2.9,,
08214010,2024/05/07,08,,,,,,0.030,,,,,,,S,2.7,,
08214010,2024/05/07,09,,,,,,0.033,,,,,,,SSW,3.8,,
08214010,2024/05/07,10,,,,,,-,,,,,,,SSW,3.4,,
08214010,2024/05/07,11,,,,,,0.020,,,,,,,S,3.7,,
08214010,2024/05/07,12,,,,,,0.033,,,,,,,SSW,4.8,,
08214010,2024/05/07,13,,,,,,0.044,,,,,,,SSW,4.2,,
08214010,2024/05/07,14,,,,,,0.043,,,,,,,SSW,4.5,,
08214010,2024/05/07,15,,,,,,0.042,,,,,,,SSW,4.7,,
08214010,2024/05/07,16,,,,,,0.044,,,,,,,S,2.7,,
08214010,2024/05/07,17,,,,,,0.046,,,,,,,SSW,6.1,,
08214010,2024/05/07,18,,,,,,0.043,,,,,,,SSW,5.2,,
08214010,2024/05/07,19,,,,,,0.044,,,,,,,SSW,6.0,,
08214010,2024/05/07,20,,,,,,0.044,,,,,,,SSW,5.1,,
08214010,2024/05/07,21,,,,,,0.042,,,,,,,NE,2.9,,
08214010,2024/05/07,22,,,,,,0.042,,,,,,,NE,2.4,,
08214010,2024/05/07,23,,,,,,0.044,,,,,,,NE,1.1,,
08214010,2024/05/07,24,,,,,,0.047,,,,,,,NNE,0.8,,
08214010,2024/05/08,01,,,,,,0.044,,,,,,,NNE,0.9,,
08214010,2024/05/08,02,,,,,,0.039,,,,,,,NNW,0.5,,
08214010,2024/05/08,03,,,,,,0.032,,,,,,,N,0.5,,
08214010,2024/05/08,04,,,,,,0.025,,,,,,,CALM,0.1,,
08214010,2024/05/08,05,,,,,,0.024,,,,,,,CALM,0.2,,
08214010,2024/05/08,06,,,,,,0.025,,,,,,,WSW,0.5,,
08214010,2024/05/08,07,,,,,,0.026,,,,,,,NW,0.6,,
08214010,2024/05/08,08,,,,,,0.032,,,,,,,E,1.5,,
08214010,2024/05/08,09,,,,,,0.034,,,,,,,ENE,1.0,,
08214010,2024/05/08,10,,,,,,0.036,,,,,,,NE,3.3,,
08214010,2024/05/08,11,,,,,,0.042,,,,,,,ENE,4.9,,
08214010,2024/05/08,12,,,,,,0.040,,,,,,,NE,3.7,,
08214010,2024/05/08,13,,,,,,0.037,,,,,,,NE,3.7,,
08214010,2024/05/08,14,,,,,,0.038,,,,,,,NE,5.8,,
08214010,2024/05/08,15,,,,,,0.038,,,,,,,NNE,5.1,,
08214010,2024/05/08,16,,,,,,0.033,,,,,,,NNE,4.7,,
08214010,2024/05/08,17,,,,,,0.032,,,,,,,NE,5.9,,
08214010,2024/05/08,18,,,,,,0.032,,,,,,,NNE,4.0,,
08214010,2024/05/08,19,,,,,,0.035,,,,,,,NNE,4.9,,
08214010,2024/05/08,20,,,,,,0.033,,,,,,,NNE,2.6,,
08214010,2024/05/08,21,,,,,,0.034,,,,,,,NNE,3.9,,
08214010,2024/05/08,22,,,,,,0.034,,,,,,,NNE,3.2,,
08214010,2024/05/08,23,,,,,,0.029,,,,,,,N,2.1,,
08214010,2024/05/08,24,,,,,,0.028,,,,,,,N,2.1,,
08214010,2024/05/09,01,,,,,,0.031,,,,,,,NNE,3.1,,
08214010,2024/05/09,02,,,,,,0.028,,,,,,,N,1.8,,
08214010,2024/05/09,03,,,,,,0.023,,,,,,,N,3.0,,
08214010,2024/05/09,04,,,,,,0.029,,,,,,,NNE,4.1,,
08214010,2024/05/09,05,,,,,,0.031,,,,,,,NNE,3.2,,
08214010,2024/05/09,06,,,,,,0.033,,,,,,,N,2.7,,
08214010,2024/05/09,07,,,,,,0.034,,,,,,,NNE,2.6,,
08214010,2024/05/09,08,,,,,,0.034,,,,,,,NNE,3.6,,
08214010,2024/05/09,09,,,,,,0.031,,,,,,,N,2.5,,
08214010,2024/05/09,10,,,,,,0.032,,,,,,,NNE,4.2,,
08214010,2024/05/09,11,,,,,,0.034,,,,,,,NNE,4.1,,
08214010,2024/05/09,12,,,,,,0.033,,,,,,,NE,3.8,,
