測定局コード,日付,時,SO2(ppm),NO(ppm),NO2(ppm),NOx(ppm),CO(ppm),Ox(ppm),NMHC(ppmC),CH4(ppmC),THC(ppmC),SPM(mg/m3),PM2.5(μg/m3),SP(mg/m3),WD(16Dir),WS(m/s),TEMP(℃),HUM(％)
07201200,2024/05/01,01,0,-,-,-,,-,0.07,1.93,2.00,0,-9,,N,3.0,17.9,74.3
07201200,2024/05/01,02,-,-,-,-,,-,0.07,1.93,2.00,0,0,,N,2.7,17.2,72.6
07201200,2024/05/01,03,0,-,-,-,,-,0.07,1.93,2.00,0.002,-5,,NNW,1.9,17.1,71.7
07201200,2024/05/01,04,0,-,-,-,,-,0.07,1.93,2.00,0.004,-2,,SW,0.8,16.7,72.0
07201200,2024/05/01,05,0,-,-,-,,-,0.06,1.93,1.99,0.005,0,,N,3.4,16.0,72.8
07201200,2024/05/01,06,0,-,-,-,,-,0.07,1.94,2.01,0,3,,W,2.5,15.5,71.7
07201200,2024/05/01,07,0,-,-,-,,-,0.07,1.94,2.01,0.003,-1,,W,2.6,16.0,67.4
07201200,2024/05/01,08,0,-,-,-,,-,0.07,1.94,2.01,0.009,9,,WNW,3.4,15.9,60.0
07201200,2024/05/01,09,0,-,-,-,,-,0.07,1.94,2.01,0.014,10,,NNW,2.5,16.5,52.6
07201200,2024/05/01,10,0,-,-,-,,-,0.07,1.95,2.02,0.013,8,,NW,2.0,16.1,53.4
07201200,2024/05/01,11,0,-,-,-,,-,0.07,1.94,2.01,0.015,11,,N,2.7,16.5,48.2
07201200,2024/05/01,12,-,-,-,-,,-,0.07,1.95,2.02,0.017,10,,NNW,2.9,16.7,43.6
07201200,2024/05/01,13,-,-,-,-,,-,-,-,-,0.007,-,,NW,1.8,17.2,41.0
07201200,2024/05/01,14,0.001,-,-,-,,-,0.09,1.99,2.08,0.017,29,,NNW,1.2,16.8,43.7
07201200,2024/05/01,15,0,-,-,-,,-,0.08,1.96,2.04,0.016,7,,NNW,2.0,16.6,45.4
07201200,2024/05/01,16,0,-,-,-,,-,0.10,1.95,2.05,0.017,13,,N,2.4,16.5,48.4
07201200,2024/05/01,17,0,-,-,-,,-,0.08,1.94,2.02,0.011,16,,NE,1.2,15.1,61.2
07201200,2024/05/01,18,0,-,-,-,,-,0.09,1.94,2.03,0.011,15,,SE,1.1,14.4,62.1
07201200,2024/05/01,19,0,-,-,-,,-,0.08,1.94,2.02,0,7,,E,0.8,14.2,61.0
07201200,2024/05/01,20,0,-,-,-,,-,0.08,1.94,2.02,0.009,12,,NNE,1.4,14.2,63.4
07201200,2024/05/01,21,0,-,-,-,,-,0.07,1.94,2.01,0.008,5,,ENE,0.8,13.7,65.9
07201200,2024/05/01,22,0,-,-,-,,-,0.07,1.93,2.00,0.010,4,,N,1.8,13.4,66.2
07201200,2024/05/01,23,0,-,-,-,,-,0.06,1.94,2.00,0.007,5,,NNE,1.6,13.2,67.5
07201200,2024/05/01,24,0,-,-,-,,-,0.06,1.94,2.00,0,0,,NNE,1.4,13.2,66.6
07201200,2024/05/02,01,0,-,-,-,,-,0.06,1.94,2.00,0.006,-2,,N,1.2,13.1,68.9
07201200,2024/05/02,02,0,-,-,-,,-,0.06,1.94,2.00,0.020,8,,N,2.2,13.0,67.7
07201200,2024/05/02,03,0,-,-,-,,-,0.06,1.94,2.00,0.005,1,,NNE,1.9,12.8,64.9
07201200,2024/05/02,04,0,-,-,-,,-,0.07,1.95,2.02,0.003,5,,NNE,2.3,12.6,62.9
07201200,2024/05/02,05,0,-,-,-,,-,0.06,1.96,2.02,0.007,4,,NNE,1.7,12.2,65.2
07201200,2024/05/02,06,0,-,-,-,,-,0.07,1.96,2.03,0.010,0,,N,0.6,12.2,65.6
07201200,2024/05/02,07,0,-,-,-,,-,0.07,1.96,2.03,0,-4,,N,1.3,13.2,58.3
07201200,2024/05/02,08,0,-,-,-,,-,0.07,1.95,2.02,0.001,-2,,NE,2.2,15.0,51.5
07201200,2024/05/02,09,0,-,-,-,,-,0.07,1.94,2.01,0.017,8,,NNE,3.7,15.9,45.1
07201200,2024/05/02,10,0,-,-,-,,-,0.09,1.94,2.03,0,10,,N,3.1,19.7,39.8
07201200,2024/05/02,11,0,-,-,-,,-,0.06,1.94,2.00,0.005,16,,NNE,2.5,20.3,35.9
07201200,2024/05/02,12,0,-,-,-,,-,0.07,1.94,2.01,0.009,15,,NNE,3.9,21.0,32.3
07201200,2024/05/02,13,0,-,-,-,,-,0.07,1.94,2.01,0.009,7,,NNE,3.7,21.6,33.5
07201200,2024/05/02,14,0,-,-,-,,-,0.07,1.94,2.01,0.028,37,,NNE,3.4,22.3,29.3
07201200,2024/05/02,15,0,-,-,-,,-,0.06,1.94,2.00,0.008,10,,NNE,3.7,22.5,26.7
07201200,2024/05/02,16,0,-,-,-,,-,0.07,1.94,2.01,0.011,18,,NNE,4.4,21.4,29.9
07201200,2024/05/02,17,0,-,-,-,,-,0.06,1.94,2.00,0,11,,NNE,3.9,19.7,33.8
07201200,2024/05/02,18,0,-,-,-,,-,0.07,1.94,2.01,0.012,17,,NE,1.8,18.3,37.9
07201200,2024/05/02,19,0,-,-,-,,-,0.07,1.93,2.00,0.003,7,,NNE,1.2,16.1,47.0
07201200,2024/05/02,20,0,-,-,-,,-,0.11,1.93,2.04,0.009,0,,E,0.7,14.9,51.7
07201200,2024/05/02,21,0,-,-,-,,-,0.10,1.93,2.03,0.007,7,,SSE,0.6,12.9,58.0
07201200,2024/05/02,22,0,-,-,-,,-,0.10,1.94,2.04,0.013,5,,CALM,0.5,12.0,61.7
07201200,2024/05/02,23,0,-,-,-,,-,0.11,1.94,2.05,0.011,4,,N,1.0,11.4,64.3
07201200,2024/05/02,24,0,-,-,-,,-,0.10,1.95,2.05,0.003,-7,,SSE,1.5,10.5,71.2
07201200,2024/05/03,01,0,-,-,-,,-,0.09,1.97,2.06,0.008,11,,SW,0.8,9.1,73.3
07201200,2024/05/03,02,0,-,-,-,,-,0.10,1.98,2.08,0.002,3,,CALM,0.4,8.8,76.4
07201200,2024/05/03,03,0,-,-,-,,-,0.10,1.97,2.07,0.004,2,,CALM,0.3,8.1,78.8
07201200,2024/05/03,04,0,-,-,-,,-,0.10,1.97,2.07,0.006,-1,,CALM,0.4,7.4,78.3
07201200,2024/05/03,05,0,-,-,-,,-,0.09,1.97,2.06,0.005,0,,CALM,0.3,7.1,79.9
07201200,2024/05/03,06,0,-,-,-,,-,0.09,1.98,2.07,0.013,-1,,SSW,1.0,7.8,79.2
07201200,2024/05/03,07,0,-,-,-,,-,0.09,2.03,2.12,0.006,0,,S,1.2,10.4,79.4
07201200,2024/05/03,08,0,-,-,-,,-,0.11,2.00,2.11,0.010,-6,,SW,1.6,13.0,71.0
07201200,2024/05/03,09,0,-,-,-,,-,0.10,1.98,2.08,0.003,6,,SSW,1.0,16.2,56.2
07201200,2024/05/03,10,0,-,-,-,,-,0.09,1.96,2.05,0.009,18,,SSE,1.0,20.5,45.4
07201200,2024/05/03,11,0,-,-,-,,-,0.07,1.93,2.00,0,26,,S,2.7,22.9,37.2
07201200,2024/05/03,12,0,-,-,-,,-,0.07,1.93,2.00,0.001,31,,S,2.7,25.3,33.5
07201200,2024/05/03,13,0,-,-,-,,-,0.07,1.93,2.00,0.003,25,,SSE,2.0,27.1,30.5
07201200,2024/05/03,14,0,-,-,-,,-,0.09,1.92,2.01,0.011,25,,NW,2.5,28.8,28.6
07201200,2024/05/03,15,0,-,-,-,,-,0.08,1.91,1.99,0.010,35,,NNW,2.8,28.2,28.0
07201200,2024/05/03,16,0,-,-,-,,-,0.07,1.91,1.98,0.015,33,,NW,2.8,26.6,34.4
07201200,2024/05/03,17,0,-,-,-,,-,0.07,1.92,1.99,0.014,23,,NNW,3.4,24.1,37.2
07201200,2024/05/03,18,0,-,-,-,,-,0.07,1.93,2.00,0.014,11,,NNW,2.9,21.9,35.7
07201200,2024/05/03,19,0,-,-,-,,-,0.07,1.92,1.99,0,0,,NNW,1.4,20.4,33.7
07201200,2024/05/03,20,0,-,-,-,,-,0.08,1.92,2.00,0.008,-10,,N,1.5,19.5,35.7
07201200,2024/05/03,21,0,-,-,-,,-,0.11,1.92,2.03,0.015,-7,,WNW,0.9,17.7,44.0
07201200,2024/05/03,22,0,-,-,-,,-,0.10,1.92,2.02,0.002,-3,,SE,1.5,16.4,50.7
07201200,2024/05/03,23,0,-,-,-,,-,0.09,1.92,2.01,0.003,-3,,E,1.2,15.2,53.7
07201200,2024/05/03,24,0,-,-,-,,-,0.10,1.93,2.03,0.003,5,,WSW,1.8,14.9,51.3
07201200,2024/05/04,01,0,-,-,-,,-,0.09,1.93,2.02,0.004,5,,SSE,0.8,13.5,58.2
07201200,2024/05/04,02,0,-,-,-,,-,0.10,1.94,2.04,0.005,4,,SW,1.0,12.9,60.9
07201200,2024/05/04,03,0,-,-,-,,-,0.10,1.93,2.03,0.001,-2,,S,0.8,12.1,63.3
07201200,2024/05/04,04,0,-,-,-,,-,0.09,1.94,2.03,0.002,1,,SSE,1.3,11.0,68.5
07201200,2024/05/04,05,0,-,-,-,,-,0.09,1.95,2.04,0.007,0,,SSW,1.0,10.3,71.3
07201200,2024/05/04,06,0,-,-,-,,-,0.09,1.96,2.05,0.004,-4,,S,1.1,10.6,70.3
07201200,2024/05/04,07,0,-,-,-,,-,0.10,1.95,2.05,0.013,-5,,SSW,1.0,13.6,60.1
07201200,2024/05/04,08,0,-,-,-,,-,0.09,1.95,2.04,0.003,-7,,S,1.3,16.3,52.0
07201200,2024/05/04,09,0,-,-,-,,-,0.09,1.94,2.03,0.009,9,,S,1.8,20.8,38.7
07201200,2024/05/04,10,0,-,-,-,,-,0.08,1.92,2.00,0.003,18,,SSE,2.7,24.3,30.7
07201200,2024/05/04,11,0.001,-,-,-,,-,0.07,1.93,2.00,0.007,19,,SSE,3.4,27.1,27.9
07201200,2024/05/04,12,0.001,-,-,-,,-,0.08,1.93,2.01,0.011,25,,SE,3.0,29.6,23.9
07201200,2024/05/04,13,0.001,-,-,-,,-,0.09,1.92,2.01,0.009,28,,SSW,2.1,30.5,23.2
