測定局コード,日付,時,SO2(ppm),NO(ppm),NO2(ppm),NOx(ppm),CO(ppm),Ox(ppm),NMHC(ppmC),CH4(ppmC),THC(ppmC),SPM(mg/m3),PM2.5(μg/m3),SP(mg/m3),WD(16Dir),WS(m/s),TEMP(℃),HUM(％)
08220010,2024/05/01,01,,0,0.005,0.005,,0.018,0.07,1.95,2.02,,,,ENE,1.1,,
08220010,2024/05/01,02,,0.002,0.007,0.009,,-,-,-,-,,,,CALM,0.3,,
08220010,2024/05/01,03,,0.001,0.008,0.009,,0.009,0.06,1.96,2.02,,,,ESE,0.8,,
08220010,2024/05/01,04,,0.001,0.007,0.008,,0.008,0.06,1.98,2.04,,,,ESE,1.0,,
08220010,2024/05/01,05,,0.001,0.008,0.009,,0.013,0.05,2.00,2.05,,,,ESE,1.9,,
08220010,2024/05/01,06,,0.001,0.005,0.006,,0.017,0.04,1.97,2.01,,,,E,1.6,,
08220010,2024/05/01,07,,0.001,0.005,0.006,,0.021,0.04,1.96,2.00,,,,E,4.3,,
08220010,2024/05/01,08,,0.001,0.007,0.008,,0.023,0.02,1.97,1.99,,,,E,3.9,,
08220010,2024/05/01,09,,0.001,0.006,0.007,,0.032,0.03,1.95,1.98,,,,E,3.9,,
08220010,2024/05/01,10,,0.001,0.006,0.007,,0.037,0.03,1.93,1.96,,,,E,2.6,,
08220010,2024/05/01,11,,0.001,0.004,0.005,,0.044,0.02,1.94,1.96,,,,E,4.6,,
08220010,2024/05/01,12,,0.001,0.004,0.005,,0.049,0.01,1.95,1.96,,,,E,5.2,,
08220010,2024/05/01,13,,0.001,0.003,0.004,,0.049,0.01,1.95,1.96,,,,E,5.1,,
08220010,2024/05/01,14,,0.001,0.004,0.005,,0.049,0.02,1.95,1.97,,,,E,5.6,,
08220010,2024/05/01,15,,0.001,0.003,0.004,,0.051,0,1.95,1.95,,,,ENE,4.5,,
08220010,2024/05/01,16,,0,0.003,0.003,,0.052,0.01,1.96,1.97,,,,ENE,6.0,,
08220010,2024/05/01,17,,0,0.003,0.003,,0.053,0,1.95,1.95,,,,ENE,5.9,,
08220010,2024/05/01,18,,0,0.003,0.003,,0.051,0.01,1.95,1.96,,,,ENE,3.3,,
08220010,2024/05/01,19,,0,0.003,0.003,,0.047,0.01,1.96,1.97,,,,NE,2.7,,
08220010,2024/05/01,20,,0,0.003,0.003,,0.046,0,1.96,1.96,,,,NE,3.0,,
08220010,2024/05/01,21,,0,0.002,0.002,,0.047,0,1.96,1.96,,,,NE,2.9,,
08220010,2024/05/01,22,,0,0.002,0.002,,0.045,0,1.95,1.95,,,,NE,2.0,,
08220010,2024/05/01,23,,0,0.002,0.002,,0.044,0.01,1.96,1.97,,,,NE,2.5,,
08220010,2024/05/01,24,,0,0.001,0.001,,0.044,0,1.95,1.95,,,,NE,1.7,,
08220010,2024/05/02,01,,0,0.002,0.002,,0.040,0,1.95,1.95,,,,N,1.3,,
08220010,2024/05/02,02,,0,0.002,0.002,,0.032,0,1.96,1.96,,,,NNW,1.2,,
08220010,2024/05/02,03,,0,0.002,0.002,,0.031,0.01,1.98,1.99,,,,NNW,1.2,,
