測定局コード,日付,時,SO2(ppm),NO(ppm),NO2(ppm),NOx(ppm),CO(ppm),Ox(ppm),NMHC(ppmC),CH4(ppmC),THC(ppmC),SPM(mg/m3),PM2.5(μg/m3),SP(mg/m3),WD(16Dir),WS(m/s),TEMP(℃),HUM(％)
07210010,2024/05/01,01,,,,,,0.040,,,,0.001,,,E,1.9,16.8,82.0
07210010,2024/05/01,02,,,,,,0.044,,,,0.001,,,NE,1.8,15.9,82.0
07210010,2024/05/01,03,,,,,,0.047,,,,0.003,,,ESE,1.7,15.1,82.4
07210010,2024/05/01,04,,,,,,0.048,,,,0.002,,,ESE,1.4,14.8,81.4
07210010,2024/05/01,05,,,,,,0.051,,,,0.001,,,ENE,1.5,14.6,81.4
07210010,2024/05/01,06,,,,,,0.051,,,,0.004,,,ENE,2.4,13.7,80.3
07210010,2024/05/01,07,,,,,,0.048,,,,0.010,,,E,1.2,14.0,79.5
07210010,2024/05/01,08,,,,,,0.047,,,,0.010,,,E,1.5,14.8,76.3
07210010,2024/05/01,09,,,,,,0.049,,,,0.012,,,NE,2.5,14.2,72.9
07210010,2024/05/01,10,,,,,,0.050,,,,0.012,,,ENE,2.5,14.8,66.9
07210010,2024/05/01,11,,,,,,0.051,,,,0.011,,,NE,3.8,14.3,61.4
07210010,2024/05/01,12,,,,,,0.051,,,,0.010,,,NE,3.4,14.1,57.0
07210010,2024/05/01,13,,,,,,0.050,,,,0.012,,,NE,1.9,14.4,55.6
07210010,2024/05/01,14,,,,,,0.048,,,,0.015,,,NNE,0.6,14.8,56.3
07210010,2024/05/01,15,,,,,,0.045,,,,0.015,,,SW,1.8,14.0,63.7
07210010,2024/05/01,16,,,,,,0.043,,,,0.013,,,S,2.1,12.5,76.7
07210010,2024/05/01,17,,,,,,0.041,,,,0.015,,,SSW,0.6,12.6,75.6
07210010,2024/05/01,18,,,,,,0.040,,,,0.015,,,E,1.3,12.5,74.8
07210010,2024/05/01,19,,,,,,0.042,,,,0.009,,,NNE,2.2,12.5,62.0
07210010,2024/05/01,20,,,,,,0.045,,,,0.012,,,NNE,2.3,12.2,68.1
07210010,2024/05/01,21,,,,,,0.044,,,,0.010,,,NNE,1.8,11.9,71.4
07210010,2024/05/01,22,,,,,,0.048,,,,0.011,,,NNE,2.1,11.7,71.9
07210010,2024/05/01,23,,,,,,0.049,,,,0.010,,,N,2.5,11.3,73.6
07210010,2024/05/01,24,,,,,,0.048,,,,0.009,,,N,2.8,11.1,74.4
07210010,2024/05/02,01,,,,,,0.048,,,,0.007,,,N,2.5,10.9,76.4
07210010,2024/05/02,02,,,,,,0.049,,,,0.007,,,N,3.3,11.1,73.5
07210010,2024/05/02,03,,,,,,0.047,,,,0.010,,,N,3.0,10.8,72.2
07210010,2024/05/02,04,,,,,,0.044,,,,0.006,,,NNE,2.2,10.7,71.9
07210010,2024/05/02,05,,,,,,0.044,,,,0.008,,,NNE,2.2,10.4,70.6
07210010,2024/05/02,06,,,,,,0.044,,,,0.006,,,NNE,1.6,10.5,69.9
07210010,2024/05/02,07,,,,,,0.046,,,,0.005,,,N,3.2,11.8,61.8
07210010,2024/05/02,08,,,,,,0.050,,,,0.005,,,NNE,3.3,12.9,56.8
07210010,2024/05/02,09,,,,,,0.050,,,,0.007,,,NNE,3.6,13.1,56.2
07210010,2024/05/02,10,,,,,,0.051,,,,0.005,,,NNE,3.0,14.0,51.6
07210010,2024/05/02,11,,,,,,0.051,,,,0.007,,,NNE,3.8,15.5,45.7
07210010,2024/05/02,12,,,,,,0.052,,,,0.006,,,NW,2.5,16.0,43.7
07210010,2024/05/02,13,,,,,,0.052,,,,0.007,,,NE,3.2,17.4,41.0
07210010,2024/05/02,14,,,,,,0.053,,,,0.007,,,NNE,2.9,17.8,38.1
