測定局コード,日付,時,SO2(ppm),NO(ppm),NO2(ppm),NOx(ppm),CO(ppm),Ox(ppm),NMHC(ppmC),CH4(ppmC),THC(ppmC),SPM(mg/m3),PM2.5(μg/m3),SP(mg/m3),WD(16Dir),WS(m/s),TEMP(℃),HUM(％)
13215510,2024/05/01,01,0,0.010,0.021,0.031,0.3,,0.16,2.10,2.26,0.012,7,,CALM,0.2,19.4,89.1
13215510,2024/05/01,02,0,0.004,0.015,0.019,0.2,,0.18,2.08,2.26,0.014,8,,SSE,0.3,18.9,91.6
13215510,2024/05/01,03,0,0.009,0.014,0.023,0.2,,0.13,2.06,2.19,0.013,7,,CALM,0.1,18.9,90.9
13215510,2024/05/01,04,0,0.018,0.015,0.033,0.2,,0.13,2.04,2.17,0.016,9,,CALM,0.2,19.2,90.9
13215510,2024/05/01,05,0.001,0.026,0.016,0.042,0.3,,0.14,2.05,2.19,0.016,7,,CALM,0.1,19.3,89.3
13215510,2024/05/01,06,0.001,0.028,0.017,0.045,0.3,,0.15,2.05,2.20,0.016,7,,CALM,0,19.8,88.4
13215510,2024/05/01,07,0.001,0.031,0.019,0.050,0.3,,0.14,2.04,2.18,0.016,7,,NNE,0.7,20.2,86.5
13215510,2024/05/01,08,0.001,0.025,0.023,0.048,0.3,,0.13,2.02,2.15,0.015,6,,N,1.7,20.3,74.8
13215510,2024/05/01,09,0.001,0.019,0.016,0.035,0.2,,0.11,2.06,2.17,0.008,6,,N,1.6,20.9,68.9
13215510,2024/05/01,10,0.001,0.015,0.016,0.031,0.2,,0.09,2.03,2.12,0.010,9,,ENE,0.4,19.6,81.8
13215510,2024/05/01,11,0.001,0.027,0.026,0.053,0.3,,0.09,2.02,2.11,0.010,7,,NE,0.4,18.4,90.0
13215510,2024/05/01,12,0,0.011,0.014,0.025,0.2,,0.07,2.00,2.07,0.008,5,,NNE,1.0,17.3,94.7
13215510,2024/05/01,13,0,0.008,0.010,0.018,0.2,,0.06,1.99,2.05,0.006,2,,NE,0.5,16.8,93.5
13215510,2024/05/01,14,0,0.006,0.012,0.018,0.2,,0.06,2.00,2.06,0.007,3,,SW,0.6,16.0,92.9
13215510,2024/05/01,15,0,0.007,0.010,0.017,0.2,,0.05,2.00,2.05,0.009,5,,NE,0.7,15.7,93.1
13215510,2024/05/01,16,0,0.004,0.009,0.013,0.2,,0.05,2.01,2.06,0.007,5,,NE,0.7,15.3,92.4
13215510,2024/05/01,17,0,0.006,0.009,0.015,0.2,,0.05,2.01,2.06,0.007,4,,NNE,0.6,14.6,91.9
13215510,2024/05/01,18,0,0.003,0.006,0.009,0.2,,0.05,2.02,2.07,0.012,8,,NNE,2.2,13.7,90.4
13215510,2024/05/01,19,0,0.003,0.007,0.010,0.2,,0.05,2.02,2.07,0.014,8,,NNE,1.6,13.1,91.7
13215510,2024/05/01,20,0,0.001,0.006,0.007,0.2,,0.05,2.03,2.08,0.013,8,,NNE,1.5,12.5,91.9
13215510,2024/05/01,21,0,0.002,0.006,0.008,0.2,,0.05,2.03,2.08,0.013,8,,N,1.6,12.5,91.1
13215510,2024/05/01,22,0,0.002,0.006,0.008,0.2,,0.05,2.03,2.08,0.013,8,,NNE,2.0,12.3,90.5
13215510,2024/05/01,24,0,0.002,0.005,0.007,0.2,,0.05,2.04,2.09,0.011,7,,N,0.9,11.6,92.2
13215510,2024/05/02,01,0,0.002,0.005,0.007,0.2,,0.04,2.02,2.06,0.010,7,,N,1.1,11.5,92.9
13215510,2024/05/02,02,0,0.002,0.005,0.007,0.2,,0.03,2.02,2.05,0.008,6,,N,1.4,11.4,92.1
13215510,2024/05/02,03,0,0.002,0.006,0.008,0.2,,0.03,2.02,2.05,0.008,6,,N,1.7,11.2,90.7
13215510,2024/05/02,04,0,0.002,0.007,0.009,0.2,,0.03,2.02,2.05,0.007,4,,N,1.3,10.9,91.8
13215510,2024/05/02,05,0,0.004,0.008,0.012,0.2,,0.03,2.01,2.04,0.009,4,,N,1.0,11.1,90.0
13215510,2024/05/02,06,0,0.009,0.015,0.024,0.2,,0.03,2.01,2.04,0.009,3,,NW,0.5,11.7,86.4
13215510,2024/05/02,07,0,0.011,0.016,0.027,0.2,,0.04,2.02,2.06,0.009,4,,NNW,0.9,13.6,78.5
13215510,2024/05/02,08,0,0.014,0.013,0.027,0.2,,0.04,2.02,2.06,0.010,4,,NNE,2.7,14.9,65.1
13215510,2024/05/02,09,0,0.012,0.005,0.017,0.2,,0.03,2.02,2.05,0.011,3,,N,2.8,16.4,60.0
13215510,2024/05/02,10,0,0.009,0.007,0.016,0.2,,0.03,2.02,2.05,0.011,9,,NNE,2.5,17.5,54.8
13215510,2024/05/02,11,0,0.009,0.012,0.021,0.2,,0.04,2.02,2.06,0.010,9,,NNE,2.2,17.9,49.2
13215510,2024/05/02,12,0,0.007,0.012,0.019,0.2,,0.04,2.01,2.05,0.010,6,,NNE,1.2,18.5,42.4
13215510,2024/05/02,13,0,0.011,0.012,0.023,0.2,,0.03,2.01,2.04,0.009,7,,NNE,1.3,19.5,39.0
13215510,2024/05/02,14,0,0.008,0.012,0.020,0.2,,0.03,2.00,2.03,0.009,7,,NNE,2.0,20.7,37.3
13215510,2024/05/02,15,0,0.006,0.010,0.016,0.2,,0.04,2.00,2.04,0.009,6,,NNE,1.3,20.2,33.7
13215510,2024/05/02,16,0.001,0.006,0.009,0.015,0.2,,0.03,2.00,2.03,0.008,7,,N,1.5,20.9,33.4
13215510,2024/05/02,17,0.001,0.005,0.011,0.016,0.2,,0.05,2.01,2.06,0.007,6,,NE,0.7,20.5,32.8
13215510,2024/05/02,18,0,0.007,0.011,0.018,0.2,,0.07,2.01,2.08,0.011,10,,S,0.9,18.5,49.3
13215510,2024/05/02,19,0,0.003,0.008,0.011,0.2,,0.05,2.02,2.07,0.010,9,,S,0.4,17.4,51.8
13215510,2024/05/02,20,0,0.002,0.009,0.011,0.2,,0.08,2.02,2.10,0.012,9,,S,0.8,16.2,55.6
13215510,2024/05/02,21,0.001,0,0.011,0.011,0.2,,0.08,2.02,2.10,0.013,7,,S,0.9,15.4,61.5
13215510,2024/05/02,22,0.001,0,0.013,0.013,0.2,,0.10,2.03,2.13,0.016,7,,S,0.4,14.8,66.3
13215510,2024/05/02,24,0.001,0.006,0.023,0.029,0.3,,0.17,2.11,2.28,0.012,9,,CALM,0,13.0,80.1
13215510,2024/05/03,01,0,0.002,0.016,0.018,0.2,,0.13,2.07,2.20,0.012,8,,CALM,0,12.1,81.5
13215510,2024/05/03,02,0,0.003,0.014,0.017,0.2,,0.10,2.07,2.17,0.013,8,,CALM,0.2,11.4,84.9
13215510,2024/05/03,03,0,0.002,0.011,0.013,0.2,,0.10,2.07,2.17,0.011,8,,CALM,0.1,11.3,86.0
13215510,2024/05/03,04,0,0.006,0.012,0.018,0.2,,0.09,2.05,2.14,0.010,6,,CALM,0.2,10.8,86.7
13215510,2024/05/03,05,0,0.006,0.009,0.015,0.2,,0.08,2.05,2.13,0.011,6,,CALM,0.2,10.3,87.5
