測定局コード,日付,時,SO2(ppm),NO(ppm),NO2(ppm),NOx(ppm),CO(ppm),Ox(ppm),NMHC(ppmC),CH4(ppmC),THC(ppmC),SPM(mg/m3),PM2.5(μg/m3),SP(mg/m3),WD(16Dir),WS(m/s),TEMP(℃),HUM(％)
27126010,2024/05/01,01,0.003,0,0.003,0.003,,0.049,0.06,1.99,2.05,,,,NNE,2.0,18.8,82.0
27126010,2024/05/01,02,0.003,0,0.003,0.003,,0.050,0.05,1.98,2.03,,,,NNE,1.4,18.6,83.0
27126010,2024/05/01,03,0.003,0,0.003,0.003,,0.050,0.07,1.99,2.06,,,,NNE,1.7,18.2,79.0
27126010,2024/05/01,04,0.003,0,0.003,0.003,,0.050,0.05,1.98,2.03,,,,NNE,2.7,17.7,78.0
27126010,2024/05/01,05,0.003,0,0.003,0.003,,0.051,0.05,1.98,2.03,,,,N,2.6,17.4,78.0
27126010,2024/05/01,06,0.003,0,0.004,0.004,,0.050,0.04,1.98,2.02,,,,NNE,3.6,16.9,80.0
27126010,2024/05/01,07,0.003,0,0.005,0.005,,0.048,0.05,1.99,2.04,,,,N,3.1,16.5,83.0
27126010,2024/05/01,08,0.003,0.001,0.008,0.009,,0.045,0.06,2.00,2.06,,,,NNE,3.1,15.7,88.0
27126010,2024/05/01,09,0.003,0.001,0.009,0.010,,0.043,0.07,2.00,2.07,,,,NNE,2.7,15.8,90.0
27126010,2024/05/01,10,0.003,0.002,0.009,0.011,,0.042,0.09,2.00,2.09,,,,NNE,2.5,15.8,90.0
27126010,2024/05/01,11,0.003,0.002,0.009,0.011,,0.043,0.09,1.99,2.08,,,,NNW,3.8,15.5,88.0
27126010,2024/05/01,12,0.003,0.001,0.007,0.008,,0.044,0.13,1.99,2.12,,,,NNE,3.5,15.1,89.0
27126010,2024/05/01,13,0.003,0.001,0.007,0.008,,0.045,0.09,2.00,2.09,,,,N,2.5,15.0,89.0
27126010,2024/05/01,14,0.003,0.001,0.007,0.008,,0.047,0.08,1.99,2.07,,,,N,3.4,14.6,86.0
27126010,2024/05/01,15,0.003,0.001,0.008,0.009,,0.046,0.09,2.00,2.09,,,,N,2.6,14.9,86.0
