測定局コード,日付,時,SO2(ppm),NO(ppm),NO2(ppm),NOx(ppm),CO(ppm),Ox(ppm),NMHC(ppmC),CH4(ppmC),THC(ppmC),SPM(mg/m3),PM2.5(μg/m3),SP(mg/m3),WD(16Dir),WS(m/s),TEMP(℃),HUM(％)
14114020,2024/05/01,01,0.001,0.001,0.005,0.006,,0.023,,,,0.008,5,,CALM,0.2,,
14114020,2024/05/01,02,0.001,0.001,0.005,0.006,,0.018,,,,0.009,4,,CALM,0.3,,
14114020,2024/05/01,03,0.001,0.001,0.005,0.006,,0.017,,,,0.010,4,,CALM,0.3,,
14114020,2024/05/01,04,0.001,0.001,0.005,0.006,,0.015,,,,0.009,5,,NNE,0.7,,
14114020,2024/05/01,05,0.001,0.001,0.009,0.010,,0.014,,,,0.012,3,,N,1.1,,
14114020,2024/05/01,06,0.001,0.001,0.015,0.016,,0.011,,,,0.010,5,,N,0.5,,
14114020,2024/05/01,07,0.001,0.003,0.015,0.018,,0.009,,,,0.012,6,,NE,0.8,,
14114020,2024/05/01,08,0.002,0.005,0.014,0.019,,0.011,,,,0.013,8,,NNE,2.3,,
14114020,2024/05/01,09,0.002,0.002,0.010,0.012,,0.021,,,,0.029,31,,NNE,3.8,,
14114020,2024/05/01,10,0.001,0.003,0.011,0.014,,0.027,,,,0.020,13,,E,3.5,,
14114020,2024/05/01,11,0.002,0.003,0.013,0.016,,0.034,,,,0.010,6,,E,4.0,,
14114020,2024/05/01,12,0.001,0.002,0.011,0.013,,0.036,,,,0.009,6,,ENE,2.7,,
14114020,2024/05/01,13,0.001,0.002,0.010,0.012,,0.039,,,,0.010,4,,ENE,3.8,,
14114020,2024/05/01,14,0.001,0.002,0.010,0.012,,0.042,,,,0.011,8,,ENE,3.3,,
14114020,2024/05/01,15,0.001,0.002,0.010,0.012,,0.043,,,,0.011,3,,ENE,3.6,,
14114020,2024/05/01,16,0.001,0.001,0.006,0.007,,0.046,,,,0.009,4,,ENE,4.4,,
14114020,2024/05/01,17,-,-,-,-,,-,,,,-,-,,-,-,,
14114020,2024/05/01,18,0.001,0.001,0.006,0.007,,0.049,,,,0.011,4,,NE,3.4,,
14114020,2024/05/01,19,0.001,0,0.005,0.005,,0.049,,,,0.013,14,,NE,2.9,,
14114020,2024/05/01,20,0.001,0,0.005,0.005,,0.048,,,,0.017,12,,NE,2.6,,
14114020,2024/05/01,21,0.001,0.001,0.004,0.005,,0.047,,,,0.015,10,,N,4.0,,
14114020,2024/05/01,22,0.001,0.001,0.005,0.006,,0.044,,,,0.014,11,,NNE,4.3,,
14114020,2024/05/01,23,0.001,0,0.004,0.004,,0.044,,,,0.015,9,,NE,2.7,,
14114020,2024/05/01,24,0.001,0,0.004,0.004,,0.044,,,,0.013,10,,N,3.2,,
14114020,2024/05/02,01,0.001,0,0.004,0.004,,0.042,,,,0.011,9,,N,3.7,,
14114020,2024/05/02,02,0.001,0,0.003,0.003,,0.042,,,,0.010,7,,NNE,3.4,,
14114020,2024/05/02,03,0.001,0,0.003,0.003,,0.041,,,,0.010,4,,N,2.8,,
14114020,2024/05/02,04,0.001,0,0.003,0.003,,0.039,,,,0.011,10,,N,3.7,,
14114020,2024/05/02,05,0.001,0,0.004,0.004,,0.040,,,,0.008,5,,N,3.1,,
14114020,2024/05/02,06,0.001,0,0.004,0.004,,0.041,,,,0.011,6,,N,3.2,,
14114020,2024/05/02,07,0.001,0.001,0.005,0.006,,0.041,,,,0.011,5,,N,3.4,,
14114020,2024/05/02,08,0.001,0.001,0.004,0.005,,0.040,,,,0.013,13,,N,4.6,,
14114020,2024/05/02,09,0.001,0.001,0.003,0.004,,0.044,,,,0.010,12,,N,4.6,,
14114020,2024/05/02,10,0.001,0.001,0.003,0.004,,0.048,,,,0.010,3,,NNE,4.2,,
14114020,2024/05/02,11,0.001,0.001,0.004,0.005,,0.051,,,,0.010,11,,NE,4.0,,
14114020,2024/05/02,12,0.001,0.001,0.003,0.004,,0.054,,,,0.009,8,,NE,3.5,,
14114020,2024/05/02,13,-,-,-,-,,0.056,,,,-,-,,NNE,3.5,,
14114020,2024/05/02,14,0.001,0.001,0.003,0.004,,0.056,,,,0.014,-,,NNE,3.1,,
14114020,2024/05/02,15,-,-,-,-,,-,,,,-,-,,-,-,,
14114020,2024/05/02,16,0.002,0.001,0.004,0.005,,0.054,,,,0.013,10,,ESE,3.0,,
14114020,2024/05/02,17,0.002,0.001,0.005,0.006,,0.050,,,,0.013,6,,ESE,3.0,,
14114020,2024/05/02,18,0.001,0.001,0.005,0.006,,0.049,,,,0.015,6,,SE,2.6,,
14114020,2024/05/02,19,0.002,0.001,0.007,0.008,,0.046,,,,0.016,9,,ESE,1.9,,
14114020,2024/05/02,20,0.002,0,0.008,0.008,,0.040,,,,0.017,10,,SE,0.7,,
14114020,2024/05/02,21,0.002,0,0.009,0.009,,0.035,,,,0.017,12,,CALM,0.1,,
14114020,2024/05/02,22,0.002,0.001,0.012,0.013,,0.027,,,,0.016,11,,CALM,0,,
14114020,2024/05/02,23,0.002,0.001,0.015,0.016,,0.017,,,,0.017,13,,CALM,0.1,,
14114020,2024/05/02,24,0.002,0.001,0.021,0.022,,0.009,,,,0.017,13,,CALM,0.1,,
14114020,2024/05/03,01,0.002,0.004,0.022,0.026,,0.002,,,,0.018,12,,W,0.6,,
14114020,2024/05/03,02,0.002,0.001,0.021,0.022,,0.004,,,,0.018,14,,N,1.1,,
14114020,2024/05/03,03,0.002,0.001,0.019,0.020,,0.006,,,,0.018,13,,N,1.3,,
14114020,2024/05/03,04,0.002,0.001,0.016,0.017,,0.009,,,,0.017,11,,N,1.9,,
14114020,2024/05/03,05,0.001,0.001,0.011,0.012,,0.012,,,,0.016,11,,N,1.8,,
14114020,2024/05/03,06,0.003,0.004,0.015,0.019,,0.007,,,,0.014,11,,N,1.7,,
14114020,2024/05/03,07,0.003,0.006,0.012,0.018,,0.013,,,,0.015,16,,NNE,2.0,,
14114020,2024/05/03,08,0.002,0.002,0.007,0.009,,0.027,,,,0.016,11,,E,1.1,,
14114020,2024/05/03,09,0.003,0.001,0.006,0.007,,0.040,,,,0.017,9,,S,0.6,,
14114020,2024/05/03,10,0.002,0.001,0.005,0.006,,0.045,,,,0.018,9,,S,0.9,,
14114020,2024/05/03,11,0.002,0.001,0.004,0.005,,0.051,,,,0.015,12,,ESE,1.3,,
