測定局コード,日付,時,SO2(ppm),NO(ppm),NO2(ppm),NOx(ppm),CO(ppm),Ox(ppm),NMHC(ppmC),CH4(ppmC),THC(ppmC),SPM(mg/m3),PM2.5(μg/m3),SP(mg/m3),WD(16Dir),WS(m/s),TEMP(℃),HUM(％)
37201550,2024/05/01,01,,0,0.002,0.002,,,,,,0.009,3,,N,1.5,,
37201550,2024/05/01,02,,0,0.002,0.002,,,,,,0.007,0,,NE,1.4,,
37201550,2024/05/01,03,,0,0.002,0.002,,,,,,0.010,1,,ENE,0.5,,
37201550,2024/05/01,04,,0,0.003,0.003,,,,,,0.012,2,,CALM,0.4,,
37201550,2024/05/01,05,,0,0.004,0.004,,,,,,0.012,6,,CALM,0.4,,
37201550,2024/05/01,06,,0,0.004,0.004,,,,,,0.014,3,,NE,1.2,,
37201550,2024/05/01,07,,0,0.004,0.004,,,,,,0.017,6,,NE,1.7,,
37201550,2024/05/01,08,,0.001,0.006,0.007,,,,,,0.016,8,,NNE,1.8,,
37201550,2024/05/01,09,,0.001,0.006,0.007,,,,,,0.019,8,,NNE,1.1,,
37201550,2024/05/01,10,,0.001,0.005,0.006,,,,,,0.016,9,,NE,1.5,,
37201550,2024/05/01,11,,-,-,-,,,,,,0.017,3,,NE,1.7,,
37201550,2024/05/01,12,,0.001,0.005,0.006,,,,,,0.017,12,,NNE,1.9,,
37201550,2024/05/01,13,,0.001,0.007,0.008,,,,,,0.018,11,,ENE,1.2,,
37201550,2024/05/01,14,,0,0.004,0.004,,,,,,0.019,7,,ESE,1.7,,
37201550,2024/05/01,15,,0.001,0.006,0.007,,,,,,0.015,6,,NNE,1.6,,
37201550,2024/05/01,16,,0.001,0.006,0.007,,,,,,0.016,10,,NNE,1.8,,
37201550,2024/05/01,17,,0.001,0.005,0.006,,,,,,0.016,13,,N,1.6,,
37201550,2024/05/01,18,,0.001,0.005,0.006,,,,,,0.018,9,,N,1.2,,
37201550,2024/05/01,19,,0.001,0.005,0.006,,,,,,0.017,7,,N,2.0,,
37201550,2024/05/01,20,,0,0.004,0.004,,,,,,0.016,4,,N,1.2,,
37201550,2024/05/01,21,,0.001,0.003,0.004,,,,,,0.018,5,,WSW,0.9,,
37201550,2024/05/01,22,,0.001,0.004,0.005,,,,,,0.018,6,,W,0.8,,
37201550,2024/05/01,23,,0.001,0.004,0.005,,,,,,0.016,6,,WNW,1.0,,
37201550,2024/05/01,24,,0,0.002,0.002,,,,,,0.015,5,,WNW,0.7,,
37201550,2024/05/02,01,,0,0.002,0.002,,,,,,0.017,5,,CALM,0.2,,
37201550,2024/05/02,02,,0.001,0.004,0.005,,,,,,0.012,3,,CALM,0.4,,
37201550,2024/05/02,03,,0,0.003,0.003,,,,,,0.011,8,,CALM,0.2,,
37201550,2024/05/02,04,,0.001,0.005,0.006,,,,,,0.012,2,,WNW,0.5,,
37201550,2024/05/02,05,,0.002,0.009,0.011,,,,,,0.011,4,,CALM,0.4,,
37201550,2024/05/02,06,,0.001,0.005,0.006,,,,,,0.012,2,,CALM,0.4,,
37201550,2024/05/02,07,,0.004,0.008,0.012,,,,,,0.011,4,,WNW,0.5,,
37201550,2024/05/02,08,,0.002,0.005,0.007,,,,,,0.011,7,,CALM,0.4,,
37201550,2024/05/02,09,,0.002,0.005,0.007,,,,,,0.010,7,,NNE,2.0,,
37201550,2024/05/02,10,,0.001,0.004,0.005,,,,,,0.012,5,,NE,2.1,,
37201550,2024/05/02,11,,0.002,0.004,0.006,,,,,,0.011,3,,NNE,1.5,,
37201550,2024/05/02,12,,0.001,0.003,0.004,,,,,,0.010,5,,NNE,1.9,,
37201550,2024/05/02,13,,0.001,0.003,0.004,,,,,,0.012,5,,ENE,2.4,,
37201550,2024/05/02,14,,0,0.002,0.002,,,,,,0.011,7,,ENE,2.3,,
37201550,2024/05/02,15,,0,0.002,0.002,,,,,,0.010,2,,E,2.1,,
37201550,2024/05/02,16,,0,0.001,0.001,,,,,,0.011,5,,E,2.4,,
