測定局コード,日付,時,SO2(ppm),NO(ppm),NO2(ppm),NOx(ppm),CO(ppm),Ox(ppm),NMHC(ppmC),CH4(ppmC),THC(ppmC),SPM(mg/m3),PM2.5(μg/m3),SP(mg/m3),WD(16Dir),WS(m/s),TEMP(℃),HUM(％)
32204950,2024/05/01,01,,,,,,,,,,,,,NE,1.5,14.5,
32204950,2024/05/01,02,,,,,,,,,,,,,NE,0.6,14.2,
32204950,2024/05/01,03,,,,,,,,,,,,,NNE,2.8,14.4,
32204950,2024/05/01,04,,,,,,,,,,,,,NNE,3.1,14.4,
32204950,2024/05/01,05,,,,,,,,,,,,,NE,3.8,14.1,
32204950,2024/05/01,06,,,,,,,,,,,,,NNE,3.9,14.0,
32204950,2024/05/01,07,,,,,,,,,,,,,NNE,3.1,14.0,
32204950,2024/05/01,08,,,,,,,,,,,,,NNE,3.6,14.0,
32204950,2024/05/01,09,,,,,,,,,,,,,NNE,3.7,14.2,
32204950,2024/05/01,10,,,,,,,,,,,,,NNE,4.4,14.9,
32204950,2024/05/01,11,,,,,,,,,,,,,NNE,4.5,14.7,
32204950,2024/05/01,12,,,,,,,,,,,,,NNE,6.0,15.7,
32204950,2024/05/01,13,,,,,,,,,,,,,NNE,5.4,14.9,
32204950,2024/05/01,14,,,,,,,,,,,,,NNE,6.8,14.6,
32204950,2024/05/01,15,,,,,,,,,,,,,NNE,5.1,14.4,
32204950,2024/05/01,16,,,,,,,,,,,,,NNE,6.5,14.8,
32204950,2024/05/01,17,,,,,,,,,,,,,NNE,4.6,14.3,
32204950,2024/05/01,18,,,,,,,,,,,,,NNE,7.2,14.2,
32204950,2024/05/01,19,,,,,,,,,,,,,NNE,5.3,13.9,
32204950,2024/05/01,20,,,,,,,,,,,,,NE,2.0,13.5,
32204950,2024/05/01,21,,,,,,,,,,,,,NNE,2.5,13.4,
32204950,2024/05/01,22,,,,,,,,,,,,,NE,1.2,12.3,
32204950,2024/05/01,23,,,,,,,,,,,,,ESE,0.6,10.2,
32204950,2024/05/01,24,,,,,,,,,,,,,SSE,0.8,10.0,
32204950,2024/05/02,01,,,,,,,,,,,,,S,1.5,9.5,
