測定局コード,日付,時,SO2(ppm),NO(ppm),NO2(ppm),NOx(ppm),CO(ppm),Ox(ppm),NMHC(ppmC),CH4(ppmC),THC(ppmC),SPM(mg/m3),PM2.5(μg/m3),SP(mg/m3),WD(16Dir),WS(m/s),TEMP(℃),HUM(％)
07203140,2024/05/01,01,0,0,0.001,0.001,,0.044,0.05,1.97,2.02,0.001,,,WNW,1.7,17.2,74.8
07203140,2024/05/01,02,0,-,-,-,,0.047,0.05,1.98,2.03,0.002,,,NW,3.2,16.6,73.9
07203140,2024/05/01,03,0,0,0.001,0.001,,0.048,0.04,1.99,2.03,0.002,,,NNW,1.0,16.5,71.5
07203140,2024/05/01,04,0,0,0.001,0.001,,0.051,0.04,1.99,2.03,0.004,,,NW,4.7,16.5,68.3
07203140,2024/05/01,05,0,0,0.001,0.001,,0.055,0.04,1.99,2.03,0.008,,,NW,2.7,16.1,66.7
07203140,2024/05/01,06,0,0,0.001,0.001,,0.055,0.04,1.99,2.03,0.008,,,NW,3.4,15.9,65.4
07203140,2024/05/01,07,0.001,0,0.001,0.001,,0.053,0.04,1.99,2.03,0.008,,,WNW,1.7,16.0,64.4
07203140,2024/05/01,08,0,0,0.002,0.002,,0.052,0.05,1.99,2.04,0.011,,,NW,4.9,15.6,64.2
07203140,2024/05/01,09,0,0,0.002,0.002,,0.051,0.05,2.00,2.05,0.012,,,NW,2.7,16.5,60.2
07203140,2024/05/01,10,0,0,0.002,0.002,,0.052,0.05,2.00,2.05,0.012,,,WNW,5.0,17.3,57.0
07203140,2024/05/01,11,0,0.001,0.002,0.003,,0.052,0.04,2.01,2.05,0.012,,,WNW,5.1,17.3,54.0
07203140,2024/05/01,12,0.001,0.001,0.002,0.003,,0.053,0.05,2.00,2.05,0.014,,,WNW,3.7,15.2,53.9
07203140,2024/05/01,13,0,0.001,0.002,0.003,,0.052,0.04,2.01,2.05,0.014,,,NW,3.1,14.8,53.1
07203140,2024/05/01,14,0.001,0,0.003,0.003,,0.049,0.04,2.02,2.06,0.015,,,NW,3.8,14.1,56.2
07203140,2024/05/01,15,0,0,0.003,0.003,,0.047,0.05,2.01,2.06,0.014,,,WSW,0.6,12.2,73.7
07203140,2024/05/01,16,0.001,0,0.004,0.004,,0.044,0.06,2.01,2.07,0.014,,,WNW,0.7,12.5,68.9
07203140,2024/05/01,17,0,0.001,0.004,0.005,,0.043,0.06,2.01,2.07,0.013,,,WNW,2.6,12.5,65.1
07203140,2024/05/01,18,0,0,0.005,0.005,,0.043,0.06,2.01,2.07,0.014,,,NE,1.1,12.8,65.8
07203140,2024/05/01,19,0,0,0.005,0.005,,0.039,0.07,2.02,2.09,0.015,,,ENE,0.9,12.4,69.1
07203140,2024/05/01,20,0.001,0,0.005,0.005,,0.039,0.06,2.02,2.08,0.013,,,NE,2.4,12.5,63.9
07203140,2024/05/01,21,0,0,0.003,0.003,,0.041,0.05,2.02,2.07,0.012,,,NE,1.9,12.3,67.8
07203140,2024/05/01,22,0,0,0.003,0.003,,0.039,0.05,2.02,2.07,0.011,,,NE,2.6,11.8,71.4
07203140,2024/05/01,23,0,0,0.002,0.002,,0.044,0.04,2.01,2.05,0.010,,,NNE,2.4,11.7,71.1
07203140,2024/05/01,24,0,0,0.001,0.001,,0.045,0.04,2.01,2.05,0.011,,,NE,2.2,11.6,69.3
07203140,2024/05/02,01,0,0,0.001,0.001,,0.046,0.04,2.01,2.05,0.011,,,NNE,1.8,11.3,72.5
07203140,2024/05/02,02,0,0,0.002,0.002,,0.045,0.04,2.01,2.05,0.014,,,N,1.5,11.3,71.5
07203140,2024/05/02,03,0,0,0.002,0.002,,0.045,0.04,2.01,2.05,0.009,,,NNE,2.5,11.3,68.6
07203140,2024/05/02,04,0.001,0,0.003,0.003,,0.044,0.05,2.01,2.06,0.009,,,NNE,2.4,11.1,67.0
07203140,2024/05/02,05,0,0,0.002,0.002,,0.043,0.04,2.01,2.05,0.011,,,NE,3.4,10.8,65.2
07203140,2024/05/02,06,0,0,0.003,0.003,,0.043,0.04,2.02,2.06,0.007,,,NNE,2.3,11.1,63.3
07203140,2024/05/02,07,0,0,0.002,0.002,,0.044,0.05,2.02,2.07,0.007,,,NNE,3.2,11.9,57.8
07203140,2024/05/02,08,0.001,0.001,0.003,0.004,,0.046,0.04,2.01,2.05,0.008,,,NNE,2.2,13.2,53.7
07203140,2024/05/02,09,0,0,0.002,0.002,,0.048,0.04,2.02,2.06,0.007,,,NNE,2.7,13.8,46.3
07203140,2024/05/02,10,0,0.001,0.002,0.003,,0.047,0.04,2.02,2.06,0.007,,,NE,2.6,15.6,44.8
07203140,2024/05/02,11,0.001,0,0.002,0.002,,0.048,0.05,2.01,2.06,0.006,,,NE,1.9,16.4,40.8
07203140,2024/05/02,12,0.001,0,0.002,0.002,,0.049,0.04,2.01,2.05,0.006,,,NE,2.2,16.8,36.9
07203140,2024/05/02,13,0,0,0.002,0.002,,0.050,0.04,2.01,2.05,0.007,,,NE,2.7,17.4,34.3
07203140,2024/05/02,14,0,0,0.002,0.002,,0.050,0.04,2.01,2.05,0.008,,,ENE,1.3,19.7,29.4
07203140,2024/05/02,15,0.001,0,0.002,0.002,,0.051,0.04,2.01,2.05,0.008,,,NE,2.6,19.5,29.4
07203140,2024/05/02,16,0,0,0.002,0.002,,0.051,0.04,2.02,2.06,0.006,,,E,2.3,19.4,30.1
07203140,2024/05/02,17,0.001,0.001,0.003,0.004,,0.050,0.05,2.01,2.06,0.009,,,ENE,2.3,18.8,34.3
07203140,2024/05/02,18,0,0,0.002,0.002,,0.050,0.05,2.01,2.06,0.009,,,ENE,2.4,16.7,44.9
07203140,2024/05/02,19,0.001,0,0.003,0.003,,0.047,0.04,2.02,2.06,0.011,,,E,1.3,15.0,50.9
07203140,2024/05/02,20,0,0,0.004,0.004,,0.044,0.05,2.02,2.07,0.010,,,SE,1.8,13.5,57.5
