測定局コード,日付,時,SO2(ppm),NO(ppm),NO2(ppm),NOx(ppm),CO(ppm),Ox(ppm),NMHC(ppmC),CH4(ppmC),THC(ppmC),SPM(mg/m3),PM2.5(μg/m3),SP(mg/m3),WD(16Dir),WS(m/s),TEMP(℃),HUM(％)
12329010,2024/05/01,01,,,,,,0.017,0.08,2.11,2.19,,7,,ESE,0.5,18.8,99.0
12329010,2024/05/01,02,,,,,,-,0.07,2.08,2.15,,6,,CALM,0.2,18.4,100.0
12329010,2024/05/01,03,,,,,,0.009,0.08,2.08,2.16,,7,,CALM,0.2,18.9,100.0
12329010,2024/05/01,04,,,,,,0.009,0.08,2.10,2.18,,7,,ESE,0.6,19.0,100.0
12329010,2024/05/01,05,,,,,,0.007,0.08,2.12,2.20,,9,,NE,0.4,18.9,100.0
12329010,2024/05/01,06,,,,,,0.005,0.08,2.20,2.28,,8,,ENE,0.9,19.1,100.0
12329010,2024/05/01,07,,,,,,0.007,0.08,2.25,2.33,,9,,NE,3.2,18.4,100.0
12329010,2024/05/01,08,,,,,,0.033,0.05,2.06,2.11,,3,,NE,3.8,17.6,100.0
12329010,2024/05/01,09,,,,,,0.040,0.04,1.97,2.01,,5,,NE,4.5,17.1,100.0
12329010,2024/05/01,10,,,,,,0.044,0.04,1.97,2.01,,5,,NE,3.7,16.7,100.0
12329010,2024/05/01,11,,,,,,0.049,0.04,1.97,2.01,,5,,NE,4.5,16.1,100.0
12329010,2024/05/01,12,,,,,,0.052,0.03,1.97,2.00,,4,,NE,4.2,15.4,100.0
12329010,2024/05/01,13,,,,,,0.053,0.03,1.98,2.01,,9,,NE,6.0,15.0,100.0
12329010,2024/05/01,14,,,,,,0.054,0.04,1.98,2.02,,9,,NE,6.3,14.3,100.0
12329010,2024/05/01,15,,,,,,0.055,0.03,1.98,2.01,,8,,NE,5.9,14.0,100.0
12329010,2024/05/01,16,,,,,,0.056,0.04,1.98,2.02,,10,,NE,6.8,13.3,99.0
12329010,2024/05/01,17,,,,,,0.057,0.03,1.98,2.01,,9,,NE,6.2,13.3,99.0
12329010,2024/05/01,18,,,,,,0.056,0.03,1.99,2.02,,11,,NE,6.1,13.1,99.0
12329010,2024/05/01,19,,,,,,0.054,0.03,1.99,2.02,,10,,NNE,5.2,13.1,98.0
12329010,2024/05/01,20,,,,,,0.052,0.03,1.99,2.02,,9,,NE,4.9,13.3,100.0
12329010,2024/05/01,21,,,,,,0.053,0.03,1.99,2.02,,10,,NNE,5.3,13.0,99.0
12329010,2024/05/01,22,,,,,,0.052,0.03,1.99,2.02,,9,,NNE,4.6,12.2,96.0
12329010,2024/05/01,23,,,,,,0.052,0.03,1.99,2.02,,6,,NE,5.9,11.8,96.0
12329010,2024/05/01,24,,,,,,0.053,0.03,1.99,2.02,,7,,NE,4.6,11.6,97.0
12329010,2024/05/02,01,,,,,,0.052,0.02,1.99,2.01,,6,,N,3.3,11.6,96.0
12329010,2024/05/02,02,,,,,,0.046,-,-,-,,5,,N,3.9,11.5,99.0
12329010,2024/05/02,03,,,,,,0.044,0.04,2.00,2.04,,4,,N,4.0,11.2,99.0
12329010,2024/05/02,04,,,,,,0.044,0.05,2.00,2.05,,3,,NNW,2.8,11.0,98.0
12329010,2024/05/02,05,,,,,,0.042,0.03,2.00,2.03,,6,,NW,3.3,11.0,98.0
12329010,2024/05/02,06,,,,,,0.038,0.02,2.00,2.02,,7,,NW,2.9,11.3,96.0
12329010,2024/05/02,07,,,,,,0.035,0.03,2.01,2.04,,5,,N,3.1,12.4,87.0
12329010,2024/05/02,08,,,,,,0.042,0.03,2.00,2.03,,7,,N,4.7,14.1,79.0
12329010,2024/05/02,09,,,,,,0.045,0.02,2.00,2.02,,6,,NNE,3.7,16.0,76.0
12329010,2024/05/02,10,,,,,,0.049,0.03,2.00,2.03,,7,,NNE,4.8,16.9,66.0
12329010,2024/05/02,11,,,,,,0.053,0.02,1.99,2.01,,6,,NNE,4.6,17.6,64.0
12329010,2024/05/02,12,,,,,,0.054,0.02,1.99,2.01,,3,,NE,6.0,18.0,60.0
12329010,2024/05/02,13,,,,,,0.054,0.02,1.99,2.01,,3,,NE,5.9,18.3,66.0
12329010,2024/05/02,14,,,,,,0.053,0.03,1.99,2.02,,3,,NE,5.9,18.2,60.0
12329010,2024/05/02,15,,,,,,0.053,0.03,1.99,2.02,,6,,NE,6.2,17.9,58.0
12329010,2024/05/02,16,,,,,,0.052,0.02,1.99,2.01,,4,,NE,4.3,17.5,65.0
12329010,2024/05/02,17,,,,,,0.052,0.02,1.99,2.01,,2,,ENE,4.2,16.7,64.0
12329010,2024/05/02,18,,,,,,0.051,0.02,1.98,2.00,,2,,ENE,3.6,15.8,68.0
