測定局コード,日付,時,SO2(ppm),NO(ppm),NO2(ppm),NOx(ppm),CO(ppm),Ox(ppm),NMHC(ppmC),CH4(ppmC),THC(ppmC),SPM(mg/m3),PM2.5(μg/m3),SP(mg/m3),WD(16Dir),WS(m/s),TEMP(℃),HUM(％)
13111520,2024/05/01,01,0.001,0.011,0.022,0.033,0.3,,0.12,2.03,2.15,0.008,3,,ESE,0.4,21.1,80.6
13111520,2024/05/01,02,0.001,0.013,0.023,0.036,0.3,,0.15,2.05,2.20,0.008,6,,ESE,0.3,20.9,82.6
13111520,2024/05/01,03,0.001,0.026,0.029,0.055,0.3,,0.15,2.07,2.22,0.011,6,,CALM,0.2,20.7,85.7
13111520,2024/05/01,04,0.001,0.039,0.035,0.074,0.3,,0.16,2.08,2.24,0.010,5,,NW,0.4,20.6,85.6
13111520,2024/05/01,05,0.001,0.034,0.035,0.069,0.3,,0.15,2.07,2.22,0.011,6,,ENE,0.3,20.7,85.2
13111520,2024/05/01,06,0.001,0.036,0.030,0.066,0.3,,0.16,2.06,2.22,0.009,5,,CALM,0.1,21.0,83.5
13111520,2024/05/01,07,0.001,0.045,0.037,0.082,0.4,,0.17,2.07,2.24,0.013,6,,NW,0.3,21.3,80.4
13111520,2024/05/01,08,0.001,0.019,0.021,0.040,0.3,,0.17,2.07,2.24,0.012,5,,WNW,2.1,21.6,62.1
13111520,2024/05/01,09,0.001,0.015,0.020,0.035,0.3,,0.15,2.07,2.22,0.012,8,,SE,2.1,19.8,72.9
13111520,2024/05/01,10,0.001,0.012,0.020,0.032,0.3,,0.10,2.03,2.13,0.011,6,,ESE,1.7,18.8,86.4
13111520,2024/05/01,11,0.001,0.013,0.025,0.038,0.3,,0.10,2.02,2.12,0.010,5,,SE,1.4,17.8,89.4
13111520,2024/05/01,12,0.001,0.015,0.019,0.034,0.3,,0.09,2.03,2.12,0.009,5,,SE,1.4,17.5,89.0
13111520,2024/05/01,13,0.001,0.012,0.022,0.034,0.3,,0.08,2.03,2.11,0.008,6,,SE,1.5,16.3,88.3
13111520,2024/05/01,14,0.001,0.010,0.019,0.029,0.3,,0.08,2.04,2.12,0.010,6,,ESE,1.0,16.1,89.7
13111520,2024/05/01,15,0.001,0.007,0.019,0.026,0.3,,0.08,2.04,2.12,0.010,5,,ESE,1.0,15.5,90.3
13111520,2024/05/01,16,0.001,0.007,0.019,0.026,0.2,,0.07,2.04,2.11,0.007,6,,ESE,1.2,15.0,89.6
13111520,2024/05/01,17,0.001,0.006,0.016,0.022,0.2,,0.06,2.04,2.10,0.006,5,,ESE,1.6,14.4,86.1
13111520,2024/05/01,18,0,0.006,0.014,0.020,0.3,,0.07,2.04,2.11,0.013,8,,WSW,1.0,14.0,86.4
13111520,2024/05/01,19,0,0.005,0.013,0.018,0.3,,0.07,2.04,2.11,0.016,10,,ESE,1.0,13.5,85.0
13111520,2024/05/01,20,0,0.006,0.013,0.019,0.3,,0.06,2.05,2.11,0.014,10,,NE,0.6,13.4,85.3
13111520,2024/05/01,21,0,0.003,0.011,0.014,0.3,,0.07,2.06,2.13,0.014,9,,WNW,1.9,13.1,88.3
13111520,2024/05/01,22,0,0.004,0.011,0.015,0.3,,0.08,2.07,2.15,0.014,10,,WNW,1.6,12.7,87.2
13111520,2024/05/01,24,0,0.002,0.007,0.009,0.2,,0.05,2.04,2.09,0.011,6,,NW,0.8,12.6,86.0
13111520,2024/05/02,01,0,0.002,0.007,0.009,0.2,,0.06,2.04,2.10,0.012,5,,WNW,1.7,12.2,86.3
13111520,2024/05/02,02,0,0.001,0.005,0.006,0.2,,0.05,2.04,2.09,0.010,5,,W,1.9,11.9,84.9
13111520,2024/05/02,03,0,0.001,0.005,0.006,0.2,,0.05,2.03,2.08,0.010,5,,WNW,1.5,12.0,83.9
13111520,2024/05/02,04,0,0.003,0.006,0.009,0.2,,0.05,2.04,2.09,0.009,5,,W,1.8,11.7,85.7
13111520,2024/05/02,05,0,0.007,0.011,0.018,0.2,,0.05,2.04,2.09,0.008,5,,WNW,2.0,11.6,85.1
13111520,2024/05/02,06,0,0.010,0.015,0.025,0.2,,0.05,2.04,2.09,0.007,5,,WNW,1.6,11.7,85.3
13111520,2024/05/02,07,0,0.011,0.016,0.027,0.2,,0.06,2.04,2.10,0.009,8,,WNW,2.3,12.6,78.0
13111520,2024/05/02,08,0,0.009,0.013,0.022,0.2,,0.06,2.05,2.11,0.009,9,,W,2.3,14.6,68.7
13111520,2024/05/02,09,0,0.009,0.013,0.022,0.2,,0.07,2.05,2.12,0.010,4,,WNW,2.8,16.4,54.0
13111520,2024/05/02,10,0,0.007,0.012,0.019,0.2,,0.06,2.04,2.10,0.009,6,,ESE,1.3,18.1,49.6
13111520,2024/05/02,11,0.001,0.010,0.013,0.023,0.2,,0.07,2.04,2.11,0.010,5,,W,1.5,19.0,40.7
13111520,2024/05/02,12,0.001,0.006,0.012,0.018,0.2,,0.07,2.03,2.10,0.012,7,,SSE,1.1,19.3,38.7
13111520,2024/05/02,13,0.001,0.007,0.013,0.020,0.2,,0.07,2.03,2.10,0.009,5,,WSW,1.5,19.7,34.8
13111520,2024/05/02,14,0.001,0.005,0.013,0.018,0.2,,0.06,2.03,2.09,0.009,5,,ESE,1.4,20.2,35.4
13111520,2024/05/02,15,0.001,0.008,0.012,0.020,0.2,,0.06,2.03,2.09,0.009,5,,ESE,1.4,20.1,40.6
13111520,2024/05/02,16,0.001,0.008,0.017,0.025,0.2,,0.07,2.03,2.10,0.011,5,,ESE,2.4,19.1,46.8
13111520,2024/05/02,17,0.001,0.006,0.009,0.015,0.2,,0.06,2.03,2.09,0.013,5,,ESE,2.3,18.3,46.0
13111520,2024/05/02,18,0.001,0.005,0.013,0.018,0.3,,0.06,2.03,2.09,0.015,5,,ESE,1.8,17.6,50.5
13111520,2024/05/02,19,0.001,0.007,0.012,0.019,0.2,,0.06,2.03,2.09,0.012,4,,ESE,1.7,16.8,53.3
13111520,2024/05/02,20,0.001,0.004,0.015,0.019,0.3,,0.08,2.04,2.12,0.014,5,,ESE,1.9,16.1,55.1
13111520,2024/05/02,21,0.001,0.005,0.017,0.022,0.3,,0.07,2.04,2.11,0.013,6,,SE,0.7,15.8,56.9
13111520,2024/05/02,22,0.001,0.004,0.016,0.020,0.3,,0.08,2.04,2.12,0.013,6,,SE,0.5,15.6,59.9
13111520,2024/05/02,24,0.001,0.006,0.026,0.032,0.4,,0.11,2.07,2.18,0.015,7,,CALM,0.2,15.2,60.8
13111520,2024/05/03,01,0.001,0.004,0.027,0.031,0.4,,0.14,2.10,2.24,0.015,6,,CALM,0.2,14.7,65.8
13111520,2024/05/03,02,0.001,0.020,0.037,0.057,0.6,,0.20,2.13,2.33,0.017,6,,CALM,0,14.6,66.5
13111520,2024/05/03,03,0.001,0.017,0.034,0.051,0.5,,0.27,2.17,2.44,0.018,9,,CALM,0.1,14.3,69.3
13111520,2024/05/03,04,0.001,0.025,0.031,0.056,0.4,,0.26,2.18,2.44,0.015,9,,NW,0.5,13.6,71.2
13111520,2024/05/03,05,0.001,0.015,0.024,0.039,0.4,,0.22,2.16,2.38,0.016,7,,WNW,1.3,13.1,72.7
13111520,2024/05/03,06,0.001,0.021,0.022,0.043,0.4,,0.22,2.14,2.36,0.016,9,,WNW,1.0,14.2,70.1
13111520,2024/05/03,07,0.001,0.017,0.022,0.039,0.4,,0.18,2.12,2.30,0.016,9,,WNW,1.0,15.3,61.3
13111520,2024/05/03,08,0.001,0.013,0.020,0.033,0.3,,0.13,2.09,2.22,0.014,8,,NW,1.1,17.7,51.4
13111520,2024/05/03,09,0.001,0.018,0.022,0.040,0.4,,0.12,2.07,2.19,0.014,8,,N,0.6,19.5,45.0
13111520,2024/05/03,10,-,-,-,-,-,,-,-,-,-,-,,ESE,0.9,20.0,46.6
13111520,2024/05/03,11,0.002,0.022,0.038,0.060,-,,0.20,2.13,2.33,0.016,12,,ESE,1.5,20.3,42.2
13111520,2024/05/03,12,0.003,0.017,0.035,0.052,0.5,,0.21,2.10,2.31,0.019,9,,ESE,1.3,22.7,36.9
13111520,2024/05/03,13,0.003,0.015,0.029,0.044,0.6,,0.18,2.07,2.25,0.020,12,,ESE,1.4,22.9,36.3
13111520,2024/05/03,14,0.002,0.013,0.024,0.037,0.5,,0.12,2.05,2.17,0.016,11,,ESE,1.4,24.0,33.9
13111520,2024/05/03,15,0.002,0.015,0.022,0.037,0.4,,0.11,2.04,2.15,0.014,6,,ESE,1.3,23.8,31.9
13111520,2024/05/03,16,0.002,0.012,0.019,0.031,0.4,,0.10,2.03,2.13,0.013,8,,ESE,1.7,23.7,30.9
13111520,2024/05/03,17,0.002,0.017,0.020,0.037,0.6,,0.11,2.03,2.14,0.012,8,,ESE,1.9,21.9,43.5
13111520,2024/05/03,18,0.001,0.011,0.018,0.029,0.5,,0.12,2.03,2.15,0.013,6,,ESE,1.8,20.5,48.9
13111520,2024/05/03,19,0.001,0.011,0.020,0.031,0.4,,0.11,2.03,2.14,0.014,7,,ESE,2.0,19.5,53.9
13111520,2024/05/03,20,0.001,0.011,0.019,0.030,0.5,,0.13,2.03,2.16,0.013,8,,ESE,1.6,19.1,57.5
13111520,2024/05/03,21,0.001,0.014,0.020,0.034,0.5,,0.14,2.04,2.18,0.014,8,,ESE,1.4,19.1,58.1
13111520,2024/05/03,22,0.001,0.009,0.024,0.033,0.5,,0.13,2.06,2.19,0.014,8,,ESE,0.9,18.9,60.3
13111520,2024/05/03,24,0.001,0.005,0.019,0.024,0.4,,0.15,2.07,2.22,0.017,6,,CALM,0.2,18.1,64.5
13111520,2024/05/04,01,-,-,-,-,-,,-,-,-,0.013,9,,CALM,0.1,17.6,67.3
13111520,2024/05/04,02,0.001,0.009,0.026,0.035,0.4,,0.19,2.13,2.32,0.016,7,,CALM,0.2,17.2,70.0
13111520,2024/05/04,03,0,0.006,0.023,0.029,0.3,,0.21,2.14,2.35,0.016,11,,WNW,1.4,16.5,72.0
13111520,2024/05/04,04,0,0.010,0.024,0.034,0.4,,0.23,2.17,2.40,0.014,10,,WNW,0.7,16.1,72.8
13111520,2024/05/04,05,0,0.010,0.024,0.034,0.4,,0.23,2.16,2.39,0.018,11,,WNW,0.8,15.8,75.1
13111520,2024/05/04,06,0.001,0.018,0.025,0.043,0.4,,0.20,2.14,2.34,0.018,9,,WNW,1.1,16.2,75.0
