測定局コード,日付,時,SO2(ppm),NO(ppm),NO2(ppm),NOx(ppm),CO(ppm),Ox(ppm),NMHC(ppmC),CH4(ppmC),THC(ppmC),SPM(mg/m3),PM2.5(μg/m3),SP(mg/m3),WD(16Dir),WS(m/s),TEMP(℃),HUM(％)
11204010,2024/05/01,01,0.002,0.001,0.014,0.015,0.3,0.022,0.21,2.07,2.28,0.019,14,,N,0.8,21.2,81.0
11204010,2024/05/01,02,0.001,0.001,0.014,0.015,0.3,0.021,0.20,2.08,2.28,0.016,13,,N,1.2,20.6,84.0
11204010,2024/05/01,03,0.001,0.001,0.011,0.012,0.3,0.018,0.17,2.05,2.22,0.018,14,,CALM,0.2,20.3,85.0
11204010,2024/05/01,04,0.001,0.001,0.012,0.013,0.3,0.012,0.17,2.07,2.24,0.021,15,,CALM,0.4,20.7,84.0
11204010,2024/05/01,05,0.002,0.001,0.013,0.014,0.3,0.010,0.19,2.07,2.26,0.019,13,,E,1.2,20.6,83.0
11204010,2024/05/01,06,0.001,0.001,0.010,0.011,0.2,0.013,0.15,2.04,2.19,0.019,14,,CALM,0.4,20.5,79.0
11204010,2024/05/01,07,0.001,0.001,0.008,0.009,0.2,0.015,0.10,2.02,2.12,0.017,12,,NNW,2.1,20.5,79.0
11204010,2024/05/01,08,0.001,0.004,0.014,0.018,0.3,0.008,0.16,2.07,2.23,0.017,14,,NNW,2.3,20.2,91.0
11204010,2024/05/01,09,0.002,0.005,0.015,0.020,0.3,0.013,0.24,2.12,2.36,0.011,9,,ESE,1.8,19.2,90.0
11204010,2024/05/01,10,0.001,0.001,0.007,0.008,0.2,0.031,0.08,1.99,2.07,0.006,5,,ESE,2.0,19.1,85.0
11204010,2024/05/01,11,0.001,0.001,0.005,0.006,0.2,0.037,0.05,1.98,2.03,0.012,9,,E,1.8,17.7,96.0
11204010,2024/05/01,12,0.003,0.001,0.005,0.006,0.2,0.039,0.06,1.99,2.05,0.010,7,,ESE,2.0,17.1,96.0
11204010,2024/05/01,13,0.001,0.001,0.004,0.005,0.2,0.043,0.06,1.99,2.05,0.010,10,,E,2.1,16.2,96.0
11204010,2024/05/01,14,0.002,0.001,0.004,0.005,0.2,0.044,0.05,2.00,2.05,0.010,9,,ESE,2.1,15.5,96.0
11204010,2024/05/01,15,0.001,0.001,0.004,0.005,0.2,0.045,0.03,2.00,2.03,0.009,8,,E,3.6,15.2,96.0
11204010,2024/05/01,16,0.001,0.001,0.004,0.005,0.2,0.046,0.05,2.00,2.05,0.005,5,,E,2.6,14.8,95.0
11204010,2024/05/01,17,0.001,0.001,0.005,0.006,0.2,0.047,0.05,2.01,2.06,0.012,11,,E,3.5,14.1,93.0
11204010,2024/05/01,18,0.001,0.001,0.005,0.006,0.3,0.048,0.04,2.02,2.06,0.012,11,,ENE,3.7,13.9,93.0
11204010,2024/05/01,19,0.002,0.001,0.004,0.005,0.3,0.047,0.05,2.02,2.07,0.013,11,,ENE,3.3,13.1,94.0
11204010,2024/05/01,20,0.001,0.001,0.004,0.005,0.2,0.044,0.05,2.03,2.08,0.013,11,,NNE,3.1,12.9,94.0
11204010,2024/05/01,21,0.001,0.001,0.005,0.006,0.2,0.040,0.03,2.04,2.07,0.028,25,,NNW,2.5,12.7,95.0
11204010,2024/05/01,22,0.001,0.001,0.005,0.006,0.2,0.039,0.05,2.04,2.09,0.014,12,,NNW,2.5,12.1,96.0
11204010,2024/05/01,23,0.002,0.001,0.004,0.005,0.2,0.039,0.03,2.04,2.07,0.011,10,,NNW,2.5,12.0,96.0
11204010,2024/05/01,24,0.001,0.001,0.003,0.004,0.2,0.038,0.04,2.04,2.08,0.012,9,,NNW,4.0,11.7,96.0
11204010,2024/05/02,01,0.001,0.001,0.003,0.004,0.2,0.037,0.01,2.04,2.05,0.011,9,,NNW,4.2,11.7,96.0
11204010,2024/05/02,02,0.001,0.001,0.003,0.004,-,0.035,0.04,2.03,2.07,0.010,9,,NNW,5.1,11.5,95.0
11204010,2024/05/02,03,0.002,0.001,0.003,0.004,0.2,0.036,0.02,2.04,2.06,0.009,8,,NNW,4.3,11.4,95.0
11204010,2024/05/02,04,0.002,0.001,0.003,0.004,0.2,0.037,0.02,2.03,2.05,0.009,8,,NNW,3.1,11.3,96.0
