測定局コード,日付,時,SO2(ppm),NO(ppm),NO2(ppm),NOx(ppm),CO(ppm),Ox(ppm),NMHC(ppmC),CH4(ppmC),THC(ppmC),SPM(mg/m3),PM2.5(μg/m3),SP(mg/m3),WD(16Dir),WS(m/s),TEMP(℃),HUM(％)
21221010,2024/05/01,01,,,,,,0.050,,,,0.006,1,,NW,4.4,,
21221010,2024/05/01,02,,,,,,0.052,,,,0.003,2,,NW,5.6,,
21221010,2024/05/01,03,,,,,,0.050,,,,0.005,2,,NW,7.5,,
21221010,2024/05/01,04,,,,,,0.052,,,,0.004,3,,NW,5.8,,
21221010,2024/05/01,05,,,,,,0.054,,,,0.006,3,,NW,3.7,,
21221010,2024/05/01,06,,,,,,0.059,,,,0.011,5,,NW,4.7,,
21221010,2024/05/01,07,,,,,,0.062,,,,0.013,8,,NW,4.4,,
21221010,2024/05/01,08,,,,,,0.061,,,,0.013,10,,NW,3.6,,
21221010,2024/05/01,09,,,,,,0.064,,,,0.018,12,,NNW,3.2,,
21221010,2024/05/01,10,,,,,,0.057,,,,0.015,11,,N,1.5,,
21221010,2024/05/01,11,,,,,,0.047,,,,0.015,11,,S,1.9,,
21221010,2024/05/01,12,,,,,,0.052,,,,0.012,8,,S,0.9,,
21221010,2024/05/01,13,,,,,,0.058,,,,0.009,8,,N,1.5,,
21221010,2024/05/01,14,,,,,,0.058,,,,0.010,8,,NW,4.3,,
21221010,2024/05/01,15,,,,,,0.056,,,,0.010,9,,NW,3.1,,
21221010,2024/05/01,16,,,,,,0.052,,,,0.009,7,,WNW,2.7,,
21221010,2024/05/01,17,,,,,,0.052,,,,0.010,6,,NW,2.6,,
21221010,2024/05/01,18,,,,,,0.054,,,,0.007,4,,WNW,2.7,,
21221010,2024/05/01,19,,,,,,0.056,,,,0.008,7,,ENE,2.3,,
21221010,2024/05/01,20,,,,,,0.046,,,,0.009,8,,ENE,1.5,,
21221010,2024/05/01,21,,,,,,0.042,,,,0.011,7,,WSW,0.9,,
21221010,2024/05/01,22,,,,,,0.040,,,,0.008,5,,CALM,0.2,,
21221010,2024/05/01,23,,,,,,0.038,,,,0.010,5,,CALM,0.3,,
21221010,2024/05/01,24,,,,,,0.037,,,,0.010,7,,S,1.6,,
21221010,2024/05/02,01,,,,,,-,,,,0.004,5,,WNW,4.6,,
21221010,2024/05/02,02,,,,,,0.053,,,,0.010,6,,WNW,4.6,,
21221010,2024/05/02,03,,,,,,0.052,,,,0.009,5,,WNW,3.4,,
21221010,2024/05/02,04,,,,,,0.053,,,,0.008,4,,WNW,2.7,,
21221010,2024/05/02,05,,,,,,0.051,,,,0.008,5,,W,2.3,,
21221010,2024/05/02,06,,,,,,0.048,,,,0.008,6,,SE,1.4,,
21221010,2024/05/02,07,,,,,,0.043,,,,0.011,6,,SE,1.3,,
21221010,2024/05/02,08,,,,,,0.045,,,,0.009,6,,SSE,1.4,,
21221010,2024/05/02,09,,,,,,0.044,,,,0.006,6,,NE,1.1,,
21221010,2024/05/02,10,,,,,,0.048,,,,0.007,3,,SE,1.3,,
21221010,2024/05/02,11,,,,,,0.050,,,,0.005,6,,NE,1.1,,
21221010,2024/05/02,12,,,,,,0.052,,,,0.005,5,,SE,1.9,,
21221010,2024/05/02,13,,,,,,0.055,,,,0.007,3,,S,1.6,,
21221010,2024/05/02,14,,,,,,0.058,,,,0.008,4,,ESE,2.8,,
21221010,2024/05/02,15,,,,,,0.064,,,,0.009,7,,SE,3.5,,
21221010,2024/05/02,16,,,,,,0.068,,,,0.011,9,,SSE,3.5,,
21221010,2024/05/02,17,,,,,,0.068,,,,0.010,8,,SSW,1.7,,
21221010,2024/05/02,18,,,,,,0.059,,,,0.014,9,,SW,1.8,,
21221010,2024/05/02,19,,,,,,0.054,,,,0.012,9,,S,1.9,,
21221010,2024/05/02,20,,,,,,0.053,,,,0.012,7,,S,1.9,,
21221010,2024/05/02,21,,,,,,0.052,,,,0.008,4,,WSW,2.8,,
21221010,2024/05/02,22,,,,,,0.051,,,,0.010,7,,E,0.6,,
21221010,2024/05/02,23,,,,,,0.039,,,,0.011,9,,NW,0.5,,
21221010,2024/05/02,24,,,,,,0.034,,,,0.011,7,,CALM,0.2,,
21221010,2024/05/03,01,,,,,,0.030,,,,0.011,8,,CALM,0.4,,
21221010,2024/05/03,02,,,,,,0.029,,,,0.011,8,,CALM,0.3,,
21221010,2024/05/03,03,,,,,,0.029,,,,0.010,7,,CALM,0.4,,
21221010,2024/05/03,04,,,,,,0.029,,,,0.011,7,,CALM,0.4,,
21221010,2024/05/03,05,,,,,,0.029,,,,0.010,8,,N,0.9,,
21221010,2024/05/03,06,,,,,,0.036,,,,0.010,7,,NNE,0.5,,
21221010,2024/05/03,07,,,,,,0.035,,,,0.010,7,,NE,1.1,,
21221010,2024/05/03,08,,,,,,0.039,,,,0.010,7,,NNE,1.1,,
21221010,2024/05/03,09,,,,,,0.045,,,,0.012,8,,ENE,1.0,,
21221010,2024/05/03,10,,,,,,0.056,,,,0.012,8,,E,1.0,,
21221010,2024/05/03,11,,,,,,0.060,,,,0.012,6,,ENE,1.4,,
21221010,2024/05/03,12,,,,,,0.066,,,,0.012,7,,SE,3.9,,
21221010,2024/05/03,13,,,,,,0.071,,,,0.010,7,,SE,3.3,,
21221010,2024/05/03,14,,,,,,0.072,,,,0.006,4,,SSE,3.2,,
21221010,2024/05/03,15,,,,,,0.072,,,,0.010,5,,SE,3.9,,
21221010,2024/05/03,16,,,,,,0.071,,,,0.010,7,,SSE,4.0,,
21221010,2024/05/03,17,,,,,,0.068,,,,0.008,6,,SSE,4.9,,
21221010,2024/05/03,18,,,,,,0.064,,,,0.013,9,,SSE,3.1,,
21221010,2024/05/03,19,,,,,,0.061,,,,0.014,10,,SW,0.9,,
21221010,2024/05/03,20,,,,,,0.061,,,,0.010,8,,W,1.7,,
21221010,2024/05/03,21,,,,,,0.055,,,,0.013,9,,WSW,0.5,,
21221010,2024/05/03,22,,,,,,0.045,,,,0.010,9,,CALM,0.3,,
21221010,2024/05/03,23,,,,,,0.042,,,,0.012,8,,CALM,0.4,,
21221010,2024/05/03,24,,,,,,0.040,,,,0.015,10,,CALM,0.2,,
