測定局コード,日付,時,SO2(ppm),NO(ppm),NO2(ppm),NOx(ppm),CO(ppm),Ox(ppm),NMHC(ppmC),CH4(ppmC),THC(ppmC),SPM(mg/m3),PM2.5(μg/m3),SP(mg/m3),WD(16Dir),WS(m/s),TEMP(℃),HUM(％)
27203510,2024/05/01,01,0,0,0.002,0.002,0.2,0.048,0.04,1.97,2.01,0.010,,,NNW,2.2,18.5,
27203510,2024/05/01,02,0,0,0.002,0.002,0.3,0.053,0.03,1.97,2.00,0.018,,,NNW,3.9,18.0,
27203510,2024/05/01,03,0,0,0.002,0.002,0.2,0.050,0.03,1.98,2.01,0.021,,,NW,2.2,17.7,
27203510,2024/05/01,04,0,0,0.002,0.002,0.2,0.050,0.03,1.97,2.00,0.020,,,N,3.0,17.4,
27203510,2024/05/01,05,0,0.001,0.003,0.004,0.2,0.049,0.03,1.97,2.00,0.021,,,NNW,2.4,17.0,
27203510,2024/05/01,06,0,0,0.003,0.003,0.2,0.049,0.03,1.98,2.01,0.020,,,N,3.9,16.8,
27203510,2024/05/01,07,0,0.001,0.003,0.004,0.3,0.049,0.03,1.98,2.01,0.019,,,NNW,4.5,16.3,
27203510,2024/05/01,08,0,0.001,0.006,0.007,0.3,0.046,0.04,1.98,2.02,0.022,,,N,3.1,16.1,
27203510,2024/05/01,09,0,0.002,0.007,0.009,0.3,0.044,0.06,1.99,2.05,0.011,,,NNW,3.2,15.7,
27203510,2024/05/01,10,0,0.003,0.009,0.012,0.3,0.042,0.06,1.99,2.05,0.016,,,N,4.4,15.9,
27203510,2024/05/01,11,0,0.002,0.006,0.008,0.3,0.044,0.06,1.99,2.05,0.015,,,NNW,4.4,15.6,
27203510,2024/05/01,12,0,0.003,0.006,0.009,0.3,0.043,0.06,1.99,2.05,0.014,,,N,4.4,15.3,
27203510,2024/05/01,13,0,0.001,0.004,0.005,0.3,0.045,0.05,1.99,2.04,0.012,,,N,4.5,15.3,
27203510,2024/05/01,14,0,0.001,0.003,0.004,0.3,0.046,0.04,1.99,2.03,0.013,,,NNW,5.1,15.3,
27203510,2024/05/01,15,0,0.001,0.004,0.005,0.3,0.047,0.05,1.99,2.04,0.019,,,N,3.5,15.2,
27203510,2024/05/01,16,0,0.001,0.004,0.005,0.3,0.045,0.04,2.00,2.04,0.020,,,NNW,4.4,14.7,
27203510,2024/05/01,17,0,0,0.004,0.004,0.2,0.047,0.04,1.99,2.03,0.015,,,NNW,5.5,14.1,
27203510,2024/05/01,18,0,0,0.004,0.004,0.3,0.047,0.04,1.99,2.03,0.017,,,NNW,5.3,13.7,
27203510,2024/05/01,19,0,0,0.004,0.004,0.3,0.048,0.05,2.00,2.05,0.016,,,NNW,4.1,13.6,
27203510,2024/05/01,20,0,0,0.004,0.004,0.3,0.047,0.05,2.00,2.05,0.015,,,NNW,2.9,13.7,
27203510,2024/05/01,21,0,-0.001,0.003,0.002,0.3,0.047,0.04,2.00,2.04,0.014,,,NNW,3.2,13.6,
27203510,2024/05/01,22,0,-0.001,0.004,0.003,0.3,0.046,0.05,2.00,2.05,0.013,,,NW,1.4,13.3,
27203510,2024/05/01,23,0,-0.001,0.004,0.003,0.3,0.044,0.04,2.01,2.05,0.013,,,WNW,2.3,13.3,
27203510,2024/05/01,24,0,0.001,0.005,0.006,0.3,0.042,0.05,2.01,2.06,0.011,,,W,3.8,13.3,
27203510,2024/05/02,01,0,0,0.003,0.003,0.2,0.042,0.03,2.00,2.03,0.013,,,NW,2.4,13.2,
27203510,2024/05/02,02,0,-0.001,0.002,0.001,0.2,0.044,0.03,2.00,2.03,0.013,,,WNW,1.8,13.1,
27203510,2024/05/02,03,0,0.001,0.002,0.003,0.2,0.042,0.03,2.00,2.03,0.013,,,NW,1.9,13.0,
