測定局コード,日付,時,SO2(ppm),NO(ppm),NO2(ppm),NOx(ppm),CO(ppm),Ox(ppm),NMHC(ppmC),CH4(ppmC),THC(ppmC),SPM(mg/m3),PM2.5(μg/m3),SP(mg/m3),WD(16Dir),WS(m/s),TEMP(℃),HUM(％)
40134010,2024/05/01,01,,0,0.003,0.003,,0.052,,,,0.018,,,N,1.4,,
40134010,2024/05/01,02,,0,0.003,0.003,,0.051,,,,0.020,,,NNW,0.5,,
40134010,2024/05/01,03,,0,0.003,0.003,,0.048,,,,0.017,,,N,1.8,,
40134010,2024/05/01,04,,0,0.005,0.005,,0.047,,,,0.021,,,CALM,0.4,,
40134010,2024/05/01,05,,0,0.002,0.002,,0.049,,,,0.018,,,N,2.6,,
40134010,2024/05/01,06,,0,0.005,0.005,,0.046,,,,0.019,,,N,2.3,,
40134010,2024/05/01,07,,0,0.009,0.009,,0.043,,,,0.019,,,N,2.3,,
40134010,2024/05/01,08,,0,0.012,0.012,,0.043,,,,0.018,,,N,2.4,,
40134010,2024/05/01,09,,0,0.011,0.011,,0.043,,,,0.018,,,NNE,2.9,,
40134010,2024/05/01,10,,0,0.011,0.011,,0.044,,,,0.022,,,N,3.9,,
40134010,2024/05/01,11,,0,0.008,0.008,,0.048,,,,0.020,,,NNE,4.0,,
40134010,2024/05/01,12,,0,0.008,0.008,,0.048,,,,0.018,,,NNE,3.5,,
40134010,2024/05/01,13,,0,0.007,0.007,,0.050,,,,0.023,,,N,5.0,,
40134010,2024/05/01,14,,0,0.007,0.007,,0.050,,,,0.022,,,N,5.1,,
40134010,2024/05/01,15,,0,0.008,0.008,,0.048,,,,0.023,,,N,5.0,,
40134010,2024/05/01,16,,0,0.008,0.008,,0.048,,,,0.019,,,N,4.3,,
40134010,2024/05/01,17,,0,0.010,0.010,,0.046,,,,0.019,,,NNE,3.6,,
40134010,2024/05/01,18,,0,0.009,0.009,,0.046,,,,0.019,,,N,3.8,,
40134010,2024/05/01,19,,0,0.009,0.009,,0.043,,,,0.017,,,N,2.2,,
40134010,2024/05/01,20,,0,0.007,0.007,,0.045,,,,0.018,,,N,2.6,,
40134010,2024/05/01,21,,0,0.008,0.008,,0.044,,,,0.018,,,N,2.3,,
40134010,2024/05/01,22,,0,0.008,0.008,,0.045,,,,0.017,,,N,2.7,,
40134010,2024/05/01,23,,0,0.006,0.006,,0.046,,,,0.019,,,N,1.8,,
40134010,2024/05/01,24,,0,0.006,0.006,,0.046,,,,0.017,,,N,2.8,,
40134010,2024/05/02,01,,0,0.006,0.006,,0.046,,,,0.016,,,N,1.3,,
40134010,2024/05/02,02,,0,0.005,0.005,,0.046,,,,0.016,,,N,2.0,,
40134010,2024/05/02,03,,0,0.004,0.004,,0.046,,,,0.014,,,NNW,1.3,,
40134010,2024/05/02,04,,0,0.005,0.005,,0.043,,,,0.012,,,NE,1.1,,
40134010,2024/05/02,05,,0,0.008,0.008,,0.033,,,,0.013,,,NNE,1.6,,
40134010,2024/05/02,06,,0,0.014,0.014,,0.026,,,,0.012,,,ESE,0.5,,
40134010,2024/05/02,07,,0.001,0.017,0.018,,0.025,,,,0.013,,,NNE,1.5,,
40134010,2024/05/02,08,,0.001,0.009,0.010,,0.039,,,,0.011,,,N,2.6,,
40134010,2024/05/02,09,,0,0.004,0.004,,0.045,,,,0.010,,,NNE,2.4,,
40134010,2024/05/02,10,,0.001,0.006,0.007,,0.043,,,,0.010,,,NE,3.3,,
40134010,2024/05/02,11,,0,0.004,0.004,,0.046,,,,0.012,,,NNE,3.1,,
40134010,2024/05/02,12,,0,0.004,0.004,,0.048,,,,0.011,,,NE,2.2,,
40134010,2024/05/02,13,,0,0.004,0.004,,0.049,,,,0.013,,,N,2.7,,
40134010,2024/05/02,14,,0,0.005,0.005,,0.047,,,,0.011,,,NNW,3.6,,
40134010,2024/05/02,15,,0,0.005,0.005,,0.047,,,,0.010,,,N,4.1,,
40134010,2024/05/02,16,,0,0.003,0.003,,0.048,,,,0.010,,,N,4.5,,
40134010,2024/05/02,17,,0,0.004,0.004,,0.047,,,,0.008,,,N,4.1,,
40134010,2024/05/02,18,,0,0.005,0.005,,0.045,,,,0.009,,,NNE,3.4,,
40134010,2024/05/02,19,,0,0.006,0.006,,0.044,,,,0.012,,,NNE,2.7,,
40134010,2024/05/02,20,,0,0.007,0.007,,0.042,,,,0.012,,,NNE,3.2,,
40134010,2024/05/02,21,,0,0.010,0.010,,0.038,,,,0.012,,,NNE,0.7,,
40134010,2024/05/02,22,,0,0.011,0.011,,0.034,,,,0.016,,,NW,0.5,,
40134010,2024/05/02,23,,0,0.007,0.007,,0.027,,,,0.011,,,SSW,0.6,,
40134010,2024/05/02,24,,0,0.004,0.004,,0.026,,,,0.012,,,S,0.8,,
40134010,2024/05/03,01,,0,0.004,0.004,,0.027,,,,0.012,,,S,0.6,,
40134010,2024/05/03,02,,0,0.004,0.004,,0.025,,,,0.011,,,CALM,0,,
40134010,2024/05/03,03,,0,0.004,0.004,,0.023,,,,0.011,,,CALM,0.2,,
40134010,2024/05/03,04,,0,0.003,0.003,,0.021,,,,0.010,,,S,0.9,,
40134010,2024/05/03,05,,0,0.002,0.002,,0.023,,,,0.010,,,SSE,0.5,,
40134010,2024/05/03,06,,0,0.003,0.003,,0.021,,,,0.012,,,S,0.8,,
40134010,2024/05/03,07,,0,0.004,0.004,,0.021,,,,0.013,,,SSE,0.8,,
40134010,2024/05/03,08,,0.001,0.007,0.008,,0.024,,,,0.013,,,ENE,0.6,,
40134010,2024/05/03,09,,0.010,0.022,0.032,,0.020,,,,0.014,,,NNW,1.0,,
40134010,2024/05/03,10,,0.002,0.010,0.012,,0.035,,,,0.015,,,NNE,0.6,,
40134010,2024/05/03,11,,0.002,0.012,0.014,,0.037,,,,0.020,,,NNW,2.8,,
40134010,2024/05/03,12,,0.001,0.008,0.009,,0.045,,,,0.018,,,N,2.8,,
40134010,2024/05/03,13,,0,0.007,0.007,,0.050,,,,0.018,,,NW,3.1,,
40134010,2024/05/03,14,,0,0.004,0.004,,0.053,,,,0.019,,,NNW,3.6,,
40134010,2024/05/03,15,,0,0.005,0.005,,0.059,,,,0.021,,,NW,4.5,,
40134010,2024/05/03,16,,0,0.004,0.004,,0.064,,,,0.028,,,NW,4.4,,
