測定局コード,日付,時,SO2(ppm),NO(ppm),NO2(ppm),NOx(ppm),CO(ppm),Ox(ppm),NMHC(ppmC),CH4(ppmC),THC(ppmC),SPM(mg/m3),PM2.5(μg/m3),SP(mg/m3),WD(16Dir),WS(m/s),TEMP(℃),HUM(％)
07466010,2024/05/01,01,,,,,,0.039,,,,0.002,,,NNW,3.2,16.8,83.1
07466010,2024/05/01,02,,,,,,0.041,,,,0.001,,,N,1.9,15.8,84.4
07466010,2024/05/01,03,,,,,,0.042,,,,0.002,,,N,1.5,15.8,82.7
07466010,2024/05/01,04,,,,,,0.044,,,,0.002,,,NNW,2.2,15.9,78.9
07466010,2024/05/01,05,,,,,,0.048,,,,0.002,,,NNW,2.2,15.6,77.3
07466010,2024/05/01,06,,,,,,0.048,,,,0.004,,,N,2.0,15.3,77.3
07466010,2024/05/01,07,,,,,,0.049,,,,0.007,,,NNW,3.7,16.1,73.7
07466010,2024/05/01,08,,,,,,0.050,,,,0.009,,,NNW,3.3,16.0,69.5
07466010,2024/05/01,09,,,,,,0.051,,,,0.011,,,NNW,5.0,15.8,67.3
07466010,2024/05/01,10,,,,,,0.051,,,,0.011,,,NNW,5.7,16.3,65.7
07466010,2024/05/01,11,,,,,,0.051,,,,0.011,,,NNW,6.4,15.9,67.0
07466010,2024/05/01,12,,,,,,0.052,,,,0.010,,,NW,6.1,14.8,65.9
07466010,2024/05/01,13,,,,,,0.054,,,,0.011,,,NW,5.8,14.5,62.3
07466010,2024/05/01,14,,,,,,0.054,,,,0.012,,,NNW,4.2,13.8,62.3
07466010,2024/05/01,15,,,,,,-,,,,0.015,,,N,2.8,11.9,78.3
07466010,2024/05/01,16,,,,,,0.044,,,,0.011,,,NNW,2.4,10.7,81.6
07466010,2024/05/01,17,,,,,,0.045,,,,0.013,,,NNW,0.9,10.9,87.4
07466010,2024/05/01,18,,,,,,0.043,,,,0.015,,,E,0.8,10.5,90.8
07466010,2024/05/01,19,,,,,,0.035,,,,0.016,,,NNE,1.1,10.6,92.3
07466010,2024/05/01,20,,,,,,0.036,,,,0.011,,,N,0.9,10.5,85.9
07466010,2024/05/01,21,,,,,,0.037,,,,0.010,,,N,1.1,10.5,85.7
07466010,2024/05/01,22,,,,,,0.041,,,,0.009,,,N,1.6,10.5,82.5
07466010,2024/05/01,23,,,,,,0.041,,,,0.008,,,NNW,1.7,10.4,81.1
07466010,2024/05/01,24,,,,,,0.041,,,,0.006,,,N,1.5,10.3,81.5
07466010,2024/05/02,01,,,,,,0.043,,,,0.007,,,NNW,2.1,10.4,79.7
07466010,2024/05/02,02,,,,,,0.045,,,,0.006,,,NNW,2.2,10.2,81.5
07466010,2024/05/02,03,,,,,,0.043,,,,0.007,,,NNW,2.0,9.9,83.8
07466010,2024/05/02,04,,,,,,0.044,,,,0.006,,,NNW,3.1,10.2,75.6
07466010,2024/05/02,05,,,,,,0.045,,,,0.006,,,NNW,2.7,9.9,72.5
07466010,2024/05/02,06,,,,,,0.045,,,,0.006,,,NNW,2.5,10.0,72.2
07466010,2024/05/02,07,,,,,,0.046,,,,0.004,,,N,3.3,11.1,66.7
07466010,2024/05/02,08,,,,,,0.050,,,,0.005,,,NNW,3.9,12.3,63.1
07466010,2024/05/02,09,,,,,,0.051,,,,0.004,,,NNW,3.6,13.1,55.5
07466010,2024/05/02,10,,,,,,0.051,,,,0.007,,,NNW,3.4,13.8,48.1
07466010,2024/05/02,11,,,,,,0.052,,,,0.006,,,NNE,1.8,15.1,44.2
07466010,2024/05/02,12,,,,,,0.054,,,,0.005,,,NNW,1.9,15.8,44.3
07466010,2024/05/02,13,,,,,,0.054,,,,0.004,,,ENE,2.4,17.0,37.9
07466010,2024/05/02,14,,,,,,0.053,,,,0.007,,,N,1.9,18.3,34.2
