測定局コード,日付,時,SO2(ppm),NO(ppm),NO2(ppm),NOx(ppm),CO(ppm),Ox(ppm),NMHC(ppmC),CH4(ppmC),THC(ppmC),SPM(mg/m3),PM2.5(μg/m3),SP(mg/m3),WD(16Dir),WS(m/s),TEMP(℃),HUM(％)
38203010,2024/05/01,01,,,,,,,,,,,8,,,,,
38203010,2024/05/01,02,,,,,,,,,,,7,,,,,
38203010,2024/05/01,03,,,,,,,,,,,8,,,,,
38203010,2024/05/01,04,,,,,,,,,,,7,,,,,
38203010,2024/05/01,05,,,,,,,,,,,7,,,,,
38203010,2024/05/01,06,,,,,,,,,,,6,,,,,
38203010,2024/05/01,07,,,,,,,,,,,5,,,,,
38203010,2024/05/01,08,,,,,,,,,,,6,,,,,
38203010,2024/05/01,09,,,,,,,,,,,6,,,,,
38203010,2024/05/01,10,,,,,,,,,,,4,,,,,
38203010,2024/05/01,11,,,,,,,,,,,4,,,,,
38203010,2024/05/01,12,,,,,,,,,,,3,,,,,
38203010,2024/05/01,13,,,,,,,,,,,4,,,,,
38203010,2024/05/01,14,,,,,,,,,,,7,,,,,
38203010,2024/05/01,15,,,,,,,,,,,8,,,,,
38203010,2024/05/01,16,,,,,,,,,,,8,,,,,
38203010,2024/05/01,17,,,,,,,,,,,7,,,,,
38203010,2024/05/01,18,,,,,,,,,,,9,,,,,
38203010,2024/05/01,19,,,,,,,,,,,8,,,,,
38203010,2024/05/01,20,,,,,,,,,,,6,,,,,
38203010,2024/05/01,21,,,,,,,,,,,5,,,,,
38203010,2024/05/01,22,,,,,,,,,,,8,,,,,
38203010,2024/05/01,23,,,,,,,,,,,6,,,,,
38203010,2024/05/01,24,,,,,,,,,,,5,,,,,
38203010,2024/05/02,01,,,,,,,,,,,7,,,,,
38203010,2024/05/02,02,,,,,,,,,,,9,,,,,
38203010,2024/05/02,03,,,,,,,,,,,9,,,,,
38203010,2024/05/02,04,,,,,,,,,,,8,,,,,
38203010,2024/05/02,05,,,,,,,,,,,9,,,,,
38203010,2024/05/02,06,,,,,,,,,,,8,,,,,
38203010,2024/05/02,07,,,,,,,,,,,9,,,,,
38203010,2024/05/02,08,,,,,,,,,,,9,,,,,
38203010,2024/05/02,09,,,,,,,,,,,7,,,,,
38203010,2024/05/02,10,,,,,,,,,,,14,,,,,
38203010,2024/05/02,11,,,,,,,,,,,12,,,,,
38203010,2024/05/02,12,,,,,,,,,,,11,,,,,
38203010,2024/05/02,13,,,,,,,,,,,11,,,,,
38203010,2024/05/02,14,,,,,,,,,,,11,,,,,
38203010,2024/05/02,15,,,,,,,,,,,10,,,,,
38203010,2024/05/02,16,,,,,,,,,,,12,,,,,
38203010,2024/05/02,17,,,,,,,,,,,12,,,,,
38203010,2024/05/02,18,,,,,,,,,,,9,,,,,
38203010,2024/05/02,19,,,,,,,,,,,11,,,,,
38203010,2024/05/02,20,,,,,,,,,,,11,,,,,
38203010,2024/05/02,21,,,,,,,,,,,10,,,,,
38203010,2024/05/02,22,,,,,,,,,,,9,,,,,
38203010,2024/05/02,23,,,,,,,,,,,9,,,,,
38203010,2024/05/02,24,,,,,,,,,,,8,,,,,
