測定局コード,日付,時,SO2(ppm),NO(ppm),NO2(ppm),NOx(ppm),CO(ppm),Ox(ppm),NMHC(ppmC),CH4(ppmC),THC(ppmC),SPM(mg/m3),PM2.5(μg/m3),SP(mg/m3),WD(16Dir),WS(m/s),TEMP(℃),HUM(％)
23202030,2024/05/01,01,,0,0.005,0.005,,-,,,,0.006,3,,W,1.3,18.2,94.2
23202030,2024/05/01,02,,0,0.005,0.005,,0.029,,,,0.006,3,,WNW,1.1,17.9,95.8
23202030,2024/05/01,03,,0,0.005,0.005,,0.030,,,,0.008,5,,NW,0.5,17.9,94.7
23202030,2024/05/01,04,,0.002,0.006,0.008,,0.029,,,,0.008,4,,NNW,0.6,17.4,97.5
23202030,2024/05/01,05,,0,0.004,0.004,,0.030,,,,0.004,3,,NW,0.9,17.3,93.4
23202030,2024/05/01,06,,0.002,0.008,0.010,,0.030,,,,0.007,3,,W,0.9,17.2,96.0
23202030,2024/05/01,07,,0.002,0.007,0.009,,0.030,,,,0.007,4,,W,1.1,17.5,88.4
23202030,2024/05/01,08,,0.001,0.006,0.007,,0.035,,,,0.007,5,,WNW,1.4,18.0,84.7
23202030,2024/05/01,09,,0.002,0.007,0.009,,0.037,,,,0.014,8,,NW,1.1,17.3,92.6
23202030,2024/05/01,10,,0.003,0.006,0.009,,0.037,,,,0.014,9,,W,1.4,17.5,92.3
23202030,2024/05/01,11,,0.001,0.005,0.006,,0.037,,,,0.014,8,,W,1.6,18.4,87.5
23202030,2024/05/01,12,,0.002,0.006,0.008,,0.038,,,,0.015,10,,WNW,1.6,17.6,92.3
23202030,2024/05/01,13,,0.002,0.007,0.009,,0.038,,,,0.018,10,,NW,1.1,16.4,99.8
23202030,2024/05/01,14,,0.001,0.005,0.006,,0.038,,,,0.015,8,,WNW,1.5,16.1,99.9
23202030,2024/05/01,15,,0.001,0.005,0.006,,0.037,,,,0.016,10,,W,1.4,15.8,99.8
23202030,2024/05/01,16,,0.002,0.007,0.009,,0.033,,,,0.017,9,,WNW,0.7,16.1,99.8
23202030,2024/05/01,17,,0.001,0.007,0.008,,0.031,,,,0.020,11,,W,1.1,15.5,99.8
23202030,2024/05/01,18,,0.001,0.008,0.009,,0.029,,,,0.017,9,,WNW,0.7,14.8,99.8
23202030,2024/05/01,19,,0.001,0.007,0.008,,0.027,,,,0.017,9,,W,0.8,14.3,99.8
23202030,2024/05/01,20,,0,0.007,0.007,,0.027,,,,0.017,8,,WSW,0.6,13.6,99.9
23202030,2024/05/01,21,,0.001,0.008,0.009,,0.026,,,,0.018,9,,CALM,0.3,13.4,99.9
23202030,2024/05/01,22,,0.001,0.009,0.010,,0.023,,,,0.016,8,,CALM,0.1,13.3,99.9
23202030,2024/05/01,23,,0,0.008,0.008,,0.020,,,,0.016,8,,NW,0.5,13.0,99.9
23202030,2024/05/01,24,,0.001,0.009,0.010,,0.019,,,,0.015,7,,CALM,0.2,12.9,99.9
23202030,2024/05/02,01,,0,0.008,0.008,,0.020,,,,0.012,6,,CALM,0.2,12.1,99.9
23202030,2024/05/02,02,,0,0.005,0.005,,0.025,,,,0.013,6,,NW,0.5,11.8,99.9
23202030,2024/05/02,03,,0,0.004,0.004,,0.027,,,,0.009,4,,CALM,0.2,11.5,99.9
23202030,2024/05/02,04,,0,0.003,0.003,,0.021,,,,0.011,5,,E,0.5,11.2,99.9
23202030,2024/05/02,05,,0,0.003,0.003,,0.021,,,,0.011,6,,CALM,0.2,10.9,99.9
23202030,2024/05/02,06,,0.002,0.005,0.007,,0.018,,,,0.013,6,,CALM,0.3,10.9,99.9
23202030,2024/05/02,07,,0.003,0.008,0.011,,0.016,,,,0.011,5,,CALM,0.1,11.7,99.9
23202030,2024/05/02,08,,0.011,0.007,0.018,,0.019,,,,0.012,6,,CALM,0.2,12.3,99.9
23202030,2024/05/02,09,,0.007,0.008,0.015,,0.022,,,,0.012,6,,CALM,0.3,12.5,99.9
23202030,2024/05/02,10,,0.003,0.006,0.009,,0.025,,,,0.007,4,,E,0.6,13.1,96.1
23202030,2024/05/02,11,,0.002,0.004,0.006,,0.032,,,,0.009,5,,S,0.7,16.1,84.9
23202030,2024/05/02,12,,0.001,0.004,0.005,,0.040,,,,0.008,5,,WSW,1.0,18.4,72.0
23202030,2024/05/02,13,,0.002,0.003,0.005,,0.043,,,,0.011,7,,WSW,1.3,19.2,63.8
23202030,2024/05/02,14,,0.001,0.003,0.004,,0.045,,,,0.007,5,,WSW,1.5,18.5,64.2
23202030,2024/05/02,15,,0.002,0.004,0.006,,0.045,,,,0.008,6,,WSW,1.0,18.8,63.9
23202030,2024/05/02,16,,0.001,0.004,0.005,,0.047,,,,0.010,7,,WSW,0.8,18.4,62.2
23202030,2024/05/02,17,,0.001,0.003,0.004,,0.048,,,,0.009,7,,NE,0.7,18.9,57.8
23202030,2024/05/02,18,,0.001,0.004,0.005,,0.045,,,,0.012,8,,WSW,0.4,18.2,66.5
