測定局コード,日付,時,SO2(ppm),NO(ppm),NO2(ppm),NOx(ppm),CO(ppm),Ox(ppm),NMHC(ppmC),CH4(ppmC),THC(ppmC),SPM(mg/m3),PM2.5(μg/m3),SP(mg/m3),WD(16Dir),WS(m/s),TEMP(℃),HUM(％)
12206520,2024/05/01,01,,0.002,0.002,0.004,,,,,,0.008,,,ENE,0.5,,
12206520,2024/05/01,02,,0.001,0.002,0.003,,,,,,0.002,,,SW,0.5,,
12206520,2024/05/01,03,,0.001,0.003,0.004,,,,,,0.004,,,S,1.6,,
12206520,2024/05/01,04,,0,0.001,0.001,,,,,,0.011,,,S,1.0,,
12206520,2024/05/01,05,,0.001,0.002,0.003,,,,,,0.012,,,SSW,1.2,,
12206520,2024/05/01,06,,0.001,0.002,0.003,,,,,,0.010,,,SE,1.1,,
12206520,2024/05/01,07,,0.004,0.003,0.007,,,,,,0.015,,,SE,0.3,,
12206520,2024/05/01,08,,0.008,0.010,0.018,,,,,,0.020,,,E,1.4,,
12206520,2024/05/01,09,,0.016,0.018,0.034,,,,,,0.024,,,NE,0.6,,
12206520,2024/05/01,10,,0.004,0.007,0.011,,,,,,0.021,,,E,1.6,,
12206520,2024/05/01,11,,0.009,0.012,0.021,,,,,,0.010,,,ESE,2.2,,
12206520,2024/05/01,12,,0.003,0.005,0.008,,,,,,0.008,,,E,2.6,,
12206520,2024/05/01,13,,0.002,0.004,0.006,,,,,,0.008,,,ESE,3.5,,
12206520,2024/05/01,14,,0.003,0.006,0.009,,,,,,0.010,,,E,2.4,,
12206520,2024/05/01,15,,0.003,0.005,0.008,,,,,,0.005,,,ESE,3.8,,
12206520,2024/05/01,16,,0.002,0.002,0.004,,,,,,0.008,,,ESE,4.4,,
12206520,2024/05/01,17,,0.002,0.003,0.005,,,,,,0.009,,,ESE,4.5,,
12206520,2024/05/01,18,,0.002,0.004,0.006,,,,,,0.008,,,ESE,4.4,,
12206520,2024/05/01,19,,0.002,0.004,0.006,,,,,,0.014,,,E,2.8,,
12206520,2024/05/01,20,,0.002,0.006,0.008,,,,,,0.017,,,E,2.0,,
12206520,2024/05/01,21,,0.001,0.006,0.007,,,,,,0.017,,,E,2.2,,
12206520,2024/05/01,22,,0.001,0.005,0.006,,,,,,0.014,,,E,3.2,,
12206520,2024/05/01,23,,0,0.002,0.002,,,,,,0.008,,,E,4.2,,
12206520,2024/05/01,24,,0,0.001,0.001,,,,,,0.012,,,E,3.3,,
12206520,2024/05/02,01,,-,-,-,,,,,,0.008,,,ENE,2.7,,
12206520,2024/05/02,02,,0.002,0.007,0.009,,,,,,0.006,,,ENE,2.7,,
12206520,2024/05/02,03,,0.001,0.003,0.004,,,,,,0.011,,,ENE,3.7,,
12206520,2024/05/02,04,,0.001,0.004,0.005,,,,,,0.005,,,ENE,2.6,,
12206520,2024/05/02,05,,0.003,0.005,0.008,,,,,,0.004,,,NE,3.2,,
12206520,2024/05/02,06,,0.005,0.006,0.011,,,,,,0.007,,,NE,2.2,,
12206520,2024/05/02,07,,0.008,0.012,0.020,,,,,,0.008,,,NNE,3.8,,
12206520,2024/05/02,08,,0.007,0.010,0.017,,,,,,0.009,,,NNE,3.8,,
12206520,2024/05/02,09,,0.009,0.010,0.019,,,,,,0.006,,,NE,3.4,,
12206520,2024/05/02,10,,0.006,0.009,0.015,,,,,,0.009,,,ENE,3.7,,
12206520,2024/05/02,11,,0.008,0.006,0.014,,,,,,0.005,,,NE,4.3,,
12206520,2024/05/02,12,,0.006,0.007,0.013,,,,,,0.001,,,ENE,3.8,,
12206520,2024/05/02,13,,0.006,0.008,0.014,,,,,,0.001,,,NE,3.8,,
12206520,2024/05/02,14,,0.006,0.007,0.013,,,,,,0.002,,,E,3.2,,
12206520,2024/05/02,15,,0.004,0.006,0.010,,,,,,0.007,,,E,3.8,,
12206520,2024/05/02,16,,0.003,0.004,0.007,,,,,,0.007,,,ESE,3.1,,
12206520,2024/05/02,17,,0.002,0.003,0.005,,,,,,0.009,,,ESE,3.7,,
12206520,2024/05/02,18,,0.002,0.004,0.006,,,,,,0.008,,,SE,4.5,,
12206520,2024/05/02,19,,0.002,0.005,0.007,,,,,,0.007,,,ESE,3.0,,
12206520,2024/05/02,20,,0.001,0.004,0.005,,,,,,0.009,,,SE,2.5,,
12206520,2024/05/02,21,,0.003,0.004,0.007,,,,,,0.009,,,SE,2.3,,
12206520,2024/05/02,22,,0.002,0.005,0.007,,,,,,0.009,,,S,0.3,,
12206520,2024/05/02,23,,0.002,0.003,0.005,,,,,,0.006,,,CALM,0.2,,
12206520,2024/05/02,24,,0.002,0.004,0.006,,,,,,0.008,,,SSE,1.0,,
12206520,2024/05/03,01,,0,0.004,0.004,,,,,,0.003,,,SE,1.2,,
12206520,2024/05/03,02,,0,0.002,0.002,,,,,,0.003,,,SE,1.2,,
12206520,2024/05/03,03,,0,0.002,0.002,,,,,,0.004,,,SE,0.9,,
12206520,2024/05/03,04,,0,0.002,0.002,,,,,,0.005,,,SE,0.8,,
12206520,2024/05/03,05,,0.001,0.003,0.004,,,,,,0.006,,,SE,1.0,,
12206520,2024/05/03,06,,0.001,0.003,0.004,,,,,,0.008,,,ESE,0.5,,
12206520,2024/05/03,07,,0.003,0.005,0.008,,,,,,0.008,,,SSE,1.3,,
12206520,2024/05/03,08,,0.006,0.010,0.016,,,,,,0.011,,,ENE,1.1,,
12206520,2024/05/03,09,,0.005,0.008,0.013,,,,,,0.013,,,SE,1.6,,
12206520,2024/05/03,10,,0.003,0.012,0.015,,,,,,0.011,,,SE,1.2,,
12206520,2024/05/03,11,,0.004,0.011,0.015,,,,,,0.010,,,NW,3.5,,
