測定局コード,日付,時,SO2(ppm),NO(ppm),NO2(ppm),NOx(ppm),CO(ppm),Ox(ppm),NMHC(ppmC),CH4(ppmC),THC(ppmC),SPM(mg/m3),PM2.5(μg/m3),SP(mg/m3),WD(16Dir),WS(m/s),TEMP(℃),HUM(％)
21212510,2024/05/01,01,,0.002,0.009,0.011,0.2,,,,,0.009,6,,W,0.7,,
21212510,2024/05/01,02,,0.004,0.009,0.013,0.2,,,,,0.012,7,,SSW,1.0,,
21212510,2024/05/01,03,,0.005,0.009,0.014,0.2,,,,,0.010,6,,WNW,0.5,,
21212510,2024/05/01,04,,0.002,0.010,0.012,0.2,,,,,0.010,7,,CALM,0.4,,
21212510,2024/05/01,05,,0.007,0.011,0.018,0.2,,,,,0.009,4,,CALM,0.2,,
21212510,2024/05/01,06,,0.012,0.013,0.025,0.2,,,,,0.010,9,,CALM,0.2,,
21212510,2024/05/01,07,,0.004,0.011,0.015,0.3,,,,,0.009,5,,CALM,0,,
21212510,2024/05/01,08,,0.004,0.010,0.014,0.2,,,,,0.009,6,,SSW,0.8,,
21212510,2024/05/01,09,,0.005,0.010,0.015,0.2,,,,,0.011,9,,SW,0.7,,
21212510,2024/05/01,10,,0.002,0.007,0.009,0.2,,,,,0.014,11,,SSW,1.1,,
21212510,2024/05/01,11,,0.003,0.008,0.011,0.2,,,,,0.014,11,,SSW,1.4,,
21212510,2024/05/01,12,,0.004,0.008,0.012,0.2,,,,,0.016,13,,SSW,1.3,,
21212510,2024/05/01,13,,0.002,0.006,0.008,0.2,,,,,0.015,12,,SSW,1.3,,
21212510,2024/05/01,14,,0.003,0.007,0.010,0.2,,,,,0.013,10,,SW,0.8,,
21212510,2024/05/01,15,,0.004,0.008,0.012,0.2,,,,,0.014,12,,SSW,1.2,,
21212510,2024/05/01,16,,0.002,0.008,0.010,0.2,,,,,0.016,13,,SSW,1.2,,
21212510,2024/05/01,17,,0.002,0.008,0.010,0.2,,,,,0.018,13,,SSW,1.6,,
21212510,2024/05/01,18,,0.002,0.010,0.012,0.3,,,,,0.017,13,,SSW,0.7,,
21212510,2024/05/01,19,,0.005,0.008,0.013,0.3,,,,,0.014,11,,W,0.9,,
21212510,2024/05/01,20,,0.003,0.011,0.014,0.2,,,,,0.013,12,,WNW,1.0,,
