,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_OX_03,SHAP_OX_04,SHAP_TEMP_03,SHAP_SPM_01,SHAP_TEMP_02,SHAP_OX_06,SHAP_TEMP_04
2019-04-06 13:00:00,-13.06429967880249,-16.697935390472413,0.631080973148346,1.8271679639816285,-0.44925273060798643,0.1321261799894273,0.21304343193769454,10.288866710662843,-0.4240475073456764,6.083531713485717
2019-04-06 14:00:00,-7.94068570137024,-16.697935390472413,0.6065037697553635,1.2500105023384096,-0.19463624879717825,0.14334822185337548,0.16162383295595645,9.40512843132019,-0.21101283319294453,5.418571949005127
2019-04-06 15:00:00,-7.94068570137024,-15.6714937210083,0.4098860889673233,0.09569650292396542,-0.06732800882309672,0.14939097538590432,0.0587845812551677,9.40512843132019,-0.180579302739352,4.63271074295044
2019-04-06 16:00:00,-4.8665179252624515,-18.134956741333006,0.3607316702604294,-0.8662320613861084,0.18728847615420818,0.14939097538590432,0.21304343193769454,8.773888301849365,0.002021874859929075,4.209555006027221
2019-04-18 17:00:00,-11.0148530960083,-17.108513641357423,0.2870000302791596,0.09569650292396542,0.22972455620765686,0.1735617686063051,0.3415924943983555,7.76390233039856,0.21505659250542522,3.060988163948059
2019-04-19 12:00:00,-12.039577102661134,-10.949855327606203,0.21326840594410892,3.1738677501678465,-1.2555382728576663,0.14766446202993397,0.36730229258537295,8.521391820907592,-1.4283540129661556,5.358121013641357
2019-04-19 13:00:00,-5.89124059677124,-8.28110318183899,0.2624228298664093,1.4423964619636536,-0.4916887760162353,0.15543369427323345,0.3415924943983555,5.870180082321167,-1.063151603937149,4.330456781387328
2019-04-22 12:00:00,-13.06429967880249,-9.923412799835205,0.041227941308170556,4.13579626083374,-1.0857940435409545,0.15370710417628286,0.08449440412223337,6.375173044204713,-1.215319275856018,4.693161535263062
2019-04-22 13:00:00,-5.89124059677124,-7.049371576309204,0.16411398723721504,1.4423964619636536,-0.7038691788911821,0.17010882087051868,0.03307478101924059,5.238939285278321,-0.9414174675941467,3.907300424575806
2019-04-22 15:00:00,-9.990131855010986,-7.665237855911255,0.11495958522427827,-1.251003360748291,0.18728847615420818,0.18996337857097387,-0.12118407674133777,2.208983588218689,-0.36318044885993006,2.214676094055176
2019-04-22 16:00:00,-1.7923497915267947,-9.102257680892944,-0.007926461752504105,-2.5977031946182247,0.48434102237224586,0.19859580788761375,-0.24973309114575387,3.850209808349611,0.06288896112237126,1.3683640956878662
2019-05-10 11:00:00,-12.039577102661134,-8.075814914703368,0.655658230185509,5.867267227172851,-2.0618235707283024,0.16233962923288342,0.3415924943983555,5.112691688537598,-1.6109552025794982,4.814063286781312
2019-05-10 12:00:00,-4.8665179252624515,-4.585908460617065,0.655658230185509,2.0195535659790034,-1.0857940435409545,0.17874119941843675,0.2901728816330433,4.102706170082092,-1.4892210245132445,3.302791690826416
2019-05-10 13:00:00,4.355986452102661,-5.201773881912231,0.7539670288562774,-0.09668917953968045,-0.23707234095782043,0.18564715329557657,0.2901728816330433,1.9564874172210687,-1.3370534002780914,2.154225468635559
2019-05-10 14:00:00,6.405431509017944,-3.970042610168457,0.7293898463249207,-1.443389058113098,0.22972455620765686,0.20032229921780526,0.23875324651598934,2.335231804847717,-0.6370821952819825,1.670618438720703
