,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_TEMP_05,SHAP_WS_01,SHAP_TEMP_04,SHAP_TEMP_06,SHAP_WS_02,SHAP_OX_03,SHAP_OX_15,SHAP_OX_16,SHAP_TEMP_03,SHAP_TEMP_11,SHAP_OX_14,SHAP_TEMP_12,SHAP_WD_11,SHAP_SPM_02,SHAP_TEMP_07,SHAP_SPM_01,SHAP_TEMP_19
2019-04-19 12:00:00,-3.930846905708313,-19.94123382568359,0.35578114045783876,4.979190111160278,1.5010610699653624,3.2395556569099435,4.446146726608276,0.16303916648030278,-0.21446204148232936,-0.5780718856491148,0.7240895450115205,3.4453710317611694,-1.458006626367569,-0.7855252261273563,4.660778665542602,-0.5165030121803283,-0.5197268523275852,4.030426567886025,-0.3223999559879303,-5.306847584247589
2019-04-19 13:00:00,1.2999752819538117,-14.730406379699707,1.1486830323934556,4.274601960182191,0.4299077600240707,2.5563436269760134,3.144715857505798,0.38232346400618555,-1.3404860556125642,-0.5771527065895498,0.1995532758533955,3.1401065230369563,-1.5713331691920758,-0.772792321164161,4.612181830406189,-0.9311476171016693,-0.5778083473443985,3.2949302822351454,-0.40175314992666233,-6.545234560966492
2019-04-19 14:00:00,2.79449577331543,-13.427697658538818,1.1486830323934556,3.2177194356918335,0.4299077600240707,2.3286059379577635,2.5753395855426793,-0.05624513961374759,-2.278839313983917,-0.5762333536520601,0.12461939826607707,2.3551404356956485,-1.6279961891472339,-0.5563342913985252,4.9037614345550535,0.623769748210907,-0.6939712777733802,2.1181363701820373,-0.40175314992666233,-7.302025628089905
2019-04-19 15:00:00,2.79449577331543,-15.164640712738038,1.446021181344986,2.8654253482818595,1.322535330057144,1.7429951608181,1.7212758008390665,-0.05624513961374759,-2.935686755180359,-0.5606061607366428,0.049685709178447744,1.3085197299718856,-1.760210506618023,-0.5436013706028462,5.0495506048202525,0.4164474278688431,-0.6939712777733802,1.6032892227172852,-0.3223999559879303,-7.783620810508728
2019-04-22 11:00:00,-12.150710582733158,-19.94123382568359,-0.2388951972126961,5.1301733493804935,1.5010610699653624,3.1094205498695375,4.2021284043788905,0.5285130485892297,1.193067929148674,-0.5789912667125463,0.4243545953184367,3.488980293273926,-1.2124661117792128,-0.747326596826315,4.0290232539176944,0.727430933713913,-0.05507489161100234,3.074281656742096,-0.04466384253464635,-4.894052135944365
2019-04-22 12:00:00,-5.425367403030398,-16.46734790802002,0.35578114045783876,4.073290777206421,1.1440099775791168,2.5888774633407587,3.266725051403045,0.38232346400618555,-0.026791394501924526,-0.574394883774221,0.2744870904833078,2.660405278205872,-1.2124661117792128,-0.6963954381644726,3.980426681041718,-0.4128418445587158,-0.1712378825992346,3.074281656742096,-0.08434041682630775,-6.063639378547669
2019-04-22 13:00:00,2.0472355008125307,-13.861934185028076,0.35578114045783876,3.2680471658706667,0.4299077600240707,1.970732682943344,2.4126610517501828,0.2361339345574379,-1.2466507315635682,-0.5707179255783558,-0.10018189698457713,2.3551404356956485,-1.2502414926886558,-0.6836626045405865,3.980426681041718,0.727430933713913,-0.22931936979293824,2.228461134433746,-0.004987267032265677,-7.0956279039382935
2019-05-03 15:00:00,-6.9198887825012205,-10.605166149139404,2.2389229446649557,1.959526002407074,-1.3553476989269255,1.4501899838447572,1.3959181278944015,-0.7871928960084915,-1.3404860556125642,-0.5688794111367315,-0.5497844304889441,1.2649104237556457,-2.0057509034872054,-0.5817998617887498,5.681306409835815,0.4164474278688431,-1.1005418211221696,1.640064287185669,-0.6001360043883324,-6.958029961585998
2019-05-05 13:00:00,-5.425367403030398,-14.296169662475586,0.6531193099915982,4.022963213920592,-2.2479754090309143,2.198470199108124,3.348064434528351,-0.5679085083305836,-0.8713094174861908,-0.5661217111162842,0.12461939826607707,2.3551404356956485,-1.6091085806488992,-0.6072655558586121,4.855164575576783,0.4164474278688431,-1.0424602419137954,3.2581556394696234,-0.7588423728942871,-6.889230394363404
2019-05-05 14:00:00,0.5527149438858032,-13.427697658538818,1.1486830323934556,2.6641143918037415,-1.8909243643283844,1.7429951608181,2.371991372108459,-1.152666637301445,-1.5281566262245179,-0.5642831402365118,-0.7745857607573271,1.78822101354599,-1.760210506618023,-0.5945328220725059,5.000954580307007,0.727430933713913,-1.2167047858238222,2.3020105242729185,-0.6398126631975175,-7.164427137374878
2019-05-25 10:00:00,-12.150710582733158,-12.124990463256838,0.6531193099915982,4.526240849494934,1.5010610699653624,2.7840813279151915,3.348064434528351,0.38232346400618555,0.6300559788942337,-0.592779986280948,2.222765177488327,2.485968339443207,-0.2491914216428995,-0.9510519862174988,1.1618253946304322,-0.6201642155647277,-0.6939712777733802,1.8974877834320067,-0.20337020084261886,3.5682552218437196
2019-05-25 11:00:00,-2.4363262891769417,-7.348398017883301,1.1486830323934556,3.5700135707855223,1.1440099775791168,1.840597116947174,2.7786882460117335,0.38232346400618555,-0.5898034164682031,-0.5891029135324061,1.3984936237335206,1.3085197299718856,-0.3436300814151764,-0.7218610562384129,1.5020015001296998,0.623769748210907,-0.4035638600587845,2.3020105242729185,0.03468933323165399,2.467467248439789
2019-05-25 12:00:00,4.289016556739807,-4.960100698471069,1.3469084650278094,2.110509383678436,0.9654844164848327,0.9621809512376783,2.0059639126062394,0.2361339345574379,-1.2466507315635682,-0.5725564621388912,1.098758687078953,0.7852091640233994,-0.4380687564611435,-0.6199983164668084,1.7449842870235444,0.5201086312532425,-0.05507489161100234,1.7871632516384124,-0.40175314992666233,1.1602815330028533
2019-05-25 13:00:00,13.256140232086182,-0.40062610283493993,1.8424721300601958,0.751660667359829,0.251382178068161,0.571773824095726,0.8265420258045196,0.16303916648030278,-2.466510021686554,-0.5652024186681956,-0.25004935413599017,-0.17419345285743476,-0.5702829703688621,-0.6454640716314316,1.9879670202732087,0.5201086312532425,-0.6939712777733802,1.0884420409798623,-0.3223999559879303,-0.4909004112239927
2019-05-25 14:00:00,19.981482124328615,1.1191988438367844,2.4371485114097604,0.147727910336107,-0.4627199836075306,-0.1439727248623967,-0.2715401589870453,-0.12933990582823757,-3.3110279560089113,-0.5670409600250423,-0.8495195012539625,-0.6538947120308876,-0.6458338752388955,-0.5817998617887498,2.328142976760864,0.5201086312532425,-0.5778083473443985,0.021972495317459106,-0.28272337913513185,-1.5228892162442205
2019-05-25 15:00:00,25.21230411529541,1.1191988438367844,2.3380356281995778,-0.9594822824001312,-2.6050266027450566,-0.5018458768725396,-0.7595769315958024,-0.42171898316591977,-4.437051963806152,-0.5624446109868586,-0.6996519781649113,-1.5696880340576174,-0.853599014878273,-0.5181358195841312,2.522529238462448,0.727430933713913,-0.5197268523275852,-0.9709472298622132,-0.3223999559879303,-3.0364725232124328
2019-05-25 16:00:00,31.190384674072266,1.1191988438367844,2.139810261130333,-1.513087236881256,-3.1406031370162966,-1.1850584983825683,-1.6543106138706207,-1.2988561272621155,-5.2815698146820065,-0.5578483514254913,-1.0743207916617394,-1.8749526739120483,-0.5891706600785256,-0.5690671429038048,3.0570916891098023,0.623769748210907,-0.5778083473443985,-1.4122448861598969,-0.28272337913513185,-3.930862748622894
