,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_OX_02,SHAP_OX_23,SHAP_OX_22,SHAP_OX_24,SHAP_TEMP_06,SHAP_TEMP_07,SHAP_OX_06
2019-04-06 13:00:00,-9.101120328903198,-19.448169136047362,2.985681331157685,1.1519002199172974,-1.4131807684898379,-2.0760522842407227,-0.5241209458559751,16.524750423431396,2.1500449895858766,-4.052762567996979
2019-04-22 12:00:00,-13.96293678283691,-12.732834148406983,-0.07324202740564942,2.1370208740234373,-0.03603593483567238,-1.1695403039455414,-1.1938530504703522,11.69722604751587,1.575352680683136,-1.4692648589611053
2019-04-22 13:00:00,-1.808397245407105,-9.614999961853027,0.5385426573455334,0.9056200608611107,-1.1232555508613586,-0.6256330847740174,-1.372448396682739,9.455875539779663,1.2505266249179843,-1.7365233719348907
2019-05-05 12:00:00,-12.342330741882325,-12.253167438507079,0.4161856869846815,2.1370208740234373,-1.1232555508613586,-1.3508426412940024,-0.7027161702513695,12.21446051597595,1.6503124952316284,-2.003781670331955
2019-05-10 11:00:00,-10.72172565460205,-9.13533353805542,2.6186105132102973,0.16677968502044677,-2.0655125498771665,-3.5264713764190674,-0.07763272821903229,12.21446051597595,1.500392812490463,-0.8456619888544082
2019-05-10 12:00:00,-5.859910345077514,-6.736998844146728,3.597465789318085,-0.07950050979852677,-2.0655125498771665,-3.8890763998031614,-0.12228149324655532,9.455875539779663,1.3254866003990173,-1.6474371194839477
2019-05-10 13:00:00,7.1049315452575685,-5.297998380661012,3.8421801686286927,-1.5571814119815828,-2.210475111007691,-3.5264713764190674,-0.12228149324655532,6.007642936706544,0.9257007241249084,-2.7164708256721495
2019-05-10 14:00:00,19.25947093963623,-5.05816502571106,3.9645367622375494,-5.497663593292236,-2.0655125498771665,-3.345168924331665,-0.03298395872116089,2.3869995713233947,0.4259682983160019,-3.4291595458984374
2019-05-11 10:00:00,-26.117477416992188,-11.533668041229248,0.9056134253740311,2.875861179828644,-0.7608490347862245,2.637809836864472,-0.6580673724412918,12.04204912185669,1.1505802527070046,-0.6674897164106369
2019-05-11 11:00:00,2.2431160688400267,-9.13533353805542,2.6186105132102973,4.599822449684143,0.3988519325852394,5.3573458194732675,-0.9259603291749954,9.283463144302369,1.3004998683929443,-0.31114520467817786
2019-05-11 12:00:00,18.44916687011719,-7.216665601730346,2.863324224948883,-4.0199826002120975,1.486071628332138,4.450833940505982,-1.6403412699699402,8.076582288742065,0.9007140457630157,-1.6474371194839477
2019-05-11 13:00:00,11.966747570037843,-5.777665281295777,2.373896563053131,-8.945585203170776,1.12366508692503,1.7312980055809022,-2.3100734055042267,6.352466058731079,0.7258077576756478,-2.3601260781288147
2019-05-23 14:00:00,-5.049607801437379,-6.497165250778198,2.985681331157685,-1.5571814119815828,-1.4856622219085693,-2.6199594974517817,-0.5241209458559751,1.1801182955503464,0.3510084316134453,-3.072815257310867
2019-05-23 15:00:00,-3.4290024280548095,-5.777665281295777,2.985681331157685,-1.803461390733719,-1.703106027841568,-3.8890763998031614,-0.479472091048956,-0.19917466044425963,-0.2736569989472627,-4.141848611831665
