,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_OX_02,SHAP_TEMP_03,SHAP_OX_05,SHAP_TEMP_20,SHAP_OX_06,SHAP_OX_19,SHAP_OX_04
2019-04-06 15:00:00,4.053179931640625,-22.669292640686034,1.2434312019497156,-5.518776011466981,14.411374855041505,-6.127228498458862,-6.117348527908324,-5.49987564086914,-1.1033587992191314,-5.662469673156739
2019-04-18 13:00:00,3.1937745690345767,-19.905650043487547,-1.2639917847700421,-4.015496158599854,14.187610340118407,-3.604103922843933,-6.143336200714112,-1.1790819609537722,-2.5641188800334938,-4.999142098426819
2019-04-18 14:00:00,5.771990489959717,-15.207450103759765,-0.42818419486284254,-5.518776011466981,12.39748249053955,-5.65414252281189,-6.175820469856262,-3.8950091123580934,-6.737719297409058,-5.3781860828399655
2019-04-18 15:00:00,8.350206565856933,-16.036544227600096,0.40762347877025606,-6.2704160690307615,9.71229338645935,-6.284924507141113,-6.201807713508606,-5.49987564086914,-9.450558519363403,-5.851992130279539
2019-04-18 16:00:00,10.069016456604002,-14.101992511749268,-1.0968301713466642,-7.022056198120117,5.9082728862762455,-7.073399543762207,-6.1953113794326775,-5.993680381774903,-10.702638626098635,-6.420558595657349
2019-04-19 10:00:00,-12.275520801544191,-24.32748146057129,-5.443029856681823,2.7492626130580904,22.24318294525146,0.3382786363363267,-5.941931247711181,-1.5494357466697692,4.322322130203247,-1.8720249891281129
2019-04-19 11:00:00,-4.54087280035019,-21.011106300354008,-4.105737924575806,-1.008936751820147,17.991629219055177,-0.4501979324966669,-5.919192266464234,-0.808728164434433,4.53100198507309,-2.5353529930114744
2019-04-21 12:00:00,-3.681467992067337,-23.774753379821775,-4.440061044692993,-2.2616698622703546,18.886693000793457,-2.500236749649048,-6.153080844879151,-1.9197893381118774,-0.6859988823533059,-3.9567697286605834
2019-04-22 10:00:00,-19.15076313018799,-22.392932128906246,-6.1116764545440665,2.999809643626213,19.334224033355714,2.3883173584938047,-5.961422252655029,-0.3149232022464275,2.8615615606307987,-1.303458297252655
2019-04-22 11:00:00,-1.962657135725021,-19.35291986465454,-4.9415452718734745,0.9954363271594048,14.635141277313233,0.49597373562864966,-5.997155714035035,0.7961378879845145,3.0702417790889744,-2.2510696411132813
2019-04-22 12:00:00,8.350206565856933,-10.785616874694822,-3.771415090560913,-4.015496158599854,11.726185226440432,-1.0809790953993796,-6.003651762008667,-0.6852770119905471,2.235521677136421,-3.198680686950683
2019-04-22 13:00:00,13.506637954711914,-9.40379295349121,-3.437092089653015,-7.022056198120117,9.264760541915894,-2.657932054996491,-6.0069002628326436,-1.9197893381118774,0.9834413886070251,-3.9567697286605834
2019-04-22 14:00:00,16.084854698181154,-9.40379295349121,-2.9356076121330257,-8.525336456298827,2.3280194878578184,-3.9194945335388183,-6.042633318901062,-3.154301738739013,-1.7293988794088364,-5.851992130279539
2019-05-10 09:00:00,-20.01016902923584,-17.971096515655518,-1.4311536006629466,5.505275166034699,16.872799491882326,0.8113645166158676,-5.948428583145143,0.05543044805526733,-0.47731858789920806,-0.5453694239724427
2019-05-10 10:00:00,-7.119086980819702,-12.720168018341065,-1.5983150899410248,1.2459829300642016,13.51631212234497,1.757536268234253,-5.987409639358521,-0.43837449681013824,-0.47731858789920806,-1.587741756439209
2019-05-10 11:00:00,1.4749640636146069,-7.192876815795898,-0.5953456880408339,-2.5122166156768797,8.145932245254517,0.022887954860925673,-5.984161758422852,0.3023328989744186,-0.6859988823533059,-2.2510696411132813
2019-05-10 12:00:00,10.928422355651858,-8.57469916343689,0.07330042123794552,-5.017682909965515,3.8943803787231444,-1.0809790953993796,-5.993906688690187,-1.055630686879158,-0.8946786180138588,-3.8620080947875985
2019-05-10 13:00:00,18.66306915283203,-6.087418341636658,0.40762347877025606,-7.773695611953736,-0.5809364840388298,-3.7617989063262938,-6.0069002628326436,-1.9197893381118774,-1.3120387434959409,-5.283425664901733
2019-05-10 14:00:00,22.100689125061038,-4.429230451583862,0.7419466406106949,-10.028614950180053,0.5378924384713173,-6.127228498458862,-6.042633318901062,-4.018460655212403,-2.355439035594464,-6.231036281585693
2019-05-10 15:00:00,21.24128665924072,-0.8364904566667974,0.9091080665588379,-11.03080081939697,-1.4760004520416259,-7.704181289672851,-6.068620753288269,-5.870229554176331,-5.694318985939026,-7.273408460617065
2019-05-10 16:00:00,22.100689125061038,-4.705595850944519,0.40762347877025606,-10.78025531768799,-2.818595254421234,-9.43882999420166,-6.094608855247499,-7.104741621017456,-9.867918872833252,-8.126258897781373
2019-05-10 17:00:00,22.96009616851807,-7.469240808486939,-0.2610226158052683,-11.03080081939697,-5.727551841735839,-10.858087158203125,-6.166075587272644,-8.46270580291748,-9.659239578247071,-8.50530276298523
2019-05-10 18:00:00,26.397716903686522,-13.272899723052978,-1.0968301713466642,-11.281348037719727,-2.5948292732238767,-11.488868427276612,-6.188814473152159,-9.573766660690307,-9.033199644088745,-8.410541915893555
2019-05-10 19:00:00,27.25712299346923,-17.971096515655518,-2.0997993469238283,-12.283534955978393,-0.3571707371622324,-11.331173706054686,-6.201807713508606,-10.067570877075195,-8.407160139083862,-8.50530276298523
2019-05-11 08:00:00,-23.447789764404295,-24.8802152633667,-4.440061044692993,4.503088939189911,21.571882247924798,-1.554064881801605,-5.824987077713013,-2.907399260997772,7.243841433525086,-2.156308507919311
2019-05-11 09:00:00,-10.556709432601929,-19.629284477233888,-4.105737924575806,2.2481692660599952,19.110458850860596,-0.9232838734984398,-5.805496406555177,-2.290143251419068,7.035162138938904,-1.9667861700057983
2019-05-11 10:00:00,3.1937745690345767,-17.142003059387207,-2.601284325122834,-1.5100300163030624,13.740078353881836,-0.6078931212425231,-5.7632660388946535,-1.7963384807109832,7.243841433525086,-2.630113887786865
2019-05-11 11:00:00,14.366043758392331,-12.443804454803466,-1.9326384007930755,-5.518776011466981,9.48852710723877,-1.7117603182792664,-5.808744192123413,-1.5494357466697692,7.452522110939026,-3.4829640626907348
2019-05-11 12:00:00,22.100689125061038,-6.640148019790649,-1.0968301713466642,-8.775882196426391,7.474634027481079,-3.1310178279876713,-5.841228961944581,-2.4135942935943597,8.287242317199707,-4.904380869865418
2019-05-11 13:00:00,31.55414810180664,-4.152866315841675,-0.5953456880408339,-11.03080081939697,3.6706144332885744,-5.496447610855102,-5.909447145462036,-3.524655449390411,8.495922374725343,-6.420558595657349
2019-05-11 14:00:00,18.66306915283203,1.9271552801132206,0.7419466406106949,-13.78681454658508,-1.0284679643809793,-8.019571924209595,-5.964670658111573,-5.3764245986938475,6.617802000045776,-7.652453231811523
2019-05-22 12:00:00,-8.837900161743164,-14.101992511749268,-4.440061044692993,-0.2572966704145074,13.740078353881836,-1.554064881801605,-6.042633318901062,-1.7963384807109832,-6.946398544311523,-3.293441820144653
2019-05-23 10:00:00,-6.259683752059937,-15.207450103759765,-1.7654765009880067,2.2481692660599952,10.831121730804444,2.3883173584938047,-5.880210542678833,1.0430401782039553,3.9049615144729612,-1.1139361556619405
2019-05-23 11:00:00,-0.24384638629853725,-11.891075515747072,-1.5983150899410248,-2.762763059139252,5.460741233825683,0.8113645166158676,-5.863968563079834,0.7961378879845145,1.6094813600182534,-2.2510696411132813
2019-05-23 12:00:00,5.771990489959717,-10.509252738952636,-1.2639917847700421,-4.516589021682739,5.9082728862762455,-1.0809790953993796,-5.8932043552398685,-0.43837449681013824,-0.47731858789920806,-3.4829640626907348
2019-05-23 13:00:00,11.7878267288208,-2.7710429191589356,-0.7625072225928307,-6.2704160690307615,3.223083066940307,-3.1310178279876713,-5.967918968200684,-1.9197893381118774,-2.98147913813591,-5.3781860828399655
2019-05-23 14:00:00,12.647232723236083,-2.7710429191589356,-1.0968301713466642,-8.024242258071899,2.104253980517387,-6.284924507141113,-6.029639959335328,-3.524655449390411,-4.2335594415664675,-6.0415140151977536
2019-05-23 15:00:00,16.944260025024413,1.0980622202157977,-0.5953456880408339,-8.274788665771485,-4.161190223693848,-7.388790845870972,-6.058875536918641,-5.993680381774903,-4.024879121780396,-6.704842472076416
2019-05-23 16:00:00,21.24128665924072,-1.665585032105446,-0.7625072225928307,-9.527522325515749,-4.161190223693848,-8.492657804489136,-6.081615614891053,-6.857839298248291,-5.485639214515686,-7.368169689178467
2019-05-24 14:00:00,5.771990489959717,4.414436149597168,1.2434312019497156,-5.518776011466981,-7.517678165435791,-6.60031418800354,-5.935434007644654,-4.26536340713501,2.652881735563278,-6.515319681167602
2019-05-24 15:00:00,4.912584853172302,6.072624826431275,1.4105928555130958,-6.2704160690307615,-8.412740516662598,-8.17726764678955,-5.974415826797485,-6.240583038330078,1.6094813600182534,-6.515319681167602
2019-05-24 16:00:00,2.3343693375587464,5.519895839691163,-0.09386104866862297,-6.019869494438171,-9.979101657867432,-8.17726764678955,-5.997155714035035,-7.47509503364563,0.5660814598202706,-6.420558595657349
2019-05-24 17:00:00,34.13236656188965,2.4798849225044246,-0.42818419486284254,-5.268229389190674,-11.321697425842286,-8.019571924209595,-6.0133974075317385,-7.47509503364563,-0.6859988823533059,-6.704842472076416
2019-05-25 08:00:00,-27.7448148727417,-14.101992511749268,-2.9356076121330257,5.505275166034699,14.635141277313233,0.3382786363363267,-5.724284076690673,-0.5618257336318493,3.2789217472076415,-1.587741756439209
2019-05-25 09:00:00,-18.291357421875,-5.258325028419495,-1.9326384007930755,3.5009031355381013,8.817229843139648,0.022887954860925673,-5.701545238494874,-0.808728164434433,3.0702417790889744,-0.8296528279781341
2019-05-25 10:00:00,-4.54087280035019,1.0980622202157977,-0.7625072225928307,0.7448897659778595,5.0132097721099855,1.2844504058361055,-5.682055044174194,-1.055630686879158,2.4442016780376434,-2.2510696411132813
2019-05-25 11:00:00,13.506637954711914,8.007176685333253,0.24046206162311146,-3.2638566136360168,-2.147297513484955,-1.0809790953993796,-5.68855128288269,-0.06802088320255281,10.165360689163206,-3.009158492088318
2019-05-25 12:00:00,23.81950168609619,7.454447317123413,0.5747852444648742,-8.525336456298827,-7.293912553787232,-2.342541527748108,-5.724284076690673,-1.9197893381118774,6.617802000045776,-4.051530528068542
2019-05-25 13:00:00,25.538311767578122,12.42901086807251,1.0762696102261544,-11.531895160675047,-12.888058185577393,-4.07718939781189,-5.7762599945068365,-2.907399260997772,4.948361587524414,-5.5677080154418945
2019-05-25 14:00:00,32.413550758361815,14.363563442230227,0.24046206162311146,-12.032988929748537,-12.440527439117432,-6.60031418800354,-5.824987077713013,-4.26536340713501,4.113641977310181,-7.557691812515259
2019-05-25 15:00:00,47.88285102844239,11.047189807891845,0.07330042123794552,-14.037361526489258,-16.46831226348877,-9.911915254592895,-5.860719537734985,-6.240583038330078,1.818161629140377,-8.694824981689454
2019-05-25 16:00:00,22.96009616851807,8.836271142959594,-0.09386104866862297,-18.547201156616214,-18.03467378616333,-11.804257583618163,-5.902950143814087,-8.83305902481079,-0.6859988823533059,-8.884347677230835
2019-05-25 17:00:00,18.66306915283203,3.8617072105407715,-1.0968301713466642,-11.281348037719727,-15.349483871459961,-12.119649887084961,-5.941931247711181,-10.31447401046753,-3.190159219503403,-9.642436981201172
2019-05-25 18:00:00,17.803663730621338,-1.665585032105446,-2.0997993469238283,-10.028614950180053,-13.559356880187988,-13.381212043762208,-5.974415826797485,-10.561376237869261,-3.8161991238594055,-11.348137044906617
2019-05-25 19:00:00,14.366043758392331,-6.3637834072113035,-2.9356076121330257,-9.77806839942932,-9.53157081604004,-16.219727039337158,-6.010149049758911,-11.548985576629638,-5.694318985939026,-8.600064706802367
2019-05-26 07:00:00,-24.307196903228764,-14.931087970733643,-5.27586863040924,8.261289262771607,16.649034404754637,-2.027150762081146,-5.665812683105469,-3.648107099533081,8.078561878204345,-2.4405916571617126
2019-05-26 08:00:00,-13.13492693901062,-9.68015751838684,-3.938576889038086,2.498715856671333,10.831121730804444,-1.3963695764541626,-5.607340693473817,-2.660496854782104,9.748002433776856,-2.156308507919311
2019-05-26 09:00:00,0.6155581496655941,-2.7710429191589356,-2.768445694446563,-0.758390050381422,5.684506988525391,-0.9232838734984398,-5.584599804878236,-2.1666918814182283,13.50424337387085,-1.2086971282958985
2019-05-26 10:00:00,16.084854698181154,4.414436149597168,-1.4311536006629466,-4.76713604927063,1.4329560369253158,0.6536690700799227,-5.623582553863526,-1.7963384807109832,7.452522110939026,-3.388202929496765
2019-05-26 11:00:00,28.975929069519044,12.42901086807251,-0.5953456880408339,-9.276975679397584,-4.161190223693848,-2.9733226656913754,-5.649570083618165,-0.5618257336318493,6.409121680259704,-4.620097923278809
2019-05-26 12:00:00,31.55414810180664,14.916292572021485,-0.09386104866862297,-13.035175180435179,-9.979101657867432,-5.023361492156982,-5.70804181098938,-3.4012041091918945,6.200441980361939,-6.136275386810303
2019-05-26 13:00:00,29.83533763885498,17.403574562072755,0.40762347877025606,-13.78681454658508,-16.46831226348877,-7.546485853195191,-5.773011255264282,-5.00607032775879,5.365722131729126,-7.841975355148316
