,SHAP_OX_01,SHAP_TEMP_01,SHAP_OX_03,SHAP_HUM_01,SHAP_TEMP_04,SHAP_TEMP_05,SHAP_TEMP_03,SHAP_OX_04,SHAP_SPM_01,SHAP_OX_17
2019-04-06 12:00:00,-11.202745056152342,-19.956411838531494,1.5891774654388429,1.202040621638298,5.695604288578034,2.3925605475902563,10.269027042388915,-1.509289628267288,0.1828064437955618,1.5598557114601135
2019-04-06 13:00:00,-6.193201160430908,-18.34085292816162,-0.14044622033834456,1.22937576174736,4.9352593421936035,2.1122242391109465,9.058426856994629,-1.4029570877552031,0.19984526475891473,1.5598557114601135
2019-04-06 14:00:00,-2.018580710887909,-18.34085292816162,-1.0052580833435059,1.202040621638298,4.377673542499542,1.9019717812538146,7.627718305587768,-0.7649621158838272,0.23392291760537778,1.5598557114601135
2019-04-06 15:00:00,-2.018580710887909,-17.18688325881958,-2.7348817229270934,0.9833598375320435,3.718707638978958,1.747786855697632,6.85733699798584,-0.4459647141397,0.3020783141255379,1.1374694406986234
2019-04-18 16:00:00,-5.358277034759522,-15.34052906036377,-3.0231523513793945,0.8193493165075779,2.5021558761596685,1.327282014489174,4.766301751136781,0.4046953372657299,0.11465109772980213,-1.8192346632480625
2019-04-19 11:00:00,-12.0376690864563,-16.725294017791747,7.066318607330322,0.6826738446950913,5.492845940589905,2.2944430172443386,8.948372507095337,-4.486599230766297,0.11465109772980213,2.9678101301193243
2019-04-19 12:00:00,-5.358277034759522,-11.878617668151852,1.8774479985237122,0.7646790198981762,4.326983487606048,2.0561567425727842,7.077446603775025,-3.4232744455337523,0.09761224426329136,2.123037588596344
2019-04-22 11:00:00,-12.0376690864563,-12.80179386138916,5.913236331939697,0.40932281464338305,4.529742276668548,1.9300053894519806,7.73777322769165,-4.061269474029541,0.3361559081822633,2.9678101301193243
2019-04-22 12:00:00,-6.193201160430908,-10.724646663665773,3.3188012123107917,0.5733334191143513,3.7693975806236266,1.7898371875286103,6.3070642948150635,-2.9979444026947024,0.28503945767879485,1.9822421193122863
2019-04-22 14:00:00,5.495736169815063,-5.1855880498886116,-2.7348817229270934,0.71000896692276,2.1473283171653748,1.3973662674427032,3.2255388498306274,-0.5522970769554376,0.3191171415150166,-0.9744621515274048
2019-04-22 15:00:00,-3.688428378105164,-8.185911464691163,-4.752775883674621,0.655338728427887,1.691121518611908,1.1310464918613432,1.6847760051488876,0.19203034862875937,0.42135015726089486,-1.1152575671672822
2019-05-10 10:00:00,-14.542442321777344,-10.493852806091308,12.543461036682128,1.202040621638298,5.695604288578034,2.490678018331528,7.957882308959961,-5.975254368782044,0.04649575203657151,1.5598557114601135
2019-05-10 11:00:00,-5.358277034759522,-8.647499752044677,5.913236331939697,1.2567108988761901,3.870776867866516,2.1122242391109465,5.206520223617554,-5.443592429161072,0.11465109772980213,0.9966739743947983
2019-05-10 12:00:00,0.48619149178266535,-4.723999786376952,0.14782427884638313,1.2567108988761901,2.6035354137420654,1.6076184153556823,3.1154843807220463,-2.9979444026947024,0.1487287575379014,0.715083084627986
2019-05-10 13:00:00,8.000508069992065,-5.416382455825806,-3.0231523513793945,1.3660512402653695,1.640431734919548,1.2571979057043792,2.235048460960388,-0.8712946832180023,0.1487287575379014,-0.8336668087169528
2019-05-10 14:00:00,9.670355892181396,-4.031617498397827,-5.041046643257141,1.338716061413288,1.2349144458770753,0.9908783227205277,0.3641220457851887,0.2983627900481224,0.1828064437955618,-2.6640074729919436
2019-05-10 15:00:00,5.495736169815063,-6.57035231590271,-7.6354822635650645,1.12003535926342,0.37319025360047814,0.878743714094162,0.6942855410277844,1.0426904164254664,0.1828064437955618,-2.8048029303550726
2019-05-10 16:00:00,6.3306601524353034,-7.493528938293457,-8.212023258209229,1.202040621638298,0.5252592815173557,0.640457809716463,0.03395867422223089,1.9996825993061065,0.2168841227889061,-3.086393809318542
2019-05-10 17:00:00,13.844976234436036,-9.339881753921508,-6.7706701278686525,1.0927002727985382,0.22112130671739577,0.6825084187090397,1.2445580422878266,2.2123479306697846,0.2168841227889061,-2.6640074729919436
2019-05-10 18:00:00,13.010053348541259,-13.032587909698487,-7.05894103050232,0.9286896675825119,0.7787076149135828,0.5984073556959629,1.6847760051488876,1.68068528175354,0.1828064437955618,-2.6640074729919436
2019-05-10 19:00:00,8.000508069992065,-16.263705730438232,-9.653375816345214,0.7373440213501453,0.9814661417156458,0.7525923926383257,2.5652119278907772,1.787017858028412,0.1487287575379014,-2.8048029303550726
2019-05-11 09:00:00,-20.386911773681643,-16.263705730438232,10.237294673919678,0.8466844588518143,5.5435352444648744,2.1542744278907775,9.93886308670044,-4.911929655075073,0.2168841227889061,7.614059400558472
2019-05-11 10:00:00,-2.8535047054290774,-12.340205764770507,7.066318607330322,0.9013545900583267,4.783190298080443,2.0701736390590666,7.957882308959961,-4.592931914329529,0.28503945767879485,7.47326397895813
2019-05-11 11:00:00,8.835432720184325,-8.647499752044677,2.1657184600830077,0.9286896675825119,3.870776867866516,1.8599215626716614,5.8668473243713395,-3.4232744455337523,0.250961762201041,6.628491735458374
2019-05-11 12:00:00,16.34974899291992,-5.877970218658447,-3.887963795661926,1.12003535926342,2.9076733708381655,1.6076184153556823,3.9959205865859984,-1.6156219959259033,0.250961762201041,5.5021279811859145
2019-05-11 13:00:00,18.019596099853516,-4.493205952644348,-7.9237528324127195,1.12003535926342,2.0459490865468974,1.3412988483905797,2.235048460960388,0.6173602342605591,0.19984526475891473,5.220537185668945
2019-05-11 14:00:00,15.514826583862305,-2.41605840921402,-10.51818790435791,1.2840458601713183,1.2349144458770753,1.1030129924416543,0.9143945008516312,2.106015348434448,0.250961762201041,4.375764727592468
2019-05-17 14:00:00,-8.697973537445069,-7.955116653442383,2.453989541530609,0.71000896692276,1.7925006657838822,1.2992484234273436,3.665757155418396,-1.9346194624900819,-0.004620742797851562,-0.2704849734902382
2019-05-23 12:00:00,-5.358277034759522,-6.57035231590271,-0.7169873982667923,1.01069495677948,2.0459490865468974,1.4113829523324966,3.005429995059967,-3.104277193546295,0.10943509656935928,-0.6928711496293545
2019-05-23 13:00:00,-2.8535047054290774,-5.1855880498886116,-2.1583403825759886,1.065365156531334,1.5897420093417165,1.1030129924416543,2.345102918148041,-0.5522970769554376,0.11465109772980213,-0.6928711496293545
2019-05-23 14:00:00,2.9909637451171878,-3.3392351865768433,-3.0231523513793945,1.038030058145523,1.2856041282415394,0.9768615588545799,1.2445580422878266,-0.020634674280881837,0.1316899113357067,-1.5376439034938814
2019-05-23 15:00:00,8.000508069992065,-4.031617498397827,-3.887963795661926,1.01069495677948,0.7787076149135828,0.8927606403827667,0.584231062233448,0.2983627900481224,0.16576760932803156,-2.3824162244796754
2019-05-23 16:00:00,12.175127983093263,-5.1855880498886116,-5.905857849121094,0.956024768948555,0.4745695687830448,0.7525923926383257,-0.29620488733053213,0.6173602342605591,0.1487287575379014,-3.3679842233657835
2019-05-24 10:00:00,-18.71706199645996,-7.955116653442383,9.084212970733642,0.7920141572132707,3.9214664101600647,1.9019717812538146,6.3070642948150635,-4.911929655075073,0.1316899113357067,4.938946533203126
2019-05-24 11:00:00,-4.52335286140442,-2.6468525648117067,5.336695575714113,0.8740195289254189,3.1104317963123327,1.6216353178024292,3.665757155418396,-4.167601752281189,0.1316899113357067,3.953378415107727
2019-05-24 12:00:00,4.660811758041382,0.3534711111336947,1.5891774654388429,1.22937576174736,1.8938801109790802,1.3973662674427032,1.9048849642276764,-2.7852793812751773,0.11465109772980213,3.108605480194092
2019-05-24 13:00:00,3.8258878707885744,0.8150595590472222,-3.311422896385193,1.3660512402653695,1.0828455388545988,1.060962472856045,-0.626368345040828,-1.4029570877552031,0.09761224426329136,2.827014827728272
2019-05-24 14:00:00,7.165584135055544,1.0458533622324468,-6.482399749755859,0.9013545900583267,-0.08301660008728502,0.8366933785378933,-2.057077157497406,0.4046953372657299,0.1487287575379014,2.5454238295555114
