,SHAP_OX_01,SHAP_TEMP_01,SHAP_OX_03,SHAP_HUM_01,SHAP_TEMP_04,SHAP_TEMP_05,SHAP_TEMP_03,SHAP_OX_04,SHAP_SPM_01,SHAP_OX_17
2019-04-28 10:00:00,16.407438373565675,-2.7265161603689188,-0.3762575812637806,-0.1000965575221926,3.097146201133728,-4.532048392295838,9.689533710479736,-0.17476789206266405,-0.22840702384710312,0.7241938561201096
2019-04-11 03:00:00,1.5959111034870148,-22.951597023010255,-0.3762575812637806,-0.37898258138448,4.423427891731262,-5.490609669685364,22.29856224060059,-0.06626303228549657,-0.24247303251177077,-0.9338654994964599
2019-10-07 12:00:00,5.080976414680481,12.779384231567382,0.5295499712228775,-0.26344420886598524,-0.9987230092287062,0.8997877933084965,-10.714163112640382,-0.500282496213913,-0.22489037811756135,-0.5013283595442772
2019-11-07 05:00:00,-20.18575248718262,-14.63684310913086,4.152781748771668,-0.3431259214878083,2.473014760017395,-2.980094146728515,12.899106693267822,-1.6395833253860475,-0.22192547284066677,0.6337539702653885
2019-12-27 11:00:00,-5.374219655990601,-6.097367238998413,3.0960063457489015,-0.25945998191600667,3.5262389302253725,-4.30381965637207,13.128365612030029,-1.4225727796554568,-0.22137384340167046,-2.231476294994354
2020-03-31 22:00:00,-7.988021039962769,-14.86156940460205,2.341165578365326,-0.35906219519674776,2.6680565536022187,-3.025740766525269,13.128365612030029,-0.988553935289383,-0.15455953776836392,-1.798939859867096
2019-12-17 16:00:00,-11.473081398010255,-13.513229942321777,2.341165578365326,-0.35109398551285265,3.292188549041748,-3.8930090188980104,15.879421234130856,-0.8800492286682129,-0.1862084084539674,-2.231476294994354
2019-07-23 21:00:00,-16.700686645507812,22.442481994628906,1.2843897283077241,-0.35906219519674776,-4.392443084716797,5.464356160163879,-26.074245262145997,0.9102805525064468,-0.20730768106877803,-2.231476294994354
2019-04-26 12:00:00,5.080976414680481,-9.917658853530884,-0.829161723703146,-0.37898258138448,2.004914793372154,-1.8389532148838044,8.543260955810547,0.31350381057709453,-0.22137384340167046,-0.2850597895681858
2019-05-15 15:00:00,23.37756309509277,10.307426929473877,-5.05626404285431,-0.25945998191600667,-2.1299631983041762,2.086575543880463,-14.84075860977173,1.724066686630249,-0.20027456786483527,0.8683726489543915
2020-03-23 09:00:00,13.793640995025632,-14.63684310913086,-2.0369052290916443,-0.17977833300828935,2.590038812160492,-2.7518668293952944,13.128365612030029,0.8017753690481186,-0.20379113145172595,2.598521530628205
2019-05-20 01:00:00,10.308574008941651,2.8915627956390373,-2.1878733158111574,-0.3271895252168178,-0.6866566330194473,1.128016568720341,-5.441300702095032,0.8560280114412308,-0.1721422180533409,1.5892677247524263
2019-09-26 19:00:00,6.823509788513183,17.27384786605835,-3.2446491718292236,-0.29531680308282376,-3.6512856602668755,4.18627655506134,-22.635428810119624,1.3985517442226412,-0.1721422180533409,-1.6547606229782104
2019-09-19 07:00:00,-19.314485931396483,7.386028718948364,2.643101596832275,-0.3749985533300787,-0.803681144118309,1.0367252055555585,-6.587571668624878,-0.7715444952249527,-0.19675806285813452,-0.06879103197716174
2019-11-16 14:00:00,14.664907073974609,6.262410378456115,-1.282065564393997,-0.14790550470352173,0.13251752089709043,-0.7434567768126726,-4.065767931938171,-0.06626303228549657,-0.22137384340167046,-2.3035663127899175
2019-08-07 19:00:00,-13.21561336517334,30.307795524597168,2.1901976346969603,-0.33117364048957826,-5.7187266111373924,7.107599925994873,-34.55669403076172,-0.4460298791527748,-0.1651091679930687,-2.447746109962463
2019-10-24 22:00:00,-3.631686973571777,-0.47928484380245207,-0.3762575812637806,-0.33914173021912575,-0.33558184131979946,0.5802682355046272,-3.3780031561851502,-0.17476789206266405,-0.1862084084539674,-0.645507174730301
2020-03-27 10:00:00,-8.859284400939941,-3.1759626477956773,4.152781748771668,-0.20368277784436944,2.394998019933701,-3.3452608942985536,8.314002418518067,-1.314068579673767,-0.18269192725419997,1.4450886130332945
2020-03-16 09:00:00,-5.374219655990601,-18.007688903808592,3.8508450031280517,-0.26344420886598524,5.281612908840179,-6.266585111618043,28.029946899414064,-1.151311045885086,-0.21434086188673968,0.8683726489543915
2020-03-20 21:00:00,6.823509788513183,-8.11987500190735,-1.1310979574918747,-0.1439215771853924,0.7176420331001282,-0.15006289407610893,3.958159863948822,0.5847660198807716,-0.22137384340167046,0.5800147697329521
2020-03-31 17:00:00,-2.7604212760925293,-12.614339685440061,1.2843897283077241,-0.3112531594932079,2.5120241940021515,-3.025740766525269,14.733141613006591,-0.500282496213913,-0.1756588153541088,-1.4384919047355653
2019-12-30 05:00:00,-13.21561336517334,-22.277444267272948,2.1901976346969603,-0.2514919305220246,4.033346962928772,-4.714631795883179,20.923037719726562,-0.8800492286682129,-0.20379113145172595,0.21956694982945918
2020-01-01 09:00:00,-7.988021039962769,-27.89551525115967,1.4353580713272094,-0.19969875998795034,5.5936790823936455,-6.038356494903565,32.15653915405274,-0.17476789206266405,-0.22840702384710312,0.0032984139397740087
2019-05-16 08:00:00,-1.8891547918319702,6.262410378456115,2.341165578365326,-0.29133275113999846,0.873675313219428,-1.1999132215976716,0.06082404404878616,-0.988553935289383,-0.20027456786483527,1.5892677247524263
2019-06-07 10:00:00,14.664907073974609,16.150236701965333,-0.9801295250654221,-0.3351577803492546,-2.325004297494888,2.5430331587791444,-17.82106981277466,0.2592513430863619,-0.08774505369365214,5.626280689239502
