,観測日時,日最高値
171,2018-09-19 14:00:00,62.0
172,2018-09-20 14:00:00,46.0
173,2018-09-21 11:00:00,35.0
174,2018-09-22 11:00:00,43.0
175,2018-09-23 15:00:00,48.0
176,2018-09-24 15:00:00,65.0
177,2018-09-25 09:00:00,41.0
178,2018-09-26 13:00:00,35.0
179,2018-09-27 04:00:00,29.0
180,2018-09-28 17:00:00,45.0
181,2018-09-29 14:00:00,39.0
182,2018-09-30 14:00:00,33.0
183,2019-04-01 14:00:00,54.0
184,2019-04-02 15:00:00,51.0
185,2019-04-03 15:00:00,53.0
186,2019-04-04 12:00:00,61.0
187,2019-04-05 00:00:00,48.0
188,2019-04-06 00:00:00,42.08955223880597
189,2019-04-07 00:00:00,36.17910447761194
190,2019-04-08 00:00:00,30.26865671641791
191,2019-04-09 00:00:00,24.35820895522388
192,2019-04-10 23:00:00,29.0
193,2019-04-11 12:00:00,46.0
194,2019-04-12 16:00:00,52.0
195,2019-04-13 17:00:00,60.0
196,2019-04-14 15:00:00,62.0
197,2019-04-15 11:00:00,60.0
198,2019-04-16 16:00:00,67.0
199,2019-04-17 12:00:00,69.0
200,2019-04-18 13:00:00,81.0
201,2019-04-19 14:00:00,86.0
202,2019-04-20 15:00:00,68.0
203,2019-04-21 15:00:00,70.0
204,2019-04-22 14:00:00,77.0
205,2019-04-23 16:00:00,86.0
206,2019-04-24 00:00:00,44.0
207,2019-04-25 14:00:00,60.0
208,2019-04-26 13:00:00,37.0
209,2019-04-27 17:00:00,53.0
210,2019-04-28 14:00:00,56.0
211,2019-04-29 13:00:00,62.0
212,2019-04-30 15:00:00,49.0
213,2019-05-01 11:00:00,47.0
214,2019-05-02 17:00:00,55.0
215,2019-05-03 16:00:00,66.0
216,2019-05-04 11:00:00,69.0
217,2019-05-05 16:00:00,77.0
218,2019-05-06 21:00:00,65.0
219,2019-05-07 00:00:00,63.0
220,2019-05-08 16:00:00,65.0
221,2019-05-09 16:00:00,72.0
222,2019-05-10 15:00:00,85.0
223,2019-05-11 14:00:00,100.0
224,2019-05-12 01:00:00,60.0
225,2019-05-13 16:00:00,70.0
226,2019-05-14 16:00:00,58.0
227,2019-05-15 15:00:00,76.0
228,2019-05-16 16:00:00,72.0
229,2019-05-17 16:00:00,71.0
230,2019-05-18 15:00:00,75.0
231,2019-05-19 14:00:00,73.0
232,2019-05-20 12:00:00,63.0
233,2019-05-21 22:00:00,53.0
234,2019-05-22 17:00:00,68.0
235,2019-05-23 16:00:00,82.0
236,2019-05-24 09:00:00,75.0
237,2019-05-25 00:00:00,69.01639344262296
238,2019-05-26 00:00:00,63.90163934426229
239,2019-05-27 00:00:00,58.78688524590165
240,2019-05-28 00:00:00,53.67213114754098
241,2019-05-29 16:00:00,54.0
242,2019-05-30 16:00:00,71.0
243,2019-05-31 13:00:00,63.0
244,2019-06-01 17:00:00,89.0
245,2019-06-02 15:00:00,65.0
246,2019-06-03 14:00:00,74.0
247,2019-06-04 15:00:00,102.0
248,2019-06-05 16:00:00,82.0
249,2019-06-06 10:00:00,70.0
250,2019-06-07 00:00:00,54.0
251,2019-06-08 18:00:00,56.0
252,2019-06-09 00:00:00,45.0
253,2019-06-10 10:00:00,39.0
254,2019-06-11 14:00:00,43.0
255,2019-06-12 15:00:00,52.0
256,2019-06-13 17:00:00,84.0
257,2019-06-14 13:00:00,79.0
258,2019-06-15 11:00:00,41.0
259,2019-06-16 11:00:00,44.0
260,2019-06-17 05:00:00,50.0
261,2019-06-18 16:00:00,92.0
262,2019-06-19 15:00:00,84.0
263,2019-06-20 16:00:00,79.0
264,2019-06-21 16:00:00,83.0
265,2019-06-22 00:00:00,56.0
266,2019-06-23 13:00:00,42.0
267,2019-06-24 16:00:00,32.0
268,2019-06-25 17:00:00,99.0
269,2019-06-26 16:00:00,90.0
270,2019-06-27 15:00:00,91.0
271,2019-06-28 16:00:00,44.0
272,2019-06-29 15:00:00,40.0
273,2019-06-30 15:00:00,54.0
274,2019-07-01 15:00:00,44.0
275,2019-07-02 16:00:00,73.0
276,2019-07-03 12:00:00,55.0
277,2019-07-04 15:00:00,62.0
278,2019-07-05 12:00:00,66.0
279,2019-07-06 15:00:00,60.0
280,2019-07-07 10:00:00,46.0
281,2019-07-08 13:00:00,47.0
282,2019-07-09 00:00:00,29.0
283,2019-07-10 14:00:00,42.0
284,2019-07-11 15:00:00,33.0
285,2019-07-12 16:00:00,56.0
286,2019-07-13 16:00:00,77.0
287,2019-07-14 13:00:00,51.0
288,2019-07-15 03:00:00,46.0
289,2019-07-16 12:00:00,32.0
290,2019-07-17 18:00:00,70.0
291,2019-07-18 13:00:00,72.0
292,2019-07-19 12:00:00,69.0
293,2019-07-20 13:00:00,56.0
294,2019-07-21 16:00:00,55.0
295,2019-07-22 14:00:00,23.0
296,2019-07-23 16:00:00,64.0
297,2019-07-24 17:00:00,66.0
298,2019-07-25 13:00:00,76.0
299,2019-07-26 11:00:00,63.0
300,2019-07-27 11:00:00,37.0
301,2019-07-28 19:00:00,45.0
302,2019-07-29 13:00:00,61.0
303,2019-07-30 18:00:00,104.0
304,2019-07-31 16:00:00,83.0
305,2019-08-01 13:00:00,79.0
306,2019-08-02 18:00:00,105.0
307,2019-08-03 13:00:00,92.0
308,2019-08-04 17:00:00,81.0
309,2019-08-05 17:00:00,92.0
310,2019-08-06 12:00:00,78.0
311,2019-08-07 12:00:00,78.0
312,2019-08-08 13:00:00,90.0
313,2019-08-09 17:00:00,82.0
314,2019-08-10 17:00:00,90.0
315,2019-08-11 15:00:00,58.0
316,2019-08-12 14:00:00,42.0
317,2019-08-13 12:00:00,49.0
318,2019-08-14 11:00:00,22.0
319,2019-08-15 10:00:00,28.0
320,2019-08-16 16:00:00,56.0
321,2019-08-17 15:00:00,64.0
322,2019-08-18 16:00:00,55.0
323,2019-08-19 13:00:00,57.0
324,2019-08-20 14:00:00,46.0
325,2019-08-21 12:00:00,60.0
326,2019-08-22 13:00:00,42.0
327,2019-08-23 13:00:00,45.0
328,2019-08-24 11:00:00,58.0
329,2019-08-25 15:00:00,59.0
330,2019-08-26 13:00:00,69.0
331,2019-08-27 15:00:00,66.0
332,2019-08-28 00:00:00,45.0
333,2019-08-29 16:00:00,62.0
334,2019-08-30 12:00:00,19.0
335,2019-08-31 14:00:00,55.0
336,2019-09-01 16:00:00,59.0
337,2019-09-02 13:00:00,69.0
338,2019-09-03 17:00:00,40.0
339,2019-09-04 15:00:00,43.0
340,2019-09-05 15:00:00,58.0
341,2019-09-06 15:00:00,78.0
342,2019-09-07 17:00:00,71.0
343,2019-09-08 12:00:00,42.0
344,2019-09-09 15:00:00,23.0
345,2019-09-10 16:00:00,61.0
346,2019-09-11 13:00:00,68.0
347,2019-09-12 16:00:00,61.0
348,2019-09-13 00:00:00,36.0
349,2019-09-14 13:00:00,52.0
350,2019-09-15 16:00:00,48.0
351,2019-09-16 20:00:00,29.0
352,2019-09-17 15:00:00,54.0
353,2019-09-18 13:00:00,51.0
354,2019-09-19 13:00:00,38.0
355,2019-09-20 12:00:00,45.0
356,2019-09-21 16:00:00,47.0
357,2019-09-22 14:00:00,52.0
358,2019-09-23 15:00:00,39.0
359,2019-09-24 13:00:00,46.0
360,2019-09-25 10:00:00,43.0
361,2019-09-26 15:00:00,65.0
362,2019-09-27 17:00:00,81.0
363,2019-09-28 13:00:00,69.0
364,2019-09-29 14:00:00,63.0
365,2019-09-30 15:00:00,59.0
