,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_TEMP_05,SHAP_TEMP_04,SHAP_TEMP_06,SHAP_WS_01,SHAP_SPM_01,SHAP_OX_02,SHAP_OX_15,SHAP_TEMP_03,SHAP_OX_14,SHAP_OX_19,SHAP_SPM_02,SHAP_OX_18,SHAP_TEMP_24,SHAP_WS_02,SHAP_TEMP_07,SHAP_HUM_02,SHAP_TEMP_22
2019-09-13 19:00:00,-4.3500638723373415,6.2427130222320555,-1.3648875117301944,-4.703177189826966,-4.585728645324707,-0.9393347110599282,-0.2145220780745149,-0.13860365077853204,0.2780571758747101,0.2196478796657174,-5.947403621673584,0.3037310965359211,-1.320882153511047,-0.07294848300516603,-0.31039495319128035,-3.4747993469238283,0.029946577025111783,3.761863112449647,-0.08069393318146467,5.528943228721619
2019-06-11 04:00:00,0.12440988533198834,-1.2931025445461275,-3.129688405990601,-0.9714414238929748,0.009935650415718556,0.45463910698890686,0.334133505821228,-0.651132106781006,0.29046076908707624,0.1931088998913765,-0.8531942397356034,0.23732951008714737,-0.9714444041252136,0.04500890015624463,-0.18360866010189053,0.1312481476459652,-0.08002553302794693,1.012258692085743,2.120637667179108,-0.06502225399017333
2020-01-11 15:00:00,0.12440988533198834,-6.442573738098145,2.9792373418807983,2.524604845046997,4.28119854927063,1.9582506537437439,-0.5802925586700439,-0.1851971924304962,0.2830186665058136,0.26324753388762473,3.2900961279869074,0.38910450991243134,-2.019756281375885,-0.057220831513404825,-0.5322712160646915,2.3379345893859864,0.08993132486939429,-2.0330037444829943,-2.2820251107215883,-7.523642873764038
2020-03-20 20:00:00,7.794936323165894,-7.698544597625732,4.8797919273376476,-1.4821001648902894,0.009935650415718556,0.0787362113595009,-1.0375052988529205,-0.3249777227640152,0.32022910267114635,0.17794362679123876,0.3694155506789684,0.04761076346039774,-1.320882153511047,0.021417462406679976,-0.2628501147031783,-0.46078982707113025,-0.10002043819986284,1.8105307459831237,-5.178513240814209,-0.23453640118241315
2019-08-21 19:00:00,0.7636205919086934,10.387410068511961,-3.672704339027405,-6.981501579284668,-7.6675248622894285,-1.926080346107483,0.6084611535072326,0.3273313701152802,0.3078256655484438,0.23860427904874087,-9.071850347518922,0.41756226727738976,-1.7867984533309933,-0.1594504851847887,-0.27869849056005475,-4.066839790344238,-0.1500077391974628,5.861023950576783,2.236497211456299,6.630788564682007
2019-11-11 04:00:00,-6.906907272338867,-5.5633971929550174,-0.6861180067062378,0.28556397929787636,1.9022678852081298,0.8305421363562345,-0.031636900966987,-0.3715711072087288,0.25325030926615,0.11728319828398523,1.592025311477482,0.03812491297721863,-0.7384862422943117,-0.03362934691831466,-0.07267056740820406,4.329334998130799,-0.040035652834922046,0.1548545129597187,0.1510252378880978,-7.269373369216919
2019-10-04 16:00:00,10.990986919403076,15.788077068328857,1.6216986775398254,-5.9994661808013925,-8.31632685661316,-1.3152378112077714,0.7913464009761813,-0.3249777227640152,0.3301518432796001,0.1097006971016526,-10.22654037475586,0.019152973126620076,0.6592629823833704,-0.0021740314550697812,-0.009277354367077339,-5.466200232505798,-0.20999246295541524,3.8505610227584848,-1.8185873746871948,7.054570817947388
2019-05-02 11:00:00,13.54783592224121,6.117114734649658,4.8797919273376476,-1.560663139820099,-1.5579970002174377,0.3763256385922432,3.077410674095154,-0.4181647032499313,0.3375939927995205,0.16656982768326997,-3.7738741636276245,0.1519560493528843,1.5910955548286436,0.021417462406679976,0.006570947729051127,-4.013016343116761,-0.4099416919052601,1.0418242920190097,-3.093041563034058,5.61370165348053
2019-11-18 15:00:00,0.7636205919086934,4.107565093040466,2.8434842348098757,-1.285692995786667,-0.9632638961076736,0.6112650640308857,-0.8546200454235077,0.0943638610653579,0.29542206898331635,0.22343906911555678,-2.3474960088729855,0.33218897320330143,-2.136235737800598,-0.11226751734502612,-0.3262432560324669,-0.837541401386261,-0.010043268464505655,-0.5251550920307636,-3.208900499343872,-2.1839488744735718
2019-08-22 04:00:00,-1.1540108919143677,8.001069402694702,-3.944211411476135,-4.310361647605896,-4.369462180137634,-0.9393347110599282,-0.2145220780745149,-0.27838414758443836,0.2830186665058136,0.0907443083822727,-6.083250045776366,0.019152973126620076,-0.2725698042660952,-0.0021740314550697812,0.054115832597017265,-4.174481534957886,-0.07002803788273011,3.761863112449647,2.6999351263046263,7.563113880157471
2019-04-29 17:00:00,12.908621406555175,0.9676426101475954,1.7574517726898193,-2.503417611122132,-2.09866316318512,-0.2501793093979358,2.345870292186737,-0.3249777227640152,0.34503606855869295,0.1741523642092943,-3.2984144926071166,0.19938571937382218,0.07686747284606099,-0.03362934691831466,-0.10436716899275775,0.7771073706448078,-0.3199644546955824,1.958359432220459,-2.6296040296554564,-3.031518626213074
