,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_TEMP_05,SHAP_TEMP_04,SHAP_TEMP_06,SHAP_WS_01,SHAP_SPM_01,SHAP_OX_02,SHAP_OX_15,SHAP_TEMP_03,SHAP_OX_14,SHAP_OX_19,SHAP_SPM_02,SHAP_OX_18,SHAP_TEMP_24,SHAP_WS_02,SHAP_TEMP_07,SHAP_HUM_02,SHAP_TEMP_22
2019-04-19 11:00:00,-3.0705233573913575,-26.971605682373045,-0.26094452757388353,8.715080070495606,7.768855381011963,9.241425609588623,0.5867742121219635,-1.3368910789489745,0.4834625795483589,-2.2249657690525058,1.1986502915620805,-2.9629658162593837,3.5283698558807375,-0.14363211262971162,0.16656708121299743,5.8451244831085205,0.08205915093421932,0.6607838451862336,-0.7711253315210342,-7.437125539779663
2019-04-19 12:00:00,3.402592897415161,-22.127412223815917,1.19759059548378,6.286722707748412,6.62033271789551,7.727672052383423,1.3216895520687104,-1.5093085825443269,-1.6472438335418702,-2.2514135494828222,0.8415208630263805,-2.9069661855697633,2.9435612440109256,-0.49526920095086097,-0.04030951038002968,4.901759505271912,-0.11421509981155394,0.6565272092819214,-0.8108184039592743,-6.37281060218811
2019-04-19 13:00:00,7.933774328231811,-15.668492794036865,2.4940661072731016,5.224316191673279,4.897548365592956,5.3056654214859025,-0.14814124042168259,-1.85414377450943,-3.4228322505950928,-2.2551921933889387,0.7224778767675162,-2.8509667694568632,0.01951826056465509,-0.5655966155230999,-0.08168480694293977,4.744531369209289,0.1801962872035801,0.5713895380496978,-1.1680551469326024,-8.264926195144653
2019-04-19 14:00:00,9.228396987915039,-14.053761959075928,2.4940661072731016,3.6307055830955504,4.323287129402161,4.246038031578064,-0.14814124042168259,-1.85414377450943,-4.665744018554689,-2.2589699566364287,0.4163670128211379,-1.898974771797657,-0.5652901284396649,-0.7062514312565327,-0.08168480694293977,4.037007832527161,-0.40862654745578764,0.4351690083742142,-1.4855989038944242,-9.092726278305054
2019-04-22 10:00:00,-12.13288516998291,-24.011265945434566,-0.09888494838960468,8.259763288497926,8.014967489242554,7.27354621887207,1.8116331338882445,0.04244945030659435,3.1468454599380498,-2.2400788992643355,1.13062564432621,-3.0189656376838685,2.358752703666687,0.4189872309565545,0.15277535244822502,8.282151079177856,0.5727448046207428,0.5586187273263932,-0.6917394399642945,-10.74832706451416
2019-04-22 11:00:00,-3.717835021018982,-22.127412223815917,0.22523392196744677,6.514381170272827,6.29218316078186,7.27354621887207,1.3216895520687104,-0.3023857114836574,0.838580259680748,-2.2476357102394107,0.858527173101902,-2.7389676749706267,2.748625087738037,0.0673501247540116,0.07002468183636665,7.731855583190918,0.3764705717563629,0.5458481669425964,-0.8505113095045089,-9.56575574874878
2019-04-22 12:00:00,2.107969695329666,-17.821466159820556,1.19759059548378,4.9207708835601816,4.979586410522462,5.532728552818298,0.8317459464073181,-0.47480326890945435,-1.4696849226951598,-2.266526848077774,0.5354101152159274,-2.5149697273969647,1.579007887840271,-0.07330468036234378,-0.06789305955171585,6.945717358589173,0.1801962872035801,0.5458481669425964,-0.9298973619937897,-8.383183670043945
2019-05-03 14:00:00,-0.4812767677009105,-12.169910049438474,3.1423038482666015,3.0236161589622497,2.846615123748779,4.321725296974182,-2.597859418392181,-3.0610666990280153,-1.6472438335418702,-2.2891964256763457,0.26331167109310627,-2.402970641851425,-2.1247799038887023,-1.2688708275556566,-0.1782272346317768,2.8578013420104984,-0.8993122041225433,0.5117929726839066,-1.5649848997592928,-6.845839858055115
2019-05-05 12:00:00,-1.77590012550354,-18.628831672668458,1.19759059548378,6.66615309715271,6.210146427154541,7.651984643936157,-1.8629439711570737,-2.8886495232582092,-0.7594495944678783,-2.2551921933889387,0.6544533321633935,-2.23497217297554,0.9941993057727814,-1.057888488471508,0.014857550384476743,4.3514628410339355,-0.11421509981155394,0.6394995093345641,-1.0092832803726197,-7.555382776260376
2019-05-05 13:00:00,2.107969695329666,-15.130249309539796,1.6837688028812408,4.8448848009109495,3.995137858390808,5.684104228019715,-3.8227185010910034,-3.4059016942977904,-2.002361607551575,-2.3005309747532015,0.4163670128211379,-2.1229729861021043,0.7992631584405899,-1.1282158344984055,-0.05410124510526657,3.7225528359413147,-1.09558647274971,0.5671325534582138,-1.1680551469326024,-8.85621190071106
2019-05-25 09:00:00,-8.249015855789185,-15.668492794036865,2.0078878521919252,6.66615309715271,7.03051905632019,4.8515393257141115,1.3216895520687104,-1.85414377450943,2.081492096185684,-2.1494005799293516,0.9605639547109603,-3.8589581847190857,2.358752703666687,-0.49526920095086097,0.08381644487380982,3.565325129032135,-0.8993122041225433,0.39260030835866927,-1.247441083192825,0.8408786050975323
