,SHAP_NO2_01,SHAP_TEMP_16,SHAP_TEMP_12,SHAP_OX_05,SHAP_OX_15,SHAP_OX_14,SHAP_SPM_02,SHAP_TEMP_01,SHAP_WD_11,SHAP_SPM_01,SHAP_TEMP_23,SHAP_OX_03,SHAP_NOX_01,SHAP_TEMP_02,SHAP_OX_01,SHAP_WS_02,SHAP_TEMP_17,SHAP_TEMP_03,SHAP_OX_23,SHAP_TEMP_05,SHAP_TEMP_06,SHAP_OX_16,SHAP_TEMP_19,SHAP_TEMP_04,SHAP_OX_02,SHAP_TEMP_07,SHAP_HUM_01,SHAP_WS_01,SHAP_TEMP_11
2019-04-19 12:00:00,-0.17965162098407744,-0.05455925315618515,2.19693618118763,-1.3393046498298644,0.19920435398817066,-0.03891327455639841,-0.3829715132713317,-18.08949565887451,-0.6708404451608658,-0.43583607077598574,1.1800005396828057,-0.2663349524140358,-0.18750858381390573,-0.026406881213188172,-4.570824098587036,0.17478347942233086,-0.16412765700370077,1.3219941489398477,0.49318266957998275,5.708344435691833,5.959117603302003,0.5515271253883839,-4.6047861814498905,3.327209997177124,1.3437180936336517,3.721904194355011,0.396605546399951,1.6774349331855767,-0.8495763778686524
2019-04-19 13:00:00,0.05693475883454084,-0.03809958100318909,2.1746509820222855,-1.4095893621444702,0.17342938035726546,-0.046900538727641085,-0.43152022957801817,-13.30841436386108,-1.1715729355812072,-0.5304049596190452,1.002201466448605,-0.6023160427808761,-0.13578936979174613,-0.11764443069696431,1.2451174080371854,0.40867106020450594,-0.19088874496519556,1.2025991953909398,0.6138362154364586,4.903830337524414,4.339071822166443,0.17966375052928935,-5.755666589736938,2.6270104646682735,-0.3475111097097397,3.1067230820655825,1.259505147486925,0.47722443342208865,-0.9172753930091856
2019-04-19 14:00:00,0.05693475883454084,-0.024383261799812306,2.3083616107702256,-1.4491244912147523,0.14765437990427022,-0.18268440179526804,-0.5286176443099976,-12.113144969940185,0.7061741113662721,-0.5304049596190452,1.3182888243347408,-0.8823002725839615,-0.13578936979174613,-0.2392945546656847,2.906814885139465,-0.05910412371158595,-0.21382685601711277,0.89558372721076,0.7344897568225861,3.6970587253570555,3.6303017377853393,0.12654041349887848,-6.458981609344482,2.393610692024231,-1.5313715040683749,2.1224331229925157,1.259505147486925,0.47722443342208865,-0.9511249631643295
2019-04-19 15:00:00,0.05693475883454084,-0.010666887462139129,2.375217041373253,-1.5018381088972093,-0.2905200010165572,-0.19067168217152358,-0.5286176443099976,-13.706838035583496,0.45580782890319815,-0.43583607077598574,1.456577043607831,-1.0782892644405364,-0.13578936979174613,-0.26970704388804734,2.906814885139465,-0.05910412371158595,-0.23294191658496857,0.48622980415821077,0.6138362154364586,3.2948013663291933,2.5671467781066895,0.0734170213341713,-6.906545877456665,1.7934398770332336,-1.8696172952651977,1.6918064266443253,1.5830926641821859,1.4773999214172364,-1.0301072180271151
2019-04-22 11:00:00,-0.17965162098407744,-0.05730253159999847,1.9072300881147384,-1.3085550397634507,0.22497922223992636,-0.06287514157593252,0.005418234906392182,-18.08949565887451,0.8313572406768799,-0.10484474687837064,1.7331537317484618,0.15364137217402457,-0.21336816549301146,-0.08216311782598493,-13.710158634185792,0.5645961374044418,-0.1526587065309286,1.3390505231916903,-0.7133530169725418,5.8807401180267345,5.655359411239624,0.33903376907110216,-4.2211593866348265,3.1938386917114254,3.7114387273788454,2.9221689045429233,-0.2505692161619663,1.6774349331855767,-0.7028948798775673
2019-04-22 12:00:00,0.05693475883454084,-0.03809958100318909,1.8849449455738068,-1.3480902552604677,0.09610445499420164,-0.09482427518814802,-0.0916791956871748,-14.902108669281006,-0.5456572771072388,-0.152129228785634,1.5355989973992108,-0.21033809036016465,-0.16164899840950966,-0.11764443069696431,-6.232521009445191,0.40867106020450594,-0.18706581611186265,1.0149786204099656,-0.4720457956194878,4.673968887329101,4.490951132774353,0.2327870905399323,-5.308101797103882,2.6603533267974853,1.5128410756587982,2.9221689045429233,0.396605546399951,1.277364754676819,-0.7028948798775673
2019-04-22 13:00:00,0.05693475883454084,-0.029869760572910287,1.8849449455738068,-1.3832325100898744,-0.006995444744825341,-0.10281153251416983,-0.14022793285548688,-12.51156759262085,0.8313572406768799,-0.057560292258858635,1.338044310733676,-0.5743176221847535,-0.13578936979174613,-0.19874444603919983,2.075966012477875,0.2527460023760796,-0.21382685601711277,0.89558372721076,-0.3513923123478889,3.7545236110687257,3.427795958518982,-0.03282962916418906,-6.267168951034546,2.0268396615982054,-0.009265254437923424,2.2147104084491724,0.396605546399951,0.47722443342208865,-0.7254611730575563
2019-05-03 15:00:00,0.4118143401108682,-0.007923607528209687,2.6649231851100925,-1.4359460294246673,-0.05854534087702632,-0.16670982670038936,-0.8684587150812149,-9.52339210510254,0.45580782890319815,-0.7668272711336612,1.0812233624979855,-0.6023160427808761,-0.058210629411041735,-0.30518837664276355,-7.894217920303345,-0.8387293696403504,-0.22529592737555504,0.46917341351509095,-1.6785815715789796,2.2604258775711057,2.16213515996933,-0.3515696976333857,-6.139292764663696,1.4933544158935548,0.6672263637185096,1.7225656449794766,2.4459920167922973,-1.5231263399124146,-1.1767887592315671
2019-05-05 13:00:00,0.1752279388718307,-0.046329440176486984,2.2860765963792806,-1.3876254081726074,-0.13587021697312593,-0.1507352615240961,-0.8199100643396378,-12.909991645812989,0.45580782890319815,-0.9559651628136635,1.1997560245916248,-0.4623239040374754,-0.10992979779839515,-0.18353817909955986,-6.232521009445191,-0.6048418074846268,-0.2023577939718962,0.89558372721076,-0.7133530169725418,4.616503548622132,4.592203736305237,0.12654041349887848,-6.075355434417725,2.260239291191101,1.0054722756147385,3.075963842868805,0.7201928438618779,-2.5233014583587643,-0.9398417502641676
2019-05-05 14:00:00,0.1752279388718307,-0.029869760572910287,2.352931785583496,-1.4271604716777804,-0.18742012083530427,-0.15872254436835648,-0.9655562609434127,-12.113144969940185,0.8313572406768799,-0.8141117297112942,1.417066079378128,-0.6583128660917282,-0.10992979779839515,-0.24943202659487723,0.4142687342129648,-1.2285421073436738,-0.2023577939718962,0.6738503485918044,-0.8340066105127335,3.064940440654755,3.3771694660186773,-0.5109396919608116,-6.331106424331666,1.7934398770332336,-0.009265254437923424,2.2762284904718397,1.259505147486925,-2.123231565952301,-1.0301072180271151
2019-05-25 10:00:00,-0.41623798832297326,-0.3453470293432474,0.5924101561307907,-1.3217332780361177,0.6116036504507065,0.06492137163877484,-0.5286176443099976,-10.917874240875244,-0.7960236191749572,-0.29398261830210687,-0.20288167521357536,-0.014349157363176324,-0.2909469343721866,-0.2392945546656847,-13.710158634185792,0.40867106020450594,0.30610290355980396,0.946752917021513,0.9757969796657562,5.191156172752381,4.592203736305237,1.6139940401539206,3.6431888341903695,2.8604104042053224,2.6967015027999874,1.9378789603710178,0.7201928438618779,1.6774349331855767,-0.12745233923196791
2019-05-25 11:00:00,-0.2979448243975639,-0.30419781506061555,0.7484056994318962,-1.3480902552604677,0.508503842353821,-0.07884969152510166,-0.28587410151958464,-6.535216617584228,0.7061741113662721,-0.01027581766247749,-0.4992135489359497,-0.37832867354154587,-0.23922775038518015,-0.30011954531073576,-2.9091262102127087,0.40867106020450594,0.2143506306223571,0.48622980415821077,0.6138362154364586,4.099315810203552,3.8834337472915648,1.0296372503042222,2.6201841115951536,1.893468177318573,1.5128410756587982,2.2762284904718397,1.259505147486925,1.277364754676819,-0.1838683057576418
2019-05-25 12:00:00,0.05693475883454084,-0.24384564151987434,0.8598311707377434,-1.4095893621444702,0.044554528594017075,-0.14274797439575196,0.005418234906392182,-4.343888187408448,0.5809909552335739,-0.5304049596190452,-0.5584799781441688,-0.5743176221847535,-0.13578936979174613,-0.4116321954876184,4.56851224899292,0.2527460023760796,0.15700538605451583,0.28155271708965307,-0.5926995217800142,2.4328217029571535,2.9215315818786625,0.8171439096331596,1.4053659141063688,0.9932119727134705,-0.68575679063797,1.8456017524003983,1.4752301007509228,1.0773296296596526,-0.2402842052280903
2019-05-25 13:00:00,0.05693475883454084,-0.20818301923573018,0.971256771683693,-1.466695898771286,-0.16164515614509584,-0.12677340768277645,-0.5286176443099976,-0.16044175177812575,0.5809909552335739,-0.43583607077598574,-0.6177464477717877,-0.9382969975471497,-0.16164899840950966,-0.46738848797976973,14.53869695663452,0.17478347942233086,0.07289912626147271,-0.0936883807182312,-0.11008519286988303,0.8812585055828095,1.4533651888370516,-0.1390763387084007,-0.12914092894643547,0.5930979281663895,-2.207863175868988,1.2611796215176585,2.014542332291603,0.2771894104778767,-0.31926646530628205
2019-05-25 14:00:00,0.05693475883454084,-0.17252038717269896,1.1272521406412126,-1.4974453657865525,-0.11009524250985123,-0.16670982670038936,-0.43152022957801817,1.2340402007102966,0.5809909552335739,-0.3885515876114368,-0.5979908879846334,-1.1902829349040984,-0.13578936979174613,-0.573832294344902,22.016334533691406,-0.13706665113568303,0.023199942382052547,-0.28130894983187316,-0.4720457956194878,0.19167468789964914,0.08645144402980802,-0.5640630750218407,-1.0882077157497405,-0.14044438004493714,-4.237338185310365,0.3691671285778284,2.6617172032594683,-0.5229509025812149,-0.36439932361245153
2019-05-25 15:00:00,-0.061358431354165036,-0.1533173920586705,1.216392531991005,-1.5545517221093177,-0.23897004439495503,-0.20664625149220228,-0.3829715132713317,1.2340402007102966,0.8313572406768799,-0.43583607077598574,-0.28190350979566575,-1.5262639582157138,-0.16164899840950966,-0.6093136519193649,27.83227596282959,-0.44891679510474225,-0.026499300450086617,-0.6394936747848987,0.8551433593034744,-1.07256196141243,-0.5210657298564911,-0.45781637355685234,-2.4948389053344724,-0.5072155088186264,-5.759444093704223,-0.4613273303955793,2.553854411840439,-2.9233716964721683,-0.4885143019258976
