,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_OX_04,SHAP_OX_02,SHAP_OX_03,SHAP_OX_21,SHAP_OX_05,SHAP_WS_01,SHAP_TEMP_03
2019-05-03 04:00:00,-9.083959484100342,-8.08064579963684,-0.29997664466500285,-0.2157717342604883,1.6243888258934018,0.08766426406800745,-0.5052149817347527,-0.24349794611334802,-0.22107352390885354,5.152116656303406
2019-08-14 18:00:00,-15.620864009857177,19.068359375,-0.41723285242915154,0.5657521843910217,3.979390764236451,-0.15666791191324592,-2.195361733436585,-1.3745681047439573,0.5770917057991027,-18.07003135681152
2020-03-03 14:00:00,11.46060390472412,1.8051344513893128,-0.05243576709181073,-0.6499516427516937,-3.085616660118103,0.2098302603699267,-1.5380825996398924,0.1806534482166171,1.6413125157356263,0.5076871007680893
2020-03-28 23:00:00,3.0560087203979487,-12.507115077972411,-0.501917889714241,-0.47627967447042463,-1.5156149148941038,0.1487472383189015,-0.7869062066078186,0.039269694918766626,0.44406415075063704,10.377098560333254
2020-02-22 05:00:00,-24.025467491149897,-14.27770013809204,-0.39117586538195614,1.3183306097984313,6.857727003097533,-0.33991684578359127,-1.5380825996398924,-1.798719453811645,-0.7531839370727539,13.425007820129398
2020-01-04 12:00:00,5.857538270950317,-7.933095550537109,-0.11106385150924325,-0.47627967447042463,-1.7772817015647888,0.16401811987161635,-0.12962680202908813,-0.24349794611334802,4.1688360452651985,9.506270217895509
2019-06-08 09:00:00,7.725225162506104,7.854643774032594,-0.404204573482275,0.10262695290148258,-0.20728016607463365,0.01131047252565623,0.5276527091860771,-0.5262655794620514,0.044981549866497494,-6.023541116714478
2019-04-21 08:00:00,4.923696064949036,-2.91643099784851,-0.2739197440445423,-0.18682634662836792,0.5777206197381018,0.01131047252565623,1.2788288593292234,-0.17280602380633353,-0.487128546833992,6.603504276275634
2020-03-28 04:00:00,-8.150117588043212,-1.7360395133495334,-0.24786291420459747,0.10262695290148258,0.5777206197381018,-0.019231081753969176,-2.6648473978042606,-0.6676494181156158,-0.487128546833992,-0.3631435863673687
2019-10-14 08:00:00,-10.95164613723755,2.2477818608283995,-0.29997664466500285,0.5078616142272949,3.1943894863128666,-0.1413971161469817,-0.3174209386110306,-1.2331843793392179,-0.22107352390885354,-1.5242508463561535
2019-10-18 08:00:00,-15.620864009857177,-0.40809877067804334,-0.49540364239364854,0.5657521843910217,4.241057872772217,-0.23302164347842336,0.24596139937639236,-0.5969574362039566,0.31103669404983525,-0.3631435863673687
2019-12-21 06:00:00,-9.083959484100342,-14.572795963287353,-0.30649095103144647,0.5657521843910217,2.4093896627426146,-0.09558486603200436,-1.8197739839553833,-1.2331843793392179,-0.6201561480760576,13.570149040222168
2019-06-04 05:00:00,27.9702507019043,3.1330756545066842,-0.47586100388107305,-1.883131575584412,-8.027662897109986,0.5166862219572067,0.4337556064128876,1.8425800919532775,-0.8862112998962403,-5.007571673393249
