,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_OX_03,SHAP_WS_02,SHAP_TEMP_05,SHAP_TEMP_06,SHAP_WS_01,SHAP_TEMP_04,SHAP_TEMP_11,SHAP_TEMP_12,SHAP_TEMP_03,SHAP_OX_17,SHAP_OX_15,SHAP_SPM_01,SHAP_TEMP_02,SHAP_OX_24,SHAP_TEMP_13,SHAP_TEMP_17,SHAP_SPM_03
2019-04-19 13:00:00,-6.852751350402832,-8.465789651870727,0.6136079281568528,0.7943027555942536,0.48626499772071846,1.5638688683509825,2.5926612615585327,0.3567501798272133,1.3353398367762566,0.4492764715105295,0.9396953076124192,-0.32194281334523117,0.5131457597017288,0.5203072309494019,-0.20689952448010446,1.5197159558534623,0.23347051292657853,1.8413473546504975,-1.326740354299545,-0.20869900211691852
2019-04-19 14:00:00,-5.043795204162597,-7.712537097930908,0.6136079281568528,-0.6151388823986054,0.07368467077612875,1.2186453640460966,2.2005903363227843,0.3567501798272133,1.2376006454229356,0.46123632825911043,0.9966095872223377,-0.29629174023866656,0.3008110329508781,0.49416989535093314,-0.20689952448010446,1.0557302191853524,0.28443424254655836,1.8205189526081085,-1.399395430088043,-0.23126947730779648
2019-04-19 15:00:00,-5.043795204162597,-8.71687273979187,0.7751970797777176,-1.6017478942871093,0.07368467077612875,1.1035708427429198,1.612483698129654,0.7269552797079086,0.9862713515758514,0.48914283365011213,1.0250667795538901,-0.26209037378430367,0.2704774901270866,0.04983427533879873,-0.17921816036105156,0.9397338151931762,0.33539798408746724,1.9454885512590407,-1.4599414706230163,-0.2764103576540947
2019-04-19 16:00:00,-3.2348398923873902,-9.972291946411133,0.2365667250007391,-1.8836364507675172,0.41750155091285707,0.8076649695634842,1.416448223590851,-0.23557803481817247,0.6511654697358609,0.4851561602205038,1.091466687619686,-0.2535399742424488,0.24014398590661584,0.023696885164827056,-0.13769613802433012,1.094395761191845,0.28443424254655836,2.007973766326905,-1.5204875588417053,-0.2764103576540947
2019-04-22 12:00:00,-14.99305248260498,-9.470124912261962,0.18270368371158838,2.7675211906433104,0.48626499772071846,1.4981119334697723,2.676676332950592,0.6529142826795578,1.349302503466606,0.37353041693568234,0.8163810946047306,-0.30626711416989566,0.3918116442859173,0.4418950840830803,-0.09617409668862817,1.5197159558534623,-0.27616680786013603,1.570579418540001,-1.3146310329437256,-0.02813538077753035
2019-04-22 13:00:00,-5.948273611068725,-7.963621282577515,0.18270368371158838,0.9352470338344574,0.3487382173538208,1.2350845813751221,2.0885698199272156,0.3567501798272133,1.0840103536844254,0.38150365762412547,0.8163810946047306,-0.29629174023866656,0.33114455416798594,0.33734551817178726,-0.06849272828549144,1.2103920876979828,-0.1742393877822906,1.5497511953115464,-1.399395430088043,-0.07327629374340175
2019-04-22 14:00:00,-5.948273611068725,-6.708201360702515,0.18270368371158838,-0.3332505539059639,0.07368467077612875,0.9227394610643387,1.6404888033866882,-0.4577011078596115,0.9862713515758514,0.3934635628014803,0.8353525117039681,-0.27349079474806787,0.17947691332083196,0.31120815053582196,-0.05465204957872625,0.9783994123339653,-0.12327560056000948,1.5497511953115464,-1.4357231080532071,-0.09584674444049596
2019-05-03 16:00:00,-12.279618453979491,-7.712537097930908,0.9367862612009048,0.23052611500024794,-0.6139491260051727,0.6597119510173798,0.9123570024967194,-0.3836600810289383,0.6372027292847633,0.5090759012848138,1.2147809490561485,-0.2435646016150713,-0.0025242871604860204,0.10210905000567434,-0.23458087816834455,0.6884082924574614,-0.6838767021894456,2.2787417232990266,-1.5325967729091645,-0.4344035267829895
2019-05-05 14:00:00,-7.757228946685791,-7.712537097930908,0.6136079281568528,0.5124144703149796,-0.9577661633491517,1.0378139346837998,2.0605646967887874,-0.6057831615209579,0.9862713515758514,0.48914283365011213,1.0155810497701168,-0.277765990793705,0.2704774901270866,0.15438383406726638,-0.289943590387702,1.017064817249775,-0.27616680786013603,1.9246605634689335,-1.363067817687988,-0.4118330404162407
2019-05-05 15:00:00,-4.139317464828491,-7.712537097930908,0.6136079281568528,-0.3332505539059639,-0.8202393323183059,0.8076649695634842,1.3044279694557188,-0.4577011078596115,0.8047556579113007,0.5050893105566501,1.091466687619686,-0.25924020633101463,-0.09352487698197362,0.12824643068015576,-0.2761029228568076,0.9397338151931762,-0.3271304957568646,1.9871455907821656,-1.4357231080532071,-0.4795444369316101
