,予測値,実測値,予測値_lug
0,16.328606,11.000001,11.613549
1,11.613549,13.0,13.295393
2,13.295393,22.000002,25.280514
3,25.280514,25.0,26.095917
4,26.095917,28.0,28.623531
5,28.623531,27.000002,27.86141
6,27.86141,30.0,31.73869
7,31.73869,31.999998,33.49284
8,33.49284,31.0,33.2158
9,33.2158,35.0,40.34175
10,40.34175,36.0,39.57366
11,39.57366,38.0,44.9907
12,44.9907,39.0,43.759186
13,43.759186,39.0,42.86862
14,42.86862,40.0,42.865902
15,42.865902,39.0,41.039246
16,41.039246,38.0,38.12525
17,38.12525,37.0,36.278675
18,36.278675,36.0,36.896896
19,36.896896,36.0,36.319885
20,36.319885,35.0,36.557503
21,36.557503,34.0,35.044724
22,35.044724,33.0,35.09685
23,35.09685,35.0,37.638283
24,37.638283,35.0,35.577526
25,35.577526,34.0,33.102676
26,33.102676,31.999998,31.331558
27,31.331558,29.0,27.929358
28,27.929358,28.0,27.928568
29,27.928568,29.0,30.587591
30,30.587591,27.000002,26.802532
31,26.802532,23.0,25.9989
32,25.9989,28.0,32.688232
33,32.688232,28.0,32.178177
34,32.178177,30.0,36.754364
35,36.754364,36.0,43.50646
36,43.50646,38.0,43.597923
37,43.597923,40.0,45.20947
38,45.20947,40.0,42.530334
39,42.530334,39.0,41.059917
40,41.059917,39.0,40.300842
41,40.300842,38.0,39.07148
42,39.07148,37.0,37.573833
43,37.573833,36.0,38.26839
44,38.26839,35.0,37.43181
45,37.43181,34.0,36.134785
46,36.134785,31.999998,33.42017
47,33.42017,33.0,35.114365
48,35.114365,33.0,34.686127
49,34.686127,31.0,31.167376
50,31.167376,29.0,27.978756
51,27.978756,28.0,27.319849
52,27.319849,27.000002,24.993217
53,24.993217,26.0,25.309273
54,25.309273,24.0,23.341936
55,23.341936,24.0,24.899899
56,24.899899,22.000002,22.649954
57,22.649954,15.999999,17.625721
58,17.625721,18.0,23.363815
59,23.363815,25.0,31.292572
60,31.292572,33.0,36.96818
61,36.96818,31.0,33.9717
62,33.9717,31.0,35.40246
63,35.40246,26.0,24.086632
64,24.086632,24.0,22.332914
65,22.332914,14.0,7.274267
66,7.274267,20.0,22.1729
67,22.1729,22.000002,13.46026
68,13.46026,22.000002,18.415146
69,18.415146,24.0,24.262085
70,24.262085,15.999999,11.673283
71,11.673283,5.0,9.025805
72,9.025805,3.0,6.753262
73,6.753262,17.0,18.728724
74,18.728724,14.0,12.144379
75,12.144379,9.0,5.8373404
76,5.8373404,5.0,4.6288424
77,4.6288424,1.9999999,2.9109282
78,2.9109282,0.99999994,2.3744063
79,2.3744063,1.9999999,2.6669965
80,2.6669965,5.0,5.727228
81,5.727228,5.0,5.0478497
82,5.0478497,15.0,26.787773
83,26.787773,27.000002,28.943254
84,28.943254,34.0,42.97616
85,42.97616,36.0,38.588207
86,38.588207,33.0,34.538105
87,34.538105,19.0,14.115549
88,14.115549,3.9999998,3.9012718
89,3.9012718,34.0,38.066822
90,38.066822,39.0,33.046604
91,33.046604,39.0,40.176666
92,40.176666,39.0,38.147793
93,38.147793,38.0,39.18114
94,39.18114,38.0,38.57981
95,38.57981,37.0,37.587784
96,37.587784,37.0,39.015747
97,39.015747,37.0,38.481556
98,38.481556,37.0,37.911304
99,37.911304,39.0,39.144104
100,39.144104,39.0,38.14803
101,38.14803,38.0,38.170696
102,38.170696,37.0,37.45035
103,37.45035,34.0,35.233715
104,35.233715,34.0,37.201313
105,37.201313,36.0,41.504013
106,41.504013,37.0,42.777103
107,42.777103,37.0,42.72339
108,42.72339,37.0,42.372402
109,42.372402,36.0,41.080055
110,41.080055,38.0,43.41364
111,43.41364,39.0,41.95705
112,41.95705,39.0,40.29788
113,40.29788,38.0,38.974087
114,38.974087,38.0,37.326557
115,37.326557,38.0,38.93426
116,38.93426,36.0,35.74058
117,35.74058,33.0,34.09497
118,34.09497,34.0,36.49675
119,36.49675,35.0,36.200897
120,36.200897,35.0,37.27061
121,37.27061,35.0,36.78446
122,36.78446,34.0,36.26692
123,36.26692,34.0,35.403248
124,35.403248,33.0,32.468445
125,32.468445,31.999998,32.014935
126,32.014935,25.0,24.043007
127,24.043007,23.0,23.828354
128,23.828354,22.000002,27.562521
129,27.562521,27.000002,34.60193
130,34.60193,33.0,38.01662
131,38.01662,33.0,38.208733
132,38.208733,36.0,43.718487
133,43.718487,35.0,38.468117
134,38.468117,37.0,38.18448
135,38.18448,36.0,36.244766
136,36.244766,34.0,32.77826
137,32.77826,31.0,30.562984
138,30.562984,30.0,29.606712
