,予測値,実測値,予測値_lug
0,18.53489,11.000001,13.132988
1,13.132988,13.0,15.739756
2,15.739756,22.000002,24.35961
3,24.35961,25.0,26.37887
4,26.37887,28.0,28.05784
5,28.05784,27.000002,26.68426
6,26.68426,30.0,30.836906
7,30.836906,31.999998,32.347248
8,32.347248,31.0,32.002396
9,32.002396,35.0,39.1874
10,39.1874,36.0,38.500927
11,38.500927,38.0,43.485256
12,43.485256,39.0,42.005615
13,42.005615,39.0,40.821106
14,40.821106,40.0,41.007732
15,41.007732,39.0,39.58622
16,39.58622,38.0,37.081676
17,37.081676,37.0,35.52971
18,35.52971,36.0,35.793743
19,35.793743,36.0,35.196472
20,35.196472,35.0,35.378956
21,35.378956,34.0,34.019943
22,34.019943,33.0,34.02133
23,34.02133,35.0,36.675247
24,36.675247,35.0,34.45405
25,34.45405,34.0,32.137245
26,32.137245,31.999998,30.485205
27,30.485205,29.0,26.974606
28,26.974606,28.0,27.40753
29,27.40753,29.0,30.171864
30,30.171864,27.000002,25.88629
31,25.88629,23.0,25.217598
32,25.217598,28.0,31.841362
33,31.841362,28.0,31.261251
34,31.261251,30.0,35.787518
35,35.787518,36.0,42.421753
36,42.421753,38.0,42.66522
37,42.66522,40.0,43.146343
38,43.146343,40.0,40.49867
39,40.49867,39.0,39.419533
40,39.419533,39.0,38.973648
41,38.973648,38.0,37.88071
42,37.88071,37.0,36.399834
43,36.399834,36.0,36.69758
44,36.69758,35.0,36.203907
45,36.203907,34.0,35.09386
46,35.09386,31.999998,32.409275
47,32.409275,33.0,34.26297
48,34.26297,33.0,34.233425
49,34.233425,31.0,30.902872
50,30.902872,29.0,27.9627
51,27.9627,28.0,27.727718
52,27.727718,27.000002,25.279238
53,25.279238,26.0,25.74914
54,25.74914,24.0,23.70407
55,23.70407,24.0,25.264313
56,25.264313,22.000002,22.975296
57,22.975296,15.999999,18.212128
58,18.212128,18.0,23.562624
59,23.562624,25.0,31.005993
60,31.005993,33.0,36.063416
61,36.063416,31.0,33.005585
62,33.005585,31.0,33.366024
63,33.366024,26.0,23.148968
64,23.148968,24.0,22.43365
65,22.43365,14.0,7.807683
66,7.807683,20.0,22.655865
67,22.655865,22.000002,14.084488
68,14.084488,22.000002,21.245726
69,21.245726,24.0,23.89249
70,23.89249,15.999999,12.705569
71,12.705569,5.0,9.663009
72,9.663009,3.0,7.9489965
73,7.9489965,17.0,20.748987
74,20.748987,14.0,12.472243
75,12.472243,9.0,6.853161
76,6.853161,5.0,5.954159
77,5.954159,1.9999999,3.7697082
78,3.7697082,0.99999994,3.330075
79,3.330075,1.9999999,4.7869234
80,4.7869234,5.0,6.6250916
81,6.6250916,5.0,7.1783633
82,7.1783633,15.0,28.326284
83,28.326284,27.000002,28.942785
84,28.942785,34.0,39.938015
85,39.938015,36.0,37.79072
86,37.79072,33.0,35.08576
87,35.08576,19.0,14.751315
88,14.751315,3.9999998,4.9241767
89,4.9241767,34.0,37.967636
90,37.967636,39.0,33.553833
91,33.553833,39.0,39.219326
92,39.219326,39.0,37.03256
93,37.03256,38.0,39.18895
