,予測値,実測値,予測値_lug
0,20.451656,11.000001,13.979751
1,13.979751,13.0,17.847244
2,17.847244,22.000002,26.330412
3,26.330412,25.0,27.967154
4,27.967154,28.0,29.296698
5,29.296698,27.000002,28.106144
6,28.106144,30.0,33.27663
7,33.27663,31.999998,34.19073
8,34.19073,31.0,34.73382
9,34.73382,35.0,41.09812
10,41.09812,36.0,40.197277
11,40.197277,38.0,45.27253
12,45.27253,39.0,43.4928
13,43.4928,39.0,42.877235
14,42.877235,40.0,42.686577
15,42.686577,39.0,40.86119
16,40.86119,38.0,37.742588
17,37.742588,37.0,36.070255
18,36.070255,36.0,36.551224
19,36.551224,36.0,36.01091
20,36.01091,35.0,36.433323
21,36.433323,34.0,34.983963
22,34.983963,33.0,35.35955
23,35.35955,35.0,37.984497
24,37.984497,35.0,36.85758
25,36.85758,34.0,35.220364
26,35.220364,31.999998,33.186268
27,33.186268,29.0,29.05114
28,29.05114,28.0,28.300804
29,28.300804,29.0,30.502066
30,30.502066,27.000002,28.001987
31,28.001987,23.0,26.797243
32,26.797243,28.0,33.386215
33,33.386215,28.0,32.93972
34,32.93972,30.0,36.69908
35,36.69908,36.0,42.213585
36,42.213585,38.0,43.52381
37,43.52381,40.0,45.16146
38,45.16146,40.0,41.79562
39,41.79562,39.0,40.39354
40,40.39354,39.0,39.738644
41,39.738644,38.0,38.320774
42,38.320774,37.0,36.78213
43,36.78213,36.0,37.145275
44,37.145275,35.0,37.117508
45,37.117508,34.0,35.700336
46,35.700336,31.999998,34.28702
47,34.28702,33.0,35.958565
48,35.958565,33.0,35.80937
49,35.80937,31.0,32.63715
50,32.63715,29.0,29.505081
51,29.505081,28.0,28.704643
52,28.704643,27.000002,25.798908
53,25.798908,26.0,26.110418
54,26.110418,24.0,24.011671
55,24.011671,24.0,26.018911
56,26.018911,22.000002,23.939074
57,23.939074,15.999999,18.911282
58,18.911282,18.0,24.239653
59,24.239653,25.0,32.19004
60,32.19004,33.0,37.6632
61,37.6632,31.0,33.94029
62,33.94029,31.0,35.184376
63,35.184376,26.0,24.35014
64,24.35014,24.0,22.473515
65,22.473515,14.0,7.426457
66,7.426457,20.0,24.969168
67,24.969168,22.000002,15.513704
68,15.513704,22.000002,22.551931
69,22.551931,24.0,24.447155
70,24.447155,15.999999,12.894393
71,12.894393,5.0,10.190369
72,10.190369,3.0,7.681444
73,7.681444,17.0,22.573624
74,22.573624,14.0,13.44042
75,13.44042,9.0,6.9988875
76,6.9988875,5.0,4.50558
77,4.50558,1.9999999,2.24675
78,2.24675,0.99999994,1.4769292
79,1.4769292,1.9999999,3.2536407
80,3.2536407,5.0,6.511548
81,6.511548,5.0,6.938742
82,6.938742,15.0,27.91569
83,27.91569,27.000002,31.88227
84,31.88227,34.0,42.578297
85,42.578297,36.0,37.95234
86,37.95234,33.0,34.707314
87,34.707314,19.0,13.9884615
88,13.9884615,3.9999998,2.8321795
89,2.8321795,34.0,35.27434
90,35.27434,39.0,35.46241
91,35.46241,39.0,43.334244
92,43.334244,39.0,40.262665
93,40.262665,38.0,40.543594
94,40.543594,38.0,39.096592
95,39.096592,37.0,38.454723
96,38.454723,37.0,40.16962
97,40.16962,37.0,39.66491
98,39.66491,37.0,39.95899
99,39.95899,39.0,40.65054
100,40.65054,39.0,39.019497
101,39.019497,38.0,38.870888
102,38.870888,37.0,38.149647
103,38.149647,34.0,36.74414
104,36.74414,34.0,38.726665
105,38.726665,36.0,42.010887
106,42.010887,37.0,43.17816
107,43.17816,37.0,42.27433
108,42.27433,37.0,42.034153
109,42.034153,36.0,40.370106
110,40.370106,38.0,42.339638
111,42.339638,39.0,40.843548
112,40.843548,39.0,39.974884
113,39.974884,38.0,38.05755
114,38.05755,38.0,36.58542
115,36.58542,38.0,38.997425
116,38.997425,36.0,36.381954
117,36.381954,33.0,34.72528
118,34.72528,34.0,36.86886
119,36.86886,35.0,37.20051
120,37.20051,35.0,38.97782
121,38.97782,35.0,38.538155
122,38.538155,34.0,38.18046
123,38.18046,34.0,36.41521
124,36.41521,33.0,33.44833
125,33.44833,31.999998,32.423477
126,32.423477,25.0,25.151115
127,25.151115,23.0,24.866291
128,24.866291,22.000002,28.890867
129,28.890867,27.000002,35.83608
130,35.83608,33.0,38.56049
131,38.56049,33.0,38.072144
132,38.072144,36.0,42.762245
133,42.762245,35.0,39.14851
134,39.14851,37.0,38.49189
135,38.49189,36.0,35.86883
136,35.86883,34.0,33.38324
137,33.38324,31.0,31.536592
138,31.536592,30.0,31.161009
139,31.161009,29.0,29.858772
140,29.858772,29.0,29.665316
141,29.665316,23.0,23.49917
142,23.49917,30.0,32.102898
143,32.102898,15.0,10.466927
144,10.466927,11.000001,11.864121
145,11.864121,0.99999994,3.2866683
146,3.2866683,7.0,9.495001
147,9.495001,15.0,16.909838
148,16.909838,13.0,13.145633
149,13.145633,10.0,9.859158
150,9.859158,9.0,9.270269
151,9.270269,7.0,7.690109
152,7.690109,7.0,8.6165905
153,8.6165905,7.9999995,11.245064
154,11.245064,6.0,7.71216
155,7.71216,7.0,9.538903
156,9.538903,7.0,9.516245
157,9.516245,11.000001,14.072741
158,14.072741,7.9999995,7.7933064
159,7.7933064,5.0,2.4609873
160,2.4609873,1.9999999,0.7984572
161,0.7984572,0.99999994,0.61819345
162,0.61819345,0.99999994,0.49598438
163,0.49598438,0.99999994,0.49245554
164,0.49245554,0.99999994,0.5480127
165,0.5480127,0.99999994,3.6391852
166,3.6391852,0.99999994,1.971247
167,1.971247,1.9999999,1.9757533
168,1.9757533,6.0,12.063066
169,12.063066,3.0,6.3595247
170,6.3595247,11.000001,17.039474
171,17.039474,19.0,24.126463
172,24.126463,25.0,28.02029
173,28.02029,30.0,33.952892
174,33.952892,29.0,31.576649
175,31.576649,30.0,36.222958
176,36.222958,29.0,30.89998
177,30.89998,29.0,35.807907
178,35.807907,31.0,38.04448
179,38.04448,33.0,39.54629
180,39.54629,37.0,42.016373
181,42.016373,35.0,39.693317
182,39.693317,34.0,38.34733
183,38.34733,33.0,35.640297
184,35.640297,31.0,33.451206
185,33.451206,31.0,31.967657
186,31.967657,31.0,34.47035
187,34.47035,31.999998,35.369865
188,35.369865,31.0,35.177937
189,35.177937,31.999998,35.672413
190,35.672413,30.0,34.058414
191,34.058414,29.0,32.655197
192,32.655197,31.0,34.34989
193,34.34989,26.0,27.937143
194,27.937143,23.0,24.606081
195,24.606081,24.0,23.035345
196,23.035345,18.0,16.07748
197,16.07748,9.0,9.052505
198,9.052505,5.0,6.55897
199,6.55897,13.0,17.265263
200,17.265263,13.0,15.104775
201,15.104775,14.0,20.024786
202,20.024786,12.0,15.935143
203,15.935143,15.999999,21.24397
204,21.24397,14.0,16.18745
205,16.18745,11.000001,13.1941
206,13.1941,7.9999995,8.983459
207,8.983459,6.0,5.251571
208,5.251571,1.9999999,2.0335417
209,2.0335417,0.99999994,2.8555863
210,2.8555863,3.0,3.3336968
211,3.3336968,1.9999999,2.0958972
212,2.0958972,1.9999999,3.9671493
213,3.9671493,3.9999998,2.5045407
214,2.5045407,1.9999999,1.8092432
215,1.8092432,0.99999994,1.1839895
216,1.1839895,0.99999994,0.8290486
217,0.8290486,0.99999994,0.9767317
218,0.9767317,0.99999994,2.3869846
219,2.3869846,0.99999994,1.3048351
220,1.3048351,0.99999994,5.3413315
221,5.3413315,14.0,21.569227
222,21.569227,27.000002,33.060024
223,33.060024,26.0,26.9775
224,26.9775,25.0,30.763798
225,30.763798,27.000002,33.920162
226,33.920162,27.000002,33.8428
227,33.8428,31.0,39.6417
228,39.6417,36.0,42.38067
229,42.38067,35.0,39.61677
230,39.61677,34.0,37.771027
231,37.771027,31.999998,34.248314
232,34.248314,31.0,32.693142
233,32.693142,29.0,31.807966
234,31.807966,28.0,29.442364
235,29.442364,23.0,23.586185
236,23.586185,18.0,19.392197
237,19.392197,24.0,25.574677
238,25.574677,29.0,27.339067
239,27.339067,27.000002,29.603308
240,29.603308,25.0,28.320793
241,28.320793,26.0,27.439148
242,27.439148,29.0,30.878946
243,30.878946,28.0,29.145563
244,29.145563,29.0,30.132603
245,30.132603,25.0,24.446804
246,24.446804,20.0,22.74359
247,22.74359,20.0,23.121801
248,23.121801,9.0,9.6038885
249,9.6038885,7.9999995,10.714267
250,10.714267,7.0,10.63113
251,10.63113,11.000001,17.185745
252,17.185745,13.0,15.0978985
253,15.0978985,11.000001,13.31537
254,13.31537,13.0,14.370829
