,予測値,実測値,予測値_lug
0,24.818148,11.000001,16.756762
1,16.756762,13.0,20.192606
2,20.192606,22.000002,27.583553
3,27.583553,25.0,27.64163
4,27.64163,28.0,31.20005
5,31.20005,27.000002,29.5742
6,29.5742,30.0,34.22513
7,34.22513,31.999998,35.291473
8,35.291473,31.0,34.9961
9,34.9961,35.0,39.828484
10,39.828484,36.0,39.257496
11,39.257496,38.0,44.7782
12,44.7782,39.0,42.04786
13,42.04786,39.0,42.81254
14,42.81254,40.0,43.677097
15,43.677097,39.0,42.895184
16,42.895184,38.0,39.88611
17,39.88611,37.0,38.32683
18,38.32683,36.0,39.661407
19,39.661407,36.0,37.99677
20,37.99677,35.0,38.505123
21,38.505123,34.0,36.362614
22,36.362614,33.0,36.947647
23,36.947647,35.0,39.627926
24,39.627926,35.0,37.34598
25,37.34598,34.0,34.979584
26,34.979584,31.999998,34.30608
27,34.30608,29.0,30.830017
28,30.830017,28.0,29.385265
29,29.385265,29.0,34.97078
30,34.97078,27.000002,30.018297
31,30.018297,23.0,29.177572
32,29.177572,28.0,34.624825
33,34.624825,28.0,33.219444
34,33.219444,30.0,35.06144
35,35.06144,36.0,42.593
36,42.593,38.0,44.333317
37,44.333317,40.0,45.436893
38,45.436893,40.0,43.174866
39,43.174866,39.0,42.88908
40,42.88908,39.0,43.067398
41,43.067398,38.0,41.856537
42,41.856537,37.0,39.788578
43,39.788578,36.0,41.38314
44,41.38314,35.0,38.17176
45,38.17176,34.0,38.378246
46,38.378246,31.999998,36.507236
47,36.507236,33.0,35.648033
48,35.648033,33.0,36.622032
49,36.622032,31.0,33.151653
50,33.151653,29.0,30.635183
51,30.635183,28.0,30.322927
52,30.322927,27.000002,29.14055
53,29.14055,26.0,29.233051
54,29.233051,24.0,27.40062
55,27.40062,24.0,28.458986
56,28.458986,22.000002,25.738659
57,25.738659,15.999999,20.509277
58,20.509277,18.0,24.267878
59,24.267878,25.0,34.049522
60,34.049522,33.0,36.540615
61,36.540615,31.0,34.892075
62,34.892075,31.0,35.812023
63,35.812023,26.0,26.915886
64,26.915886,24.0,26.594816
65,26.594816,14.0,14.595365
66,14.595365,20.0,27.62786
67,27.62786,22.000002,22.303719
68,22.303719,22.000002,26.665306
69,26.665306,24.0,28.952488
70,28.952488,15.999999,15.745317
71,15.745317,5.0,12.977988
72,12.977988,3.0,10.339563
73,10.339563,17.0,25.85284
74,25.85284,14.0,16.156324
75,16.156324,9.0,10.585573
76,10.585573,5.0,7.7226977
77,7.7226977,1.9999999,5.9583545
78,5.9583545,0.99999994,5.4260235
79,5.4260235,1.9999999,8.500158
80,8.500158,5.0,11.011901
