,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_WS_01,SHAP_TEMP_22,SHAP_TEMP_06,SHAP_TEMP_21,SHAP_WS_02,SHAP_TEMP_05,SHAP_SPM_04,SHAP_OX_02,SHAP_WD_03,SHAP_WD_04,SHAP_OX_06,SHAP_TEMP_07,SHAP_TEMP_20,SHAP_HUM_02,SHAP_WS_04,SHAP_NO2_15,SHAP_OX_17,SHAP_SPM_20,SHAP_NOX_15,SHAP_TEMP_24,SHAP_NO2_16,SHAP_WS_05,SHAP_OX_07,SHAP_NO2_14,SHAP_NOX_16,SHAP_HUM_03,SHAP_NO2_10
2019-04-22 11:00:00,-15.960883712768554,-20.709876441955565,-4.246315932273864,1.351084864139557,-3.9823913753032683,5.7305705666542055,-2.1061849147081375,0.47022112011909484,8.694870853424073,0.6155987054109573,5.4357668399810795,-2.9323239088058473,-2.112743008136749,0.02157629616558552,1.8060208074748516,-1.1191369265317916,-0.40723913013935087,-0.1741712268441915,0.053438746556639646,-0.1194321781396865,1.5957933127880097,-0.8551460489630699,4.192300933599472,-1.3665397047996517,-0.2868204817175865,0.8303733110427857,0.10806132052093745,-1.5032297909259795,-1.75977064371109,1.6541516065597535
2019-04-22 12:00:00,-6.79595718383789,-16.242229652404784,-3.1819786548614504,1.1431469202041626,-3.829126465320587,4.924067056179046,-2.3980671226978303,0.47022112011909484,7.664246320724487,1.5131952643394468,2.9082873225212094,-2.5487346649169926,-2.3995979666709895,-0.16091105416417117,1.7230237439274787,-1.1191369265317916,-0.35259363427758217,0.6887256532907486,0.07141264155507085,-0.3290549531579018,0.7886053845286369,-0.7156658194959163,3.767402637004852,-1.1659152448177337,-0.4472165316343307,1.0750160038471221,-0.008421833068132439,-1.3182114660739896,-1.1119361221790314,1.768176907300949
2019-05-10 10:00:00,-11.025923252105713,-18.22785005569458,4.6231631517410285,-1.5600467920303347,-3.318243312835693,6.07621443271637,-1.708163794875145,-0.3996577322483063,9.467838144302368,-2.077190899848938,4.48796238899231,-2.5487346649169926,-2.3995979666709895,-0.02404548972845075,1.8060208074748516,-0.8258518785238266,-0.07936607673764229,-0.5193299770355224,0.08938655182719231,0.5094360312446952,-0.7248721152544022,-0.7156658194959163,3.226623186469078,-1.1659152448177337,-0.7680086255073547,1.3685869812965392,0.3410277903079987,-1.3182114660739896,0.10275398856028913,-2.7928260803222655
2019-05-10 11:00:00,-1.1560017883777618,-13.512002849578858,5.687501096725464,-1.3521088004112243,-3.062801864743233,5.442533087730409,-1.7612332254648209,-1.96543949842453,7.406590318679809,-0.3941973194479943,1.8025150835514068,-2.9323239088058473,-2.112743008136749,0.02157629616558552,1.8475192733108998,-0.8869529277086258,-0.011059141159057618,-0.3467505872249603,0.17925621829926966,0.36968756690621374,-2.036552596092224,-0.3669648557901382,3.4583860754966738,-0.9652908444404602,-0.7680086255073547,1.1239444375038146,0.7293052315711975,-1.1331931501626968,0.831567994505167,-1.7666004776954647
2019-05-10 12:00:00,2.3689699888229367,-12.022787094116211,5.687501096725464,0.7272709399461746,-3.164978566765785,4.059956979751587,-1.8939069882035255,-1.7914638757705688,5.43122832775116,-1.067394757270813,-0.40902956277132035,2.8215164184570316,-2.3995979666709895,0.5234165288507938,1.6192775618284938,-0.9480539470911026,0.02992495968937875,-0.69190933406353,0.3589955136179924,0.22993902750313283,-2.137451100349426,0.4001770742237568,3.3038774758577345,-0.4637297809123993,-0.6076125413179397,1.0750160038471221,1.3117213726043702,-0.6706471890211105,1.236464750766754,-1.6525753617286683
2019-05-10 13:00:00,5.1889478206634525,-10.037167835235596,8.170954847335816,0.5193329766392709,-3.4204202234745025,2.7349880576133723,-2.0265806436538703,-0.05170618509873746,2.854668915271759,-0.7307960629463196,-1.1988669067621232,2.0543376922607424,1.9032262444496155,0.797147560119629,1.1212954902090133,-0.9969347923994064,0.02992495968937875,-2.2451237678527836,0.6286045387387277,-0.3290549531579018,-0.7248721152544022,1.4462796837091445,3.1107419729232784,0.5393923491239547,-0.9284046709537506,0.5368023484945297,1.6999989330768586,0.34695383333601054,1.4794027209281921,-0.9684250071644783
2019-05-10 14:00:00,8.008925199508667,-8.299750566482544,7.46139702796936,0.3113949999213218,-3.6758617579936983,1.0067678332328795,-2.1327198058366776,-0.2256819486618042,2.167586410045624,-0.28199782166630033,-1.8307366728782655,2.8215164184570316,1.3295163631439206,1.2533658444881441,0.6440626420080662,-1.0824763238430024,0.1255545994732529,-2.072544276714325,0.8083437770605088,-1.3771687872707845,-1.7338570952415466,2.9108235210180275,3.1879961699247366,2.0440754055976873,-2.3719688415527345,0.2432311758864671,1.6223434031009674,1.7345916211605072,1.4794027209281921,-0.6263497591018676
2019-05-10 15:00:00,8.008925199508667,-7.058737564086914,8.170954847335816,-0.10448097251355645,-3.8802149832248687,0.5459090553224086,-2.3184627667069435,-0.3996577322483063,0.5357654973864555,-0.28199782166630033,-2.46260666847229,-2.5487346649169926,1.9032262444496155,2.0289372324943544,0.02158499769866467,-1.1191369265317916,0.09823184199631214,-0.3467505872249603,0.7723960250616073,-2.5650308132171635,-1.3302630484104156,2.9108235210180275,3.3811317443847657,3.047197723388672,-2.2115729689598083,-0.24605400568107144,1.2728936433792115,3.677284598350525,2.0462580382823945,-1.0824500977993012
2019-05-10 16:00:00,15.058869647979737,-10.285369777679444,5.687501096725464,-5.718806266784668,-4.237833148241043,-0.5486304149031639,-2.3980671226978303,-0.7476092100143432,0.020453630387783056,-0.28199782166630033,-2.46260666847229,1.2871589362621307,-2.112743008136749,2.6676428079605103,-0.14440899426117543,-1.2779997676610946,0.1255545994732529,-0.5193299770355224,0.6106305971741677,-3.124024868011475,-0.6239735946059228,1.5857600435614587,3.5742670714855196,2.8465735077857977,-0.6076125413179397,-1.077838769974187,1.234065967798233,3.677284598350525,1.8842992961406708,-0.17024946361780166
2019-05-10 19:00:00,-1.1560017883777618,-20.213468742370605,-2.472420060634613,-3.4314887285232545,-5.668305671215058,-1.75838463306427,-3.3798525273799895,-4.401100921630859,-1.6972524166107177,0.7277983129024506,-1.8307366728782655,-0.6307879149913788,-0.6784682840108871,3.2607266664505006,-0.8291343167424202,-1.6446060925722121,-0.1613343399832957,-5.696711015701295,0.43089124113321303,-3.124024868011475,-0.22037958912551403,0.6791377261281013,4.115046638250351,1.2415777921676638,-1.2491967737674712,-2.2031946338713166,1.0399272084236144,0.9945181399583817,0.34569202419370415,1.6541516065597535
