,SHAP_HUM_01,SHAP_TEMP_06,SHAP_TEMP_18,SHAP_TEMP_02,SHAP_OX_04,SHAP_TEMP_05,SHAP_TEMP_22,SHAP_TEMP_07,SHAP_OX_24,SHAP_TEMP_11,SHAP_OX_02,SHAP_WS_01,SHAP_SPM_02,SHAP_OX_07,SHAP_TEMP_23,SHAP_TEMP_04,SHAP_OX_23,SHAP_PM25_01,SHAP_OX_22,SHAP_OX_01,SHAP_TEMP_19,SHAP_TEMP_03,SHAP_NOX_02,SHAP_NO2_02,SHAP_NOX_01,SHAP_TEMP_08,SHAP_OX_13,SHAP_NO2_01,SHAP_TEMP_01,SHAP_PM25_09
2019-04-06 14:00:00,1.809463655948639,1.3831331603229047,-0.5602078638970852,4.518942379951477,-0.3618306331336498,0.4163759723305702,-0.25871480703353883,3.2419352769851684,0.16968708196654916,-2.4337813377380373,1.7350797295570373,-0.0868892692029476,0.3024893745779991,-0.21962237134575843,0.5332697942852974,-0.6934287723153829,-0.45897904932498934,-0.3685853719711304,-0.546099704504013,-10.746286296844483,0.295187683776021,2.378664481639862,0.395632392168045,0.31483654677867884,-1.114906191825867,2.117528033256531,1.095149928331375,-0.05810550698079166,-13.140005588531494,-0.15196120068430902
2019-04-22 13:00:00,-0.09654179457575081,1.0579985082149506,-0.4719667248427868,2.807604169845581,0.11925096176564691,0.3489780444651842,-0.2414565570652485,2.221452569961548,-0.21085459645837545,-1.5499766349792483,2.720388269424438,0.09750183098949491,0.0031576874200254846,-0.16836684495210646,0.5240870721638202,-0.531365240737796,-0.20874318973801564,-0.04420846783905286,0.17927272533997896,-13.482279777526855,0.24638245217502114,1.4650937110185622,-0.1854709193110466,-0.1594140559434891,-0.31904354989528655,1.5764773786067958,0.26028325632214544,-0.07467550181318072,-6.157430887222289,-0.03646313194185493
2019-04-22 14:00:00,-0.09654179457575081,0.9279446512460708,-0.5405987314879894,2.013054168224335,-0.1339498708024621,0.2696864013094455,-0.25440015122294424,1.7476570785045626,0.08957305147778241,-1.779111218452454,0.25711682680994274,0.12384341564029452,0.095259752869606,-0.17366914842277764,0.606731440126896,-0.3476933280937374,-0.05860164240002631,0.22610562592744826,-0.0439187994114036,-5.274301433563233,0.24095965139567857,1.2760789319872858,0.279411718249321,0.19627386927604676,-1.2740786552429202,1.2706659734249115,0.11634069606661794,-0.05396299437852574,-5.476204442977905,-0.022025873372331244
2019-05-05 13:00:00,0.4006770223379135,1.0579985082149506,-0.4327484343200922,2.685365664958954,0.017970630479976553,0.32519052140414717,-0.1681088484823704,2.3307899832725525,0.08957305147778241,-1.8445781826972962,2.3919520974159236,0.09750183098949491,0.5327445402741432,-0.17897145971655848,0.35879847593605524,-0.41251874770969155,-0.25879035517573357,-0.801087886095047,-0.4903017967939377,-22.602255439758302,0.21384557895362377,1.4965962409973144,0.6861841022968292,0.6112431317567826,-1.7515962481498721,1.6470491349697114,0.46180280297994614,-0.0415355034172535,-6.838658094406128,-0.15196120068430902
2019-05-10 12:00:00,1.9752031564712524,1.0579985082149506,-0.4327484343200922,1.8908158183097838,0.09393088575452564,0.30140308178961284,-0.18968168646097183,2.3307899832725525,0.34994369298219674,-1.4845096826553343,2.063515985012054,0.12384341564029452,0.39459146857261657,-0.15599482897669076,0.4414428107440472,-0.39091024845838557,-0.859356415271759,-0.2063969276845455,-0.8250890731811523,-18.042266654968262,0.22469121776521211,1.0240594372153282,-0.06925025992095468,-0.10013272687792776,1.113509225845337,1.505905431509018,-0.2291213631629944,-0.1078154981136322,-4.113750767707825,-0.05090039251372216
2019-05-10 13:00:00,2.140942811965943,0.7328638222068549,-0.45235754251480104,1.2796236097812654,-0.33651054129004476,0.21814680527895688,-0.2026253744959831,1.7476570785045626,0.34994369298219674,-1.6154435396194458,1.0782073318958283,0.018477075337432293,0.3485404416918755,-0.17190171834081414,0.496538994461298,-0.19643404800444847,-0.959450775384903,-0.3145225703716278,-0.7134933173656464,-3.450305962562561,0.21926843822002412,0.803542373329401,-0.24358124807476997,-0.2779766991734505,-0.0006984902080148334,1.341237848997116,-0.8624685347080231,-0.08296050073695369,-3.0919106245040897,-0.06533764237537978
2019-05-10 14:00:00,2.2238125920295717,0.391472438722849,-0.511185023188591,0.9129083633422853,-0.3618306331336498,0.14678432224318386,-0.22419823631644253,1.0187408775091171,0.39000071138143544,-1.713644278049469,-1.549282395839691,-0.19225559383630753,0.25643835961818695,-0.1931109055876732,0.5240870721638202,-0.12080442048609256,-0.859356415271759,-0.15233408659696582,-0.657695472240448,10.229657840728759,0.23011406660079955,0.48851789236068727,0.16319106742739678,0.07771124094724653,-0.7965611696243287,0.9648545771837235,-1.4958157062530515,-0.06639050589874385,-2.9216038465499876,-0.09421216174960137
2019-05-10 15:00:00,1.8923333525657653,0.09885122299892828,-0.589621652662754,0.8517890989780426,-0.5137511253356933,0.11903223069384694,-0.25440015122294424,0.2533788599073887,0.34994369298219674,-1.713644278049469,-4.012553572654724,-0.007864510826766462,0.1643363021314144,-0.207250358723104,0.5700006268918514,-0.012762097176164366,-0.8093092501163482,-0.09827128052711484,-0.8250890731811523,5.669669342041017,0.2626508273184299,0.29950323710218074,0.45374270975589753,0.31483654677867884,0.47681909799575806,0.494375678896904,-1.4958157062530515,-0.09953049980103967,-3.6028305292129517,-0.09421216174960137
2019-05-11 11:00:00,1.3122448205947876,1.041741792857647,-0.20724326074123384,2.5020079493522642,0.3977718695998192,0.3489780444651842,0.06919244229793549,2.294344067573547,-0.01056949514895673,-0.8953065037727356,5.183659934997559,0.12384341564029452,0.04920871418435124,-0.15245997520396487,-0.04524044775171201,-0.6394076328724623,0.842247486114502,-0.04420846783905286,2.0206026315689085,-8.922291564941407,0.04573863353580236,1.4335912704467773,-1.5801189661025998,-1.226477825641632,1.431854236125946,1.1765701055526734,0.9224189817905426,-0.11610049381852147,-5.816817760467529,0.02128590438514948
2019-05-11 12:00:00,1.4779844045639035,0.9279446512460708,-0.26607069075107576,1.8908158183097838,-0.05798961445689199,0.30933224856853486,0.05193416311522013,1.7112111270427703,-0.33102569356560707,-1.0917075037956239,-0.5639737397432327,-0.13957243487238885,0.21038732081651687,-0.1453902344685048,-0.054423142177984093,-0.3368890745565295,1.5929551482200626,0.22610562592744826,1.7416134476661682,9.317659282684327,0.09454388767480851,1.1185667857527732,-0.3598019279539585,-0.39653935134410856,-0.47821607887744905,1.3177138686180114,1.555766123533249,-0.07467550181318072,-4.454364395141603,0.10790945338085293
2019-05-11 13:00:00,1.1465051293373107,0.7653772823512555,-0.3150935564190149,1.4018620252609255,0.11925096176564691,0.1983238930813968,-0.09907573722302913,1.4560905575752257,-0.6314533174037935,-1.0917075037956239,-3.848335528373718,0.12384341564029452,0.18736182153224945,-0.17190171834081414,-0.017692329920828326,-0.22884675385430456,1.3427192091941837,-0.3685853719711304,0.9046451032161713,2.0216794848442072,0.12708072662353515,0.803542373329401,0.3375220403075218,0.19627386927604676,-1.114906191825867,0.9413306683301925,1.7284971714019775,-0.05810550698079166,-3.4325241565704347,0.25228201895952224
2019-05-11 14:00:00,1.063635414838791,0.3101887507364154,-0.334702691808343,1.0351467669010161,-0.7669519320130348,0.1586780629120767,-0.11201944723725318,1.091632491350174,-0.5313108280301094,-1.255375051498413,-2.534590864181519,0.018477075337432293,0.3255148947238922,-0.18604117073118687,0.3037022536620499,-0.12080442048609256,0.5920116454362869,-0.15233408659696582,0.6814536452293397,3.8456744670867913,0.15419475100934507,0.5515227891504765,0.5699633806943893,0.43339918255805976,-1.433251333236694,0.7766630530357361,1.6709201157093048,-0.04982050824910402,-2.7512972593307494,0.23784475326538082
2019-05-23 15:00:00,1.5608541846275332,0.14762140753446146,-0.40333471558988093,1.218504512310028,-0.3618306331336498,0.0754218103829771,-0.15085057914257047,-0.0017418033443391072,0.18971562776714565,-1.2226415574550629,0.9139892637729645,0.07116024822953475,0.48669351041316977,-0.20018062368035322,0.31288492791354666,-0.012762097176164366,-0.6091205388307571,-0.7470250725746155,-0.8250890731811523,-15.306275177001954,0.1921543959528208,0.5515227891504765,0.744294410943985,0.6112431317567826,-1.7515962481498721,0.4238038152456284,0.11634069606661794,-0.0415355034172535,-3.4325241565704347,-0.07977490471675992
2019-05-23 16:00:00,1.1465051293373107,-0.19376995805650948,-0.4621621914207935,1.0351467669010161,-0.5137511253356933,0.07938641221262514,-0.181052552908659,-0.29330828934907915,0.24980114847421647,-1.1244410276412966,0.585553053021431,-0.06054768804460762,0.5557700112462045,-0.22138984203338624,0.41389464735984804,-0.03437057379633185,-0.959450775384903,-0.584836658835411,-1.1040785014629366,-8.010293912887573,0.20299998745322229,0.4570154804736376,0.8024047493934632,0.6705244660377503,-1.114906191825867,-0.16429484710097314,0.346648772060871,-0.05810550698079166,-3.6028305292129517,-0.15196120068430902
2019-05-24 12:00:00,0.7321562230587005,0.684093614295125,-0.14841581583023072,1.0351467669010161,0.1952112182974815,0.23400515960529442,0.056248735962435584,1.3103073060512542,-0.01056949514895673,-0.4697708964347839,2.3919520974159236,-0.007864510826766462,0.3485404416918755,-0.1436227923259139,0.0006730827968567304,-0.22884675385430456,0.09153986722230908,-0.09827128052711484,0.4582620844244957,-16.218272113800047,0.024047403223812595,0.7405374184250832,-0.3598019279539585,-0.33725801706314085,1.9093717694282535,0.7766630530357361,0.346648772060871,-0.12438551019877195,-0.8779236912727356,-0.09421216174960137
