,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_OX_03,SHAP_TEMP_04,SHAP_TEMP_03,SHAP_OX_17,SHAP_TEMP_05,SHAP_SPM_01,SHAP_WS_01
2019-04-06 11:00:00,-4.423199653625488,-38.91696739196777,1.4774319380521774,-3.363688087463379,13.492263793945312,23.059222030639653,1.8536591053009033,-3.6280194520950317,-0.29469484351575376,-0.6148685306310654
2019-04-06 12:00:00,-2.6173117160797124,-33.322777557373044,1.5832178980112075,-3.476821446418762,10.908303737640379,19.138267230987548,1.4976801544427871,-2.6610823273658752,-0.021298467926681053,0.7701189858838916
2019-04-06 13:00:00,0.9944649621844294,-30.31052360534668,1.636111080646515,-4.155622863769532,8.970333051681518,16.2628981590271,1.4976801544427871,-1.586708438396454,0.11539974659681321,-0.26862156426068395
2019-04-06 14:00:00,4.004278993606567,-30.31052360534668,1.5832178980112075,-4.4950241327285765,7.549152994155884,12.864737415313721,1.4976801544427871,-0.780927024781704,0.3887960895895958,-1.307362151145935
2019-04-18 15:00:00,0.9944649621844294,-18.261503982543946,0.9485015094280242,-5.4000924110412605,3.6732121467590333,6.591207981109619,-3.486023449897766,0.9380717426538467,-1.2515821859240535,-2.346102857589722
2019-04-19 10:00:00,-8.636939525604248,-31.17117233276367,0.2608919575810432,-0.1959473967552185,12.587876796722412,22.013634204864506,5.769426274299621,-2.875958204269409,-0.7047893553972244,-1.653609073162079
2019-04-19 11:00:00,-3.21927433013916,-27.29826965332031,0.5782502119895071,-1.3272832348942754,10.391510629653931,16.00150055885315,3.2775742292404173,-2.2850515842437744,-0.5680913470685482,-1.999855899810791
2019-04-22 10:00:00,-11.646753883361814,-28.15891170501709,-0.16225241124629974,-0.6484818011522293,9.228728771209717,17.047090005874633,3.6335530042648316,-1.5329895198345183,1.2089849635958674,0.7701189858838916
2019-04-22 11:00:00,-3.21927433013916,-19.982793235778814,0.04931973926723001,-1.779817982017994,7.936747646331787,13.126134395599365,3.2775742292404173,-0.8883644551038742,1.2089849635958674,-0.9611152470111847
2019-04-22 13:00:00,5.208204364776611,-10.085383892059326,0.6311432138085366,-4.3818899393081665,4.319202589988707,4.761429071426392,-0.10422457754611969,0.4546033129096031,1.0722869083285331,-1.307362151145935
2019-04-22 14:00:00,9.421944427490235,-5.782162237167359,0.6311432138085366,-5.173825883865357,1.8644396722316743,2.408855786547065,-1.706129214726389,1.1529467388987542,1.0722869083285331,-2.346102857589722
2019-05-10 09:00:00,-17.06441802978516,-23.85569076538086,1.0542875915765761,1.3879227675497532,14.396650028228759,23.059222030639653,1.3196909248828887,-3.359425973892212,-1.388280329108238,-0.26862156426068395
2019-05-10 10:00:00,-5.0251631259918215,-15.679570960998536,1.5832178980112075,0.8222550332546235,10.908303737640379,13.648928499221801,1.4976801544427871,-3.037113976478577,-1.1148839116096496,0.07762524038553238
2019-05-10 11:00:00,1.5964278757572175,-12.236994171142577,1.6890042036771775,-1.779817982017994,6.257173490524292,7.1140031814575195,0.7857226118445397,-1.586708438396454,-0.5680913470685482,-0.6148685306310654
2019-05-10 12:00:00,5.810167551040649,-4.921517419815063,1.6890042036771775,-4.04248993396759,3.0272221326828,2.147458653151989,0.42974376380443574,0.347165859118104,-0.29469484351575376,-0.26862156426068395
2019-05-10 13:00:00,11.227832698822022,-6.2124840259552,1.9005762338638306,-5.286958789825439,0.5724592767655851,0.05628196597099304,-1.5281400598585606,1.6901339948177339,-0.29469484351575376,-0.9611152470111847
2019-05-10 14:00:00,12.431758785247801,-3.630551409721374,1.8476833552122116,-6.078894519805909,-0.46112535037100316,-4.387467527389527,-3.842002213001251,2.710789477825165,-0.021298467926681053,-2.346102857589722
2019-05-10 15:00:00,9.421944427490235,-8.364094543457032,1.4245387822389604,-7.09709677696228,-2.6574921011924744,-3.6032764434814446,-4.019991397857666,3.14053955078125,-0.021298467926681053,-3.3848435640335084
