,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_OX_04,SHAP_OX_02,SHAP_OX_03,SHAP_OX_21,SHAP_OX_05,SHAP_WS_01,SHAP_TEMP_03,SHAP_OX_23,SHAP_OX_20,SHAP_OX_22,SHAP_WS_02,SHAP_OX_15,SHAP_OX_16,SHAP_TEMP_24,SHAP_TEMP_07,SHAP_OX_14,SHAP_TEMP_04
2019-04-19 11:00:00,-10.366627883911132,-25.619626903533934,-1.8790640830993652,0.04885494075715539,3.707192897796631,-0.1363525778055191,0.49863892048597336,-1.2900991141796112,1.0801091134548186,10.753210639953613,-0.3440802440047265,0.5030819933861495,0.1500531550496817,0.06909307402092964,2.1530120372772217,1.370894253253937,-0.9776215866208077,9.288654851913453,1.3642379492521286,5.076860988140107
2019-04-19 12:00:00,-3.858430290222168,-23.113021373748786,-0.9014937341213226,-0.4508037842810154,1.3287880063056947,-0.3607530131936073,0.5325323320925236,-1.02980979681015,0.9166061103343963,8.861785984039306,-0.3579538032412529,0.6084731357172132,0.3551818199455738,0.16509272791445256,0.9848571375012398,1.022371843457222,-0.9465776216238734,9.04354362487793,0.6937635734677315,4.481904208660126
2019-04-19 13:00:00,0.2091929778456688,-19.10245475769043,-0.06357684805989265,-0.7943191379308701,-0.4009609788656235,-0.5851534590125084,0.6003193616867065,-0.769520476460457,1.4071154475212098,7.330632638931275,-0.3371434837579727,0.766559761017561,0.4235580533742905,0.11709291643928736,0.40077975094318397,0.3253267988562584,-0.9155340783298016,8.471614885330201,0.6937635734677315,3.648963636159897
2019-04-19 14:00:00,1.0227175474166867,-17.097170066833495,0.0760761134326458,-1.1378344580531121,-1.4820541977882384,-0.7483538150787353,0.7019996017217636,-0.5905715532600879,-0.7184252858161926,6.429954385757446,-0.3302066396921873,0.5557774878107011,0.560310560464859,0.2610924070701003,0.40077975094318397,-0.02319571897387502,-0.9107579980045557,6.755833601951599,0.3585264187306166,2.9746782302856443
2019-04-19 15:00:00,5.090340757369995,-15.342546033859254,0.0760761134326458,-1.3876638777554036,-1.6982728004455567,-0.8503540098667145,0.566425833851099,-0.41162263713777064,0.09909035535529254,4.9888691902160645,-0.31633304692804826,0.3976909428834915,0.765439173579216,-0.3629053458571435,0.10874102264642715,-0.02319571897387502,-0.9083701454102989,5.5302743196487425,0.02328925728797913,2.5780402928590775
2019-04-22 12:00:00,-9.95986442565918,-17.598491382598876,-1.1807997822761536,-0.26343173831701283,2.8423182249069217,-0.21795269101858133,0.4647454676218331,-0.9810054421424865,-0.0644127635285258,7.150496625900269,-0.3787642061710358,0.29229977279901503,0.21842937190085648,-0.2669056996703148,0.9848571375012398,0.4415009496733546,-0.9967255905270577,6.919241189956665,1.1407464295625687,3.529972177743912
2019-04-22 13:00:00,-3.858430290222168,-14.590565299987793,-0.7618411630392075,-0.5757184319198132,1.2206786394119262,-0.4423532091081143,0.39695858173072335,-0.8671289950609207,0.42609659880399703,5.799479675292969,-0.35101706981658937,0.34499532803893096,0.2868055887520313,-0.17090603858232498,0.7901646450161934,0.3253267988562584,-0.9704576119780542,6.102202749252319,0.9172551095485687,2.8953507959842684
2019-04-22 14:00:00,1.0227175474166867,-11.331977653503419,-0.48253541737794875,-0.9192337989807129,-0.4009609788656235,-0.5953535214066504,0.43085205368697643,-0.7044480949640274,-0.554922154545784,4.448461699485779,-0.3440802440047265,-0.28735120727214963,0.1500531550496817,-0.026906567940022774,0.5954721797257662,0.20915261246263986,-0.9561298988759515,4.7949402093887326,0.6937635734677315,2.30039322078228
2019-04-22 15:00:00,5.090340757369995,-10.078674697875979,-0.3428825534880162,-1.1534487515687943,-1.6982728004455567,-0.7483538150787353,0.024130623601377018,-0.5254991807043552,-0.7184252858161926,3.3676479339599608,-0.3579538032412529,-0.6562200888991356,0.21842937190085648,-0.31490551084280016,0.40077975094318397,0.09297843986423682,-0.9561298988759515,3.5693810105323793,0.6192664667963982,1.7054359421133996
2019-05-10 10:00:00,-19.315396118164063,-21.3583984375,-0.06357684805989265,-0.013602389395236992,4.572067046165466,0.06764779090881345,-0.21312351897358894,-1.02980979681015,-0.8819282948970795,7.060429430007934,-0.48975310772657393,-0.6562200888991356,-1.012342742085457,-0.6509043470025062,0.7252671726047993,0.518950355052948,-0.963293814659119,8.38991184234619,0.3957750285044313,4.600895357131958
