,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_OX_04,SHAP_OX_05,SHAP_TEMP_24,SHAP_WS_01,SHAP_OX_17,SHAP_TEMP_08,SHAP_OX_03,SHAP_OX_22,SHAP_TEMP_09,SHAP_OX_18,SHAP_OX_23,SHAP_HUM_24,SHAP_TEMP_07,SHAP_TEMP_20,SHAP_TEMP_18,SHAP_TEMP_10,SHAP_TEMP_22,SHAP_TEMP_19,SHAP_PM25_01,SHAP_TEMP_21,SHAP_OX_06,SHAP_HUM_05,SHAP_WS_02,SHAP_OX_21,SHAP_OX_10,SHAP_TEMP_02,SHAP_HUM_02
2020-03-21 11:00:00,4.27580828666687,-0.7054115474224091,6.074216747283936,-0.34120875895023345,-0.18872244507074357,-0.12045372501015664,0.7630350112915039,0.07475787163712082,2.299458014965057,-0.30073452219367036,0.9970094799995423,0.2508899899199605,-0.17959662862122056,0.22623374704271554,-1.9941417574882507,3.8532917499542236,-0.30291111255064607,-1.160789144039154,-0.6196371549274773,0.9231471344828606,-0.9594170928001404,-0.0994258644990623,0.631854222342372,-0.21093183904886245,-1.6276919007301331,0.09820632748305795,0.6575973898172378,-0.3055278867483139,1.036862090229988,-2.597619581222534
2019-09-24 05:00:00,-13.658831882476807,5.064737677574158,-3.0242901802062994,-0.30289542283862836,-0.3381618350744247,-1.3585074782371518,-0.978139454126358,-0.2947303235530853,-1.6405049085617065,0.062053181976079966,-0.9094022750854492,-0.4621457301080227,-0.06509211806987877,-0.2557723708450794,0.30902531556785107,-2.638944292068482,0.48828388340771206,-0.0675620692782104,0.26321916654706,1.7511939346790313,-0.13073510378599168,-0.2497652217745781,1.0807062238454819,-0.7118070423603058,0.30015739537775515,0.05256156940013168,-0.24987046420574188,-0.3832998231053353,-7.664926052093506,0.8756196439266205
2019-04-10 09:00:00,0.05589273958466948,-14.98408670425415,-3.1785021305084236,-0.368879434466362,-0.05686407741159201,2.116031062602997,-0.8267327845096588,0.3355730444192887,2.1963186383247377,-0.31585063785314565,1.0565851271152495,0.23986339401453738,-0.2177647218108177,0.27787744980305434,-1.591088533401489,3.6178234100341795,-0.652508432418108,-1.1119845509529112,-0.6284655256196856,-0.9211390882730484,-0.989369559288025,-0.15956162065267562,-0.24544691611081362,-0.17515502497553825,-0.3235586881637573,0.04160680435597894,0.6575973898172378,-0.28330718204379085,13.32174072265625,0.8756196439266205
2019-10-25 00:00:00,1.63836110830307,-2.954790329933167,-3.1785021305084236,-0.34759431183338163,-0.14476966112852097,-0.28020254088332874,0.3088155880570411,-0.2512611001729965,0.23665053164586425,-0.2856184013187885,-0.8498269557952881,-0.1607595890760422,-0.08894724724814293,-0.3418448746204376,0.13628770429641004,0.3885232292115688,-0.3213107787072659,-0.8874824225902558,-0.13406603820621968,0.4338468933477998,-0.8495918452739716,-0.18962948620319367,0.3054166205227375,0.039505737298168225,0.30015739537775515,0.05621316886972635,-0.2765605497406796,-0.11665312261320651,1.1392365455627442,0.8756196439266205
2019-04-14 09:00:00,9.023214960098267,-4.0305811882019045,4.377886629104614,-0.3390801891684532,-0.13597912155091763,1.3572238802909848,-0.902436250448227,0.5529189810156823,1.7837573289871216,-0.2100376557558775,1.5331881880760192,0.1626792503520846,-0.2750168900936842,0.39837881624698634,-1.6198776841163636,2.945051789283752,-0.5053096365183591,-0.9167654752731323,-0.47838007523678244,-0.6576695784926414,-0.9394493103027344,-0.009222269477322676,-0.0006186917424201744,0.07528255921788511,-1.003976172208786,0.021523106843233136,0.9244994461536408,-0.13887363560497762,3.5962119102478027,-2.2044226884841915
2019-10-18 05:00:00,-2.581554555892945,-1.48780397772789,-3.1785021305084236,-0.3582368403673172,-0.10081682931631804,1.1176006376743317,-0.523920226097107,-0.09911889918148517,0.4223034830065444,-0.3611991196870804,-1.3264303326606748,-0.08357520252466204,-0.1271153837442398,-0.44513182546943425,0.2514460203470662,0.6239931710064411,-0.6709084808826447,-0.946048092842102,-0.22235190626233817,-0.5447541683912277,-0.9594170928001404,-0.09365525026805699,-0.20464227832853793,0.14683616892434656,0.526962885260582,0.028826298750936986,-0.41001180950552224,-0.3944100752472878,-0.39637365713715556,0.941152548789978
2019-05-02 09:00:00,-2.0540658235549927,0.17478151638060807,-1.63638174533844,-0.3199236132204532,-0.2238846652209759,-1.558193825185299,-0.599623441696167,0.16169636473059656,0.7110965430736542,-0.10422454373911023,1.0565851271152495,-0.05417193062603474,-0.1939097070135176,0.2434483961900696,-0.4970835030078888,1.0612940192222595,0.5066838510334492,-0.7020242422819137,-0.25325172320008277,2.3157721519470216,-0.41029047495685517,-0.3099009796977043,1.3255341470241548,-0.13937819488346576,0.526962885260582,0.028826298750936986,0.6842875361442566,-0.11665312261320651,-1.1129917711019517,0.8756196439266205
2019-11-12 22:00:00,-9.438917636871338,-5.98656301498413,-1.9448050379753117,-0.3603654257953168,-0.06565463319420814,2.3955920815467833,-0.978139454126358,-0.2729957148432732,-0.27905148733407265,-0.1646891877055168,-0.5519500762224198,-0.2893999863415957,-0.0841761916875839,-0.23855782821774482,0.28023578599095345,-0.1496933199465275,-1.462103897333145,-1.5024229288101192,0.016019416647031916,-1.9750162601470946,-1.4885761439800258,-0.18962948620319367,-1.0411386132240295,0.43305040150880814,-2.0813040137290955,0.048909976868890204,-0.08972905352711677,-0.027770825289189838,2.9819682836532593,0.02369319386780262
2020-03-12 06:00:00,-7.856449794769287,-12.05011034011841,-0.4026854284107685,-0.34759431183338163,-0.13597912155091763,1.9163447499275208,-0.523920226097107,0.40077708214521407,1.9075251221656806,-0.13445680360309775,0.1033790662535466,0.08549493700265884,-0.21299367565661673,-0.3418448746204376,0.28023578599095345,3.348713827133179,-0.22931161671876907,-0.8289164245128632,-0.412165779620409,-0.24364605862647296,-0.7797029823064805,-0.3099009796977043,0.1830023858696222,0.36149693280458456,-0.43696175515651703,0.012394142150878945,0.36400466263294223,-0.17220447026193142,10.250519943237304,0.22029170319437985
2019-10-03 07:00:00,-5.746492338180543,3.010955882072449,-2.561653137207031,-0.35397977456450463,-0.10081682931631804,-1.7978170424699784,-1.3566557049751282,1.2266919564455747,-0.670985072851181,-0.30073452219367036,0.8778588235378265,-0.2746984388679266,-0.37043716413900263,0.05408873083069919,-0.2667666994035244,-1.1252111434936523,1.7210761517286304,0.2545496523380279,0.007190952287055552,3.78367223739624,0.3185502395033836,0.17118494678288698,2.325249445438385,0.28994324207305905,0.016649954672902815,0.01604572348296643,0.9778801202774048,-0.10554281380027533,-4.696081805229187,0.7445543229579925
