,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_OX_04,SHAP_OX_05,SHAP_TEMP_24,SHAP_WS_01,SHAP_OX_17,SHAP_TEMP_08,SHAP_OX_03,SHAP_OX_22,SHAP_TEMP_09,SHAP_OX_18,SHAP_OX_23,SHAP_HUM_24,SHAP_TEMP_07,SHAP_TEMP_20,SHAP_TEMP_18,SHAP_TEMP_10,SHAP_TEMP_22,SHAP_TEMP_19,SHAP_PM25_01,SHAP_TEMP_21,SHAP_OX_06,SHAP_HUM_05,SHAP_WS_02,SHAP_OX_21,SHAP_OX_10,SHAP_TEMP_02,SHAP_HUM_02
2019-04-06 12:00:00,-1.3753931760787963,-14.658318328857423,4.830733180046081,-1.3162321388721465,-0.9841140046715736,2.6338890194892888,-0.31284139603376393,0.8660348355770111,6.4843226909637455,-1.314200627803802,-0.9320816189050675,2.600369012355805,0.6403906412422657,-0.8136700630187989,-1.8227380454540252,6.8825428009033205,-2.52447669506073,-3.7868860721588136,0.2938772857189179,-1.6412234961986543,-3.688928031921388,-0.5095931798219681,-1.2872306853532796,-1.1023743093013763,-0.4424499625340104,-0.055893221410224195,-0.0731848157942295,-1.8717708706855773,7.648726606369019,-0.5336684793233871
2019-04-06 13:00:00,1.375031715631485,-14.310696125030518,5.343935966491699,-1.5214851021766664,-1.0156623750925065,1.9873437941074372,-0.31284139603376393,0.37001993730664257,7.091513061523438,-1.5182449817657473,-0.8457162857055665,2.557848942279816,0.6755051337182522,-0.7167939990758896,-1.7486961215734482,6.27981231212616,-3.7109439849853523,-4.100185680389404,0.3199353665113449,-1.9460214793682098,-3.9425767421722413,-0.5095931798219681,-1.4006705671548847,0.286242338269949,-0.3117399602691876,-0.49732505530118953,-0.0957982674241066,-1.3550332546234132,5.77839081287384,-0.5331488236784935
2019-04-06 14:00:00,2.4752016186714174,-14.48450813293457,5.087334775924683,-1.6856874763965606,-1.0419527810066938,2.2746971964836122,-0.9351346611976623,1.2203312993049622,6.42360405921936,-1.7733002662658692,-0.9320816189050675,2.770450007915497,0.7369557440280915,-0.6845018625259399,-1.7486961215734482,4.964764952659607,-3.9266650915145873,-4.601465082168579,0.3151976495981217,-2.073020640015602,-4.259637880325317,-0.7170801430940629,-1.8998063445091251,0.7763423077762128,0.01503489650785923,-0.49732505530118953,-0.14102528989315033,-0.7521724089980125,5.634518361091613,-0.5321094617247581
2019-04-18 13:00:00,3.5753714799880982,-11.529706478118896,3.291125535964966,-1.4393837273120882,-0.9788559645414352,6.153969049453736,-1.4329692542552948,-0.0551358175929636,5.9378509521484375,-1.5182449817657473,-0.9320816189050675,2.3665075838565826,0.7457344487309456,-0.7490860134363174,-0.736791056394577,5.183939504623413,-5.328853678703308,-6.355941843986512,0.274925933778286,-3.16521275639534,-5.908355808258057,-1.1320538580417632,-2.4896939456462865,-1.2657411098480225,-1.0306446433067324,-1.5273326188325878,-0.16363879442214965,0.28130327416583895,5.130966544151306,-0.540424770116806
2019-04-18 14:00:00,4.125456523895264,-9.096340656280518,4.060929322242737,-1.6856874763965606,-1.031436586007476,6.44132251739502,-1.184051936864853,-0.0551358175929636,5.209221982955933,-1.8753225386142731,-1.191177874803543,2.3665075838565826,0.7896277196705341,-0.7167939990758896,-0.7121104933321477,3.211368191242218,-5.598505306243896,-6.857221031188965,0.2938772857189179,-3.292212176322937,-6.542476749420167,-1.547027575969696,-2.580446004867554,0.20455901995301246,-0.7038698382675648,-1.1594726383686065,-0.16363879442214965,0.28130327416583895,4.483542466163635,-0.5362670183181764
2019-04-18 15:00:00,3.5753714799880982,-9.965399503707886,5.087334775924683,-1.9730417370796203,-1.0629850536584855,6.584999227523804,-1.5574279546737668,-0.2677137216553092,3.023335027694702,-2.232399994134903,-1.191177874803543,2.1113861203193665,0.7896277196705341,-0.8136700630187989,-0.6874299288727344,2.8826063334941865,-6.137808227539063,-7.045200634002685,0.2938772857189179,-3.393811655044556,-7.0497743606567385,-1.547027575969696,-2.693885815143585,1.0213923647999763,-0.5078049257397652,-1.0123288303613662,-0.25409274697303774,0.539672177284956,3.4764384746551515,-0.534707947075367
2019-04-19 10:00:00,-8.526498079299927,-12.398765754699708,-1.0710965096950533,-0.08471415489912033,-0.8631784856319428,4.501686859130859,1.0562037736177445,2.7792358398437504,5.269941186904907,0.012087461352348328,0.44976501613855363,2.1326464772224427,0.420924411714077,-0.42616568356752393,-1.0329584419727325,5.45790729522705,-1.9312429785728455,-2.6590083360672,0.2536057062447071,-2.022220879793167,-1.976798552274704,-0.9245670229196549,-1.0376628130674361,-1.3474242746829987,-1.651516968011856,0.4591105805709958,0.2886310610920191,-0.5799264043569565,5.706454324722292,-0.5492597326636315
2019-04-19 11:00:00,-6.326157188415527,-12.920200061798099,-1.0710965096950533,-0.45416949689388275,-0.8579203963279725,3.99881820678711,0.4339105382561684,2.283220660686493,5.512817478179933,-0.7020676583051682,0.5361304342746737,2.1326464772224427,0.43848164677619933,-0.2001214936375618,-1.2057226836681365,5.677082467079162,-2.254825031757355,-3.6615665197372436,0.2678190872073174,-1.6666232019662857,-2.8011569976806645,0.32035438269376754,-1.1511026233434678,-1.5924744248390197,-1.4881295487284656,0.3119666192680597,0.2660175489261747,-0.4076805118471384,4.843222379684448,-0.5451020598411561
2019-04-19 12:00:00,-1.3753931760787963,-11.703519201278686,-0.044691370782675224,-1.0288777679204941,-0.905243045091629,3.352272796630859,0.4339105382561684,1.3620499312877654,5.755693674087525,-1.1101563155651095,0.44976501613855363,2.217686766386032,0.4999322198331356,-0.16782949166372413,-1.4031676352024083,5.786669659614564,-2.955919241905212,-4.41348557472229,0.2678190872073174,-1.7936225175857543,-3.8157522439956666,-0.7170801430940629,-1.2872306853532796,-1.6741578340530396,-1.1286772906780242,-0.055893221410224195,0.3338580645620823,-0.14931157566606998,5.059031081199646,-0.5451020598411561
2019-04-19 13:00:00,4.675541329383849,-10.139211463928223,0.7251125305891037,-1.357282736897469,-0.9788559645414352,2.346535670757294,-0.31284139603376393,0.7951756387948989,5.8771318912506105,-1.314200627803802,0.7088612295687199,2.302727472782135,0.6140546467155218,-0.2001214936375618,-1.4772094249725343,4.745590007305145,-3.818804216384888,-4.789444446563721,0.27729499936103824,-1.9460214793682098,-4.5766987800598145,-0.5095931798219681,-1.5821743845939633,-0.9390077948570251,-0.8345797315239907,-0.055893221410224195,0.3790850505232811,0.19518026821315287,4.555478739738464,-0.543023282289505
2019-04-19 14:00:00,7.976051282882691,-8.748716831207275,1.7515177488327027,-1.5214851021766664,-1.0209204822778701,2.705727386474609,-1.184051936864853,0.4408791743218899,4.72346932888031,-1.7733002662658692,0.881592082977295,2.3452477514743806,0.6842838913202287,-0.10324542857706547,-1.5759319067001347,2.7182254135608668,-4.465968465805053,-5.353383779525757,0.2867705777287483,-2.276219114661217,-4.957172226905823,-0.5095931798219681,-1.945182353258133,0.20455901995301246,-0.5731599096208811,-0.49732505530118953,0.3338580645620823,0.36742627769708636,3.908054304122925,-0.5414641827344895
2019-04-21 13:00:00,-1.3753931760787963,-12.398765754699708,-1.8409001708030701,-1.2751814782619475,-0.9578236758708953,5.579262232780457,-0.5617587059736253,-0.33857295429334044,6.302164888381958,-1.2631896197795867,-1.1048124074935912,2.5791090786457063,0.7457344487309456,-0.6845018625259399,-1.0329584419727325,5.1291461944580075,-6.137808227539063,-6.982540512084961,0.29861508458852765,-3.3176120698451994,-6.922950649261475,-1.1320538580417632,-2.580446004867554,-0.7756410121917725,-1.1286772906780242,-0.7180409580469131,-0.25409274697303774,0.539672177284956,5.922262382507325,-0.5477005794644355
