,SHAP_OX_01,SHAP_HUM_01,SHAP_TEMP_01,SHAP_SPM_01,SHAP_OX_06,SHAP_PM25_04,SHAP_TEMP_02,SHAP_HUM_20,SHAP_PM25_14,SHAP_TEMP_11,SHAP_WD_01,SHAP_OX_05,SHAP_PM25_03,SHAP_TEMP_12,SHAP_PM25_13,SHAP_PM25_22,SHAP_PM25_05,SHAP_TEMP_13,SHAP_PM25_21,SHAP_TEMP_14
2019-12-13 20:00:00,-3.690136289596558,-0.8534958600997925,-4.5442540645599365,-0.07317970246076581,-0.5960596561431885,-0.0006512867286801064,2.894033646583557,-0.9958081334829331,-0.42188763841986654,3.8562272787094125,-0.6932353913784027,-0.6394279658794403,-0.02595792673528192,-0.3338088370859623,0.30275003835558895,-0.07287552654743193,0.16181257441639899,-0.5840026140213013,-0.3789273366332054,-1.1577788442373276
2019-04-26 03:00:00,-4.893006896972656,-0.15878928974270823,-0.3839367315173149,-0.28253301829099653,-0.5079708158969879,-0.31993507221341133,-1.9433688879013062,0.02157836463302377,-0.7320172160863876,0.29326981380581857,-0.555202603340149,-0.3345255121588707,0.13285175710916516,0.18726196754723792,0.030221083015203477,0.07093321196734902,-0.07981898039579394,0.4861733127385378,-0.22597144620958715,-0.9558825895190237
2020-02-05 11:00:00,-3.088700914382934,-1.116357582807541,-2.96112333536148,0.09430302717364611,-0.41988208293914797,-0.23285778500139717,2.0288064479827876,-1.1882871359586715,-0.4616478204727173,4.362079429626465,-0.27913685888051987,-0.38534255772829057,-0.02595792673528192,-0.3729647032916546,0.25319919660687445,0.25899105817079543,-0.03588597401976586,-0.5782483264803886,-0.022030445747077486,-1.1488555684685706
2019-08-31 01:00:00,-5.49444260597229,-0.15878928974270823,2.377335262298584,0.05243232436478138,-0.772237366437912,-0.14578038674953858,-4.460392689704895,0.02157836463302377,-0.49345600605011,-0.4765050709247589,0.27299431413412095,-0.7410616248846054,-0.02595792673528192,0.2746087221428752,0.06738414093852045,0.13730660006403922,-0.16768498923629524,0.6242604315280914,-0.17498623020946977,-0.9224188521504402
2019-09-20 17:00:00,4.72995891571045,-0.7220650970935821,1.346459957957268,0.1361736822873354,-0.5520152360200882,0.43473588265478613,-3.3985224723815923,-0.03341540619730952,-0.4616478204727173,1.1510185495018959,-0.07208769805729388,-0.3345255121588707,0.5210530810058117,0.057747196406126036,0.33991303164511916,-0.15031112283468245,0.5572095006704332,0.19849178977310658,-0.5148880004882812,-1.0049623757600785
2019-12-29 23:00:00,-2.4872666358947755,-0.6845129668712616,-4.801972842216492,0.1361736822873354,-0.41988208293914797,-0.1748061578720808,3.208661949634552,-1.1332933455705643,-0.4377916678786278,3.636292386054992,0.27299431413412095,-0.38534255772829057,0.18578827381134028,-0.27356931790709493,0.2903622880578041,0.037746551446616636,-0.07981898039579394,-0.3711179412901401,-0.34493726789951323,-1.1421630952507256
2019-09-10 05:00:00,-12.11023321151733,-0.4028754264116287,3.1873076677322394,-0.03130903013516215,-1.3448145449161528,-0.1748061578720808,-5.28628854751587,-0.19839712111279367,-1.1375700771808623,-0.9603634078055621,-0.0030713044106959906,-1.3508665800094606,-0.043603475717827654,0.35593200027942656,-0.40334798507392405,-0.07287552654743193,-0.12375205270946026,0.8659128874540329,-0.3789273366332054,-0.8711081160232425
2019-04-21 08:00:00,2.9256518125534057,-0.4967547804117203,-1.414811611175537,0.5130097314715385,-0.2437046453356743,-0.029677102901041495,0.41633962616324427,-1.2982745140790939,-0.46959978342056274,2.5586070895195006,0.27299431413412095,-0.02962339930236337,0.07991514233872295,-0.08080331794917583,0.32752523198723793,0.13730660006403922,0.030013525858521444,-0.04316101353615522,-0.07301582959480585,-1.05181148648262
2019-07-29 05:00:00,-9.704489135742188,-0.2338926184922457,3.1504912614822387,0.1780443735420704,-1.3448145449161528,-0.1748061578720808,-5.561587810516359,-0.7483358800411224,-0.5650243192911149,-1.2682730421423913,0.06594508998095987,-1.2492321491241456,-0.02595792673528192,0.41315936031751344,0.37707605119794607,0.026684385351836704,-0.21161790355108684,0.8659128874540329,-0.17498623020946977,-0.8800317071378231
2019-07-16 20:00:00,-9.103055000305176,-0.15878928974270823,1.0887417033314704,-0.1150503883138299,-0.9484145879745484,-0.029677102901041495,-3.241208076477051,0.02157836463302377,-0.4775518000125885,0.3812440849840641,0.27299431413412095,-1.1475979268550873,0.13285175710916516,0.1571421123109758,0.21603624746203418,-0.039688996970653534,0.030013525858521444,0.3653470519930124,-0.41291768699884424,-0.9714991509914397
