,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_OX_03,SHAP_WS_02,SHAP_TEMP_06,SHAP_TEMP_22,SHAP_TEMP_02,SHAP_WS_01,SHAP_NO2_02,SHAP_OX_02,SHAP_TEMP_04,SHAP_TEMP_03,SHAP_TEMP_23,SHAP_OX_07,SHAP_OX_04,SHAP_WD_04,SHAP_TEMP_21,SHAP_OX_18,SHAP_OX_20,SHAP_SPM_05,SHAP_NOX_02,SHAP_TEMP_24,SHAP_WS_05,SHAP_SPM_21,SHAP_NOX_15,SHAP_NO2_11,SHAP_NO2_17,SHAP_NO2_01,SHAP_TEMP_07
2019-04-22 12:00:00,-18.782567405700682,-11.602702713012697,-0.9160106778144836,-0.188520235568285,0.12874859012663364,5.934915351867676,-1.6012280881404877,4.640435004234314,0.857295748591423,-0.18612308129668234,5.499460983276368,3.3404979944229125,0.4611282467842102,-2.14779806137085,0.7037804260849952,-1.7438145518302914,-0.7941887080669403,-0.7398890368640424,0.25611485242843635,-0.2907830201089382,0.08048054294195024,-0.19544433206319808,2.862744402885437,-0.07939835619181393,0.4752183496952057,-0.671990129351616,0.4916870802640914,-0.8903041899204254,-0.017961283493787013,-0.15740260668098927
2019-04-22 13:00:00,-7.3107527732849125,-9.80483694076538,-0.3513656422495842,0.041689988970756535,0.08124100843269844,5.253334093093872,-1.8233696550130845,3.481476104259491,0.40268574729561823,-0.18612308129668234,2.5154001951217646,2.6010202407836913,0.35048975944519045,-2.062232345342636,0.9514323860406876,-1.1271673738956451,-0.6731727898120881,-0.7398890368640424,0.16274360418319705,-0.1671294982545078,0.3289960265159607,-0.12827055267989634,2.8957554340362543,0.3840928629040718,0.20164698883891105,-0.9244253873825073,0.5183265760540963,-0.7569049835205078,-0.0651951443403959,-0.10093082264065742
2019-05-10 11:00:00,-10.439429759979246,-9.625050926208496,1.4366769790649414,-0.10219133906066417,-0.5363577038049698,6.44610071182251,-1.2983078122138978,3.9965689182281503,-0.23376819714903832,0.07564089708030222,3.892659044265747,3.004371535778046,0.3366599727422,-1.7770127356052399,0.7656934022903441,-1.3514026641845702,-0.6731727898120881,-0.5874599099159241,0.5362284183502197,-0.1671294982545078,-0.665065860748291,0.07325074234977363,2.598655605316162,-0.2647948369383812,-0.3112992197275162,-0.35644607096910474,-0.5472509674727918,-0.7569049835205078,-0.18327976651489736,-0.18160488680005074
2019-05-10 12:00:00,-5.224968481063843,-8.5463312625885,1.4366769790649414,0.1424069819971919,-0.4888500839471817,5.082939100265504,-1.3386971995234491,2.7732233285903933,0.6754517167806625,0.4246595799922943,0.6790553390979767,1.9959929466247561,0.28134067840874205,-1.634403109550476,0.7037804260849952,-0.7908143430948258,-0.7941887080669403,-0.6192160114645958,0.4739809572696686,-0.14810586981475354,-0.19909934997558593,0.3419457882642746,2.4666112899780273,-0.17209659740328792,-0.7558525979518891,0.33775083869695666,-0.3074960213154555,-0.623505774140358,-0.18327976651489736,-0.13723407238721846
2019-05-10 13:00:00,-1.0533986508846283,-7.108038377761841,2.0954294085502623,0.3438409537076951,-0.013774182647466614,3.776575708389282,-1.4396705254912376,2.3869037628173833,0.5845297247171402,0.4246595799922943,-0.46866031885147097,1.7270918130874633,0.14995744097977876,-1.691447114944458,0.022737470082938683,0.1621856736019254,1.0210498511791228,-0.6509720236063006,0.41173345744609835,-0.15761769656091928,-0.3854859694838525,0.3419457882642746,2.3015559196472166,-0.35749307274818415,-0.790049022436142,1.2843829989433289,-0.2808565624058247,-0.2900077685713768,-0.18327976651489736,-0.04042514637112615
2019-05-10 14:00:00,3.1181705713272097,-5.849533414840698,1.9072143793106076,0.41578164249658583,-0.061281772702932336,2.072623527050019,-1.540643991529942,1.8718107283115386,0.4936076834797859,0.4246595799922943,-1.386832880973816,1.0884519577026368,0.10846798121929166,-1.8340566992759704,-0.3487405151128769,0.9470092982053757,0.77901811003685,-0.676376873254776,0.16274360418319705,-0.13859406281262635,-0.2922926738858223,0.4091195911169052,2.3675780653953558,-1.1917773187160492,-0.3112992197275162,2.6096679091453554,-0.12101995665580031,0.37698825299739835,-0.18327976651489736,0.05235017258673906
2019-05-10 15:00:00,3.1181705713272097,-4.950600147247313,2.0954294085502623,0.47333421409130094,-0.10878936983644964,1.6182363629341125,-1.6214228436350822,1.42110445946455,0.3117637469433248,0.4246595799922943,-2.3050052881240846,0.8867762744426727,0.05314875170588492,-1.976666390895844,-0.9678704619407654,1.2273034930229187,1.0210498511791228,-0.7208353832364083,-0.3041124038398266,-0.11957044936716557,-0.1680349141359329,0.4091195911169052,2.532633447647095,-1.0990790247917175,-0.6532633781433106,2.6096679091453554,-0.04110164269804954,1.3774823427200318,-0.15966286174952982,0.1733614314347505
2019-05-10 16:00:00,13.547095012664794,-7.2878256320953385,1.4366769790649414,0.5308867517858744,-0.2038045465946198,0.5390666753053666,-1.7627856954932213,1.0991714227944613,-2.1431300401687623,0.337404902279377,-2.3050052881240846,0.6178752541542053,0.004744392633438105,-2.0907542288303373,-2.0203914761543276,1.4515387296676634,-0.6731727898120881,-0.7398890368640424,-0.8332158401608467,-0.04347596764564514,-0.1680349141359329,0.2747720271348953,2.6976888895034787,-0.17209659740328792,-0.5164777159690856,1.4106005847454073,-0.14765939125791194,2.0444783568382263,0.029272574326023437,0.20563106136396528
2019-05-10 17:00:00,3.1181705713272097,-11.422916603088378,0.11917184591293335,0.5308867517858744,-1.4865094542503354,0.19827622696757316,-1.8233696550130845,1.9361974239349364,-2.1431300401687623,-0.3606324255466461,-4.600436592102051,0.38258694410324096,-0.029830135777592658,-2.290407764911651,-2.887173163890839,1.6757740378379822,0.5369862884283065,-0.8224547564983368,-1.0822057843208313,0.09920115843415263,-0.1680349141359329,-0.26261807829141615,2.829733204841614,-0.2647948369383812,-0.2771028123795986,1.3474918246269225,0.06545610986649988,1.91107919216156,-0.017961283493787013,0.28227155851200225
2019-05-10 20:00:00,-15.653891277313232,-15.198433399200436,-0.3513656422495842,0.47333421409130094,-0.9639260530471802,-0.9376919627189636,-2.5705731093883513,4.511661791801453,0.1299197761807591,-2.0184709548950197,0.6790553390979767,1.4245782673358915,0.26059596936684104,-3.0890219271183006,-3.692041850090027,1.6757740378379822,-0.06809325581416487,-1.0129911868236376,-1.0822057843208313,0.34175230171531445,0.11154497051611541,-1.5389195561408995,3.5889885425567627,-3.045742154121399,-0.14031712748110292,1.0319477021694183,0.4916870802640914,0.8438854515552521,0.5016111373901366,0.3669794520072174
