,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_OX_03,SHAP_WS_02,SHAP_TEMP_06,SHAP_TEMP_22,SHAP_TEMP_02,SHAP_WS_01,SHAP_NO2_02,SHAP_OX_02,SHAP_TEMP_04,SHAP_TEMP_03,SHAP_TEMP_23,SHAP_OX_07,SHAP_OX_04,SHAP_WD_04,SHAP_TEMP_21,SHAP_OX_18,SHAP_OX_20
2019-04-22 12:00:00,-19.14635276794434,-12.279829597473144,-0.6444922089576721,-0.4832562871277332,0.07246045910433166,6.019307851791382,-1.0092138156294823,4.80244014263153,0.6762151271104813,-0.23788825273513795,5.635506200790405,4.9227615118026735,0.19175086617469791,0.22399504426866765,0.3405787259340286,-1.7606745779514312,-0.6394645392894744,-1.5135241746902466,-0.8589285910129547,-0.3811960870400071
2019-04-22 13:00:00,-7.403966331481934,-10.408060550689695,-0.2213204052299261,-0.15123356953263284,0.020292456634342655,5.36994502544403,-1.1033622950315476,3.5317744970321656,0.2542088753543794,-0.23788825273513795,2.496739935874939,3.9048284530639648,0.14504369944334028,0.2178865449503064,0.6171637453138828,-1.1454157888889314,-0.5436414748430252,-1.5135241746902466,-0.8423299282789231,-0.5498191133141518
2019-05-10 11:00:00,-10.606435966491699,-10.220883083343507,1.1187237083911896,-0.3587477322667837,-0.6578916370868683,6.50633020401001,-0.8808296710252762,4.096514749526977,-0.3365997940301896,0.03409365266561505,3.945400905609131,4.460064697265625,0.13920527733862395,0.1975248860195279,0.4097250014543534,-1.3691462099552154,-0.5436414748430252,-1.194252109527588,-0.9087242260575294,-0.5498191133141518
2019-05-10 12:00:00,-5.268987941741943,-9.097821998596192,1.1187237083911896,-0.005973612144589399,-0.605723637342453,5.207603931427001,-0.8979475617408752,2.7552567958831786,0.5074126109480858,0.3967362150549889,0.5651914179325104,3.0719741940498353,0.1158518258482217,0.1873439785093069,0.3405787259340286,-0.809820082783699,-0.6394645392894744,-1.2607670451514423,-0.8976585552096367,-0.5757611572742463
2019-05-10 13:00:00,-0.9990295767784119,-7.600406312942505,1.6124241948127747,0.2845462903380394,-0.08404356241226194,3.9629918813705443,-0.9407422922551631,2.3317013144493104,0.423011327534914,0.3967362150549889,-0.6420262575149536,2.7018165826797493,0.060387077555060384,0.19141629319638015,-0.42002991735935213,0.1410345159471035,0.7978816151618957,-1.3272821389138698,-0.886592835187912,-0.5627901315689087
2019-05-10 14:00:00,3.2709285020828247,-6.290167665481567,1.4713669717311864,0.38830342590808864,-0.1362115791998803,2.3395839810371397,-0.9835370868444443,1.766961145401001,0.33861011154949666,0.3967362150549889,-1.6078004360198974,1.8226924538612366,0.042871925793588186,0.20159714587498456,-0.8349073350429534,0.9240911692380905,0.6062354624271393,-1.3804941736161707,-0.8423299282789231,-0.5887321427464485
2019-05-10 15:00:00,3.2709285020828247,-5.354282999038697,1.6124241948127747,0.4713091030716896,-0.18837957940995692,1.9066753089427948,-1.017772800475359,1.2728133738040923,0.16980765573680398,0.3967362150549889,-2.573574590682983,1.5450744450092317,0.019518361892551205,0.2117780290544033,-1.526369869709015,1.2037543058395386,0.7978816151618957,-1.4736152164638043,-0.759337118268013,-0.6146741360425949
2019-05-10 16:00:00,13.945824050903322,-7.787582969665527,1.1187237083911896,0.5543147966265678,-0.29271561056375506,0.878517082799226,-1.0776854410767558,0.9198506474494934,-2.109025633335114,0.30607559382915495,-2.573574590682983,1.1749169290065766,-0.0009159846231341625,0.2199227062985301,-2.701855838298798,1.4274847209453583,-0.5436414748430252,-1.5135241746902466,-0.6652786552906036,-0.7184421941637993
2019-05-10 17:00:00,3.2709285020828247,-12.092652130126954,0.13132280739955607,0.5543147966265678,-1.701251846551895,0.5538355678319931,-1.1033622950315476,1.83755362033844,-2.109025633335114,-0.4192095369100571,-4.988010358810425,0.8510291904211045,-0.015511938929557803,0.2341758817434311,-3.669903111457825,1.6512153446674347,0.4145893037319183,-1.686463139951229,-0.6210157081484795,-0.9130071580410004
2019-05-10 20:00:00,-15.94388313293457,-16.023368644714356,-0.2213204052299261,0.4713091030716896,-1.1274037599563598,-0.5284361138939857,-1.4200432237703353,4.66125521659851,0.0010051812976598433,-2.1417617559432984,0.5651914179325104,2.2853894948959352,0.10709413439035412,0.29118872061371803,-4.568804287910462,1.6512153446674347,-0.06452607661485668,-2.0855531454086305,-0.6210157081484795,-1.2437677830457687
2019-05-10 21:00:00,-0.9990295767784119,-16.959252643585206,-0.2918490365147591,0.2845462903380394,-0.397051626443863,0.17504047900438308,-1.4713969477917996,4.943625426292419,0.423011327534914,-2.232422554492951,1.7724090814590454,2.563007640838623,0.13920527733862395,0.3156227499246597,-4.568804287910462,1.4274847209453583,0.03129700082354245,-2.218583390116692,-0.670811477303505,-1.2502532690763473
2019-05-11 11:00:00,-10.606435966491699,-11.343943881988524,-0.15079172644764183,-0.3587477322667837,-0.34488359391689305,5.965194201469421,-0.4871181666851044,4.308292865753174,0.5074126109480858,-0.781852126121521,5.152618980407715,4.6451431035995485,0.18591238558292394,0.10793329440057278,1.585211110115051,-1.4810114145278932,0.7978816151618957,-0.48919289708137514,-1.0747098647058009,0.007933971285819996
2019-05-11 12:00:00,1.1359494268894197,-8.161937141418456,0.6250232577323913,-0.10973073849454518,-0.08404356241226194,5.36994502544403,-0.4443234547972679,3.1788116693496695,0.33861011154949666,-0.6005308389663697,0.5651914179325104,3.8122891187667847,0.12460935320705176,0.09368007760494948,1.2394798964262006,-0.809820082783699,-0.44781836569309236,-0.6621319353580475,-1.0249141402542592,-0.12177606374025343
2019-05-11 13:00:00,6.473396921157837,-6.851698350906372,1.3303096115589146,0.2845462903380394,-0.18837957940995692,4.179446220397949,-0.5555897310376168,1.9787387251853943,-1.0962108910083772,-0.23788825273513795,-2.0906874418258665,2.8406255960464475,0.07790231041144585,0.08349921943154186,0.4097250014543534,-0.13862861283123493,-0.3519952937960625,-0.9681010499596596,-0.9972498968243603,-0.17366005182266236
2019-05-11 14:00:00,-5.268987941741943,-5.728637075424194,1.6124241948127747,0.5128119498491287,-1.075235712528229,3.2054013848304748,-0.7524454429745674,1.4845909237861634,-1.2650133430957795,-0.4192095369100571,-3.2979050874710083,2.100310790538788,0.028275961242616145,0.10996945016086102,-0.6966148585081101,0.9240911692380905,-0.06452607661485668,-1.0479189857840536,-1.0747098647058009,-0.2903991036117077
2019-05-11 15:00:00,-4.2014981508255005,-4.979929161071777,0.9071377992630005,0.6165689960122108,-1.1795717120170592,2.069015908241272,-0.8037991598248485,1.0610357642173764,-0.42100100219249725,0.03409365266561505,-0.6420262575149536,1.3137260615825654,0.007841606298461543,0.15680138245224956,-1.526369869709015,1.539350062608719,-0.16034914702177044,-1.194252109527588,-1.0415127890184523,-0.3552541041746736
2019-05-11 16:00:00,12.878334522247314,-7.600406312942505,0.06079416011925783,0.38830342590808864,-0.6578916370868683,1.2031986236572263,-0.8979475617408752,0.7786655753850937,-0.9274084210395813,0.30607559382915495,-0.8834697842597962,0.9898382663726807,-0.009673531726002691,0.16901844814419745,-2.3561245441436767,1.81901296377182,-0.06452607661485668,-1.247464185208082,-0.869994255900383,-0.17366005182266236
