,SHAP_OX_01,SHAP_HUM_01,SHAP_TEMP_01,SHAP_SPM_01,SHAP_OX_03,SHAP_TEMP_02,SHAP_HUM_22,SHAP_PM25_05,SHAP_TEMP_04,SHAP_PM25_22
2019-12-13 20:00:00,-5.169126176834107,-0.1420751202851534,-3.0545736551284786,0.006421603250782939,0.18052707891911263,1.9083869814872743,-0.2162545807659626,0.1429288372397423,0.9279398038983345,-0.26956900819204754
2019-04-26 03:00:00,-7.018346548080444,-0.4331762671470642,1.0684589982032775,-0.024820749089121776,0.19930767249315978,-2.3307692050933833,-0.11344511667266488,0.17921727374196053,0.6603530675172806,-0.0929556713439524
2020-02-05 11:00:00,-4.244515991210937,-0.03192875590175388,-1.4856317222118378,0.03141547506675122,0.10540448203682898,1.1501641042530535,-0.2533802058547735,0.17261935956776137,0.9224787399172782,0.13800029009580614
2019-08-31 01:00:00,-7.942955207824707,-0.4331762671470642,3.8049844026565554,0.02516699763946232,0.2744301840662956,-4.536510896682739,-0.11630088491365312,0.19241303205490112,0.5857200115919113,-0.011441806796938164
2019-09-20 17:00:00,7.775410509109497,-0.19714827314019204,2.7833487987518306,0.03766393383266402,0.03028185698203739,-3.6059615850448608,-0.15628236532211304,0.08354783505201338,0.6239466816186905,-0.36466842591762544
2019-12-29 23:00:00,-3.3199075937271116,-0.21288351565599442,-3.309980344772339,0.03766393383266402,0.08662382066249845,2.1841044962406158,-0.2219661258161068,0.17921727374196053,0.9297602377831936,-0.1337126079946756
2019-09-10 05:00:00,-18.113659477233885,-0.3308975785970688,4.607699847221374,0.01267006257548928,0.4622367098229006,-5.260269641876221,-0.11344511667266488,0.18581521138548845,0.5311105251312256,-0.26956900819204754
2019-04-21 08:00:00,5.001579952239991,-0.29155948162078865,0.04682277552783489,0.0939001663122326,-0.1950858447700739,-0.2628882262855768,-0.2162545807659626,0.16272248271852735,0.8205408558249474,-0.011441806796938164
2019-07-29 05:00:00,-14.415221977233887,-0.40170585811138154,4.571210169792176,0.043912408221512995,0.38711430160328747,-5.501521253585815,-0.11344511667266488,0.1990108989179135,0.536571404337883,-0.1472982820123434
2019-07-16 20:00:00,-13.490611839294436,-0.4331762671470642,2.527939033508301,0.0001731429249048795,0.3683335239998996,-3.468103837966919,-0.11344511667266488,0.16272248271852735,0.6348687075078489,-0.22881207847967744
2020-01-15 06:00:00,-16.264444541931155,-0.41744113266468047,-3.0545736551284786,0.08765165992081164,0.33077234188094734,2.046246147155762,-0.1534265622496605,0.12313519287854433,0.9279398038983345,-0.0929556713439524
2019-12-19 22:00:00,-14.415221977233887,-0.42530869245529174,-2.6167279481887817,-0.024820749089121776,0.31199169233441354,1.4603464961051942,-0.18198476135730743,0.19241303205490112,0.9060959562659263,-0.32391175460070365
2020-02-23 10:00:00,5.001579952239991,0.05461476519703864,-1.412657541036606,0.01267006257548928,-0.10118271093815563,0.943375663459301,-0.2305335707962513,0.16602149065583943,0.8969946190714836,0.21951402742415665
2019-10-25 04:00:00,1.3031415939331055,-0.4331762671470642,0.22925777323544025,-0.018572271708399014,-0.007279453240334968,-1.1589698374271393,-0.11344511667266488,0.02670284584164621,0.7677517831325531,0.5396243741735816
2019-08-20 22:00:00,-4.244515991210937,-0.4331762671470642,3.914446473121643,-0.018572271708399014,0.08662382066249845,-4.915622067451478,-0.11344511667266488,0.17921727374196053,0.5711574882268906,-0.28315447305794805
2019-07-08 03:00:00,-9.792175197601319,-0.4331762671470642,1.5792767763137818,-0.04356612786650656,0.19930767249315978,-2.5375578165054327,-0.11344511667266488,0.21220668256282807,0.6894783765077591,-0.1608839251101017
2020-03-27 05:00:00,15.172288703918458,0.03887956291437149,0.08330974504351615,0.01891853357665238,-0.23264726549386977,-1.0211110889911652,-0.32191967964172363,0.16932043260894714,0.7732128798961639,-0.18805514555424452
2019-07-12 07:00:00,-17.18905258178711,-0.4331762671470642,1.7981982827186584,-0.024820749089121776,0.40589489983394744,-2.6409525632858277,-0.11344511667266488,0.1990108989179135,0.6894783765077591,-0.17446952052414416
2019-09-06 23:00:00,-13.490611839294436,-0.4331762671470642,4.1698554992675785,0.08765165992081164,0.21808839067816735,-5.156875228881836,-0.11344511667266488,0.30127814328297975,0.5383918508887291,0.11082896813750268
2020-01-08 22:00:00,-3.3199075937271116,-0.1263399574905634,-1.0113005220890046,-0.024820749089121776,0.12418511025607584,0.012829269468784321,-0.12201252803206444,0.16932043260894714,0.8296427726745605,-0.06578441169112917
2019-06-07 18:00:00,6.8507989883422855,-0.4331762671470642,1.9441465854644775,0.0001731429249048795,-0.13874402269721026,-2.8822044372558593,-0.1876963652670383,0.22210355699062342,0.6803767770528794,-0.595624440163374
2019-12-02 20:00:00,-4.244515991210937,-0.39383834302425386,-0.46399545669555664,0.0001731429249048795,0.06784317134879528,-0.7453939467668533,-0.18198476135730743,0.20890773907303814,0.804158067703247,-0.06578441169112917
2019-04-23 19:00:00,21.644547843933104,-0.23648638427257537,1.0319721519947052,0.08765165992081164,-0.47679576128721235,-2.123981511592865,-0.17627315819263462,0.04066154025495052,0.6658138558268548,-0.22881207847967744
2019-11-13 06:00:00,3.1523613691329957,-0.03192875590175388,-0.6099435091018677,0.0001731429249048795,-0.007279453240334968,-0.5041410408914089,-0.20768704377114772,0.19241303205490112,0.798697155714035,-0.10654134947108103
2019-07-12 12:00:00,-15.33982973098755,-0.4331762671470642,1.9441465854644775,-0.03106921392027285,0.4434563207440078,-3.088992881774902,-0.11344511667266488,0.18911418840289115,0.6730955570936203,-0.07937003877013919
2019-12-12 03:00:00,2.227751636505127,-0.1420751202851534,-0.6464302837848663,0.0010349881369621228,0.01150119015946981,-0.7109292700886727,-0.1362915977835655,0.19571194797754293,0.7695721298456192,-0.10654134947108103
2019-05-27 03:00:00,33.66448783874511,-0.00045836977660656115,4.24282808303833,0.10639709664974362,-0.6082602590322495,-4.605439281463623,-0.2819383199326694,0.17921727374196053,0.5693373471498491,0.07007202794775366
2019-11-18 22:00:00,8.700017070770263,-0.22861863374710084,1.5063030600547793,0.01891853357665238,-0.026060086395591476,-2.7443457245826717,-0.2048312413971871,0.16932043260894714,0.7076813519001008,-0.06578441169112917
2019-05-04 06:00:00,10.549238586425783,-0.3545002698898315,0.4481798432767391,0.07515473924577233,-0.10118271093815563,-1.1245052099227903,-0.2847940112451852,0.1462278015911579,0.7477284431457519,-0.06578441169112917
2020-01-01 16:00:00,-0.5460778146982193,-0.02406115491176023,-2.3978066921234134,0.0001731429249048795,0.06784317134879528,1.4258813083171844,-0.2419569931924343,0.23859830684959887,0.889712929725647,-0.35108299581333996
2019-09-23 14:00:00,-17.18905258178711,-0.4331762671470642,4.279313445091248,-0.0060753406025469,0.42467555538751184,-4.846692848205566,-0.14485907629132272,0.18581521138548845,0.582079201936722,0.02931508687324824
2019-11-10 20:00:00,0.378531876206398,-0.29155948162078865,-0.6464302837848663,0.03766393383266402,-0.0636213577352464,-0.6764644354581832,-0.15913814157247544,0.1429288372397423,0.7859551280736923,-0.0929556713439524
2019-12-30 22:00:00,2.227751636505127,-0.2443539381027222,-1.08427454829216,-0.012323806807398748,-0.026060086395591476,-0.3318176017142832,-0.20768704377114772,0.18251620158553125,0.8442054048180581,0.16517159026116132
2019-04-10 23:00:00,-4.244515991210937,-0.40170585811138154,-3.674851822853088,-0.024820749089121776,0.04906249977648254,2.4942871928215027,-0.2676590755581855,0.19571194797754293,0.9661667943000793,-0.1472982820123434
2019-08-10 19:00:00,29.04142475128174,-0.3151622474193573,5.629334592819214,0.0939001663122326,-0.34533098191022876,-6.397604465484619,-0.16484980285167694,-0.07480161450803283,0.44373496174812316,-0.2016408832743764
