,高濃度出現回数,高濃度追跡,高濃度追跡率,高濃度RMSE,予測高濃度出現回数,予測高濃度追跡,予測高濃度追跡率,適合率
0,130,75,57.692307692307686,18.41774716104003,130,75,57.692307692307686,57.692307692307686
