,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_TEMP_08,SHAP_OX_23,SHAP_OX_03,SHAP_OX_05,SHAP_OX_04,SHAP_OX_18,SHAP_TEMP_24,SHAP_TEMP_09,SHAP_WS_01,SHAP_WS_02,SHAP_OX_22,SHAP_HUM_24,SHAP_PM25_01,SHAP_OX_19,SHAP_HUM_05,SHAP_OX_06,SHAP_TEMP_10,SHAP_HUM_06,SHAP_TEMP_03,SHAP_OX_17,SHAP_TEMP_19,SHAP_TEMP_20,SHAP_OX_10,SHAP_TEMP_21,SHAP_OX_11,SHAP_TEMP_04,SHAP_TEMP_18
2019-04-06 13:00:00,-4.240224742889405,-15.622769260406494,3.1268134832382204,8.389259719848633,-0.5702661067247391,-0.15065733566880227,-0.7366593509912491,-0.7654337465763092,0.6930972695350647,1.0411717385053634,3.8054208755493164,-0.32242709705606104,-0.27769796550273895,0.007114354521036118,-1.9878192722797394,-0.4651107668876648,0.39486206993460643,-0.10713673569262028,-0.11685758214443923,0.9843984059989452,-0.012709877974702948,5.585143756866456,0.3569663714617491,-2.425032341480255,-2.8073022842407225,0.1877369359135628,-0.9150820072740317,-2.997022867202759,3.1564605951309206,-1.8627168595790864
2019-04-06 14:00:00,-2.873880934715271,-15.793830966949463,2.9527655363082888,7.621720027923584,-0.5083825543522835,-0.4378083074465394,-0.8442266166210175,-0.8308285117149353,0.4438327491283417,1.1714580982923508,4.15086510181427,-0.43931787721812726,-0.27769796550273895,-0.04214825592935086,-1.9878192722797394,-0.5832106053829194,0.37641452290117733,0.3199252512305975,0.32038383949548005,0.9636925011873245,0.1448924630181864,4.218549704551696,0.714854546636343,-2.6101190149784084,-2.9903311610221865,0.10444392301142216,-1.4682906329631806,-2.2692206382751463,2.951144587993622,-2.0911025464534756
2019-04-06 15:00:00,0.5419776201248169,-13.05687427520752,3.3008610248565686,5.947087717056275,-0.5702661067247391,-0.7249592751264572,-0.9302804172039032,-0.9125718265771866,0.8711433827877044,1.5623168230056763,3.770876240730286,0.004866896197199835,-0.6503808081150055,-0.14067343259230256,-1.8498847663402558,-0.4651107668876648,0.3441312657669187,0.49074997752904903,0.6847516801208258,1.067221897095442,0.5388984024524689,4.113426947593689,1.221862879395485,-2.9062573969364163,-3.219117450714111,0.06874689452815798,-1.5688742011785508,-1.4201178550720215,2.188543850183487,-1.4059453159570692
2019-04-18 14:00:00,-0.824365782737732,-10.490980052947998,2.256574499607086,6.226193475723266,-0.5702661067247391,-0.552668710052967,-0.8011997193098068,-0.8308285117149353,0.23017749805003404,3.0606089472770694,3.494521510601044,-0.4860741227865219,-0.9485271692276,-0.18993604741990566,-0.05673605278134346,-1.0556101083755494,0.33951944550499324,-0.6196111112833023,-0.18973117945715784,0.8705161580815911,-0.7219204515218735,3.7454977512359626,0.17802223741309714,-3.9427421569824217,-4.4088050603866575,-0.03834417015314104,-2.222666305303574,0.03548663477413355,2.129882204532623,-3.1188387989997866
2019-04-18 15:00:00,-1.5075371623039244,-11.346277141571044,2.9527655363082888,3.7142454624176025,-0.7559167146682741,-0.9546801030635834,-0.9302804172039032,-0.9452692866325378,0.23017749805003404,3.125752103328705,3.079988694190979,-0.5562085479497909,-0.7994539439678192,-0.18993604741990566,-0.010757901333272457,-1.0556101083755494,0.3164599874056876,-0.3633739680051803,0.5390045270323753,0.8705161580815911,-0.32791453599929804,3.2724462509155274,0.08855019249022007,-4.238881194591523,-4.866377353668214,-0.07404118478298187,-2.3483954548835753,0.03548663477413355,1.9245664775371552,-3.204483616352081
2019-04-18 16:00:00,0.5419776201248169,-12.372635364532472,1.0382403254508972,3.295587182044983,-0.7559167146682741,-1.012110286951065,-1.080874615907669,-1.0597100004553794,0.12334985993802547,3.2886098623275757,1.8363899052143093,-1.0939058244228366,-1.0230636894702911,-0.3869863975793123,-0.010757901333272457,-0.8194104313850403,0.3164599874056876,-0.06443051919341086,0.9762459978461265,0.7462807767093181,-0.09151106954668649,2.5365880846977236,0.0587262007407844,-4.349933052062989,-5.232435154914856,-0.10973820965737105,-2.5998541295528415,0.39938781410455704,1.6605894893407822,-3.2330314338207247
2019-04-19 11:00:00,-13.804628372192383,-14.254292106628418,-1.2243804395198823,6.575074911117554,0.41987014636397363,0.7682257980108261,-0.09125557020306588,-0.3403679579496385,1.6545460104942322,1.9531756460666656,3.114532697200775,-0.1821582360425964,0.5422042667865753,0.7953159570693971,-0.976299500465393,0.0072887715883552945,0.5101593405008316,-1.6445599138736724,-1.7929497063159943,0.7566337086260319,-1.4705318301916122,4.165988492965698,1.1622148573398592,-1.758720487356186,-1.5718570828437808,0.05684786364436152,-0.6384776681661606,-1.1775171935558317,2.8631521224975587,-1.6628791064023971
2019-04-19 12:00:00,-7.656082725524902,-13.05687427520752,-0.5281896248459816,6.854180383682251,0.4817536786198617,0.3087841775268316,-0.28487670235335827,-0.5692494630813598,1.405281525850296,1.6600314974784858,3.2527103543281557,-0.1821582360425964,0.1695214694365859,0.7460533529520036,-1.3441248834133148,-0.5832106053829194,0.5009355604648591,-1.1747916042804718,-1.8658233165740967,0.7566337086260319,-1.273528605699539,3.5352527379989622,0.7745025992393493,-2.350997501611709,-2.166700935363769,0.021150876861065596,-0.7893527075648309,-0.9349164009094239,2.1592129945755003,-2.0054579257965086
2019-04-19 13:00:00,-0.14119394076988098,-11.517336940765382,-0.006046249717474014,6.993732929229738,0.41987014636397363,0.07906341440975669,-0.5860651016235352,-0.7000389724969864,0.9423618018627167,1.2040296584367753,3.3908882617950438,-0.32242709705606104,0.1695214694365859,0.8938411831855774,-1.482059359550476,-0.4651107668876648,0.46865234076976775,-0.7904358983039855,-1.2099613904953004,0.7980455406010151,-0.8401221796870232,3.6929364919662477,0.5359104346483947,-2.79520543217659,-2.8988165259361267,-0.026445163314929243,-1.1162488002330062,-0.5710152819752693,1.8072432935237885,-2.1767474859952927
2019-04-19 14:00:00,3.957836222648621,-10.148859643936158,0.6901448994874955,5.6679826259613035,0.6055207133293152,-0.4378083074465394,-0.7581727653741837,-0.7654337465763092,0.6574880599975585,1.3668873846530918,3.4599767327308655,-0.4860741227865219,-0.27769796550273895,0.9923664093017578,-1.6659720718860627,-0.4651107668876648,0.4086977697908879,-0.44878632128238677,-0.18973117945715784,0.8394572213292122,-0.48551697432994845,3.325007510185242,0.38679034635424603,-3.0173094451427462,-3.4479034662246706,-0.050243171863257906,-1.5185823611915112,-0.08581372834742067,1.8952357828617097,-2.4336815148591997
2019-04-19 15:00:00,8.740037631988525,-9.29356117248535,0.5160971328616142,3.0862584590911863,0.7292877316474915,-1.0695404678583145,-0.8442266166210175,-0.9125718265771866,0.4794420123100281,1.5623168230056763,2.8036335349082946,-0.3691834393888712,-0.7994539439678192,0.8938411831855774,-1.1602122247219084,-0.2289109855890274,0.3718026198446751,-0.44878632128238677,0.3932574056088925,0.8601631933124736,-0.17031220290809873,2.8519560217857363,0.2674943022429943,-3.350464928150177,-3.7224465370178224,-0.08594021275639532,-1.8203327074646949,0.1567870695143938,1.6899201035499574,-2.890453159809113
2019-04-21 14:00:00,-4.923395776748658,-12.543695163726808,-0.8762848675251007,6.156416893005373,-0.6940331190824509,-0.15065733566880227,-0.7151458621025085,-0.74908504486084,0.08774064034223555,3.028037071228027,3.701787734031677,-0.5094522573053837,-0.42677112072706225,-0.3869863975793123,-0.4705396294593811,-0.8194104313850403,0.33951944550499324,-0.9612607836723328,-0.48122552782297146,0.9740455076098444,-0.8401221796870232,4.32367250919342,-0.15004194928333164,-4.312915694713593,-5.1409210681915285,-0.18113224320113658,-2.5998541295528415,0.39938781410455704,2.5111827373504636,-3.3757724702358245
2019-04-22 11:00:00,-7.656082725524902,-10.662038946151736,-1.5724757134914398,4.4120084047317505,-0.13708147238939997,1.342527651786804,0.037825225479900845,-0.22592723486013705,1.47649986743927,2.3114628553390504,2.2854671120643615,-0.2522926591336727,-0.05408825911581516,0.49974032342433927,-0.3326050819829106,0.0072887715883552945,0.4824880361557007,-1.729972398281097,-2.303064799308777,0.46675125882029533,-1.5887333780527115,4.481356048583985,1.042918749153614,-1.536616465449333,-1.2973137259483338,-0.002647158689796933,-0.5378942430019379,-0.5710152819752693,2.5111827373504636,-1.263204173743725
2019-04-22 12:00:00,-2.190709114074707,-7.925083017349243,-0.3541417011991143,4.621337652206421,0.11045257057994604,0.45235967114567754,-0.134282509656623,-0.4057626809924841,1.2628446638584137,1.8228894531726838,2.181834000349045,-0.29904893846251074,-0.05408825911581516,0.7953159570693971,-0.4245614349842072,0.24348852038383478,0.47787612974643706,-1.516441208124161,-2.303064799308777,0.5081630744040012,-1.3523297481238843,3.482691597938538,0.8639746978878975,-1.8327550262212753,-1.8921576261520385,0.009251863136887525,-0.6384776681661606,-0.32841445775702593,2.335198104381561,-1.4344936713576317
2019-04-22 13:00:00,1.2251493155956268,-5.530247640609742,-0.006046249717474014,4.55156090259552,0.4817536786198617,-0.4378083074465394,-0.3709305718541145,-0.6591673612594604,1.0491893470287323,1.594888335466385,2.2854671120643615,-0.13540193159133196,-0.20316139459609986,1.041628897190094,-0.6544523298740387,0.4796882301568985,0.45020477920770646,-1.1320854902267454,-1.7200762510299683,0.47710420899093153,-1.1553269401192667,2.589149332046509,0.5060864701867104,-2.054858893156051,-2.258215522766113,-0.12163721732795237,-0.9653737813234329,-0.4497148677706718,1.7779123961925507,-1.6914273738861083
