,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_OX_03,SHAP_OX_04,SHAP_TEMP_03,SHAP_SPM_01,SHAP_TEMP_02,SHAP_OX_06,SHAP_TEMP_04,SHAP_OX_23,SHAP_TEMP_05,SHAP_OX_17,SHAP_SPM_14,SHAP_SPM_18,SHAP_OX_20,SHAP_HUM_02,SHAP_OX_19,SHAP_SPM_17,SHAP_OX_21,SHAP_OX_09,SHAP_TEMP_18,SHAP_HUM_08,SHAP_OX_18,SHAP_WS_02,SHAP_TEMP_09,SHAP_HUM_07,SHAP_OX_08,SHAP_SPM_12,SHAP_TEMP_24
2019-04-06 13:00:00,-12.31737880706787,-13.84909553527832,2.005165731906891,1.6214801549911502,-0.1614882668131031,-0.7434529144316911,-0.042242334224283674,7.273796558380127,-0.13261438896879554,0.40264323092997073,-0.43091496750712394,3.2994536638259886,0.453324219584465,0.9753258645534515,-0.3567894198000431,0.04079267559573051,-0.9274524271488189,0.08332374648889525,-0.2544746063649654,0.11672146208584307,-1.7928414404392243,-2.3773485541343695,0.12380842529237265,-0.14291791096329692,0.026470127608627093,1.866167563199997,0.5248736515641212,-0.8523996531963348,-0.4058827042579651,1.0442338943481446
2019-04-06 14:00:00,-7.552565574645996,-13.84909553527832,1.9048127174377445,1.1694839477539063,-0.07476963270455599,-0.6414583459496498,-0.02763424301519988,6.650028419494629,0.28865633476525543,0.3411571357399225,-0.4051474750041962,2.825027406215668,0.453324219584465,0.8729012608528137,-0.3259791396558285,0.05432009771466253,-0.9715648293495176,0.035642834939062576,-0.2544746063649654,0.06015501138754189,-1.3046169519424438,-2.5082635164260867,0.24327997416257857,-0.14291791096329692,-0.06671187081374226,1.7745210886001588,0.7880199685692787,-0.9467494547367096,-0.5366069585084915,1.2742215871810914
2019-04-06 15:00:00,-7.552565574645996,-12.970984172821044,1.1019877195358276,0.2654915153980255,-0.03141031572595239,-0.5865384802222252,0.0015819244086741826,6.650028419494629,0.34883785489946606,0.2684919718652964,-0.43091496750712394,2.4771148681640627,0.3330256536602974,0.9753258645534515,-0.3259791396558285,0.06784752132371066,-0.9274524271488189,0.035642834939062576,-0.22444587647914888,0.0035885601653717057,-1.4673582732677457,-2.7046355485916136,0.3826634287834167,-0.14291791096329692,-0.15989387035369873,1.7012042105197906,0.938389253616333,-0.9781994223594666,-0.754480642080307,1.4467123508453368
2019-04-06 16:00:00,-4.693677377700807,-15.078453636169433,0.9012814581394195,-0.48783553540706637,0.055308311618864514,-0.5865384802222252,-0.042242334224283674,6.204479455947876,0.7099271148443222,0.22936450839042663,-0.48244994431734084,2.065945553779602,0.2127271167933941,1.2825994133949281,-0.29516890123486517,0.06784752132371066,-0.5745531290769578,0.035642834939062576,-0.22444587647914888,-0.0529778830707073,-1.521605557203293,-2.868278872966766,0.46231112703680993,-0.17524705389514567,-0.3151972100138664,1.3712773919105525,1.088758534193039,-1.1983491420745849,-0.754480642080307,1.762945258617401
2019-04-18 17:00:00,-10.411453533172608,-14.200341320037841,0.6002220660448074,0.2654915153980255,0.06976142660714685,-0.36685819998383523,-0.07876255267765372,5.491602373123169,1.1311978459358214,0.1231614023447037,-0.7143575042486191,1.3068634450435637,-0.5090641409158707,1.2825994133949281,-0.38759967163205145,0.27075883448123933,-0.30987861454486854,-0.6318898558616638,-0.37458955943584443,-0.8731914836913347,-1.1961223483085632,-3.3592096090316774,0.08398456508293747,-0.4015509240329266,-0.3151972100138664,0.8030699610710144,0.4496889434754848,-1.2297991991043091,-0.4494574099779129,2.769140911102295
2019-04-19 12:00:00,-11.364416885375977,-8.931669235229492,0.2991626441478729,2.6761381149291994,-0.43609725758433343,-0.6022298038005829,-0.0860666013555601,6.0262599945068365,-2.118605172634125,0.3355675872415304,-0.07016995316371319,3.1729399681091306,0.613722288608551,0.8729012608528137,-0.3259791396558285,-0.07419041004031898,-0.089316595159471,0.6078136682510376,-0.22444587647914888,0.5126866221427917,-0.21967316642403603,-2.246433675289154,-0.3939015567302704,-0.03515416253358124,-0.2220151923596859,1.4262650907039642,-0.7156733185052871,-0.0032509950338862536,-0.3623079627752305,1.1879761278629302
2019-04-19 13:00:00,-5.646640586853026,-6.64857816696167,0.4998689591884613,1.3201493024826048,-0.17594139501452444,-0.5316181592643261,-0.07876255267765372,4.154954719543457,-1.39642676115036,0.2405437022447586,-0.0959374493919313,2.44548659324646,0.3330256536602974,0.7704767286777496,-0.29516890123486517,-0.0944815513677895,-0.2216538220643997,0.27404733747243876,-0.34456086158752447,0.5409697920084,0.1600571321323514,-2.3446199178695677,-0.41381352245807645,-0.09981240767519922,-0.19095452800393103,1.5545700371265407,-0.6780810087919236,0.09109882935881612,-0.4494574099779129,1.1304792284965512
2019-04-22 12:00:00,-12.31737880706787,-8.05355715751648,-0.40330914705991744,3.4294650316238404,-0.37828484848141675,-0.5473097324371338,-0.005722113943193104,4.511394000053405,-1.6973344445228578,0.2740815829485655,-0.018634946364909383,2.5720000982284548,0.5736227780580521,-0.2537684395909309,0.19779509603977202,-0.04037186149507761,0.35180748365819453,0.3217282667756081,0.2860426902770996,0.3995537042617798,-0.056931620772229484,-1.5918598890304565,-0.5332850843667984,-0.03515416253358124,-0.12883320599794387,1.0046919345855714,-0.9412272930145263,-0.0032509950338862536,-0.013709913520142425,1.3029699683189393
2019-04-22 13:00:00,-5.646640586853026,-5.5948444366455075,0.0984564248472452,1.3201493024826048,-0.24820685051381589,-0.3982409611344338,0.00888597657904025,3.7094059705734255,-1.1557006239891052,0.20141628093551844,-0.12170495781756471,2.0975738763809204,0.09242856651544569,0.053505138494074324,0.22860534191131587,-0.013317001145333069,0.0871330411173403,0.27404733747243876,0.3160714223980904,0.3995537042617798,0.1600571321323514,-1.690045917034149,-0.5332850843667984,-0.11058878814801573,0.026470127608627093,1.0413504242897034,-0.7156733185052871,0.09109882935881612,-0.013709913520142425,1.1592277228832244
2019-04-22 15:00:00,-9.45849075317383,-6.121710681915284,-0.10224980995990336,-0.7891663730144501,0.055308311618864514,-0.2177894800901413,0.052710254490375495,1.5707714676856994,-0.012251361086964598,0.04490647772327069,-0.17323996387422083,1.0854645013809205,-0.30856662094593046,0.053505138494074324,0.32103612273931503,0.04755640132352708,-0.13342899084091184,-0.17892122343182565,0.13589899465441704,0.22985436990857125,-0.11117881294339897,-2.0500613927841185,-0.3142539009451866,-0.3368926368653774,-0.2530758537352085,0.7664114326238632,-0.3397500067949295,-0.4435503423213958,0.20416383147239686,1.3317184388637542
