,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_OX_03,SHAP_OX_04,SHAP_TEMP_03,SHAP_SPM_01,SHAP_TEMP_02,SHAP_OX_06,SHAP_TEMP_04,SHAP_OX_23,SHAP_TEMP_05,SHAP_OX_17,SHAP_SPM_14,SHAP_SPM_18,SHAP_OX_20,SHAP_HUM_02,SHAP_OX_19,SHAP_SPM_17,SHAP_OX_21,SHAP_OX_09,SHAP_TEMP_18,SHAP_HUM_08,SHAP_OX_18,SHAP_WS_02,SHAP_TEMP_09,SHAP_HUM_07,SHAP_OX_08,SHAP_SPM_12,SHAP_TEMP_24
2019-04-28 10:00:00,17.279028511047365,-0.8918687164783478,6.821449851989746,-0.049313798639923356,0.13231201246380808,0.7386163309216501,-0.2422510907053947,1.9569514393806458,-0.17726045176386834,0.6387143388390542,0.042824717587791356,0.9412273019552233,0.2613168671727181,0.5226719856262207,-0.05906351255252955,-0.058324217330664375,-4.376001572608947,0.08688259404152629,-0.1812990017235279,0.0433502666186541,0.20861449688673023,-0.1303017932921648,-0.3225675351917744,-0.2815676212310791,0.335497334599495,-0.1304516866803169,-0.17975884303450584,0.03024127483367916,-0.2345387697219849,-0.18714910703711213
2019-04-11 03:00:00,1.777681428194046,-15.234963798522951,-2.781872153282166,-0.049313798639923356,0.17834211140871045,2.20241219997406,-0.3503620475530624,11.135568046569825,0.03011999838054178,0.9046885393559932,0.10800572615116835,1.1243721395730972,-0.02798433422576633,0.2580675259232521,-0.012924582685809607,-0.033703358098864544,1.8199296712875366,-0.14551773220300673,-0.0972381718456745,-0.03508298412198198,0.17670656591653822,-1.0730066165328025,0.05117290243506427,-0.0377893877914175,0.9628523409366607,-0.26163057461380956,-0.04342223023995756,0.027081944653764338,-0.2557360649108887,-0.32977467961609364
2019-10-07 12:00:00,5.425055885314942,10.104500198364258,1.196646285057068,0.44064624309539785,-0.005778304883278916,-1.6300708174705505,-0.2152233488857746,-7.100893831253051,-0.34316492825746536,-0.18267617262899877,0.18948195949196814,-0.09659356644842773,0.04748553857207296,0.22499198764562606,-0.012924582685809607,-0.11987640298902984,-0.7537645459175111,-0.0680509906145744,-0.1532787062227726,0.12178350910544396,0.10225472692400217,0.5208445198833943,-0.08230585344135759,-0.09196236664429307,0.39823267161846165,0.3140990979969501,-0.10185223408043383,0.015497703314758826,-0.2345387697219849,0.19750832989811898
2019-11-07 05:00:00,-21.018416595458984,-9.338352489471436,-1.5471595287322997,2.4004863500595093,-0.4890944540500641,1.111218672990799,-0.19243527501821517,6.183945274353027,-0.57128344476223,0.5135503634810448,0.1933335795998573,0.6447071477770805,0.24553678184747696,0.3709136337041855,-0.008220234373584424,-0.2613344728946686,0.9620318531990051,0.1319541368633509,-0.1384444326162338,0.2996844410896301,-0.05728497168747708,0.34590963497757915,-0.07340725641697643,-0.2724567845463753,-0.29185754209756853,0.08453597042243927,-0.09406156744807956,-0.004511480918154076,-0.22123852670192717,-0.32977467961609364
2019-12-27 11:00:00,-5.517070055007935,-3.282382583618164,1.3338368177413944,1.828866672515869,-0.3970342248678208,1.1378331124782561,-0.1881956681609154,3.6477500677108763,-0.34316492825746536,0.7247650310397148,-0.25048979595303533,0.8976213991641998,-0.25439394898712636,-0.07268816223368046,0.09780884012579917,0.05246969778090714,-0.0865103784482926,-0.2384778305888176,0.18296447098255159,-0.23116609454154974,-0.12110080234706402,-0.4121414665132761,0.05117290243506427,0.1518159255385399,-0.4800640881061554,-0.09765705168247223,-0.04342223023995756,0.004966587387025385,0.041025408066343506,-0.3427408931776881
2020-03-31 22:00:00,-8.25260066986084,-9.497721242904664,-2.095920503139496,1.4205659031867979,-0.21291384110227232,1.1378331124782561,0.3253308787941933,6.546258974075317,-0.17726045176386834,0.5526640743017197,-0.25048979595303533,0.6534282967448235,-0.17892410196363923,0.2580675259232521,0.05166990906000134,0.04015926104038951,1.2479976773262025,-0.3314379513263702,0.07088342718780039,-0.27038277089595797,0.08098277579993006,-0.6453879654407502,0.00668000602163375,0.1518159255385399,0.46096819937229166,-0.002916619181633007,-0.07458491642028091,0.017603922216221653,-0.17094705402851107,-0.3427408931776881
2019-12-17 16:00:00,-11.899978733062744,-8.54151463508606,-1.8215393900871284,1.4205659031867979,-0.16688371803611518,1.4572059094905856,0.08208151872022426,6.546258974075317,-0.5505456626415253,0.6778286412358284,-0.4460327059030533,0.8191309407353401,-0.25439394898712636,0.059614123217761494,0.12549216747283937,0.23712623687461018,1.4386423468589782,-0.4398912787437439,0.21098470985889434,-0.48607413172721864,-0.14237280748784542,-0.5287646308541298,0.042274334747344204,0.2059888012707233,0.21002626717090606,-0.12316393479704857,-0.04342223023995756,-0.0002990018576383424,0.21060326993465422,-0.22604700727388266
2019-07-23 21:00:00,-17.37103729248047,16.957306480407716,-2.095920503139496,0.8489461243152618,0.5926132559776307,-3.4132399082183844,-0.08008477470139039,-13.984852313995361,0.6107854008674621,-0.8632571175694466,-0.3319659560918808,-0.9687119916081428,-0.25439394898712636,0.0926896799355745,0.09780884012579917,0.1755740048363805,1.1526759147644043,-0.4553848013281822,0.18296447098255159,-0.38803252875804906,0.28306644707918166,0.802683924138546,-0.05561007787473497,0.2466185718774796,-0.16638661548495295,0.5764569929393474,-0.1057475410401821,0.044984881207346894,-0.17094705402851107,0.3012360943481326
2019-04-26 12:00:00,5.425055885314942,-5.991632604598999,-2.781872153282166,-0.2942937660962343,0.339447632431984,0.6055440112948418,-0.1881956681609154,4.130834317207336,0.11307222712785003,0.4196770429611206,0.25466299802064896,0.4266776703298091,0.08522047027945516,0.02653855462558564,0.060897682420909385,-0.3783954709768295,1.8199296712875366,0.24181615076959134,0.07088342718780039,0.4355165630578995,0.24052241519093515,0.7638095408678056,0.06007148995995519,-0.21385149359703065,0.2727618068456651,0.1391938954591751,-0.04342223023995756,0.03655997407622632,0.06222267504781481,0.22776217237114907
2019-05-15 15:00:00,24.57377471923828,8.351452827453613,1.3338368177413944,-2.5807736635208127,0.9378389477729797,-2.1091302752494814,-0.026029346021823545,-7.946290731430054,0.4241430461406708,-0.40953657291829587,0.28725358098745346,-0.32334428280591965,0.28647347986698146,0.15884082838892938,0.05166990906000134,-0.2552910760045052,-1.2303749799728392,0.2573094356805087,0.07088342718780039,0.2590416848659515,0.13416260667145252,0.15153750134631988,-0.15349452942609787,-0.34928371161222455,0.335497334599495,0.2412220768630505,-0.13301488868892192,0.03024127483367916,-0.043763564666733104,0.0721704186871648
