,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_OX_02,SHAP_OX_06,SHAP_TEMP_03,SHAP_OX_04,SHAP_TEMP_04,SHAP_TEMP_21,SHAP_TEMP_24,SHAP_WS_02,SHAP_OX_07,SHAP_WS_01,SHAP_TEMP_20,SHAP_SPM_19,SHAP_NMHC_07,SHAP_OX_18,SHAP_HUM_24,SHAP_OX_05,SHAP_OX_14,SHAP_OX_03,SHAP_OX_20,SHAP_OX_19,SHAP_HUM_06,SHAP_OX_24,SHAP_SPM_07,SHAP_PM25_01,SHAP_SPM_18,SHAP_SPM_08,SHAP_HUM_05
2019-04-06 16:00:00,-10.134318637847901,-14.507159328460693,3.649461555480957,0.22099089324474336,-2.8667723417282103,2.35975199341774,-1.0818601429462436,5.96191782951355,-5.993907451629639,0.7970297306776046,-0.48838467001914976,-2.0653383851051332,-0.5956003647297621,2.3889160871505735,0.5724830150604248,-3.621428442001343,-0.5949265539646149,-2.73488672375679,-1.8683313131332397,2.6846601128578187,0.5147557090967894,0.13265289077535272,0.27950947508215906,-1.4249188899993896,-0.9092221111059189,-0.550212486833334,-0.0056784559041261565,-0.4348838198930025,0.2793778866529465,-0.28135555684566504
2019-04-18 14:00:00,-3.8754003286361693,-10.020019912719727,2.359855210781097,0.2843809325248003,-1.5415672659873958,2.4381259977817535,-0.751279029250145,5.888811254501343,-6.346816539764404,1.02186299264431,-0.10530305448919534,-0.7229186564683915,-1.2507975101470947,2.7090944290161136,-1.259650409221649,1.8100547432899474,-0.6849123165011406,0.4903669387102127,-1.7014966189861298,-0.6100962698459625,0.36731556206941607,-0.433415324985981,-0.6250135213136673,-0.9825632631778717,-0.7475879281759262,0.19579839538782834,-0.10949612520635126,-0.26196223124861717,-0.6748150378465654,-0.619289492443204
2019-04-18 15:00:00,-1.5283049523830414,-10.454259872436522,3.281002402305603,0.09421082399785519,-2.6182965874671935,1.967881828546524,-0.9874083757400512,5.303968596458436,-6.7879526138305675,1.0921230524778367,-0.8076192617416382,-1.5667252719402314,-0.2680017311125994,2.993697935342788,-0.676698848605156,-0.9932914435863495,-0.6991207934916019,0.27534994911402466,-1.7968304574489593,-0.26327981799840927,0.5147557090967894,-2.0507534027099603,-1.095365446805954,-1.0989724755287171,-0.7475879281759262,-0.9232178121805191,-0.06623872760683298,-0.3484230265021324,0.16010376156773418,-0.45614900141954423
2019-04-18 16:00:00,0.036424906272441125,-9.441034698486328,1.6229373216629028,-0.09595939498394726,-2.9495975852012633,1.3017020501196384,-1.2707634806633,4.426702523231507,-7.140862274169922,1.1764357179403306,-0.23299693728331478,-2.0653383851051332,-1.9059948682785035,2.9225468695163728,-0.9265352249145508,-2.3949645638465884,-0.7062249178765343,0.38285845220088954,-1.915998256206512,-0.1765757193788886,0.5884757995605469,-3.102022564411164,-1.3124509662389752,-1.2619456946849823,-1.0708563804626468,-0.6745475694537163,-0.06623872760683298,-0.5213444903492928,-0.913363230228424,-0.40953736305236826
2019-04-18 17:00:00,0.818789680302143,-13.204442691802985,-0.03512811139225957,-0.2227394627290778,-3.3637240886688233,1.4192632362246518,-1.4124412298202513,3.183909273147583,-7.052634143829346,1.2888520777225496,-1.190700930356979,-2.218757843971252,-2.7795913815498348,3.100423753261567,-1.426207971572876,-2.7453824996948244,-0.6778083384037018,0.38285845220088954,-2.058999443054199,-0.7835044264793396,0.6621959537267685,-3.5872242212295533,-1.4209938168525698,-1.3085095107555391,-1.3941245853900905,2.6825011610984797,-0.057587251998484135,-0.4348838198930025,-0.6748150378465654,-0.36292587071657184
2019-04-19 11:00:00,-13.263778018951413,-13.059695720672607,-1.6931933462619786,1.4254019200801846,0.5290656417608262,3.417801630496979,0.6654968842864036,8.520609188079835,-3.611768913269043,0.7829776227474213,-0.23299693728331478,-0.837983125448227,-0.2680017311125994,-0.10136128515005112,-0.17702609151601792,-0.6428731054067611,-0.5262530982494353,-1.3372768580913548,-0.9149903643876314,2.424547564983368,-0.2961651672725566,2.2351920247077937,1.328756070137024,-0.7148215346038341,-0.5859538473188877,1.0661444306373595,-0.014329925086349227,-0.3196027554571629,-1.50973379611969,-0.9688763007521628
2019-04-19 12:00:00,-6.222494840621948,-10.30951261520386,-0.03512811139225957,0.8548915535211563,0.11493904367089272,2.5948744654655456,0.2876899890601635,7.131605720520019,-3.302973675727844,0.6143529012799263,-0.23299693728331478,-0.6078541550785304,-0.2680017311125994,0.8235988169908524,-0.8432564556598663,-0.29245488159358507,-0.5309891998767853,-1.7673108369112014,-1.0818251013755797,2.164435350894928,0.07243513837456703,2.3160590529441833,1.328756070137024,-0.7497443437576294,-0.10105148628354073,-0.052871863730251746,-0.02298138886690137,0.08388079330325124,0.995022588968277,-0.8523472473025322
2019-04-21 13:00:00,-7.004858922958374,-13.493936061859136,-1.8774231731891633,0.7915013194084167,-0.9617901593446732,3.2610535264015197,-0.3734721528831871,7.4240272521972654,-6.4791579246521,0.8391859829425812,-0.10530305448919534,-0.9530476808547974,-0.37720123231410985,2.8869712054729466,-1.5927655935287475,-2.21975519657135,-0.5972944796085358,-0.9072429820895195,-1.439327657222748,0.9505778819322586,0.19530198955908418,0.2943867396563292,0.3156904093921184,-0.9359992861747741,-1.0708563804626468,2.060825574398041,-0.04893582165241239,-0.4060635413974524,2.187763774394989,-0.7591241985559465
2019-04-22 11:00:00,-10.91668300628662,-12.191216945648195,-2.614340734481811,1.9325223684310913,1.6057947278022766,2.829996526241303,0.8071745477616787,7.57023811340332,-3.876451110839844,0.8110817790031433,-0.10530305448919534,-0.4544346958398819,-0.4864008352160454,0.7524480193853378,-1.0930927455425263,-1.8693370580673219,-0.5523016339167952,0.27534994911402466,-0.7719892352819444,0.43035310548730193,-0.32073861453682184,1.6691239953041077,1.0754897832870483,-0.6449757409282029,-0.7475879281759262,-0.42587726227939127,0.046230365335941305,-0.0025799548253417014,0.7564743101596832,-0.9688763007521628
2019-04-22 12:00:00,-1.5283049523830414,-7.704076671600342,-1.3247342467308045,0.6647212386131287,0.6118907943367958,2.320564925670623,0.3349158350378275,6.035023450851442,-4.361701393127442,0.7127173319458961,-0.3606907747685909,-0.10924110524356365,-0.4864008352160454,0.8235988169908524,0.07281028777360918,-1.1685004532337189,-0.5665098991245031,0.16784156947396695,-1.0103245705366135,0.34364896528422834,-0.12415177226066591,1.7499906778335572,0.9307660609483719,-0.7497443437576294,-0.1818685539066791,-0.550212486833334,0.06353332269936798,0.25680231153964994,-0.4362667739391327,-0.8989588603377342
