,高濃度出現回数,高濃度追跡,高濃度追跡率,高濃度RMSE,予測高濃度出現回数,予測高濃度追跡,予測高濃度追跡率,適合率
0,121,90,74.3801652892562,8.381322614160371,107,90,84.11214953271028,78.94736842105263
