,SHAP_NO2_01,SHAP_TEMP_09,SHAP_OX_19,SHAP_OX_06,SHAP_TEMP_01,SHAP_SPM_01,SHAP_TEMP_22,SHAP_TEMP_23,SHAP_OX_03,SHAP_OX_17,SHAP_TEMP_02,SHAP_OX_21,SHAP_OX_01,SHAP_OX_04,SHAP_SPM_18,SHAP_NO2_02,SHAP_TEMP_03,SHAP_OX_23,SHAP_NOX_02,SHAP_TEMP_05,SHAP_TEMP_06,SHAP_HUM_03,SHAP_SPM_14,SHAP_TEMP_04,SHAP_OX_20,SHAP_HUM_02,SHAP_SPM_17,SHAP_HUM_01,SHAP_TEMP_10,SHAP_WS_01
2019-04-06 13:00:00,-0.16052637696266175,2.3463740229606627,0.0213061897084117,-0.427266738563776,-13.435864448547363,-0.05463346103206272,-0.3379862742498517,0.3983444988727571,1.2814656257629395,0.30078479349613196,6.664667272567749,0.129779811296612,-12.388612842559812,-0.10809048376977444,-0.4723694920539856,0.46200209856033325,0.09318578988313675,-0.2687913939356804,0.23492999672889706,2.2661688357591627,-0.6342097745087812,0.8899739801883697,0.8118570864200592,-0.07054451508447523,-0.028908159397542443,-1.2373857498168943,-0.24322063326835633,1.3951085090637205,-0.3019277865067124,0.29148861300200224
2019-04-06 14:00:00,-0.10533532835543155,2.2273559927940374,0.003082354646176121,-0.23424999583512546,-13.435864448547363,-0.023093248927034418,-0.3235876128077507,0.4848219946026802,0.8426632583141327,0.30078479349613196,6.093940734863281,0.07336905098054558,-7.552865028381348,-0.15764587502926583,-0.42896478474140165,0.46200209856033325,0.06933008842170238,-0.25467361360788343,0.23492999672889706,1.9142499566078186,-0.5126497158780695,1.0103783905506134,0.7280469775199891,-0.08621852435171605,-0.03325958265922961,-1.298051643371582,-0.24322063326835633,1.3259690880775448,-0.3327818341553212,-0.055224814359098685
2019-04-06 15:00:00,0.06023784074932335,2.1321416020393373,0.003082354646176121,-0.20667613130062817,-12.582694435119627,0.039987174281850425,-0.30526207722723486,0.6433640480041504,-0.03494160552509127,0.2094674352556467,6.093940734863281,0.01695829331874845,-7.552865028381348,-0.18242353973910214,-0.42896478474140165,0.32866650968790057,0.05648471675813198,-0.2687913939356804,0.16792388558387755,1.6561758875846855,-0.42147969678044317,1.070580518245697,0.8118570864200592,-0.10474248081445695,-0.03761100450064984,-1.2373857498168943,-0.21303484328091135,0.7728540182113648,-0.3237071540206672,-0.6330804944038391
2019-04-06 16:00:00,-0.05014427136120501,1.7036769688129425,0.003082354646176121,-0.04123316705226896,-14.630302429199219,-0.05463346103206272,-0.2947902768850326,0.8451446980237961,-0.7662790179252624,0.11815009873826057,5.686278438568115,-0.03945247046649456,-4.651416158676147,-0.2319789351895452,-0.38556005507707597,-0.07134020365774629,0.05648471675813198,-0.297026976197958,-0.03309448496438559,1.3511793583631515,-0.3546216789633036,1.0103783905506134,1.0632870197296143,-0.11471701115369796,-0.03761100450064984,-0.7520588397979737,-0.21303484328091135,0.6345753192901611,-0.31644730512052777,-0.6330804944038391
2019-04-18 17:00:00,0.22581098526716237,0.9657654732465744,-0.2520511046051979,0.15178362755104896,-13.777133655548095,-0.13348397500813003,-0.26468402743339536,1.2631192684173584,-0.03494160552509127,-0.4297540694475174,5.034020519256591,-0.8574084520339966,-10.454314517974854,-0.24023816145490856,-0.5157742053270341,-0.6046824872493745,0.005103230942040665,-0.4240872085094452,-0.36812507212162016,0.7881088405847549,-0.1722815908491612,0.28795205950737,1.0632870197296143,-0.14179054871201516,-0.1028824137058109,-0.3880636394023895,-0.36396384090185163,0.42715717256069174,-0.252924156934023,-1.2109361082315444
2019-04-19 12:00:00,0.005046784831210946,1.7750876128673554,0.22176821604371072,-1.3372032225131987,-8.658112001419067,-0.1492540817707777,-0.3641657292842865,0.3262799225747585,2.3053380370140077,0.42254126965999605,5.52321424484253,0.5246550858020782,-11.421463680267335,0.048834843933582284,-0.42896478474140165,0.06199537729844447,0.060154829546809216,-0.07114213332533834,-0.03309448496438559,2.172323742508888,-0.5916637537069619,-0.4946765273809433,0.7280469775199891,-0.08764345198869705,0.008078955672681326,-0.0847343361005187,-0.21303484328091135,0.21973903700709344,-0.28377821110188967,-0.17079594731330872
2019-04-19 13:00:00,-0.05014427136120501,1.9417130112648011,0.09420146234333515,-1.0063170909881591,-6.439869928359985,-0.13348397500813003,-0.3445311844348907,0.19656372740864753,0.9889306843280792,0.2094674352556467,3.8110352993011474,0.5528605580329895,-5.618565654754637,-0.09983124975115058,-0.38556005507707597,0.06199537729844447,0.04363934509456159,-0.08525992424692956,-0.03309448496438559,1.6327144443988797,-0.4883376659825444,-0.1334632880985737,0.6442368388175964,-0.11186715513467789,0.014606090262532206,-0.26673191487789155,-0.3337780341506004,0.35801776796579365,-0.2892231155186891,0.17591746114194398
2019-04-22 12:00:00,0.06023784074932335,1.227605080604553,0.11242528241127729,-1.1441863656044007,-7.804941892623901,0.024217057474015723,-0.35238500125706196,0.3406928516924382,3.0366755723953247,0.39210216253995894,4.1371644020080565,0.4118336319923401,-12.388612842559812,0.015797930210828787,0.3089156195521355,-0.2046757698059082,0.04730948917567733,-0.04290652461349962,-0.16710673198103904,1.7265595763921737,-0.4336356669664382,-0.976294070482254,-0.19386353269219397,-0.10331759303808215,-0.0027996128425002106,0.5219242870807648,0.30012367814779284,-0.26423670798540116,-0.23658960252068936,0.6382019750773906
2019-04-22 13:00:00,0.005046784831210946,1.2752122640609742,0.09420146234333515,-0.8960218369960785,-5.416065549850465,0.05575726656243205,-0.3432222293689847,0.3262799225747585,0.9889306843280792,0.02683272622525688,3.4033735275268553,0.4118336319923401,-5.618565654754637,-0.058535119891166665,0.3523203372955323,-0.07134020365774629,0.012443447392433865,-0.09937773579731582,-0.03309448496438559,1.3746404692530632,-0.3728556573390961,-0.735485190153122,0.05756660250481216,-0.12184158712625501,-0.011502454429864861,0.15792917534708972,0.3303094536066055,0.08146026562899349,-0.24747932702302933,-0.055224814359098685
2019-04-22 15:00:00,0.8329126358032226,0.9181583106517792,-0.07892483172472567,-0.3721190899610519,-5.9279682636261,0.15037789791822434,-0.3235876128077507,0.4559961035847664,-1.058813941478729,-0.2775584757328034,1.4465969920158386,0.24260134845972062,-9.487164306640626,-0.2319789351895452,0.48253451585769663,0.06199537729844447,-0.029762784577906126,-0.12761333771049974,0.03391164255881445,0.6238799199461937,-0.20267159044742583,-0.07326108878478407,0.05756660250481216,-0.1617394000291824,-0.031083876546472287,-0.14540018960833545,0.1491946935653686,-0.05681848824024198,-0.24566439092159276,-0.6330804944038391
2019-04-22 16:00:00,0.6121484249830246,0.6801223486661911,-0.16093203965574507,0.013914501573890436,-7.122406005859375,0.2292284093797207,-0.31835177093744277,0.6433640480041504,-2.0826863050460815,-0.2775584757328034,2.5065175056457516,0.045163676841184476,-1.7499675035476685,-0.2897935325279832,0.13529669865965843,-1.9380383133888244,-0.048113329615443935,-0.18408452868461608,-1.0381863117218018,0.41272852160036566,-0.08718955740332601,-0.07326108878478407,-0.6967238128185272,-0.18168833516538144,-0.05719243492931125,-0.02406845334917304,0.05863730441778896,-0.4025154322385788,-0.223884966224432,-0.4019382506608963
2019-05-10 11:00:00,-0.05014427136120501,1.6560696959495544,-0.006029542535543432,-1.5026459455490113,-6.269235897064209,-0.13348397500813003,-0.3314414616674185,0.5280607312917709,4.35308289527893,0.1790283229202032,3.321841073036194,-0.12406862056814134,-11.421463680267335,0.20576019138097762,-0.5157742053270341,-0.2046757698059082,0.028958924673497678,-0.43820503503084185,-0.16710673198103904,2.2661688357591627,-0.6767556740902364,0.4083564653992653,1.0632870197296143,-0.10046781152486801,-0.04413815755397078,-1.2373857498168943,-0.30359223857522016,1.4642478704452517,-0.2638138011097908,0.17591746114194398
2019-05-10 12:00:00,-0.16052637696266175,1.9417130112648011,0.003082354646176121,-1.3923508405685423,-3.3684576988220214,-0.10194376590661705,-0.33013249598443506,0.5568865165114403,1.4277332305908204,0.11815009873826057,2.6695822477340694,-0.12406862056814134,-4.651416158676147,0.015797930210828787,-0.5157742053270341,0.19533095359802244,-0.00590708859963345,-0.4523228794336319,0.10091777071356771,1.4215631514787677,-0.5126497158780695,1.0103783905506134,0.7280469775199891,-0.1360908642411232,-0.03978673957753923,-1.358717465400696,-0.36396384090185163,1.4642478704452517,-0.28014840595424173,0.29148861300200224
2019-05-10 13:00:00,-0.16052637696266175,2.0131237626075746,-0.033365285582840444,-1.2544815540313716,-3.880359745025635,-0.10194376590661705,-0.3288235291838646,0.5712994232773781,-0.18120908178389075,-0.2166801981627941,1.2835323274135588,-0.06765785552561282,4.052930545806885,-0.14938664957880973,-0.6025836825370788,0.46200209856033325,-0.02058752784505488,-0.3958516284823417,0.23492999672889706,0.835031396150589,-0.2938416346907615,1.1307827293872832,0.9794770896434783,-0.16316435020416972,-0.03761100450064984,-1.358717465400696,-0.30359223857522016,1.7408053636550904,-0.3019277865067124,0.060346330143511276
2019-05-10 14:00:00,-0.16052637696266175,1.8703019857406615,-0.05158910220488905,-0.6202835559844971,-2.8565553903579715,-0.07040356120560316,-0.33013249598443506,0.5857123613357544,-1.2050814509391785,-0.6123887568712234,1.5281294584274292,-0.03945247046649456,5.987229585647583,-0.24023816145490856,-0.5157742053270341,0.46200209856033325,-0.05178342717699704,-0.3958516284823417,0.23492999672889706,0.3892672035843134,-0.14189154878258703,1.1307827293872832,0.8956670224666595,-0.1745637733489275,-0.046313870791345836,-1.6013808608055116,-0.30359223857522016,1.6716660976409912,-0.3073725385125726,-0.4019382506608963
2019-05-10 15:00:00,0.1706199511885643,1.227605080604553,-0.15182012207806111,-0.06880700066685674,-4.733530139923095,-0.07040356120560316,-0.3262055985629559,0.5712994232773781,-2.521488833427429,-0.6428278654813766,1.038935375213623,-0.15227398239076134,1.151481467485428,-0.2980527751147747,-0.5157742053270341,0.46200209856033325,-0.04627826269716022,-0.3676159620285034,0.23492999672889706,0.2015770345926285,-0.02640952591318635,1.3715915560722352,0.8956670224666595,-0.19878741884604095,-0.05066529233008621,-1.5407151579856873,-0.18284903839230535,1.1185509979724881,-0.29648291971534496,-0.7486516624689102
