,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_TEMP_02,SHAP_HUM_02,SHAP_OX_03,SHAP_TEMP_08,SHAP_OX_23,SHAP_OX_19,SHAP_WS_02,SHAP_TEMP_03,SHAP_TEMP_09,SHAP_HUM_24,SHAP_HUM_09,SHAP_TEMP_21,SHAP_OX_11,SHAP_OX_24,SHAP_TEMP_13,SHAP_SPM_02,SHAP_TEMP_15
2019-04-06 14:00:00,-9.727562046051025,-8.699561500549317,4.16903018951416,0.7580859951674939,-2.046656882762909,0.38551575988531106,3.593778836727142,-0.13158821705728768,0.4726413607597351,-0.24940367378294467,1.6511340320110321,2.259044659137726,-1.771258580684662,-0.04527637362480161,-0.9123128414154053,-0.20698173283599322,-0.2292095310986042,1.0361494585871696,0.4011360377073288,-0.761038002371788
2019-04-06 15:00:00,-4.961194276809692,-7.2360032081604,4.596102476119994,0.766210962086916,-1.965851378440857,-0.2543626196682453,2.862132036685943,-0.18235409446060655,0.15275079160928726,-0.5308809727430344,1.6137346386909486,2.071491611003876,-1.6246376156806945,0.03248639889061448,-0.9605818629264832,-0.10697401592042295,-0.22144255228340626,1.2125598952174186,0.6601363122463226,-1.783769428730011
2019-04-06 16:00:00,-4.007920718193054,-9.248395872116088,2.2472046494483946,0.6362109281122684,-2.1274621367454527,-0.5103139370679856,2.1609705328941344,-0.2838859766721725,0.7011346697807312,0.5387326091527939,1.632434442639351,1.6622845739126206,-1.5268906116485594,0.4472209751605988,-1.020918172597885,-0.0641135669313371,-0.2292095310986042,1.3419276610016824,0.19393588788807392,-2.295135164260864
2019-04-18 15:00:00,-7.821015501022339,-6.321279811859132,4.16903018951416,0.5143359828740358,-1.6426295757293699,-0.7662652552127838,1.8866030752658844,-0.33465188294649134,-0.12144117043353615,-0.6434718370437622,1.3145388931035995,1.7304856777191162,0.33030533492565156,-0.38224823772907257,-1.334666019678116,0.06446779686957596,-0.2292095310986042,1.0596708185970782,0.9191364884376526,-2.319485986232758
2019-04-18 16:00:00,-4.961194276809692,-6.8701136112213135,1.820132315158844,0.5549609832465648,-1.965851378440857,-0.8942409634590149,1.7036913096904756,-0.33465188294649134,-0.12144117043353615,-0.8123582363128662,1.0527426987886428,1.116675105690956,0.33030533492565156,-0.07119725774973627,-1.455338484048843,0.10732825715094803,-0.2525104366242886,1.118474367260933,0.8155364513397216,-2.2464336991310114
2019-04-18 17:00:00,-3.0546471118927006,-8.059255409240723,0.7524515330791474,0.6037109412252903,-1.0769910812377932,-0.7662652552127838,1.4293238401412964,-0.5377156347036363,-0.2585371311753988,-2.107153594493865,1.146241271495819,1.0143734350800515,0.33030533492565156,-0.019355445541441432,-1.5518764913082124,0.1501886796206236,-0.2525104366242886,1.2125598952174186,0.7119363367557525,-2.3438365221023556
2019-04-19 12:00:00,-16.40047721862793,-7.2360032081604,-0.10169315189123151,0.6930860340595245,-0.02651985362172126,2.0491995096206663,3.2584405899047852,0.6806665778160095,1.7065050601959229,0.08836903870105745,1.4080375760793684,1.8157370716333392,-1.0870283901691438,-0.48593190014362336,-0.5864975243806839,-0.04982674587517975,-0.1049380674958229,1.0008673921227456,0.14213583385571835,-1.954224669933319
2019-04-19 13:00:00,-5.9144683361053465,-6.412752389907837,0.5389152526855469,0.6362109281122684,-0.3497418120503426,1.5372967123985288,3.3194111347198487,0.6299006372690201,1.3866144537925718,0.08836903870105745,1.4641367495059967,1.8839382648468017,-1.2336491763591768,-0.5377737313508988,-0.7433715343475342,-0.006966286897659289,-0.097171089425683,1.0126282021403312,0.24573591202497483,-2.1003290891647337
2019-04-19 14:00:00,-0.19482607692480086,-5.680972719192505,1.3930599570274356,0.5630859725177288,-0.5921582370996475,0.38551575988531106,2.740190875530243,0.7821984708309173,0.7925319492816925,-0.24940367378294467,1.3332385987043378,1.918038898706436,-1.429143583774567,-0.5118527472019195,-0.9364473044872283,0.05018097823485729,-0.1049380674958229,1.0831922598183155,0.5565362304449082,-2.222082722187042
2019-04-19 15:00:00,6.47808952331543,-5.223611116409302,1.1795238614082337,0.49808595329523087,-0.9153800725936889,-1.0222166180610657,1.6122354805469516,0.8837302684783935,0.4269427001476288,-0.6434718370437622,1.1649410575628278,1.5940833657979965,-0.8915341258049011,-0.38224823772907257,-1.0812542438507078,0.07875461559742689,-0.08163715107366443,1.0831922598183155,0.09033579137176272,-2.2464336991310114
2019-04-19 16:00:00,1.71172137260437,-5.8639171600341795,-0.7423016905784607,0.4574609700590372,-0.8345746636390686,-1.7900705218315125,0.8805887401103973,0.7821984708309173,0.1984494238742627,-0.36199460327625277,1.0153432935476303,0.9632225200533867,-0.6471662223339081,-0.09711820415686814,-1.1536576032638548,0.12161508556455372,-0.06610322622582315,1.1302351638674737,0.14213583385571835,-2.3925379395484927
2019-04-21 15:00:00,-6.867741394042969,-5.955390214920045,0.5389152526855469,0.611835914850235,-0.18813083097338676,0.38551575988531106,2.3743677198886863,-0.5377156347036363,-0.3042357424274087,-0.6997673630714416,1.4080375760793684,1.7134352326393127,0.33030533492565156,-0.5636946231126785,-1.527741974592209,0.2359096359461546,-0.24474343955516814,1.177277834713459,0.29753599762916566,-2.3925379395484927
