,SHAP_OX_01,SHAP_TEMP_01,SHAP_OX_03,SHAP_HUM_01,SHAP_TEMP_04,SHAP_TEMP_05,SHAP_TEMP_03,SHAP_OX_04,SHAP_SPM_01,SHAP_OX_17,SHAP_OX_18,SHAP_SPM_14,SHAP_OX_16,SHAP_TEMP_18,SHAP_WS_01,SHAP_OX_20,SHAP_OX_22,SHAP_SPM_17,SHAP_OX_19,SHAP_TEMP_24,SHAP_HUM_07,SHAP_HUM_06,SHAP_WS_02,SHAP_OX_21,SHAP_TEMP_17,SHAP_TEMP_08,SHAP_SPM_11,SHAP_SPM_15,SHAP_OX_08,SHAP_OX_05
2019-04-06 12:00:00,-9.10299825668335,-20.632800388336182,0.8489279262721539,1.8391731142997738,5.387894248962402,3.7665223836898805,7.8192943096160885,-0.30920174811035395,-0.2734149537980558,0.36248654481023546,0.20816251635551447,1.4965600788593294,0.5850290134549141,-4.449931001663208,1.175597282499075,0.22871060097822923,-0.7449552774429321,-1.2361575484275817,0.38437196165323256,0.8204231768846512,-0.06108894944190979,0.47055254802107793,-0.18015179372741838,0.2491414442658424,-3.0004525095224386,4.546313023567199,-0.7957982629537582,1.0452806115150453,-5.115941286087036,-0.2613013127818704
2019-04-06 13:00:00,-5.097146916389465,-18.939812564849852,0.0795566304586828,1.9253190755844116,4.526197052001953,3.0764990687370304,6.837921953201294,-0.26445950046181677,-0.23162847473286102,0.36248654481023546,0.18246097369119524,1.4965600788593294,0.5850290134549141,-4.803316831588745,0.44026714116334914,0.13990009427070618,-0.6964885115623474,-1.1197993397712707,0.3831193886697292,0.9587321877479553,0.13372512813657522,0.783886744081974,0.1779433185234666,0.22039635106921196,-3.1345564469695093,4.350836026668548,-1.0064169317483902,0.9633392870426178,-3.8274667024612428,0.52819419875741
2019-04-06 14:00:00,-1.7589368522167201,-18.939812564849852,-0.3051289990544319,1.8391731142997738,3.8942856550216676,2.558981227874756,5.678120136260986,0.003993985801935235,-0.14805550090968608,0.36248654481023546,0.18246097369119524,1.3487916529178618,0.5813170194625854,-5.0389080286026005,-0.29506301656365397,0.051089654467068604,-0.7449552774429321,-1.1197993397712707,0.3818668583407998,1.2353502377867698,0.36100832670927047,0.962934923171997,-0.09062802246771755,0.16290616933256388,-3.3357126265764236,4.194454711675644,-1.357447975873947,0.9633392870426178,-4.256958293914795,0.6409792818129063
2019-04-06 15:00:00,-1.7589368522167201,-17.730535793304444,-1.074500298500061,1.1500055193901062,3.1474813938140866,2.1794681906700135,5.053610968589784,0.13822069792076946,0.019090354442596453,0.18315259907394638,0.18246097369119524,1.4965600788593294,0.5776048868894577,-5.392293787002564,-1.5206133127212524,-0.03772086510434747,-0.8418888807296753,-1.0034413278102874,0.3818668583407998,1.4428137212991714,0.49088438143953683,1.1419831082224845,-0.3591993764042854,0.10541603118181228,-3.50334262996912,3.490738809108734,-1.357447975873947,0.8813980728387832,-4.4001220703125,1.3176897019147873
2019-04-18 16:00:00,-4.429505038261413,-15.795691394805909,-1.2027287244796754,0.6331297755241394,1.7687662333250043,1.1444329202175139,3.3585155248641967,0.4961587816476822,-0.44056085869669914,-1.0721856728196144,-0.1773604337126017,1.9398650288581851,0.5553324200212956,-6.334657025337219,-1.5206133127212524,-1.3254730176180602,-1.2780898213386536,-1.3525155365467072,0.3630783446133137,2.825903853774071,-0.126027013361454,0.38102843882516024,-0.6277706831693651,-0.3257602918893099,-4.006232928857207,2.2787829190492634,-0.8660044461488724,1.1272217601537704,-3.5411394596099846,2.1071851015090943
2019-04-19 11:00:00,-9.770640850067139,-17.246823120117188,3.2852699995040893,0.20239996537566185,5.158108198642731,3.525014340877533,6.748706912994384,-1.5619848475791511,-0.44056085869669914,0.9602666646242142,0.49087930358946325,1.644328385591507,0.5899784278124571,-3.9787494897842395,-0.7852831542491913,0.8503840208053589,-0.06642029918730259,-1.1197993397712707,0.3950187243521213,1.3736592516303063,-0.9052835434675217,-1.0065946652321145,-0.448723128437996,0.5940824508666992,-2.8663482129573827,3.608024924993515,-0.7255919843912124,1.2911042153835293,-0.9641903460025787,-3.9832084655761717
2019-04-19 12:00:00,-4.429505038261413,-12.167858505249024,0.9771563351154328,0.4608377993106842,3.8368388056755065,2.938494431972504,5.232042074203491,-1.1145623289048672,-0.4823473125696182,0.6015985861420632,0.3109686312265694,1.3487916529178618,0.5813170194625854,-4.5677261590957645,-0.5401731014251708,0.8947893619537354,-0.1148870840668678,-1.0034413278102874,0.3968975529074669,1.1316185235977172,-0.9377524614334106,-0.9618323343340307,-0.5382469326257706,0.6228275448083878,-2.9669264227151873,3.881692039966584,-0.8660044461488724,1.0452806115150453,0.03795642722398043,-2.62978765964508
2019-04-22 11:00:00,-9.770640850067139,-13.13528127670288,2.7723557233810427,-0.6590596675872803,4.066625452041626,2.627983796596527,5.76733615398407,-1.3830158952623604,0.102663317322731,0.9602666646242142,0.33667010465869684,-1.4588070333003997,0.5887411877512931,-3.1541812419891357,-0.04995297361165284,0.6727630883455277,0.030513248639181263,0.8582878082990646,0.39188733622431754,1.8231634870171551,-1.1325667798519135,-1.275166644155979,0.1779433185234666,0.5653373897075653,-2.195827892422676,2.7088317096233365,-0.16394229829311371,-0.511602475401014,-0.534698885679245,-3.1937130451202393
2019-04-22 12:00:00,-5.097146916389465,-10.95858030319214,1.6182990193367004,-0.14218384409323334,3.2049281716346742,2.2829719543457037,4.607533597946169,-0.9355932451784611,-0.022696087189251535,0.5418206483125686,0.3109686312265694,-0.2766600988805294,0.5738928556442261,-3.3897722482681276,1.175597282499075,0.6727630883455277,-0.16335390582680698,0.9746459066867829,0.3893822319805622,1.2699275448918341,-1.1325667798519135,-1.0065946652321145,-0.2696755938231945,0.507847222685814,-2.2964059174060827,2.7870225906372066,-0.16394229829311371,-0.6754848748445511,0.03795642722398043,-2.178647243976593
2019-04-22 14:00:00,4.24984073638916,-5.154050064086914,-1.074500298500061,0.2885459445416928,1.3666408360004427,1.3169387817382814,2.1094975233078,0.09347849218174815,0.0608768604695797,-0.7135176847688853,0.06680409759283065,0.16664489379618316,0.5615192867815495,-3.9198513507843016,-1.0303932368755342,0.40633160024881365,-0.2602874379605055,1.3237199902534484,0.38374564722180377,1.06246397793293,-0.7754074245691299,-0.5589741878211498,-0.3591993764042854,0.39286688566207884,-2.6651920646429064,2.200592339038849,0.18708874285221103,0.2258684128522873,-0.6778627812862397,-0.035731152072548844
