,SHAP_HUM_01,SHAP_TEMP_06,SHAP_TEMP_17,SHAP_TEMP_18,SHAP_WS_02,SHAP_TEMP_02,SHAP_OX_04,SHAP_TEMP_05,SHAP_TEMP_22,SHAP_TEMP_07,SHAP_OX_24,SHAP_TEMP_11,SHAP_OX_02,SHAP_WS_01,SHAP_NO_01,SHAP_TEMP_23,SHAP_TEMP_21,SHAP_TEMP_04,SHAP_OX_05,SHAP_OX_23,SHAP_OX_06,SHAP_NO2_14,SHAP_OX_21,SHAP_OX_22,SHAP_WD_05,SHAP_OX_01,SHAP_TEMP_03,SHAP_TEMP_10,SHAP_NOX_02,SHAP_NO2_15,SHAP_OX_13,SHAP_NO2_01,SHAP_TEMP_01
2019-04-06 13:00:00,4.218187379837036,4.398970341682434,-0.26514528319239616,0.5333806928247214,-1.1916647613048554,3.6826647698879236,-0.4190241530537605,1.6093491688370705,-0.27400650158524514,6.337264633178711,0.15633550919592382,-1.6105311691761017,0.8468873053789139,-0.09969382383860645,-0.22246760874986643,1.6813421279191971,0.11891683340072631,-1.2352361619472503,-0.8263486817479133,-0.37672304511070254,-0.36757817585021263,0.27279468029737475,-0.5313823893666267,-0.6878470048308374,0.17465031053870914,-7.601681041717529,1.9557890117168426,-3.524675816297531,0.6387718409299851,0.45563928186893465,3.6186140060424803,-0.22845409200526773,-16.70347442626953
2019-04-22 12:00:00,-0.5755853611975909,3.1134598970413205,-0.2123906597495079,0.4687248967587948,-0.21279109511524438,2.322125715017319,0.01926908860914405,1.269011914730072,-0.2683686036616564,4.682625794410706,-0.18778324723243714,-1.0112358167767526,1.3732985496520995,-0.10060785990208385,0.8453187763690948,1.3856847435235977,0.11936891973018646,-0.9592923685908318,0.0038424782454967122,0.5553438156843186,-0.12396166734397411,0.03713504904881117,0.3032745860517026,-0.3116129722446203,0.1832293636165559,-11.7028639793396,1.5584999978542324,-2.290560466051102,0.6387718409299851,0.30043343156576163,1.0442216038703918,0.024790465459227563,-10.427384185791016
2019-04-22 13:00:00,0.38316910043358804,2.516615700721741,-0.2534220300614834,0.4615409284830093,-0.865373569726944,2.040634775161743,-0.10247903428971764,1.1328769892454147,-0.3191097814589739,3.747394585609436,-0.27954825162887575,-1.1666086658835413,0.7152844995260239,-0.09969382383860645,-0.22246760874986643,1.5221420422196383,0.11902988851070406,-0.6346525803208352,-0.3816034059971571,-0.18049845546483995,-0.1491633826866746,-0.5520140707492829,0.046457011625170706,-0.08587258467450738,0.1832293636165559,-1.4499070018529892,1.108239370584488,-2.6105163574218753,-0.1976558047346771,-0.16518410705029965,0.5078897312283516,-0.16514293141663075,-7.513485050201416
2019-05-05 12:00:00,0.191418222989887,3.251193308830261,-0.1889441542327404,0.4256210304796696,-0.7566098183393478,2.369040691852571,-0.07812940701842305,1.269011914730072,-0.16688618245534598,4.898448061943054,0.06457052994519472,-1.211000917851925,1.3732985496520995,-0.10129341636784372,-0.22246760874986643,0.7943702258169651,0.12129049003124237,-0.8619004011154174,-0.2926543580368161,-0.18049845546483995,-0.17436507418751715,1.2154332995414734,-0.4671780114993453,-0.38685984238982196,0.1832293636165559,-10.335802936553957,1.267154797911644,-2.701932388544083,1.4751994967460635,0.6108451098203659,0.6151561468839646,-0.38673190027475357,-9.979092502593994
2019-05-10 11:00:00,3.642934513092041,3.251193308830261,-0.1889441542327404,0.43998896740376947,0.5485551416873933,1.6653137177228927,0.06796832624822853,1.269011914730072,-0.21762735042721032,4.466803169250488,0.3857480466365814,-1.3441776663064953,0.32047605663537976,-0.09969382383860645,0.31142557710409163,1.3629419073462485,0.12072530686855316,-0.7645084649324417,0.033492146432399714,-0.818228324316442,-0.06515769166871903,1.4510928869247437,-0.8524043023586273,-1.2898214459419253,0.17465031053870914,-8.96874213218689,1.2141829878091812,-2.1991443574428553,0.6387718409299851,0.45563928186893465,0.40062346644699576,-0.006865094974637054,-7.0651932716369625
2019-05-10 12:00:00,5.1769421100616455,2.516615700721741,-0.20066742226481438,0.4328049551695585,-1.3004285573959349,1.3369075030088426,-0.12682865038514138,0.9286746263504029,-0.251454846188426,3.963217091560364,0.362806735932827,-1.1222164526581764,0.18887317031621942,-0.09946530368179081,0.31142557710409163,1.3174562230706217,0.12038625776767731,-0.4236367799341679,-0.32230404578149313,-0.818228324316442,-0.14076280668377877,1.2154332995414734,-0.7239956229925155,-1.4403150618076324,0.17465031053870914,-4.867559719085693,0.7374362647533417,-2.381976300477981,0.04132351567968723,1.6972859025001525,-1.3156381785869598,0.08810161622241139,-4.823732590675354
2019-05-10 13:00:00,5.560443925857544,1.5983938276767733,-0.2358371563255787,0.44717292711138723,-1.4091922879219054,0.8677560701966286,-0.5407722920179368,0.5713204234838487,-0.2683686036616564,2.812163782119751,0.362806735932827,-1.211000917851925,-0.6007437691092491,-0.10037935697473584,-0.22246760874986643,1.4539135202765467,0.11982108652591708,-0.13146099608857184,-0.5595014865510166,-0.9163406930863858,-0.24156964421272278,1.686752617359161,-0.6597911864519119,-1.2898214459419253,0.1832293636165559,6.068927574157715,0.5520347610116005,-2.5191002428531646,-0.3171454817056655,1.386874258518219,-3.675497817993164,-0.10183180868625641,-3.478855848312378
2019-05-10 14:00:00,5.752194833755493,0.6342610388994216,-0.2827301375567913,0.4902768436819315,-0.9741373419761657,0.5862652599811555,-0.5651219040155411,0.26501683896640316,-0.2965581256896258,1.3733467936515806,0.40868927389383314,-1.2775893419981004,-2.7063889503479004,-0.10220745683182031,-0.7563608288764954,1.5221420422196383,0.11902988851070406,-0.017837092024274165,-1.0635460942983628,-0.818228324316442,-0.30877418294548986,4.396838521957397,-0.8524043023586273,-1.2145746529102324,0.1832293636165559,16.32188425064087,0.28717546910047526,-2.5191002428531646,0.5192821204662323,2.00769761800766,-6.035357522964478,-0.22845409200526773,-3.2547096252441405
2019-05-11 10:00:00,0.9584218859672546,3.2052820205688484,-0.054126803576946284,0.20291760340332984,1.6361925601959229,2.275210416316986,0.3601638309657574,1.2519950106739997,0.08118191696703433,3.459631180763245,0.08751177750527857,-0.7892745122313498,1.7681071043014527,-0.1035785285755992,4.04867799282074,0.24854136328212917,0.1275072734802961,-0.9592923685908318,0.4782374769449234,0.06478228233754632,-0.048356550605967635,2.9828804492950445,2.422019195556641,1.2685698688030242,0.1832293636165559,-21.95582122802734,1.8233593583106997,-1.3764007747173308,-0.9145938038825989,4.646196722984314,2.760483193397522,0.5945907242596149,-9.306654834747315
2019-05-11 11:00:00,3.642934513092041,2.470704674720764,-0.08929655645042658,0.2675734356045723,0.5485551416873933,1.8060591101646424,0.1653668161481619,1.1328769892454147,0.08681984143331647,3.8912763595581055,-0.05013575218617916,-0.7226861536502839,2.6893270015716553,-0.09946530368179081,0.31142557710409163,0.11208413103595376,0.12705514477565888,-0.7969724729657173,0.033492146432399714,0.849680757522583,-0.014754271507263165,3.3363701820373537,2.100997233390808,2.3972719073295594,0.1832293636165559,1.9677453517913819,1.0817533791065217,-1.650648683309555,-3.0654078245162966,3.7149620532989496,2.9750159025192264,0.1514127554371953,-7.0651932716369625
