,SHAP_OX_01,SHAP_HUM_01,SHAP_TEMP_01,SHAP_SPM_01,SHAP_OX_06,SHAP_PM25_04,SHAP_TEMP_02,SHAP_HUM_20,SHAP_PM25_14,SHAP_TEMP_11
2019-12-13 20:00:00,-3.977682614326477,-1.2569124281406403,-9.039780426025391,-0.33364724814891816,-1.0091033160686493,0.0034609969239681924,4.4725250720977785,-0.8565191507339478,-0.42478265762329104,4.690719795227051
2019-04-26 03:00:00,-5.280345392227173,-0.2965569610707463,-1.8658263385295868,-0.6510181203484535,-0.8831307709217071,-0.2151516597718,-1.3439402878284459,-0.39254753217101096,-0.9331020085141063,-0.29597701132297516
2020-02-05 11:00:00,-3.32635235786438,-1.6202905595302581,-6.309869861602784,-0.07975069023668765,-0.7571586012840271,-0.15553011093288657,3.4321808338165285,-0.9442970633506775,-0.4899519203230739,5.39870502948761
2019-08-31 01:00:00,-5.931675815582276,-0.2965569610707463,2.8956483125686643,-0.14322484759613868,-1.2610480844974519,-0.09590837340801954,-4.370392537117004,-0.39254753217101096,-0.542087332904339,-1.3733496248722077
2019-09-20 17:00:00,5.140942001342774,-1.0752236247062683,1.1180313985794785,-0.016276539489626866,-0.9461172699928284,0.3015691343694925,-3.0936084032058715,-0.41762705743312833,-0.4899519203230739,0.9045237354934216
2019-12-29 23:00:00,-2.6750231981277475,-1.023312693834305,-9.484185123443604,-0.016276539489626866,-0.7571586012840271,-0.11578228333964943,4.850832843780518,-0.9192173570394516,-0.45085054636001587,4.382897973060609
2019-09-10 05:00:00,-13.096307182312012,-0.6339791119098664,4.292346334457397,-0.27017300501465796,-2.079868412017823,-0.11578228333964943,-5.363448929786682,-0.4928655236959457,-1.5978272274136542,-2.0505548119544983
2019-04-21 08:00:00,3.1869491815567015,-0.7637570679187775,-3.6434430122375487,0.5549905887106433,-0.5052138715982437,-0.016412969771772614,1.4933599054813385,-0.9944560796022417,-0.5029856698587537,2.8745761156082152
2019-07-29 05:00:00,-10.490984439849855,-0.4003790721297264,4.2288613557815555,0.04719759249128401,-2.079868412017823,-0.11578228333964943,-5.694468307495117,-0.7436608523130417,-0.6593916825950146,-2.4815041422843933
2019-07-16 20:00:00,-9.839656543731689,-0.2965569610707463,0.6736268773674965,-0.3971213921904564,-1.5129928708076479,-0.016412969771772614,-2.904455077648163,-0.39254753217101096,-0.5160196095705034,-0.17284865994006396
2020-01-15 06:00:00,-11.793645286560057,-0.3484678708016872,-9.039780426025391,0.4915164231322704,-1.8279235005378722,0.22207352854311463,4.66167848110199,-0.7938197046518327,-0.5811888128519058,4.075078225135803
2019-12-19 22:00:00,-10.490984439849855,-0.32251241654157636,-8.277943992614746,-0.6510181203484535,-1.8909098505973816,-0.33439488532021644,3.857775926589966,-0.6684224098920822,-0.5029856698587537,4.044293999671936
2020-02-23 10:00:00,3.1869491815567015,-1.9058013617992402,-6.1828956604003915,-0.27017300501465796,0.061661860835738456,-0.03628682177513838,3.1484503865242006,-1.006996038556099,-0.5290534250438214,3.9211664438247675
2019-10-25 04:00:00,0.5816286355257034,-0.2965569610707463,-3.326011824607849,-0.58754360973835,-0.631186193227768,0.8049634397029877,0.26386309480294584,-0.39254753217101096,-1.1592095024883746,1.7972034096717835
2019-08-20 22:00:00,-3.32635235786438,-0.2965569610707463,3.0861075758934025,-0.58754360973835,-0.8831307709217071,-0.15553011093288657,-4.89056670665741,-0.39254753217101096,-0.5811888128519058,-1.4349135041236876
