,SHAP_OX_01,SHAP_HUM_01,SHAP_TEMP_01,SHAP_SPM_01,SHAP_OX_06,SHAP_PM25_04,SHAP_TEMP_02,SHAP_HUM_20,SHAP_PM25_14,SHAP_TEMP_11
2019-04-18 15:00:00,-1.415475755929947,-0.3987389624118805,-13.347780513763428,-1.861940360069275,-2.9128974795341493,1.0544457882642748,-6.231246209144592,-2.1404597237706184,-0.41071058306843045,21.19192409515381
2019-04-19 12:00:00,-6.607821655273438,0.07843393422663211,-11.442585849761965,-0.79214299172163,0.08872387707233428,1.4154984295368196,-5.8636777877807615,0.7355969324707985,-1.050640258193016,18.845061683654784
2019-04-19 13:00:00,-3.492414379119873,0.038669521734118445,-12.135384368896483,-0.9110094457864761,-2.1624922871589662,1.1346797466278076,-5.496109569072724,-0.702431607246399,-0.7946683958172799,18.34216527938843
2019-04-19 14:00:00,-0.8962412238121032,-0.0408592879772186,-11.788984107971192,-0.79214299172163,-2.662762248516083,1.1346797466278076,-5.790163516998291,-1.9607066191267215,-0.2827246628701687,19.0126971244812
2019-04-19 15:00:00,0.6614625886082649,0.07843393422663211,-12.135384368896483,-0.5544102720916271,-2.662762248516083,0.8538610637187958,-5.643136620521545,-1.4214460045099255,-0.7946683958172799,18.34216527938843
2019-04-22 12:00:00,-11.280933952331543,0.15796280987560746,-10.403386640548707,0.03992166444659231,0.8391291737556458,1.2550306826829911,-4.687458717823028,-1.4214460045099255,-0.9226542133837938,14.31897668838501
2019-04-22 13:00:00,-7.127056646347046,0.19772715754806997,-7.978590869903565,0.15878800973296164,-0.6616813413798809,0.8939779937267304,-5.055026888847351,-3.9379950165748596,-1.5625840544700629,14.151344490051269
2019-04-22 14:00:00,-2.453945028781891,0.07843393422663211,-6.419793367385864,0.03992166444659231,-0.6616813413798809,0.693393184710294,-4.025836098194122,-5.196270179748535,-1.5625840544700629,14.486609554290771
2019-04-22 15:00:00,0.14222794105298817,0.15796280987560746,-7.805390310287476,-0.07894475487992167,-3.413167667388916,0.7736272491514684,-3.364213502407074,-6.095037841796875,-1.5625840544700629,13.816077613830561
2019-05-10 12:00:00,-5.050118374824524,-1.0349696062505245,-2.2629993319511414,-1.1487421602010728,-1.9123569607734676,1.65620037317276,-2.7761038661003115,3.6116536259651184,0.35720503181219104,12.81028060913086
2019-05-10 13:00:00,-4.5308832883834835,-1.1144983991980553,-2.089799690246582,-1.2676085591316224,-1.9123569607734676,1.2550306826829911,-1.5998855471611024,0.5558431316167116,-0.02675272785127163,13.313178825378419
2019-05-10 14:00:00,-1.9347105503082278,-1.0747341111302375,-4.168196392059326,-1.029875785112381,-0.1614111803472042,1.1747969090938568,-1.5263719797134403,-0.702431607246399,0.22921910583972926,13.313178825378419
2019-05-10 15:00:00,4.296104598045349,-0.8361474640667439,-6.24659321308136,-0.6732766270637512,0.5889940395019948,0.45269153618137353,-2.4085356652736665,-0.3429242432117462,-0.5386965059675276,12.97791337966919
2019-05-10 16:00:00,5.334574198722839,-0.7566186740994454,-6.766192102432251,-0.5544102720916271,2.089804655313492,-0.5502324075438083,-3.2906996846199035,-1.2416922390460965,-0.02675272785127163,12.97791337966919
2019-05-10 17:00:00,6.892278242111206,-0.3987389624118805,-8.844588947296144,-0.43554391860961916,1.8396695673465728,-0.9915186986327171,-3.5112406849861144,-1.4214460045099255,-0.15473869554698472,11.804483032226562
2019-05-10 18:00:00,8.449981784820556,-0.47826778441667556,-9.710588073730468,-0.5544102720916271,2.089804655313492,-0.8310509350150823,-4.393404150009156,-1.6011991620063781,-0.15473869554698472,9.960522413253786
2019-05-10 19:00:00,9.488451623916626,-0.4385033562779427,-10.576585483551025,-0.43554391860961916,3.3404798626899725,0.5730424355715514,-4.760972392559052,-1.4214460045099255,-0.2827246628701687,6.775497674942017
2019-05-10 20:00:00,7.411512136459351,-0.31921017840504645,-9.017787790298462,-0.43554391860961916,6.342101573944092,1.0143289387226107,-5.128541672229767,-0.5226778775453568,-0.15473869554698472,2.249409830570221
2019-05-11 02:00:00,-4.5308832883834835,0.15796280987560746,-16.118978214263915,-0.43554391860961916,7.592776584625244,1.4957323372364046,-7.848545622825623,1.4546112298965455,-7.449937915802002,0.7407144032418728
2019-05-11 11:00:00,-9.723229122161865,-0.001094894856214538,-9.364187908172608,-0.6732766270637512,3.840750503540039,1.3753815710544586,-5.275567984580993,4.510421276092529,-0.7946683958172799,10.631052541732789
2019-05-11 12:00:00,-7.6462911605834964,-0.3987389624118805,-6.24659321308136,-0.43554391860961916,3.5906155109405518,1.0945629805326464,-4.613945508003234,2.8926396757364277,-0.9226542133837938,9.792888641357422
2019-05-11 13:00:00,-1.415475755929947,-0.716854278743267,-4.168196392059326,-0.6732766270637512,3.090345013141632,0.8137440726161003,-3.2906996846199035,3.2521464109420775,-1.178626236319542,9.960522413253786
2019-05-11 14:00:00,5.334574198722839,-0.716854278743267,-3.475397562980652,-0.5544102720916271,3.5906155109405518,0.5329254833981395,-2.4085356652736665,3.072392991185189,-0.5386965059675276,9.625256443023682
2019-05-11 15:00:00,7.9307465076446535,-0.7566186740994454,-3.12899796962738,-0.43554391860961916,2.089804655313492,0.4125745451077819,-2.1144812703132634,2.5331322204321625,-0.2827246628701687,9.289990329742432
2019-05-11 16:00:00,9.488451623916626,-0.7963832579553127,-4.687795686721802,-0.79214299172163,-0.41154636703431613,-0.2694136261940003,-1.9674537897109985,3.7914074897766112,-0.41071058306843045,9.289990329742432
2019-05-11 17:00:00,13.642327785491943,-0.2794458217918873,-7.978590869903565,-0.07894475487992167,0.5889940395019948,-0.06882895790040491,-2.629076671600342,2.173625311255455,-1.050640258193016,8.787091779708863
2019-05-11 18:00:00,11.046155166625976,-0.5180322602391244,-9.883787393569946,-0.6732766270637512,3.5906155109405518,-0.14906282685697078,-4.025836098194122,0.7355969324707985,-1.4345981121063232,6.607864761352539
2019-05-11 19:00:00,8.969216203689575,-0.3987389624118805,-8.49818959236145,-0.79214299172163,6.842372179031372,-0.06882895790040491,-4.834486186504364,0.19633620199747384,-1.178626236319542,4.763903021812439
2019-05-11 20:00:00,12.084624004364017,-0.3987389624118805,-9.364187908172608,-0.43554391860961916,8.093047142028809,0.5730424355715514,-4.2463768243789675,0.01658257320523262,-1.4345981121063232,4.763903021812439
2019-05-11 21:00:00,10.526920700073243,-0.5577965296804905,-8.49818959236145,-0.79214299172163,8.843452501296998,0.7335100937634708,-4.613945508003234,0.3760898381471634,-1.3066121578216552,3.2552074432373046
2019-05-23 13:00:00,-3.492414379119873,-0.3589745834469795,-6.766192102432251,-1.6242077350616455,-3.1630326628685,1.2149137318134309,-4.2463768243789675,-4.117748880386353,0.4851911008358002,14.31897668838501
2019-05-23 14:00:00,-1.9347105503082278,-0.2794458217918873,-6.24659321308136,-1.2676085591316224,-2.9128974795341493,1.4556155979633334,-3.5112406849861144,-5.016516065597534,0.7411629229784011,13.816077613830561
